,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
11703,11704,5226,9710052,210186,205302,9401137,12261,9711056,9711056,9607044,9308081,9708054,9602171
11704,11705,208097,9706174,110141,108178,9903241,9705201,9612237,9612237,9710176,9806184,9702162,9701002
11705,11706,5020,9702141,9403181,209190,9702068,103123,9809194,9809194,9712139,9250,9703106,9811166
11706,11707,12203,9807100,108083,9607185,11243,106080,9610241,9610241,9907119,9405089,9706212,9812045
11707,11708,107201,207070,9404097,104191,9902132,12047,9704118,9704118,108067,8222,9710062,9612194
11708,11709,109068,9607120,9809078,9806184,301172,212339,11036,11036,9804033,9711056,9812137,9705124
11709,11710,109086,10278,9409076,107180,8008,9606199,9205064,9205064,9908132,109184,9707074,9709079
11710,11711,110051,10130,9810042,9804153,9201039,9611118,109184,109184,9702158,9206036,211174,9709035
11711,11712,205148,9310165,9403197,9701033,206011,210268,304023,304023,9911188,110157,10287,9710088
11712,11713,208226,11234,9401099,9607027,9705007,9506012,12085,12085,9603057,9704118,104193,9905074
11713,11714,211268,9202017,9202080,9911098,9807042,9811126,205199,205199,9809041,9610241,205199,9908059
11714,11715,212015,9710141,9305016,9706046,9407044,210265,9706044,9706044,9809040,9305112,9706053,9910230
11715,11716,212312,304014,11049,9903165,9702048,205089,9608110,9608110,9607182,9503034,9901024,9710172
11716,11717,303068,9911179,9903145,111217,111121,301250,9810125,9810125,9701157,9705179,9910127,9031
11717,11718,303116,9205107,9906071,9611004,9306077,9709021,6175,6175,105021,9912048,9908124,9810199
11718,11719,7002,9503202,304239,9807167,206218,9512143,9705228,9705228,9402110,9612194,112030,9810065
11719,11720,9911101,9501016,9303116,12051,9309027,5044,9710224,9710224,9712134,11036,9412130,9812166
11720,11721,103062,9406029,208007,9701082,9512102,301103,9308081,9308081,9707024,9705124,9911178,8198
11721,11722,103207,9412027,3277,9201039,9702079,9906054,9305112,9305112,9308081,304023,105321,9911177
11722,11723,106134,9606130,9406071,9612086,10187,108182,9503034,9503034,9411101,12085,9609194,7216
11723,11724,107157,9203045,9211057,209237,9806047,110161,9705179,9705179,9512189,9706044,108107,9301078
11724,11725,9501080,7155,9707204,9608176,210048,208165,110157,110157,9412242,9608110,106270,9709102
11725,11726,9410053,304253,5143,208030,9512103,9804172,9206036,9206036,9504121,9810125,9903235,9301100
11726,11727,9705159,9905076,9611118,10045,9602057,9903131,9609194,9609194,9808053,6175,9410178,9312019
11727,11728,9412110,9608009,9310053,103206,11059,9901163,9807031,9807031,9512042,9705228,9908170,9407161
11728,11729,9306091,9806231,9502130,9910164,9911187,206237,9710170,9710170,9805078,9710224,301143,7162
11729,11730,9306110,9601024,9209005,9604183,9703012,207136,9601048,9601048,206229,205199,9911177,9511013
11730,11731,9307173,9704047,107245,9901079,212179,208101,9804143,9804143,9312198,9609194,9301078,7165
11731,11732,9410235,9401125,9809084,208176,9607027,209155,9610108,9610108,9504142,108171,9404094,7167
11732,11733,9604053,9812183,9912008,9202020,112098,210229,9704194,9704194,9506146,108242,9605157,8171
11733,11734,9411217,9209113,9406063,5008,106217,211188,111244,111244,9507163,109220,9506111,9306094
11734,11735,9606071,8237,12255,9703154,9212027,9804200,205304,205304,301225,9804070,9902028,9412119
11735,11736,9405195,9505038,9507167,9610140,9605118,212002,9512080,9512080,9308102,9903135,9701084,9310106
11736,11737,9609175,109210,9511168,6165,9212136,212033,9604069,9604069,9411154,9602009,9907064,9601052
11737,11738,9901155,9209045,303009,9201006,9805211,212228,9505113,9505113,9501002,6161,8035,9612244
11738,11739,9907172,9505057,9204103,9611039,9605013,9908031,9609197,9609197,9312150,10050,9803114,9807151
11739,11740,9812080,8215,111261,9811221,9807108,9906035,9606149,9606149,9412152,103185,211235,106101
11740,11741,12012,9401029,9307143,4085,9602105,303010,9811221,9811221,9712151,104085,9601048,9401021
11741,11742,9508003,9401073,7176,9605065,9610229,303223,9902019,9902019,9804162,106210,9807031,9503157
11742,11743,210064,9901092,9410179,9611117,9506070,304232,10008,10008,9705198,107109,9710170,9702182
11743,11744,9302044,9712247,9404074,9402154,5127,9803252,111242,111242,108074,9412070,9804143,9407047
11744,11745,205272,9307080,9812187,9312111,9302032,9902184,9412070,9412070,110258,9310049,9610108,9510143
11745,11746,9711192,9512117,9412065,9602002,109157,9901016,9310049,9310049,9906160,9807031,9704194,111066
11746,11747,108005,12228,111033,9905181,207261,9808094,108171,108171,9510202,9710170,111244,9607170
11747,11748,108117,9310067,9810142,9711085,9310033,6060,108242,108242,205319,5234,205304,9608013
11748,11749,208036,210207,9807055,9401071,9605169,6185,109220,109220,207067,9712144,9512080,9505091
11749,11750,9403124,9502052,209093,9409119,111230,9806145,9804070,9804070,3291,111242,9604069,108110
11750,11751,9612217,9511021,109051,103219,103252,9809086,9903135,9903135,107082,9601048,9505113,111114
11751,11752,9601026,211227,108065,9049,9808003,9812134,9602009,9602009,108157,9804143,9609197,9709207
11752,11753,9310136,9501083,9605111,9306077,108002,9904034,6161,6161,9412169,9610108,9606149,9511142
11753,11754,302211,9605074,9610108,9411156,111092,9904163,10050,10050,9610015,9704194,9811221,9711058
11754,11755,9511127,304116,211067,9611237,210192,9905231,103185,103185,9702170,111244,9902019,9610207
11755,11756,9201079,9908183,9908176,9911157,9146,9908002,104085,104085,9810026,205304,10008,9703119
11756,11757,9604141,212064,9205115,9903174,9910172,9910069,106210,106210,9906159,9512080,9312007,112096
11757,11758,9209011,12219,9907207,9807097,9606060,9911027,107109,107109,9911178,9604069,9712244,10176
11758,11759,9405081,9707004,209070,9503200,9910164,9210,9912048,9912048,304225,9505113,9807088,108111
11759,11760,9603198,9308018,9306083,212312,9711085,10274,5234,5234,9251,9609197,209023,205125
11760,11761,9401075,9505039,9411166,106217,9907066,11286,106166,106166,212133,9606149,9911176,205229
11761,11762,9409015,9901154,9901144,112185,9706099,106114,9412073,9412073,9805085,9811221,9707064,9511106
11762,11763,9310013,11246,209125,9601095,210144,107113,9601105,9601105,9906225,9902019,212157,9605161
11763,11764,207169,9605099,9502132,9511004,7148,208073,9810071,9810071,111278,10008,212237,9099
11764,11765,9057,9212146,9711173,9704189,9805065,209201,11200,11200,108222,9412073,11082,9611047
11765,11766,9202085,9512224,9910074,301088,9201006,302163,212157,212157,110068,9601105,12166,9611174
11766,11767,9504104,9405196,9705244,110100,9911235,303227,212237,212237,9706189,9810071,106226,9612204
11767,11768,9706021,9604006,9603029,9702066,9906068,9711052,11082,11082,4174,11200,107133,9709002
11768,11769,9707181,9607226,9202065,9704024,9805007,9712090,12166,12166,206160,106166,9124,9806120
11769,11770,9504012,9306030,12021,9605041,9702126,110030,106226,106226,103126,112170,9905190,9811145
11770,11771,9405070,9806233,9707064,301105,9907155,9701119,107133,107133,9812148,6227,4084,9905014
11771,11772,9408169,9505070,9406061,111280,9402039,9806019,112170,112170,9711071,10081,9912097,9909215
11772,11773,9603173,9405076,9411179,9604014,9806019,9705005,6227,6227,9704012,9912097,111242,5189
11773,11774,8138,206169,9405052,9308018,208219,9703053,10081,10081,9710084,212157,9706062,110255
11774,11775,9611178,9610230,9202037,12069,9409046,9706002,9705052,9705052,4163,212237,9408050,212108
11775,11776,9602124,9808122,9212002,9712008,9712074,209028,6233,6233,9124,11082,9907192,108089
11776,11777,9903074,9903101,112159,9308091,9611012,9705242,9912097,9912097,9511176,12166,206145,207126
11777,11778,9406201,9201047,9210062,9911171,9712063,9907016,9911176,9911176,9511139,106226,208216,9908146
11778,11779,9503202,9412020,9709213,104249,210159,9906091,301143,301143,6106,107133,303070,208071
11779,11780,211253,9201026,9302049,9202003,9609070,9612241,9124,9124,9809017,9707199,9311076,208120
11780,11781,4078,9806247,9607228,210048,9902126,9705045,9312007,9312007,211242,9124,107190,9703089
11781,11782,11284,9706139,212254,204163,9911094,9902043,9712244,9712244,9912097,9912195,211064,9902130
11782,11783,9603096,9709078,9912122,210266,12165,9702197,9408047,9408047,6027,9911028,106166,9703187
11783,11784,9606035,9310181,205205,9611218,9404158,9612179,9612194,9612194,110029,9905187,112170,9811219
11784,11785,9610186,9606003,9310111,206243,9606113,9406069,9705124,9705124,207073,9312007,6227,9901092
11785,11786,9708014,9707185,9412081,106088,208145,9410069,9223,9223,304008,9712244,10081,210245
11786,11787,9612197,9408048,9503142,9908180,11207,107206,9708140,9708140,210034,9902002,9703177,301218
11787,11788,9902108,9908202,9701017,9805180,105208,9412172,9911092,9911092,9125,6233,9223,9302051
11788,11789,9501090,9210019,9211064,9902072,105076,9503210,9604113,9604113,10166,9911176,9708140,9310141
11789,11790,9603184,103093,9407061,9709009,9611122,210059,8104,8104,205219,301143,9911092,9404084
11790,11791,9907090,9905149,9908054,206090,9501049,9811204,9712204,9712204,112044,9903235,9604113,9310093
11791,11792,9901075,9402144,9905122,9410206,112014,9811116,9903235,9903235,207157,9410178,8104,9412070
11792,11793,212085,103225,9704082,9610252,107128,212128,9410178,9410178,111227,9712087,9712204,5194
11793,11794,9908030,9904183,208006,9205082,9307053,212338,9712144,9712144,206204,9904032,206111,9512130
11794,11795,9812142,9706105,9805072,12203,9707185,9812015,9510168,9510168,208074,9408047,9308081,9702144
11795,11796,9912117,105169,9604094,9039,9505095,9505068,9404116,9404116,210158,9223,9209105,9604126
11796,11797,9113,9906118,9910122,9810129,12106,212345,9607165,9607165,303153,9906017,9403032,206215
11797,11798,9902196,9195,9206071,9402015,9705140,9601118,9907192,9907192,5061,9708140,9712107,9806035
11798,11799,5198,9412075,9610030,9610222,12176,9807012,9902002,9902002,12010,9911092,9910121,9710081
11799,11800,9150,9305120,9709200,9908018,5045,9809142,9912195,9912195,9708030,9604113,9806184,111190
11800,11801,9409096,9301124,9501013,9511160,9608176,11217,9911028,9911028,9703069,8104,9250,210050
11801,11802,9405120,9405183,108162,107169,9708119,9809079,9905187,9905187,9703050,9712204,9711056,302212
11802,11803,9507108,106258,9304065,9703170,9612122,211033,7042,7042,9703128,9712132,9904014,303238
11803,11804,9611223,210034,9907180,9501056,9912208,9811243,9712132,9712132,9712096,9510168,9909055,209113
11804,11805,9610001,9712197,9307046,10194,9511118,9812043,9209105,9209105,7099,9404116,9912048,212327
11805,11806,109087,9202086,9808129,9805097,9805107,206096,9403032,9403032,7104,9607165,7128,207080
11806,11807,9812116,7038,9211129,9804203,9603096,9609092,9712107,9712107,5094,9805035,108105,11217
11807,11808,208073,205095,302175,209044,9709144,9166,9910121,9910121,9703144,7042,4145,9705138
11808,11809,302163,9311138,9606003,108202,9408176,207015,9712087,9712087,9909045,9907192,304023,9910003
11809,11810,205237,9909136,9804153,9610229,9903024,7142,9904032,9904032,108012,9209105,12085,9707118
11810,11811,9710191,9909035,9512179,9612059,9606036,106153,9902146,9902146,212243,9403032,9902146,9711149
11811,11812,107183,9905005,9308080,9410068,9804122,211150,9906017,9906017,9412123,9712107,9706044,9803066
11812,11813,108104,9203069,9407183,9309033,9608185,9803198,9812137,9812137,9501019,9910121,9608110,212239
11813,11814,205287,302090,301025,9504153,210047,8235,104193,104193,9807236,104193,9810125,9907148
11814,11815,106218,210112,7027,209046,9803161,11030,9805035,9805035,210208,9709079,6175,9810145
11815,11816,212250,9510157,9701060,9407014,9705041,107088,9804049,9804049,9906116,9812137,9705228,10124
11816,11817,210040,9205014,12047,9403041,211131,9512042,112030,112030,5161,9804049,9710224,9807137
11817,11818,107033,9310200,9310197,104156,9710219,9805078,9807088,9807088,5181,9902146,9408047,9810041
11818,11819,4157,9306072,210164,301202,9310096,211097,209023,209023,9904194,112030,9410053,5034
11819,11820,301092,9704082,9612217,9903256,9607001,9703158,11004,11004,304109,9410053,9408018,5035
11820,11821,105263,9612243,9808122,9601130,9511187,9910086,105321,105321,103133,9408018,9912223,109210
11821,11822,9708158,107129,210155,4188,12217,111161,9410053,9410053,9707193,9807088,9702170,206233
11822,11823,9904039,9506193,111216,9064,9601070,9809173,9408018,9408018,10142,209023,9810026,207243
11823,11824,207207,212051,9603146,209186,9610140,211206,7161,7161,106028,11004,9906159,9807216
11824,11825,208075,9305160,9207065,207261,9507096,9804141,9707074,9707074,12083,105321,9209054,9903069
11825,11826,208037,9601042,207015,9810183,9905056,9810066,211174,211174,9804128,7161,9912291,9810169
11826,11827,7185,9902024,9805183,103139,9703154,8080,10287,10287,9511226,9311076,110126,9902121
11827,11828,211093,9707129,212267,9710219,9409009,104066,9311076,9311076,9511119,9707064,9805035,11270
11828,11829,104069,9502156,212051,212033,9904154,9806152,108107,108107,9505144,206111,9511186,9508042
11829,11830,9612067,9306147,9410217,9711039,11113,9904077,9707064,9707064,9505188,9707074,9612158,9710214
11830,11831,9904123,9910095,10149,9411027,9901123,110255,9909055,9909055,9702204,211174,9041,9707182
11831,11832,9508001,9903174,9601055,9602105,9603169,212108,210110,210110,9608011,10287,9906017,9702058
11832,11833,9512028,9606179,9304048,9602087,9805084,9502099,9903188,9903188,9808189,9909055,9607174,9808181
11833,11834,112220,9808154,9707078,212240,9805207,9610121,9409139,9409139,9510157,108107,207011,9907006
11834,11835,211125,9211085,9511217,9612101,9705003,111178,206111,206111,9910130,210110,209053,9909070
11835,11836,304254,9612170,9412014,9905059,211163,8131,9404094,9404094,9704034,9903188,9808011,9909121
11836,11837,111103,12233,11234,9224,9902141,9903199,9605157,9605157,9704136,9307071,9808145,9910117
11837,11838,205068,9504135,9512207,9512145,9503224,5034,9506111,9506111,9705123,8035,9810082,9805081
11838,11839,9908169,9409069,9812225,5114,9406061,5035,9902028,9902028,9703152,9301078,10197,9808109
11839,11840,9911035,211021,9712191,11147,5205,211183,9701084,9701084,9806148,9404094,211179,9903238
11840,11841,212050,9809060,9407192,9307053,9704037,212265,9907064,9907064,8077,9605157,304264,210280
11841,11842,9911105,111176,111062,7186,9906002,9708126,9301078,9301078,8035,9506111,103046,9906127
11842,11843,9806117,9610131,9904135,209252,9911129,208108,9307071,9307071,9708008,9902028,301209,9403137
11843,11844,9506205,9906227,9611062,9506095,110234,10177,8035,8035,9711134,9701084,9409090,9412161
11844,11845,9505147,9812212,9306059,9512165,9706046,205279,9909225,9909225,7237,9907064,9707199,205318
11845,11846,9705099,9803160,9907177,9405001,205279,208041,9209054,9209054,7238,9409139,9609206,9901076
11846,11847,9407198,9910248,9712013,106186,206043,209011,9912223,9912223,208028,9607174,9902036,9901079
11847,11848,9601130,205166,8200,9204085,9909121,111032,9607174,9607174,212185,207011,210110,110104
11848,11849,104204,9305023,9506157,9811141,9410148,110172,207011,207011,9210032,209053,9903188,9902052
11849,11850,9810185,9809008,9306023,9812039,9911098,103070,209053,209053,9311088,9808011,9309036,9903048
11850,11851,9811112,9610187,9712139,9712063,9811008,208069,9808011,9808011,9405099,9808145,9412237,210091
11851,11852,212341,9503234,9610037,9805007,9809036,109074,9808145,9808145,9505089,9810082,9402051,211197
11852,11853,5176,9812040,9710244,9701092,9502101,109020,9810082,9810082,9804078,10197,109046,304035
11853,11854,9908045,9607170,9510223,9503122,211018,9910188,10197,10197,9604117,9909225,110155,304139
11854,11855,9803198,111246,9610088,9503034,9611238,109158,301209,301209,110259,9703177,9907190,9903085
11855,11856,301016,9406156,9506019,9512142,9906167,110231,9409090,9409090,9302092,9209054,9907208,9311103
11856,11857,301054,107252,109190,9712074,5044,111049,9703177,9703177,9703177,9912223,6123,9312151
11857,11858,6147,9411093,9404112,4199,9709038,9902037,9604142,9604142,9901069,301209,9311027,9409074
11858,11859,8093,9909087,9809088,9710140,9710112,206023,9912291,9912291,9903192,9409090,9703111,9706190
11859,11860,9811176,9902002,9805173,9903118,9406084,207022,9908170,9908170,6199,9604142,12144,9810073
11860,11861,9808127,12168,9601051,9803192,9703208,207082,9707199,9707199,9412073,9908059,9405005,111105
11861,11862,9903251,9507173,9906153,9703012,9503174,209005,9609067,9609067,9601105,9908170,208021,12186
11862,11863,210299,9212154,9401107,5112,12051,210107,211179,211179,9810071,9912291,9405006,212347
11863,11864,4135,9403193,9910268,104079,9407038,210171,304264,304264,11200,9609067,9806218,302113
11864,11865,111146,9610137,9403177,111121,9803050,211036,103046,103046,9612093,211179,9612237,9612202
11865,11866,9906198,9906230,9410101,9412077,9706162,302120,9511186,9511186,9612060,304264,9809194,9605150
11866,11867,9707028,9407044,9406081,9502101,9602151,303080,9710101,9710101,9702195,103046,9712051,9605199
11867,11868,211038,9711151,9904162,9605049,9604162,9180,110126,110126,5187,9905074,9704064,9705040
11868,11869,9807208,9204028,9403036,9908055,303137,5126,9806117,9806117,9502126,9710172,9607154,9902009
11869,11870,111245,106069,9412036,9901123,8211,6005,9502123,9502123,9601096,9511186,9608176,9909096
11870,11871,107118,9604195,6156,9611063,9806169,7137,9710193,9710193,9601091,9710101,9606129,9907164
11871,11872,105126,9709022,9805075,12176,9606031,9912085,103190,103190,9601079,110126,9606167,9908088
11872,11873,9512102,9608042,9905127,11035,9403096,10096,9903148,9903148,9904188,9806117,9703153,212307
11873,11874,9906104,9807197,9611133,9507159,9903174,11228,9507010,9507010,4180,9710088,9809066,303013
11874,11875,106173,9901107,9406121,9805191,9501090,11272,9601113,9601113,9903154,9502123,9710101,9604034
11875,11876,108138,9401061,110021,9305116,9505147,12056,9410117,9410117,108171,9912285,9705186,9605135
11876,11877,9605214,9304048,9706123,9812003,9303059,103048,9603011,9603011,108242,9507010,9711175,9606086
11877,11878,206110,9703086,111267,211152,9911223,103063,304214,304214,109220,9601113,6248,9612126
11878,11879,12070,9711033,9412062,9303100,9911165,103097,9306103,9306103,9804070,9410117,11154,9812126
11879,11880,9810004,9610218,9703189,8020,9203025,106170,9902151,9902151,9903135,9603011,9307071,9706109
11880,11881,9707037,9401130,9609098,9512102,9401122,110057,9601119,9601119,9602009,304214,9807072,9712230
11881,11882,9308048,9310153,9606172,9605013,9908072,111122,9092,9092,6161,9306103,9604169,9906070
11882,11883,9409164,9603029,9412153,9912245,104011,9503184,9709079,9709079,10050,9902151,9604142,112004
11883,11884,9704079,9307173,9301098,9807108,9701076,9808031,9705186,9705186,103185,9710193,9808153,5120
11884,11885,9902147,209119,9303076,9909215,9412162,211213,9711175,9711175,104085,9903148,9909006,9910182
11885,11886,9412170,10094,9601148,210287,9703177,9510236,6248,6248,106210,103190,9504043,9712256
11886,11887,9706161,9612030,9203051,9901145,9609178,9803130,11154,11154,107109,9601119,9504044,9904141
11887,11888,211001,9903149,9407033,7148,9308021,103181,106053,106053,108105,9092,9504045,211114
11888,11889,104002,9702178,9302044,9809165,8103,9810041,9706067,9706067,4145,106053,9504046,9908117
11889,11890,107050,9304141,9211036,9203,12193,108176,9706164,9706164,304023,9705186,9812211,9807033
11890,11891,105262,108037,9305054,208219,9804160,111155,109046,109046,12085,9711175,9906114,9808157
11891,11892,208211,9210091,9705186,9809197,210223,8082,110155,110155,110069,6248,9906219,9901021
11892,11893,6016,9803195,9408016,9611238,9807056,303056,9907190,9907190,106023,11154,9910215,9907100
11893,11894,6180,302106,9908051,9710067,304260,304002,9907208,9907208,209256,8181,9703026,9019
11894,11895,9608171,9810028,9309050,9501084,9712231,205183,6123,6123,9404094,9911014,9902053,9908125
11895,11896,9909208,9302023,9701140,107159,9901111,9404166,9811011,9811011,9605157,9706067,9706161,9803051
11896,11897,209237,9307002,9211075,6056,9202003,9505163,9807072,9807072,9506111,9706164,9909225,9805105
11897,11898,208214,9604066,9908183,9902007,9804139,206090,9309036,9309036,9902028,109046,103190,9806074
11898,11899,9710249,9307039,9204085,9804160,9712096,206132,9412237,9412237,9701084,110155,9706067,205279
11899,11900,9905169,9202039,212311,9047,9403041,206248,9402051,9402051,9907064,9907190,9706164,207058
11900,11901,206254,9704116,9702158,9709069,9706144,208029,9609206,9609206,9410098,9907208,9811011,208041
11901,11902,209065,9210120,303150,211089,9412117,208077,9902036,9902036,9505154,6123,9712019,209011
11902,11903,210028,205305,9911215,106261,9707130,211027,9504043,9504043,9701002,9811011,9906067,9807097
11903,11904,103193,9407061,9710092,9310114,107152,103030,9504044,9504044,9811166,9807072,9502123,9809067
11904,11905,107203,9604130,9402046,9708016,9809154,105263,9504045,9504045,9812045,9309036,9609067,9809179
11905,11906,112077,4044,9501140,9305111,11105,11270,9504046,9504046,9709035,9412237,9806117,9910059
11906,11907,9212020,9205052,6076,11113,9206028,9805053,9704064,9704064,9710088,9402051,12113,9810051
11907,11908,205088,9712129,6149,112132,111217,9810028,9607154,9607154,9905074,9609206,9507010,106150
11908,11909,8181,9601161,205068,9711013,9907025,12255,9608176,9608176,9908059,9902036,9601113,9907109
11909,11910,9911014,9808029,4122,9903011,204163,6101,9606129,9606129,9910230,9504043,9410117,9206026
11910,11911,9602015,9709026,9604147,9902134,9911156,8014,9606167,9606167,9710172,9504044,9603011,9304046
11911,11912,9911126,103119,9609202,9411219,9605065,9907150,9703153,9703153,9031,9504045,304214,9307039
11912,11913,9511151,9512147,9308048,9908013,211092,209154,9809066,9809066,9810199,9504046,9306103,9312168
11913,11914,206139,104212,9706130,11105,9706154,7073,9311027,9311027,9810065,9909006,9902151,211208
11914,11915,9304114,9411135,9405190,9703147,9601130,212118,9909006,9909006,7216,9704064,9710193,9405074
11915,11916,9805187,9307093,9703067,211163,9803182,10170,8181,8181,9709102,9607154,9503049,5041
11916,11917,9705060,9404056,9703095,9510180,9511004,9701171,9911014,9911014,9312019,9608176,111131,9602049
11917,11918,9804071,9503150,9611115,9709188,4188,9303067,9812211,9812211,9407161,9606129,9910097,9608078
11918,11919,9712132,9503094,6084,9708137,9501084,207098,9906114,9906114,7162,9606167,9701138,9606190
11919,11920,104193,9134,9808093,9404064,9404064,9710249,9906219,9906219,9511013,9703153,9310049,9708047
11920,11921,9809211,7183,5128,9609130,211184,9405112,9910215,9910215,7165,9809066,9804049,9704010
11921,11922,9805184,9703119,9705007,9901111,9703224,9410014,9703026,9703026,7167,9311027,7161,9603116
11922,11923,11036,9904200,9310025,9604193,9811221,9806012,9902053,9902053,8171,9812211,9411071,9706122
11923,11924,9603168,9702161,9810097,4117,206090,9707007,9706161,9706161,9306094,9906114,9903148,9604139
11924,11925,9612232,9812024,9610090,9301120,9902072,205172,9703111,9703111,9310106,9906219,9409139,9702052
11925,11926,206125,9307126,9803229,9910055,9408136,211240,9712019,9712019,9601052,9910215,8181,108124
11926,11927,9411116,112250,111258,9708086,208190,9702174,9906067,9906067,9612244,9703026,9911014,9303005
11927,11928,9610078,107206,206179,9209102,211119,9607172,111131,111131,9807151,9902053,110157,9404061
11928,11929,9605233,212070,9706179,109041,4122,9607045,9910097,9910097,9702182,9706161,9094,9404120
11929,11930,112191,9910037,9109,11293,211152,9612057,12113,12113,9407047,9703111,7042,302046
11930,11931,9512066,9412172,9306025,9203062,9612237,9909192,9507029,9507029,9510143,9031,9709079,9604145
11931,11932,8047,9304133,9812251,209137,9712210,302175,9912219,9912219,111066,9709035,107117,9405051
11932,11933,9607060,4129,9307106,9610202,9208078,304141,9305008,9305008,9607170,9910230,106053,9704025
11933,11934,9707113,9412086,301033,108093,9205082,9809096,9311087,9311087,9608013,9507029,9809030,9808034
11934,11935,9912200,9412112,9302039,9501049,209190,11164,9410113,9410113,9505091,9912219,9808171,9710193
11935,11936,210116,9401112,208138,9506206,12069,9904028,9401057,9401057,111114,12113,9401078,211064
11936,11937,9708076,205194,9903212,5261,9812012,7233,9601101,9601101,9709207,9305008,9412166,9903130
11937,11938,304002,9806107,9610180,301172,106182,9908122,9606198,9606198,9511142,9311087,9401006,205167
11938,11939,9812043,9710244,9906092,9904171,9710119,9804149,9611138,9611138,9711058,9410113,9503198,6238
11939,11940,5213,9809108,9405115,9701065,211124,9512028,9712060,9712060,9610207,9401057,9604131,109132
11940,11941,107221,9201039,12216,210159,9608196,108206,9808153,9808153,9703119,9601101,9611131,111173
11941,11942,9908158,9806167,208167,212270,9811177,9806107,9908059,9908059,112096,9606198,9702016,205063
11942,11943,9608025,9602020,111045,9601070,9503034,9045,9094,9094,110255,9611138,9709016,212267
11943,11944,8063,9912277,9804059,4172,209137,9903115,9411071,9411071,212108,9712060,9710106,304082
11944,11945,8162,107193,9609120,9311005,208044,6076,9905074,9905074,207126,111131,9601119,9707190
11945,11946,106278,9511066,9609207,9701188,206243,6095,9710172,9710172,208071,9910097,107224,9903254
11946,11947,109146,111261,212048,9704177,106243,6149,9701138,9701138,208120,9712019,111035,9710079
11947,11948,210303,9506081,9601022,9203009,9810200,111080,107117,107117,9703089,9906067,110165,109035
11948,11949,209022,9705151,9601043,208145,9608135,9811024,9911131,9911131,9703187,9810065,301057,9810164
11949,11950,9305055,111255,9404193,210047,9605236,8109,9710088,9710088,9811219,9808153,9092,112256
11950,11951,9407187,9904127,9211113,9806153,9808080,9703113,210143,210143,210245,9707175,9305008,210170
11951,11952,9408063,208063,9811138,9911036,207119,9505082,210242,210242,301218,9094,9311087,9809097
11952,11953,9503142,9605191,9605158,9502092,301072,207215,11275,11275,9310141,9810199,9410113,9904100
11953,11954,9312143,211136,9604064,9707141,9903227,304064,7216,7216,9412070,9805116,9401057,9811178
11954,11955,109159,6004,9310085,9404158,12153,9812039,9808171,9808171,9702144,9405166,9601101,9903031
11955,11956,9503094,9205066,9408120,9701109,9902109,9605146,9809030,9809030,206215,9411071,9606198,210071
11956,11957,9412072,10052,9205028,9903074,4040,111055,9401078,9401078,9806035,9911126,9611138,9911229
11957,11958,9911130,9909208,9806243,9702016,9803200,9805126,9412166,9412166,9710081,107117,9712060,9406091
11958,11959,9909131,9710092,9808029,303083,9605041,207034,9401006,9401006,111190,9301100,9908059,9701162
11959,11960,212275,9910116,9608170,9803168,4178,9910005,9503198,9503198,210050,9305004,9905074,9803224
11960,11961,9902169,9807055,106248,209090,9224,10110,9604131,9604131,302212,9701138,9912285,9811129
11961,11962,9808136,9304164,109212,9807096,9708148,9907017,9611131,9611131,209113,9911131,9710172,9901009
11962,11963,9611121,106268,304002,9809036,9307037,208037,9702016,9702016,212327,9303098,9710088,209245
11963,11964,9606046,9906060,9912238,9507104,9903074,211044,9709016,9709016,11217,7216,9031,212260
11964,11965,304141,209245,9304095,9512078,9211095,7185,9710106,9710106,9910003,210143,9709035,9912208
11965,11966,106088,9304045,9310086,9702197,9604133,5224,107224,107224,9711149,210242,9910230,9503150
11966,11967,207158,9806116,9912032,9406136,9403111,9611127,111035,111035,212239,11275,9810065,9406092
11967,11968,9604002,208152,9607176,8041,9604170,9705012,9305004,9305004,9907148,9612112,9911131,9605074
11968,11969,208084,9903161,9506124,9403096,9606130,9710201,108022,108022,9810145,9412119,9507029,110105
11969,11970,103050,9703104,9410109,109157,205247,9908169,9912285,9912285,9810041,9808171,9912219,9704098
11970,11971,108053,9808160,9210060,9511068,7015,208046,9031,9031,5034,9401078,9125,9709132
11971,11972,107023,8096,112220,6115,9704079,109197,110165,110165,5035,9412166,7216,9705046
11972,11973,9902026,302001,9806231,9807042,106239,209065,301057,301057,109210,9401006,9709102,9806152
11973,11974,9610178,9502130,9807108,304171,7013,302038,9709035,9709035,206233,9503198,9305004,206043
11974,11975,9207019,9306057,9205052,9608015,9707021,212341,9910230,9910230,207243,9604131,108022,9705128
11975,11976,9510242,9309015,9807092,9701076,9611123,9512170,9810065,9810065,9903069,9611131,210143,9812177
11976,11977,9505083,303244,9502066,111092,11293,9807104,9707175,9707175,11270,9702016,210242,9708119
11977,11978,9910082,302178,9912022,112098,9608069,9712097,9911126,9911126,9707182,9709016,11275,9806139
11978,11979,9805032,110151,208069,107152,9610054,9706069,9125,9125,9702058,9710106,9405161,9810237
11979,11980,110065,9609138,9201044,109091,9712008,9610018,104075,104075,9808181,9602171,9409172,9804123
11980,11981,112046,208172,206136,9305130,9205093,9809118,9610097,9610097,9808109,104075,9410241,9908096
