Id,score
9209068,3.24E-07
,
9304155,9.64E-05
,
205162,0.000193491
,
1189,7.91E-06
,
10243,0.000177869
,
9909219,0.000117959
,
205163,3.57E-05
,
4172,8.32E-05
,
205164,4.05E-05
,
9811224,7.29E-05
,
9907003,1.04E-05
,
205165,9.93E-05
,
205166,9.86E-07
,
205167,4.59E-07
,
205168,2.12E-06
,
9707082,2.33E-05
,
9806135,2.52E-05
,
9605103,1.47E-05
,
9610055,0.000114397
,
9707171,0.000984726
,
9708010,4.69E-06
,
9801199,3.77E-05
,
205169,7.14E-05
,
9503019,0.000252294
,
205170,8.35E-05
,
205171,0.000207687
,
205172,9.69E-07
,
5088,0.000260522
,
205173,5.15E-06
,
205175,0.000535469
,
5042,6.17E-06
,
9308157,0
,
9405125,1.17E-05
,
9501035,7.36E-05
,
9512120,1.46E-06
,
9410213,0
,
205176,8.94E-06
,
12227,0.000215953
,
9802160,1.80E-06
,
9712015,2.97E-05
,
9802139,0.000166026
,
205178,0.00036294
,
2029,0.000715542
,
205179,8.48E-05
,
206100,5.62E-06
,
206102,6.85E-06
,
206212,5.76E-06
,
101100,8.15E-05
,
205181,2.97E-07
,
205182,2.77E-05
,
7105,2.26E-06
,
8045,4.91E-06
,
10118,3.90E-05
,
102186,5.11E-05
,
104234,0.00038091
,
9208059,0.000559865
,
9509158,0.000269219
,
9801105,6.18E-05
,
9810115,1.60E-06
,
9906156,3.11E-06
,
205184,0.000100751
,
9812212,3.79E-08
,
205186,1.07E-05
,
205188,7.70E-05
,
8197,5.37E-07
,
207029,4.63E-06
,
1126,1.48E-06
,
206155,0.000338553
,
205189,2.33E-06
,
104089,4.65E-05
,
9909167,1.95E-05
,
205190,1.90E-05
,
205191,4.90E-05
,
9302116,0.001250457
,
205192,9.27E-06
,
9601042,8.84E-06
,
9903237,0.000266341
,
9412224,0.000170693
,
9510159,2.74E-06
,
205193,8.09E-06
,
205194,2.40E-06
,
208012,8.96E-05
,
9809034,1.44E-05
,
104135,0.000272576
,
9503228,1.22E-05
,
9803188,7.19E-05
,
9804028,6.94E-06
,
9806085,1.23E-06
,
9906223,7.93E-06
,
9907077,1.61E-06
,
205195,0.000190212
,
207051,0.000176674
,
205312,5.40E-05
,
206229,0.00013455
,
205199,0.000156516
,
9706129,4.58E-05
,
9708163,0.000146102
,
9809081,0.000158559
,
205200,0.000221571
,
9903120,0.000172112
,
9905004,0.000235909
,
205201,3.15E-05
,
205202,0.000505194
,
1168,7.55E-07
,
104253,1.42E-05
,
105169,7.70E-06
,
107114,0.000269406
,
9201013,0.000714968
,
9312210,4.01E-05
,
9312212,3.98E-05
,
9404005,0.000446042
,
9601168,0.000131376
,
9810031,0.000138332
,
9912088,0.000192338
,
205203,4.51E-06
,
205204,0.000145811
,
205216,3.36E-06
,
205205,1.83E-05
,
205206,3.43E-06
,
205208,4.78E-08
,
205211,1.18E-05
,
205214,1.11E-05
,
205215,1.63E-05
,
5229,1.68E-05
,
9304063,2.89E-05
,
205217,9.06E-07
,
205219,7.56E-05
,
9902194,4.28E-05
,
9904104,1.93E-06
,
205220,6.99E-06
,
205221,0.000486301
,
9412110,4.16E-05
,
205222,0.000136606
,
205223,7.18E-05
,
205224,0
,
205226,0
,
9312079,8.30E-05
,
205227,0.000231008
,
205228,0.000707855
,
9803234,6.54E-06
,
9810011,1.72E-05
,
9312108,9.82E-05
,
9403197,0.00010962
,
205229,9.79E-06
,
205230,0.000523861
,
4179,2.47E-05
,
9048,4.69E-05
,
11066,0.000151104
,
9912174,1.97E-06
,
205231,4.53E-07
,
205232,0.00014349
,
1155,0
,
4053,0.000130315
,
9806077,9.28E-05
,
205233,0.000171566
,
9711133,0.000240685
,
9805026,0
,
205234,1.80E-05
,
9305115,2.42E-06
,
9808131,5.51E-06
,
205235,1.73E-05
,
205236,7.20E-05
,
9803050,3.75E-05
,
9910184,1.11E-05
,
9703167,4.02E-05
,
205237,9.10E-05
,
7033,0.000459686
,
205238,4.14E-05
,
9506107,7.22E-07
,
9506108,6.43E-06
,
9510047,3.79E-05
,
9703026,4.16E-05
,
9408136,1.82E-05
,
9203003,0
,
9211134,7.47E-06
,
205239,0
,
205240,1.24E-06
,
102005,0.000659336
,
9606109,1.42E-05
,
9708061,2.39E-05
,
9711166,6.47E-05
,
205242,0.000132098
,
205243,2.42E-06
,
9805024,3.74E-05
,
9909039,2.84E-05
,
9401083,2.94E-05
,
9712099,5.75E-05
,
205244,1.75E-05
,
205245,1.77E-05
,
102089,7.08E-06
,
106211,0.000186664
,
9512025,6.66E-05
,
9512040,9.84E-05
,
9611199,3.28E-05
,
9612034,6.27E-06
,
9705233,1.64E-05
,
9706199,1.94E-05
,
9707194,3.51E-05
,
9710037,5.60E-05
,
9806068,1.73E-05
,
9812048,0.000499364
,
9903152,6.73E-05
,
9906163,2.37E-05
,
205247,1.98E-05
,
9912002,1.89E-06
,
205248,0.000168701
,
9810242,0
,
205249,0
,
205250,4.43E-05
,
9511226,8.72E-05
,
9911053,9.64E-06
,
205251,0.000158593
,
205252,3.68E-05
,
104182,2.12E-05
,
205253,0.000204483
,
205254,5.68E-05
,
9712047,0.000219958
,
9712075,4.78E-05
,
9712084,0.000212794
,
205255,1.80E-07
,
205256,0.000261901
,
9910025,0.000119262
,
205257,0.00020665
,
9808045,7.97E-05
,
205258,0.000174579
,
107111,0.000196235
,
205259,0.000176984
,
205261,1.03E-05
,
103254,1.62E-06
,
9201011,0.000162064
,
9411135,2.94E-05
,
9605225,9.14E-05
,
9709152,2.82E-05
,
9412226,3.07E-06
,
9703086,2.14E-05
,
205263,0
,
10134,0.000142831
,
205264,5.01E-06
,
103025,3.96E-05
,
9403070,5.43E-05
,
9511175,1.43E-05
,
205265,0.000103038
,
206185,2.19E-05
,
205274,1.51E-05
,
206041,1.66E-06
,
205266,4.38E-05
,
205267,3.28E-08
,
205268,2.92E-05
,
9412073,0.00024399
,
205269,8.63E-06
,
205270,3.44E-06
,
205271,5.21E-05
,
9608182,4.49E-05
,
9709166,0
,
205272,2.53E-05
,
8078,7.03E-07
,
9905027,2.06E-05
,
205273,7.21E-05
,
9811179,2.19E-05
,
205275,9.63E-07
,
205276,9.08E-05
,
9211050,0
,
9703035,1.68E-05
,
9807051,2.50E-05
,
205277,8.08E-05
,
9502015,0.000112554
,
205278,6.74E-05
,
205279,2.09E-05
,
205280,4.53E-05
,
205281,8.62E-05
,
9306122,8.07E-05
,
9806016,4.06E-06
,
205282,4.23E-05
,
205284,4.93E-05
,
4064,5.37E-05
,
9608124,0.00025815
,
9807143,1.12E-05
,
9812077,1.17E-05
,
9903102,4.18E-05
,
9912061,5.84E-06
,
9601035,5.81E-06
,
9607114,0.000100938
,
9911020,0.00019555
,
205285,5.80E-07
,
205286,3.24E-06
,
105307,2.75E-05
,
205287,1.03E-05
,
9307068,0
,
205289,2.55E-06
,
107109,7.84E-05
,
9502008,1.16E-05
,
9609231,0.000320704
,
205291,3.56E-05
,
205292,7.32E-06
,
205293,0.00022634
,
205294,8.82E-05
,
7101,9.98E-06
,
9911038,3.03E-05
,
9807180,9.91E-05
,
205295,4.50E-05
,
205296,0.000194522
,
9902110,4.83E-05
,
205297,0.000133716
,
9406012,1.53E-05
,
205298,0.000147151
,
205299,0.000324266
,
8130,0.000273594
,
12082,1.01E-05
,
9703192,6.40E-06
,
205300,4.47E-05
,
9904213,8.13E-06
,
205301,0.000259891
,
9703180,5.88E-06
,
205302,1.95E-05
,
205303,0.000168333
,
205304,0.000191315
,
12031,0.000287765
,
9710183,0.000331238
,
9812060,0.000176458
,
9905084,9.83E-05
,
205305,0.000108466
,
205306,0.000942399
,
103165,3.59E-05
,
9708037,9.74E-05
,
205307,0.000122124
,
10277,3.28E-05
,
205308,8.36E-06
,
9711194,0.000169974
,
205309,1.01E-05
,
205310,0.000215247
,
9603014,1.50E-05
,
9906074,7.22E-05
,
9811187,0
,
9812164,5.55E-05
,
205311,5.83E-05
,
9902065,5.53E-06
,
205314,2.56E-05
,
206033,5.81E-05
,
206045,0.000227208
,
9904113,7.08E-05
,
205317,0.000133046
,
9611151,0.000213325
,
9701122,8.53E-05
,
9705185,9.32E-08
,
9811170,6.18E-05
,
9904094,5.43E-05
,
9905030,0.000173018
,
9910081,6.16E-07
,
205318,6.91E-06
,
205319,3.20E-07
,
205320,2.50E-05
,
205321,0.000172738
,
205322,7.80E-05
,
104240,7.17E-05
,
106287,7.84E-05
,
9203004,1.83E-05
,
206002,2.39E-05
,
206003,4.20E-05
,
206004,4.60E-05
,
205046,0.000159883
,
206005,6.42E-05
,
206006,0.001019947
,
12057,0.000108228
,
9701073,0.000115412
,
9801088,0.000182833
,
9905190,0.000166773
,
9911063,1.78E-05
,
9912170,2.99E-06
,
9311121,4.51E-08
,
9605072,5.72E-07
,
9607086,2.60E-06
,
9607094,8.05E-06
,
9607096,1.69E-06
,
9909126,0.00012951
,
206007,0.000269077
,
206009,5.61E-06
,
206010,0.000188517
,
206011,1.14E-05
,
206012,3.96E-06
,
106119,0
,
206015,2.86E-05
,
5218,0.000109099
,
9607115,8.02E-06
,
9906120,4.61E-06
,
206016,0.000281946
,
102210,3.27E-06
,
206017,5.48E-05
,
206018,3.45E-05
,
206019,1.31E-07
,
102086,7.37E-05
,
206020,3.71E-05
,
206021,6.57E-09
,
3189,6.17E-08
,
206022,7.14E-05
,
1156,0
,
102199,0.000877593
,
206023,9.78E-07
,
206024,4.65E-06
,
105138,4.84E-05
,
206025,1.09E-06
,
206026,3.83E-05
,
206027,5.08E-06
,
206028,3.35E-05
,
9704203,7.14E-05
,
206029,4.67E-05
,
9911199,6.09E-05
,
206031,0.000375127
,
9311050,3.73E-05
,
206032,8.33E-05
,
9305107,7.34E-05
,
9410068,3.15E-05
,
206034,5.56E-05
,
9305031,0.000376989
,
206035,8.77E-06
,
206036,0
,
206037,0
,
102030,0.000244808
,
9210133,2.50E-05
,
9702061,1.09E-06
,
206039,1.89E-06
,
9411140,4.57E-06
,
206040,0
,
9812243,7.14E-05
,
9212102,0
,
9310052,0.000214239
,
206042,0.000333659
,
9207,7.41E-05
,
206044,3.44E-05
,
9307012,4.44E-06
,
206043,4.33E-06
,
2107,1.59E-06
,
9912163,1.47E-06
,
206046,6.13E-05
,
9803158,4.17E-06
,
9811148,4.36E-06
,
206047,7.72E-05
,
9711071,4.38E-05
,
9704012,1.20E-05
,
206048,6.66E-07
,
206049,8.88E-05
,
106219,0
,
206050,0.000131725
,
206051,1.71E-05
,
206052,0.000171375
,
205040,7.88E-05
,
206053,8.77E-06
,
206054,6.29E-06
,
7240,0.000629047
,
206055,1.35E-06
,
9912052,4.50E-05
,
206056,0
,
9704022,8.43E-05
,
206058,4.29E-06
,
206059,9.29E-05
,
9707048,0.000136115
,
206060,1.42E-05
,
206061,0
,
9805057,0
,
206062,0.000119448
,
206063,0.003049771
,
9701170,5.61E-06
,
9710151,8.69E-06
,
9712135,1.30E-05
,
9712164,2.17E-05
,
9909073,0.000253592
,
206064,5.23E-05
,
9711132,1.72E-05
,
9806032,3.94E-05
,
206065,1.93E-05
,
206073,5.10E-06
,
206194,1.00E-05
,
206221,1.62E-05
,
208178,5.43E-05
,
206079,3.46E-05
,
9905205,2.28E-05
,
9906147,3.39E-06
,
206066,1.98E-05
,
103012,3.68E-07
,
206067,0
,
206069,7.52E-06
,
206070,0.000123945
,
9902149,0.000206237
,
206071,0.000329415
,
206072,0.000192319
,
9908202,6.47E-06
,
206167,3.10E-05
,
206248,3.31E-05
,
207067,1.03E-05
,
208010,1.54E-05
,
208041,3.03E-06
,
208148,2.91E-05
,
206074,1.06E-07
,
9809183,5.65E-06
,
206075,5.34E-05
,
9702169,6.45E-07
,
206076,0.000162929
,
106275,3.71E-05
,
9208061,7.14E-05
,
9303118,8.30E-07
,
206077,1.02E-05
,
206078,0.00037969
,
203115,0.000125925
,
206080,7.16E-05
,
206081,8.43E-05
,
1057,4.09E-08
,
206082,4.23E-05
,
8049,8.71E-05
,
9410134,2.14E-05
,
9603006,9.56E-05
,
9606121,6.32E-06
,
206083,3.07E-06
,
103120,2.05E-05
,
9306030,2.12E-05
,
9402037,9.82E-05
,
206084,2.15E-05
,
206085,4.83E-06
,
9505037,7.71E-07
,
9610008,5.94E-05
,
9611179,1.13E-06
,
9706170,2.24E-06
,
206086,0.000150004
,
206088,7.65E-05
,
206089,1.43E-05
,
206090,3.05E-05
,
9903022,1.63E-06
,
206091,8.53E-05
,
206092,0.000164755
,
9807006,1.18E-05
,
9701177,4.54E-06
,
206093,1.11E-05
,
103144,8.70E-06
,
9710099,0.000176388
,
206094,4.48E-05
,
206095,0.000181193
,
206096,7.94E-07
,
206097,0.000196088
,
9705126,0.0008068
,
9306009,0.001061583
,
9603024,9.92E-05
,
9703053,0.000334163
,
206098,1.37E-05
,
206101,3.67E-05
,
206103,0.000165795
,
206104,0.000335972
,
9311157,2.88E-05
,
9403150,6.87E-05
,
9504160,9.59E-05
,
9512201,5.16E-05
,
9211080,2.94E-05
,
9403086,2.74E-05
,
9310076,3.06E-06
,
9407052,2.45E-05
,
9408007,1.88E-05
,
9411150,9.05E-07
,
9206014,4.95E-05
,
9307176,6.27E-05
,
206105,1.51E-06
,
206106,0.000108835
,
206107,4.32E-05
,
206109,9.25E-06
,
206110,4.10E-05
,
9906123,1.39E-06
,
206111,9.82E-06
,
206112,6.33E-06
,
206113,3.82E-05
,
206114,6.66E-06
,
206115,2.14E-05
,
206116,5.66E-05
,
1016,3.36E-06
,
105292,0.000190998
,
206117,1.61E-07
,
206118,0.000119366
,
9308077,2.46E-05
,
9504007,0.000154588
,
9504012,8.03E-06
,
9511187,1.12E-05
,
9407181,3.78E-07
,
206119,1.45E-06
,
206121,0
,
206122,0.000208242
,
206123,0.00010058
,
9412169,0.000190633
,
206124,3.09E-05
,
107013,5.72E-06
,
206125,2.89E-06
,
206126,0.00018476
,
206127,0.000139752
,
206128,2.26E-05
,
206129,0.000148914
,
9510023,0.000674166
,
9608171,4.33E-05
,
9709180,0.000257353
,
9903158,4.51E-05
,
206130,7.62E-05
,
206131,1.47E-06
,
206132,7.91E-06
,
9706002,6.02E-06
,
206133,2.16E-06
,
206134,8.82E-05
,
102148,0.000173524
,
9309135,0.000155485
,
9310058,5.45E-06
,
206135,4.87E-06
,
204131,9.00E-05
,
206136,6.19E-06
,
9609234,8.18E-05
,
206137,7.11E-06
,
206138,9.39E-06
,
206139,0.000140666
,
206141,0.000127919
,
206142,5.85E-09
,
206143,4.42E-05
,
9711190,4.44E-06
,
9809214,0.000451013
,
9312069,3.26E-06
,
9401123,0.00011416
,
9809215,7.48E-05
,
9811062,8.26E-05
,
206144,3.06E-05
,
9705064,0.00014577
,
9801144,0.000547345
,
9812160,0.000176204
,
206145,8.06E-05
,
206146,8.50E-07
,
206147,0.000178609
,
206148,3.83E-05
,
9709104,9.36E-06
,
206149,1.18E-05
,
206151,0.000117025
,
206152,3.34E-05
,
9811183,8.11E-05
,
206153,6.20E-05
,
10192,7.56E-05
,
9901126,0.000527716
,
9908066,1.51E-06
,
206154,0.000178655
,
106128,7.15E-05
,
9904162,0.000105137
,
206156,0
,
206157,3.84E-06
,
106030,6.52E-06
,
206158,1.60E-05
,
206159,9.00E-07
,
206160,5.43E-05
,
2058,1.24E-05
,
9601147,1.77E-05
,
206161,0.000663891
,
9707174,0.000353025
,
9712241,0.000599893
,
9810091,2.91E-05
,
9908204,0.000151171
,
9612096,0.000463278
,
206162,7.62E-06
,
9803201,7.10E-06
,
206163,2.82E-05
,
206164,0.000220854
,
5096,4.03E-05
,
9804122,1.04E-05
,
206165,1.81E-05
,
9708112,0.00016091
,
9812141,7.85E-07
,
9901098,1.07E-05
,
9601037,4.95E-05
,
9711178,7.14E-06
,
206166,1.84E-05
,
206168,7.90E-05
,
2105,0
,
9609206,0.000126074
,
206169,7.02E-05
,
11231,2.84E-06
,
9702025,0.000136354
,
9803034,6.06E-05
,
9903204,8.41E-05
,
206170,4.35E-06
,
206171,4.15E-05
,
206172,2.73E-09
,
206173,0.001243987
,
9601030,9.23E-05
,
9605214,5.67E-06
,
9606104,0.000358969
,
9707097,3.69E-05
,
9902177,7.79E-06
,
9903251,0.00011928
,
9906129,0.000154816
,
9907063,5.31E-05
,
9911242,0.001132328
,
9605044,3.12E-07
,
9605045,2.84E-05
,
9606195,0.000135605
,
9612005,0.000841733
,
9612109,3.15E-07
,
9902027,2.60E-05
,
9903060,0
,
206174,2.68E-06
,
9503072,6.33E-06
,
9705209,2.71E-07
,
9812169,6.43E-05
,
9901135,0.000343357
,
9909088,1.49E-08
,
9809015,7.85E-08
,
206176,1.64E-05
,
5219,5.87E-05
,
9909137,2.94E-08
,
9909188,3.99E-07
,
206178,1.10E-05
,
9409117,1.02E-07
,
9807192,9.77E-05
,
206179,1.82E-05
,
9607009,3.05E-06
,
9503143,0.000152332
,
206180,2.00E-05
,
206181,0.000192652
,
4018,8.28E-07
,
206183,5.59E-05
,
9912145,0.000120252
,
206184,4.35E-05
,
206186,0.000128971
,
9601174,4.93E-07
,
9604167,7.03E-05
,
206187,0.000117072
,
8245,3.49E-05
,
11098,5.88E-05
,
9908156,9.52E-05
,
9911079,2.01E-05
,
9412165,0.000116749
,
9509073,0.000513764
,
9703092,2.81E-06
,
9811094,4.14E-05
,
206188,0.000192664
,
206189,2.75E-06
,
206190,5.99E-06
,
206191,1.30E-05
,
104034,9.12E-07
,
206192,0.000491835
,
9311059,9.58E-06
,
9405001,0.000146224
,
9407103,5.22E-06
,
9503069,1.90E-05
,
9512001,8.88E-08
,
9612036,2.31E-05
,
206193,2.55E-05
,
206195,0.000101399
,
12010,1.72E-05
,
206150,0
,
206197,1.59E-05
,
206198,8.04E-07
,
206199,6.44E-06
,
206200,7.82E-05
,
9611094,1.17E-05
,
9809065,1.40E-05
,
9810204,0.00030666
,
9811147,6.55E-05
,
9902166,1.31E-06
,
9806195,1.76E-06
,
206201,8.54E-05
,
9704064,0.001304583
,
206203,2.32E-05
,
206204,2.43E-05
,
9812074,8.01E-07
,
206205,6.99E-05
,
9301006,1.48E-05
,
9204018,0.000150326
,
206206,1.10E-05
,
206207,0.000169438
,
206209,4.23E-05
,
9409199,1.58E-06
,
9709148,4.38E-06
,
9812153,1.28E-05
,
9912080,1.44E-05
,
9704163,5.97E-05
,
9908084,2.42E-06
,
206210,9.96E-06
,
206211,0.000189907
,
9412208,0.000266331
,
9611055,1.17E-05
,
9903040,4.55E-06
,
9910139,4.55E-06
,
206213,1.13E-05
,
206214,0.000519312
,
11261,4.47E-05
,
104031,0.002383239
,
104117,8.27E-08
,
9706114,2.81E-07
,
9901067,0.000116963
,
9608088,4.14E-05
,
206215,0.000260337
,
9806035,0
,
206216,0.000224077
,
9402063,0
,
9511229,3.73E-05
,
9611114,0.000129569
,
9511143,3.05E-05
,
206217,8.37E-06
,
206218,2.49E-05
,
9806141,8.02E-05
,
9806071,0.000103274
,
206219,3.78E-06
,
206220,0.000160723
,
9805115,9.67E-06
,
9612130,4.32E-06
,
206222,9.36E-06
,
206224,1.35E-05
,
104018,1.87E-06
,
9211066,5.83E-05
,
9305100,0.000253765
,
9602074,0.000359304
,
9606095,0.00012962
,
206225,4.20E-06
,
206226,0.000969616
,
3064,0.000129985
,
5190,6.37E-07
,
9204082,9.13E-05
,
9208044,5.15E-05
,
9208053,0.000129064
,
9211038,0.000285642
,
9502014,1.16E-05
,
9512052,7.16E-06
,
9601139,0.000109943
,
9605013,1.03E-05
,
9609008,9.17E-05
,
9609216,1.64E-05
,
9904058,1.35E-05
,
9906130,2.42E-05
,
9208030,7.95E-05
,
9303127,0.000115522
,
9310136,0.000117184
,
9402052,9.47E-05
,
9411179,0.000353435
,
9502132,0.000202489
,
9506174,5.11E-05
,
9512211,4.60E-05
,
9601069,4.17E-05
,
9206035,0.000411147
,
9305041,1.26E-05
,
9307116,1.07E-05
,
9409009,0.000222559
,
9610037,0.000397072
,
9612237,3.34E-05
,
9811216,3.38E-06
,
206227,0
,
101078,9.46E-05
,
6026,2.23E-05
,
206230,2.05E-06
,
9812075,5.56E-05
,
206231,1.83E-05
,
206232,1.04E-05
,
9201026,0.001257092
,
9208075,9.16E-06
,
9305023,0.00021633
,
9608040,8.31E-05
,
9707229,3.73E-06
,
9802188,5.67E-06
,
9810189,1.96E-05
,
9308134,9.77E-05
,
9412176,0.000122773
,
206233,2.54E-06
,
206234,1.57E-05
,
103116,9.49E-05
,
106218,1.37E-05
,
107066,6.37E-06
,
9904042,2.65E-05
,
206236,1.25E-05
,
9220,1.81E-05
,
112237,2.27E-06
,
9408103,9.08E-05
,
9501083,0.00042939
,
9602121,3.11E-06
,
9307148,4.04E-05
,
9311078,6.42E-05
,
206237,1.39E-05
,
206238,1.99E-05
,
206239,3.33E-05
,
206240,1.84E-05
,
206241,7.84E-05
,
9503064,2.12E-06
,
206242,4.89E-06
,
206243,7.85E-05
,
9804081,3.63E-06
,
9901072,3.46E-05
,
9907170,2.09E-05
,
206244,1.00E-05
,
206245,1.87E-05
,
206246,6.15E-05
,
9902013,1.37E-05
,
206247,0.000119422
,
9704158,0.000609408
,
9801128,4.31E-06
,
206249,2.07E-05
,
9905121,2.23E-05
,
9205009,4.74E-05
,
9903212,1.25E-05
,
206250,0
,
206251,2.39E-05
,
106239,1.10E-05
,
206252,3.01E-05
,
206253,1.32E-06
,
206254,1.13E-05
,
9610131,1.85E-05
,
206255,0.001104318
,
207001,9.59E-06
,
207002,4.21E-05
,
207003,9.41E-05
,
207005,1.25E-05
,
104020,5.75E-06
,
207006,1.71E-05
,
207007,3.22E-05
,
207008,7.14E-05
,
112123,0
,
207009,5.29E-05
,
207010,0
,
9511142,7.56E-05
,
207011,3.89E-07
,
207012,9.47E-06
,
207013,0
,
9602093,7.14E-05
,
9502162,0.000132627
,
207014,0.000105671
,
207015,3.53E-06
,
207016,9.00E-05
,
9062,2.98E-05
,
9303158,6.67E-05
,
9306057,3.34E-06
,
9907101,0.000287591
,
9910179,8.91E-07
,
9202051,1.10E-06
,
207017,0.000191375
,
9710147,0.000221726
,
9910048,0.000132575
,
207020,2.06E-05
,
9505123,7.92E-05
,
207021,0
,
207022,0.00019293
,
207023,1.14E-05
,
9509043,7.10E-06
,
9605011,7.80E-05
,
9605012,1.81E-05
,
9605145,0.000121156
,
9410056,0.000146475
,
9412071,2.05E-07
,
9502144,4.85E-05
,
207024,1.10E-05
,
207025,3.17E-06
,
207026,5.62E-05
,
9604077,0.000112853
,
9706211,0.000130504
,
9502046,0
,
9602060,4.26E-05
,
9603191,4.14E-05
,
207027,9.53E-05
,
207028,0.000151709
,
9912111,0.000281907
,
207031,3.37E-05
,
207032,5.73E-05
,
9411029,9.16E-06
,
9505106,8.43E-06
,
9705144,2.99E-06
,
9612210,6.22E-06
,
9703084,8.67E-05
,
207033,1.41E-05
,
207034,3.03E-05
,
207061,4.31E-05
,
207050,3.15E-06
,
9807186,2.08E-06
,
207035,0
,
203011,0
,
207036,3.28E-06
,
104002,8.35E-05
,
107050,2.55E-05
,
9207101,0.000187484
,
9210152,9.95E-05
,
9406215,4.98E-05
,
9506023,0.000354993
,
9510131,7.13E-05
,
9810220,2.11E-05
,
9401066,0.000142621
,
207037,1.88E-05
,
207038,0.0001314
,
6138,2.96E-07
,
9610011,3.04E-05
,
9712019,3.96E-05
,
9812059,0.000106332
,
9302078,2.37E-05
,
9604118,1.03E-05
,
9605153,0.000136182
,
207039,3.81E-06
,
207040,4.44E-05
,
9055,7.74E-05
,
12058,0.000198552
,
207041,0.000153688
,
3246,0.000124404
,
105306,1.75E-05
,
9502145,5.07E-06
,
9601111,6.15E-05
,
207042,0.000225194
,
9607232,0.000169717
,
207043,4.83E-06
,
207044,1.31E-05
,
207045,0
,
207046,0.000102806
,
9506085,0.000405831
,
207047,2.22E-05
,
207048,8.69E-05
,
7032,0.000543554
,
9805098,8.26E-06
,
9912220,7.11E-07
,
9912221,1.38E-05
,
9612011,0.000229259
,
207049,0.000203856
,
207052,0.000175297
,
207053,8.40E-06
,
207054,0.000132144
,
207055,8.65E-05
,
9705160,2.82E-05
,
9209125,1.28E-05
,
207057,1.37E-05
,
207058,1.40E-05
,
207059,0.000247604
,
9211041,3.57E-05
,
9302069,4.52E-05
,
9510013,9.17E-05
,
207060,5.40E-05
,
207062,8.72E-05
,
9911121,0
,
207064,0.000208133
,
207065,1.19E-05
,
207066,1.62E-07
,
9609101,3.64E-06
,
207068,0.00014346
,
207070,2.16E-05
,
1190,5.59E-07
,
9707241,2.47E-06
,
9802090,5.25E-06
,
207071,2.30E-05
,
207072,0.000114625
,
9608162,4.15E-06
,
207073,7.93E-05
,
9303062,0
,
207074,3.30E-05
,
207075,5.78E-06
,
207076,5.78E-06
,
207077,1.22E-07
,
207078,0
,
207079,1.33E-05
,
207080,9.58E-07
,
207081,0.001001378
,
105152,0
,
105279,0.000187837
,
9608181,7.74E-05
,
9902001,0.000113865
,
9907095,0
,
9205059,5.85E-05
,
9307045,0.000225237
,
9312047,9.42E-05
,
9401096,3.29E-05
,
9407058,4.89E-06
,
9410164,0.000120094
,
9411232,1.32E-05
,
9501135,2.24E-05
,
9708033,9.85E-05
,
207082,0.000104102
,
3018,9.69E-05
,
12056,4.21E-05
,
207083,0.000119724
,
207084,2.59E-06
,
207086,7.01E-06
,
207090,1.23E-05
,
207091,0.000223281
,
207092,1.42E-05
,
9908033,7.05E-05
,
9911231,1.45E-06
,
207093,1.42E-06
,
9604014,2.79E-05
,
9605168,3.88E-05
,
207094,9.55E-05
,
207096,0.000261832
,
9403021,9.97E-07
,
9407076,7.41E-05
,
9412075,1.52E-05
,
9607030,3.00E-05
,
207097,7.65E-05
,
1105,3.10E-07
,
105056,7.39E-06
,
207098,0.00011643
,
2139,0
,
8005,0.00018691
,
9207051,9.42E-07
,
9509097,0
,
9511153,0
,
9704116,2.34E-07
,
207099,0.000248202
,
9311165,9.69E-07
,
9606003,0.000122995
,
9603190,1.12E-07
,
207100,0.000220338
,
207101,3.42E-05
,
5220,0.000147707
,
207102,2.54E-05
,
207103,6.86E-06
,
10163,5.45E-05
,
9908126,3.51E-06
,
207106,0.000428667
,
9602117,1.44E-05
,
9907060,0.000320062
,
207108,2.78E-06
,
207109,0.0001199
,
1086,6.66E-06
,
9506042,7.10E-05
,
9507096,3.81E-06
,
9508088,3.75E-05
,
9608189,3.24E-05
,
9701018,0.000386329
,
9704016,0.000735208
,
9710048,0.000387388
,
9506204,1.32E-06
,
9605026,0.000128349
,
9608089,3.64E-05
,
207111,8.43E-05
,
207112,7.30E-06
,
207113,4.43E-06
,
207114,2.41E-05
,
207115,2.56E-05
,
207116,0.001649894
,
2008,7.30E-07
,
2104,9.35E-07
,
3071,5.62E-05
,
3102,5.95E-05
,
4077,0.00021185
,
4204,0.000333677
,
5081,7.55E-05
,
6239,0.000185682
,
7227,3.14E-05
,
10200,0.000160905
,
11046,7.42E-06
,
12117,0.000180901
,
12139,1.31E-05
,
12214,2.73E-05
,
101066,2.75E-06
,
103088,6.44E-05
,
103133,2.82E-05
,
9902022,0.000192461
,
9902104,0.000387997
,
9907093,8.34E-06
,
9908165,6.53E-05
,
9912139,3.04E-06
,
207117,6.00E-05
,
207118,6.34E-05
,
9806198,5.21E-05
,
207119,2.10E-05
,
207121,0
,
207110,0
,
207122,9.20E-05
,
207124,0.000195847
,
9904040,1.01E-06
,
207125,1.89E-05
,
207126,3.07E-06
,
207127,2.74E-05
,
9906203,3.99E-06
,
207128,4.80E-05
,
3213,8.03E-05
,
207129,1.08E-05
,
7241,5.14E-05
,
207130,0.003977543
,
4094,1.77E-05
,
10156,4.39E-07
,
10280,6.55E-05
,
103095,9.07E-05
,
9403091,0
,
9504028,0.00016631
,
9604084,1.13E-05
,
