Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige,scores
212339,0.000365564,0,0.000487419,2.24E-30,0.014776748,0,3,0,-2.19E-19,0.000191204,3,0,
9306094,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.63E-20,0,4.63E-05,0,0.000182782,
9502102,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.02E-20,0,4.63E-05,0,0.000182782,
9250,0.000365564,0,0.000571194,3.33E-30,0.014897869,0,3.5,0,-8.36E-19,0.000224444,3,0,
9707204,0.000365564,3.34E-07,0.000415414,7.15E-28,0.014668951,3.34E-07,3.083333333,-1.82E-20,-7.45E-20,0.000210059,5,0.000182782,
9905162,0.000365564,4.95E-06,0.000487419,2.24E-30,0.014776748,4.95E-06,3,-2.32E-20,-3.24E-19,0.000191204,5,0.000182782,
9712115,0.000365564,0.000510706,0.029753307,0.001017414,0.01713061,0.000510706,186.9008862,2.33E-20,3.52E-18,0.001172786,8,0.000182782,
9603147,0.000365564,0.001295404,0.011505258,3.28E-05,0.014270496,0.001295404,80.43589793,-1.66E-20,-4.02E-19,0.000484482,1,0.000182782,
9710231,0.000365564,6.78E-05,0.016763104,6.57E-05,0.016364946,6.78E-05,108.5057186,2.19E-18,5.27E-18,0.000766098,8,0.000365564,
9704198,0.000365564,1.90E-06,0.000182782,2.51E-32,0.013323298,1.90E-06,1,1.10E-18,7.07E-19,8.55E-05,2,0.000182782,
9703100,0.000365564,3.83E-05,0.008131425,3.28E-05,0.013459279,3.83E-05,50.65376564,3.48E-20,1.36E-19,0.000283476,3,0.000182782,
9511094,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.63E-20,0,4.63E-05,0,0.000182782,
9408082,0.000365564,2.00E-07,0.000411259,1.14E-30,0.014655627,2.00E-07,2.5,2.78E-20,2.07E-19,0.000157963,2,0.000182782,
9709104,0.000365564,0,0,2.79E-34,0.012112089,0,0,-7.29E-21,0,4.63E-05,0,0.000182782,
205070,0.000365564,9.02E-07,0.000274173,3.29E-29,0.013456531,9.02E-07,1.833333333,-4.53E-20,-1.58E-20,0.000146911,1,0.000182782,
9506106,0.000365564,1.54E-05,0.006700738,1.63E-19,0.016857201,1.54E-05,43.4047619,-3.23E-21,7.24E-19,0.000812316,8,0.000182782,
9703163,0.000365564,0.001344597,0.018761304,6.57E-05,0.014989702,0.001344597,115.8957717,-3.20E-21,-9.06E-20,0.001001826,4,0.000365564,
9209005,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.00E-19,0,4.63E-05,0,0.000182782,
207111,0.000365564,2.00E-07,0.000274173,3.29E-29,0.013456531,2.00E-07,1.833333333,3.50E-20,-3.59E-19,0.000146911,3,0.000182782,
9906174,0.000365564,1.34E-07,0.000182782,2.51E-32,0.013323298,1.34E-07,1,2.85E-21,3.25E-19,8.55E-05,3,0.000182782,
9906119,0.000365564,6.01E-07,0.000346324,1.30E-26,0.013459074,6.01E-07,2.533333333,5.94E-21,-5.15E-19,0.000215135,1,0.000182782,
9604142,0.000365564,9.32E-06,0.000411259,1.14E-30,0.014655627,9.32E-06,2.5,9.78E-21,5.66E-20,0.000157963,4,0.000182782,
9710171,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,3.64E-20,-3.31E-19,8.55E-05,2,0.000182782,
9301124,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,-1.29E-20,7.00E-19,8.55E-05,2,0.000182782,
9309044,0.000365564,0.000140473,0.001622503,1.62E-25,0.014714129,0.000140473,10.35,2.79E-18,1.85E-17,0.000268987,2,0.000365564,
5259,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,1.06E-20,4.34E-19,8.55E-05,1,0.000182782,
9906082,0.000365564,0,0.000274173,3.29E-29,0.013456531,0,1.833333333,0,3.53E-19,0.000146911,3,0,
9210028,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.02E-20,0,4.63E-05,0,0.000182782,
9606100,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.31E-20,0,4.63E-05,0,0.000182782,
9601022,0.000365564,1.34E-07,0.000584902,1.17E-30,0.015866836,1.34E-07,3.5,7.50E-21,7.94E-19,0.000197187,4,0.000182782,
9907048,0.000365564,0.000386298,0.045455432,0.15398383,0.014827583,0.000386298,278.6685229,-3.43E-20,-8.58E-20,0.00536755,2,0.000182782,
9903070,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.50E-20,0,4.63E-05,0,0.000182782,
9307115,0.000365564,7.35E-06,0.000182782,2.51E-32,0.013323298,7.35E-06,1,-9.27E-20,-7.30E-19,8.55E-05,1,0.000182782,
9510111,0.000365564,0,0,2.79E-34,0.012112089,0,0,5.91E-22,0,4.63E-05,0,0.000182782,
9704043,0.000365564,0.00022958,0.011120882,3.28E-05,0.015256322,0.00022958,78.00375869,1.26E-18,1.22E-18,0.000460351,3,0.000365564,
9207048,0.000365564,0,0,2.79E-34,0.012112089,0,0,6.87E-21,0,4.63E-05,0,0.000182782,
9710174,0.000365564,1.46E-05,0.006981744,4.78E-09,0.013744488,1.46E-05,45.03966864,3.09E-19,-1.10E-19,0.000368926,1,0.000182782,
9407130,0.000365564,8.02E-07,0.000182782,2.51E-32,0.013323298,8.02E-07,1,1.04E-20,6.86E-19,8.55E-05,1,0.000182782,
9603135,0.000365564,4.34E-07,0.000182782,2.51E-32,0.013323298,4.34E-07,1,-3.08E-20,5.52E-19,8.55E-05,3,0.000182782,
9512110,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,-1.40E-20,5.68E-19,8.55E-05,3,0.000182782,
9312115,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.51E-20,0,4.63E-05,0,0.000182782,
9211066,0.000365564,0,0,2.79E-34,0.012112089,0,0,7.23E-20,0,4.63E-05,0,0.000182782,
9611025,0.000365564,1.34E-07,0.000243709,1.12E-30,0.013444419,1.34E-07,1.5,-2.50E-20,-9.54E-20,0.000118739,2,0.000182782,
9509007,0.000365564,5.61E-06,0.000292451,7.15E-28,0.013457742,5.61E-06,2.083333333,2.58E-20,-2.93E-19,0.000170836,2,0.000182782,
9305131,0.000365564,5.78E-06,0.000182782,2.51E-32,0.013323298,5.78E-06,1,5.36E-20,-7.57E-19,8.55E-05,3,0.000182782,
9503041,0.000365564,3.71E-06,0.000329007,2.21E-30,0.013565539,3.71E-06,2,3.03E-20,-3.87E-20,0.00015198,3,0.000182782,
9709102,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-2.57E-20,-5.18E-19,8.55E-05,1,0.000182782,
9611203,0.000365564,4.77E-05,0.001366218,3.70E-27,0.015255176,4.77E-05,8.75,1.42E-19,3.06E-18,0.000355184,3,0.000365564,
9512059,0.000365564,6.58E-06,0.007966635,1.34E-15,0.013755801,6.58E-06,48.38019758,-1.89E-18,-1.30E-17,0.000284787,1,0.000182782,
12027,0.000365564,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,-9.17E-19,0.000118739,2,0,
9612031,0.000365564,1.20E-06,0.000182782,2.51E-32,0.013323298,1.20E-06,1,-3.95E-20,-3.77E-19,8.55E-05,3,0.000182782,
9404006,0.000365564,1.71E-05,0.000456955,3.50E-29,0.013698772,1.71E-05,2.833333333,2.15E-19,-1.56E-18,0.000129833,1,0.000182782,
9304108,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.27E-20,0,4.63E-05,0,0.000182782,
10059,0.000365564,4.01E-07,0.000411259,1.14E-30,0.014655627,4.01E-07,2.5,-1.30E-20,1.88E-19,0.000157963,4,0.000182782,
9503110,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.41E-21,0,4.63E-05,0,0.000182782,
9801106,0.000365564,7.42E-06,0.000598195,3.51E-29,0.014909981,7.42E-06,3.833333333,4.35E-20,-1.13E-19,0.000252616,4,0.000182782,
9207032,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.01E-20,0,4.63E-05,0,0.000182782,
9704016,0.000365564,4.68E-07,0.000365564,5.00E-32,0.014534506,4.68E-07,2,-4.31E-20,-2.74E-19,0.000124722,4,0.000182782,
9910052,0.000365564,2.47E-06,0.000243709,1.12E-30,0.013444419,2.47E-06,1.5,-6.34E-21,-2.73E-19,0.000118739,1,0.000182782,
7211,0.000365564,0,0.000329007,2.39E-26,0.013457984,0,2.483333333,0,-1.29E-20,0.000211585,1,0,
9505052,0.000365564,0.00019974,0.007524473,2.22E-20,0.019472245,0.00019974,49.31666667,5.57E-20,-3.26E-19,0.001316165,10,0.000365564,
9303153,0.000365564,2.44E-06,0.000182782,2.51E-32,0.013323298,2.44E-06,1,1.48E-20,-8.61E-19,8.55E-05,3,0.000182782,
9203013,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.11E-20,0,4.63E-05,0,0.000182782,
9405002,0.000365564,1.39E-05,0.000329007,2.21E-30,0.013565539,1.39E-05,2,1.47E-19,-3.49E-19,0.00015198,1,0.000182782,
9408010,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.43E-20,0,4.63E-05,0,0.000182782,
9302005,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.43E-20,0,4.63E-05,0,0.000182782,
9201039,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.62E-20,0,4.63E-05,0,0.000182782,
9308121,0.000365564,0,0,2.79E-34,0.012112089,0,0,9.75E-21,0,4.63E-05,0,0.000182782,
9301056,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.94E-21,0,4.63E-05,0,0.000182782,
9601161,0.000365564,4.91E-06,0.000411259,1.14E-30,0.014655627,4.91E-06,2.5,1.63E-20,4.43E-19,0.000157963,2,0.000182782,
9803115,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.50E-21,0,4.63E-05,0,0.000182782,
9206069,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.19E-20,0,4.63E-05,0,0.000182782,
9301037,0.000365564,0,0,2.79E-34,0.012112089,0,0,-9.57E-21,0,4.63E-05,0,0.000182782,
9707240,0.000365564,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,3.28E-19,0.000118739,1,0,
8168,0.000365564,0,0.000182782,2.51E-32,0.013323298,0,1,0,5.72E-19,8.55E-05,2,0,
9710207,0.000365564,1.47E-05,0.0006702,1.75E-25,0.014826541,1.47E-05,4.95,-3.16E-20,-8.10E-19,0.000365564,3,0.000182782,
9502046,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.24E-20,0,4.63E-05,0,0.000182782,
202187,0.000365564,0,0,2.79E-34,0.012112089,0,0,6.62E-19,0,4.63E-05,0,0.000182782,
9411191,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.91E-20,0,4.63E-05,0,0.000182782,
9906241,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.26E-17,0,4.63E-05,0,0.000182782,
9302051,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.25E-20,0,4.63E-05,0,0.000182782,
9212062,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.63E-21,0,4.63E-05,0,0.000182782,
9702201,0.000365564,2.25E-05,0.00214862,8.87E-22,0.013864404,2.25E-05,14.24761905,-4.67E-21,-5.80E-19,0.000225046,3,0.000182782,
9309127,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.76E-21,0,4.63E-05,0,0.000182782,
9512223,0.000365564,5.21E-06,0.000487419,2.24E-30,0.014776748,5.21E-06,3,-2.23E-20,4.98E-20,0.000191204,3,0.000182782,
9511087,0.000365564,6.68E-07,0.000761591,1.19E-30,0.017078045,6.68E-07,4.5,-8.85E-21,1.64E-18,0.00023641,7,0.000182782,
9803227,0.000365564,1.34E-07,0.000292451,7.15E-28,0.013457742,1.34E-07,2.083333333,1.87E-20,-9.68E-21,0.000170836,1,0.000182782,
9703150,0.000365564,8.61E-05,0.007529969,3.28E-05,0.013728551,8.61E-05,48.92236658,1.33E-20,1.21E-19,0.000196034,3,0.000182782,
9502104,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,3.26E-20,-5.83E-20,8.55E-05,3,0.000182782,
9905026,0.000365564,1.00E-07,0.000274173,3.29E-29,0.013456531,1.00E-07,1.833333333,3.70E-20,-5.35E-19,0.000146911,1,0.000182782,
9504061,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.04E-20,0,4.63E-05,0,0.000182782,
9512042,0.000365564,0.000126469,0.005161634,7.23E-18,0.01346993,0.000126469,31.80140693,-1.13E-17,3.31E-19,0.00064344,1,0.000182782,
9210003,0.000365564,0,0,2.79E-34,0.012112089,0,0,7.62E-22,0,4.63E-05,0,0.000182782,
9711013,0.000365564,3.81E-06,0.000274173,3.29E-29,0.013456531,3.81E-06,1.833333333,1.57E-20,-2.29E-19,0.000146911,3,0.000182782,
9802150,0.000365564,0.000138089,0.038015559,0.107880834,0.019867555,0.000138089,245.4282157,-2.06E-18,-2.10E-17,0.001635819,8,0.000365564,
9306017,0.000365564,0,0,2.79E-34,0.012112089,0,0,-7.94E-21,0,4.63E-05,0,0.000182782,
9509020,0.000365564,1.30E-05,0.001246688,2.78E-23,0.01359156,1.30E-05,8.207142857,-2.57E-21,4.39E-19,0.000216026,1,0.000182782,
9206089,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.21E-20,0,4.63E-05,0,0.000182782,
9707119,0.000365564,3.51E-05,0.004252941,1.23E-19,0.015740574,3.51E-05,29.23784271,-2.39E-20,5.18E-19,0.000557243,4,0.000182782,
9803027,0.000365564,0,0.010767823,6.55E-05,0.013917156,0,71.85676891,0,-2.74E-20,0.000358912,1,0,
9706156,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,2.41E-20,-4.35E-19,8.55E-05,3,0.000182782,
9602050,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,2.60E-20,3.10E-19,8.55E-05,2,0.000182782,
210215,0.000365564,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,3.47E-19,0.000118739,3,0,
9510197,0.000365564,2.00E-07,0.000182782,2.51E-32,0.013323298,2.00E-07,1,-1.79E-20,7.57E-19,8.55E-05,1,0.000182782,
9211128,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.21E-20,0,4.63E-05,0,0.000182782,
9801031,0.000365564,0,0.000182782,2.51E-32,0.013323298,0,1,0,-5.54E-19,8.55E-05,1,0,
9207070,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.69E-20,0,4.63E-05,0,0.000182782,
9707067,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,3.84E-20,2.60E-19,8.55E-05,3,0.000182782,
9210045,0.000365564,0,0,2.79E-34,0.012112089,0,0,9.05E-18,0,4.63E-05,0,0.000182782,
9411227,0.000365564,1.63E-05,0.000243709,1.12E-30,0.013444419,1.63E-05,1.5,-2.09E-20,-2.09E-19,0.000118739,1,0.000182782,
9409195,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.73E-20,0,4.63E-05,0,0.000182782,
9601036,0.000365564,7.10E-05,0.000800288,3.88E-25,0.013477751,7.10E-05,5.25,2.73E-20,-2.29E-19,0.00047918,2,0.000182782,
9512216,0.000365564,0,0,2.79E-34,0.012112089,0,0,-5.54E-21,0,4.63E-05,0,0.000182782,
9410071,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,9.11E-21,6.73E-19,8.55E-05,1,0.000182782,
9706060,0.000365564,1.34E-06,0.00091391,9.96E-29,0.016266535,1.34E-06,6,8.01E-21,1.60E-18,0.000381423,6,0.000182782,
9801039,0.000365564,2.47E-06,0.000243709,1.12E-30,0.013444419,2.47E-06,1.5,-1.99E-20,-5.36E-19,0.000118739,3,0.000182782,
9301105,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.25E-20,0,4.63E-05,0,0.000182782,
9801024,0.000365564,4.68E-07,0.000639737,6.68E-29,0.014922093,4.68E-07,4.166666667,2.12E-20,8.46E-19,0.000280787,5,0.000182782,
9055,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-9.24E-21,-4.95E-19,8.55E-05,1,0.000182782,
9711065,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.09E-20,0,4.63E-05,0,0.000182782,
9608142,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.82E-20,0,4.63E-05,0,0.000182782,
207273,0.000365564,0,0.010867863,6.57E-05,0.013471334,0,63.95358825,0,6.25E-20,0.000320467,1,0,
9611187,0.000365564,0,0,2.79E-34,0.012112089,0,0,-8.23E-20,0,4.63E-05,0,0.000182782,
9205110,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.39E-19,0,4.63E-05,0,0.000182782,
9308042,0.000365564,2.61E-05,0.000243709,1.12E-30,0.013444419,2.61E-05,1.5,0.055375213,8.74E-19,0.000118739,1,0.000182782,
7054,0.000365564,0,0,2.79E-34,0.012112089,0,0,9.59E-21,0,4.63E-05,0,0.000182782,
4014,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.43E-22,0,4.63E-05,0,0.000182782,
9801073,0.000365564,2.54E-06,0.000243709,1.12E-30,0.013444419,2.54E-06,1.5,8.55E-21,-8.14E-19,0.000118739,1,0.000182782,
9902142,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.55E-20,0,4.63E-05,0,0.000182782,
8003,0.000365564,0,0.000365564,5.00E-32,0.014534506,0,2,0,-7.17E-19,0.000124722,6,0,
204022,0.000365564,0,0,2.79E-34,0.012112089,0,0,-8.23E-20,0,4.63E-05,0,0.000182782,
210082,0.000365564,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,-2.32E-19,0.000118739,3,0,
9301089,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.96E-22,0,4.63E-05,0,0.000182782,
5090,0.000365564,2.67E-07,0.000243709,1.12E-30,0.013444419,2.67E-07,1.5,-3.10E-20,3.43E-19,0.000118739,2,0.000182782,
9605191,0.000365564,0,0,2.79E-34,0.012112089,0,0,9.58E-24,0,4.63E-05,0,0.000182782,
9801183,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,2.73E-20,6.48E-19,8.55E-05,1,0.000182782,
9603166,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.04E-20,0,4.63E-05,0,0.000182782,
9311130,0.000365564,0.000219427,0.002619073,4.31E-28,0.017962228,0.000219427,15.83333333,-2.93E-20,2.05E-17,0.000709716,5,0.000182782,
9307040,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.59E-20,0,4.63E-05,0,0.000182782,
9508153,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.42E-20,0,4.63E-05,0,0.000182782,
3147,0.000365564,6.68E-08,0.000243709,1.12E-30,0.013444419,6.68E-08,1.5,7.60E-21,4.86E-19,0.000118739,3,0.000182782,
9604164,0.000365564,0.000200592,0.002549916,1.54E-20,0.014896258,0.000200592,17.38059163,-2.86E-20,-1.72E-19,0.00057699,6,0.000182782,
9603010,0.000365564,2.34E-07,0.000182782,2.51E-32,0.013323298,2.34E-07,1,1.08E-20,3.69E-19,8.55E-05,2,0.000182782,
9706150,0.000365564,0,0.000292451,7.15E-28,0.013457742,0,2.083333333,0,3.43E-19,0.000170836,3,0,
9601147,0.000365564,0,0,2.79E-34,0.012112089,0,0,6.34E-21,0,4.63E-05,0,0.000182782,
9904193,0.000365564,0,0,2.79E-34,0.012112089,0,0,5.21E-20,0,4.63E-05,0,0.000182782,
10267,0.000365564,0,0.000274173,3.29E-29,0.013456531,0,1.833333333,0,-3.82E-19,0.000146911,3,0,
205158,0.000365564,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,3.56E-19,0.000118739,3,0,
204071,0.000365564,8.02E-07,0.001096692,7.51E-28,0.017587964,8.02E-07,7.416666667,8.45E-20,2.87E-18,0.000449641,5,0.000182782,
9302103,0.000365564,1.51E-05,0.000182782,2.51E-32,0.013323298,1.51E-05,1,1.20E-18,-5.34E-19,8.55E-05,1,0.000182782,
9611190,0.000365564,0.000195847,0.002497029,9.32E-23,0.017523172,0.000195847,17.92738095,-8.75E-20,3.47E-19,0.000840182,4,0.000731128,
208003,0.000365564,0,0.000471385,1.43E-27,0.013592186,0,3.166666667,0,-2.66E-19,0.000256173,2,0,
205175,0.000365564,6.68E-08,0.000365564,5.00E-32,0.014534506,6.68E-08,2,-4.68E-20,2.06E-19,0.000124722,2,0.000182782,
9703219,0.000365564,5.28E-05,0.012063652,1.43E-15,0.016912518,5.28E-05,77.08133533,2.57E-19,-1.13E-18,0.000516782,6,0.000365564,
10223,0.000365564,2.00E-07,0.000506165,7.16E-28,0.014790072,2.00E-07,3.583333333,2.19E-20,9.80E-20,0.0002433,3,0.000182782,
9506128,0.000365564,2.67E-06,0.000243709,1.12E-30,0.013444419,2.67E-06,1.5,-2.92E-20,-6.99E-19,0.000118739,3,0.000182782,
9506122,0.000365564,0.000176667,0.0013206,9.11E-28,0.016558437,0.000176667,8.583333333,2.12E-19,-2.22E-18,0.000584515,9,0.000365564,
9412050,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.63E-20,0,4.63E-05,0,0.000182782,
9905142,0.000365564,0,0.006903589,6.09E-15,0.013457914,0,40.26015651,0,3.76E-19,0.000232266,3,0,
9803155,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,3.43E-20,2.58E-19,8.55E-05,3,0.000182782,
8151,0.000365564,0,0.000182782,2.51E-32,0.013323298,0,1,0,2.44E-21,8.55E-05,1,0,
9507171,0.000365564,1.15E-05,0.002231346,2.68E-21,0.013516581,1.15E-05,13.9547619,2.71E-20,-3.79E-19,0.000180918,2,0.000182782,
9911218,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.47E-20,0,4.63E-05,0,0.000182782,
9409020,0.000365564,3.88E-06,0.000182782,2.51E-32,0.013323298,3.88E-06,1,-2.22E-20,5.81E-21,8.55E-05,2,0.000182782,
9607110,0.000365564,0,0,2.79E-34,0.012112089,0,0,6.55E-20,0,4.63E-05,0,0.000182782,
3190,0.000365564,1.67E-07,0.000761591,1.19E-30,0.017078045,1.67E-07,4.5,-1.86E-20,-1.58E-18,0.00023641,8,0.000182782,
9601059,0.000365564,0.000245447,0.007613602,1.34E-15,0.013579398,0.000245447,44.72200855,1.33E-21,-3.20E-18,0.000112833,2,0.000182782,
9701037,0.000365564,2.61E-06,0.000274173,3.29E-29,0.013456531,2.61E-06,1.833333333,1.24E-19,-2.31E-19,0.000146911,3,0.000182782,
9912113,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.20E-20,0,4.63E-05,0,0.000182782,
9512027,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.03E-20,0,4.63E-05,0,0.000182782,
206181,0.000365564,6.68E-08,0.000243709,1.12E-30,0.013444419,6.68E-08,1.5,-1.99E-20,-7.01E-19,0.000118739,2,0.000182782,
9805163,0.000365564,6.68E-07,0.000365564,3.39E-29,0.013577651,6.68E-07,2.333333333,1.44E-20,-2.22E-19,0.000180151,1,0.000182782,
9407105,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.23E-20,0,4.63E-05,0,0.000182782,
9403143,0.000365564,8.82E-06,0.000365564,5.00E-32,0.014534506,8.82E-06,2,4.50E-19,-8.42E-20,0.000124722,4,0.000182782,
9604026,0.000365564,2.05E-05,0.000598195,6.46E-29,0.01589106,2.05E-05,4.166666667,-4.53E-19,-8.59E-19,0.00025353,7,0.000182782,
9505175,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.87E-19,0,4.63E-05,0,0.000182782,
9210099,0.000365564,0,0,2.79E-34,0.012112089,0,0,1.34E-20,0,4.63E-05,0,0.000182782,
9310099,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.35E-20,0,4.63E-05,0,0.000182782,
9805067,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.60E-20,0,4.63E-05,0,0.000182782,
9303108,0.000365564,0,0,2.79E-34,0.012112089,0,0,7.75E-20,0,4.63E-05,0,0.000182782,
9303039,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.87E-20,0,4.63E-05,0,0.000182782,
9311163,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-5.74E-21,-7.85E-20,8.55E-05,3,0.000182782,
3074,0.000365564,0,0.000182782,2.51E-32,0.013323298,0,1,0,-6.26E-19,8.55E-05,2,0,
9205039,0.000365564,0,0,2.79E-34,0.012112089,0,0,3.19E-20,0,4.63E-05,0,0.000182782,
9212104,0.000365564,1.29E-05,0.000182782,2.51E-32,0.013323298,1.29E-05,1,9.47E-21,5.24E-19,8.55E-05,3,0.000182782,
9707202,0.000365564,0,0.000417787,3.29E-29,0.014667739,0,2.833333333,0,-1.69E-18,0.000186134,5,0,
9307008,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.73E-21,0,4.63E-05,0,0.000182782,
9204027,0.000365564,0,0,2.79E-34,0.012112089,0,0,-2.52E-20,0,4.63E-05,0,0.000182782,
9409111,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.66E-20,0,4.63E-05,0,0.000182782,
3172,0.000365564,0,0,2.79E-34,0.012112089,0,0,2.01E-20,0,4.63E-05,0,0.000182782,
9310019,0.000365564,3.28E-05,0.000411259,1.14E-30,0.014655627,3.28E-05,2.5,-1.20E-19,2.66E-19,0.000157963,5,0.000182782,
9304020,0.000365564,0,0,2.79E-34,0.012112089,0,0,-4.01E-20,0,4.63E-05,0,0.000182782,
9205067,0.000365564,0,0,2.79E-34,0.012112089,0,0,-3.21E-20,0,4.63E-05,0,0.000182782,
9309110,0.000365564,0.000106929,0.001063459,3.41E-30,0.018531496,0.000106929,6.5,-1.34E-18,3.13E-18,0.000342116,10,0.000182782,
9701111,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,2.61E-20,7.71E-19,8.55E-05,1,0.000182782,
9601176,0.000365564,0,0,2.79E-34,0.012112089,0,0,4.73E-20,0,4.63E-05,0,0.000182782,
9502145,0.000365564,0,0,2.79E-34,0.012112089,0,0,-1.67E-21,0,4.63E-05,0,0.000182782,
9905013,0.000365564,0,0,2.79E-34,0.012112089,0,0,5.83E-21,0,4.63E-05,0,0.000182782,
9603101,0.000365564,5.41E-06,0.000548346,7.49E-32,0.015745715,5.41E-06,3,5.67E-20,8.50E-19,0.000163946,4,0.000182782,
5249,0.000365564,1.67E-07,0.000456955,3.50E-29,0.013698772,1.67E-07,2.833333333,2.41E-21,-5.56E-19,0.000213392,2,0.000182782,
9308062,0.000365564,9.34E-05,0.00131603,3.84E-29,0.018906971,9.34E-05,8.333333333,1.60E-19,-4.43E-18,0.00038645,9,0.000182782,
9308028,0.000365564,0,0,2.79E-34,0.012112089,0,0,-5.33E-20,0,4.63E-05,0,0.000182782,
9603030,0.000365564,1.80E-05,0.000688947,6.57E-29,0.016012181,1.80E-05,4.666666667,-1.86E-20,8.55E-19,0.00028677,8,0.000182782,
9801090,0.000365564,0,0.00077987,6.68E-29,0.016133302,0,5.166666667,0,1.18E-18,0.000320011,6,0,
9402085,0.000365564,0,0,2.79E-34,0.012112089,0,0,-5.92E-20,0,4.63E-05,0,0.000182782,
9502113,0.000365564,3.34E-07,0.000571194,3.33E-30,0.014897869,3.34E-07,3.5,3.83E-20,-1.20E-20,0.000224444,4,0.000182782,
9904017,0.000365564,2.41E-06,0.000243709,1.12E-30,0.013444419,2.41E-06,1.5,9.18E-18,-3.68E-19,0.000118739,2,0.000182782,
