,S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
7795,7795,207029,0.000449116,0.598058244,0.027340344,0.004310524,0.106638854,0.000449116,0.000474796,0.08122311,0.004145936,0.003625702,0.095438315,0.103846154,0.003625702,0.031450918
7796,7796,206024,8.71e-05,0.497074255,0.009941823,0.000563744,0.028228089,8.71e-05,9.09e-05,0.013039455,0.000829365,7.2e-05,0.012938946,0.048076923,7.2e-05,0.0
7797,7797,207258,0.0,0.516171875,0.004142316,0.001069978,0.018376156,0.0,0.0,0.0,0.0,3.17e-19,0.009677027,0.019230769,3.17e-19,0.018870113
7798,7798,207283,0.000187132,0.522007056,0.008284818,0.000905904,0.02373937,0.000187132,0.000178124,0.046030141,0.000829365,0.000132733,0.034195785,0.042307692,0.000132733,0.037741479
7799,7799,304266,0.0,0.54000181,0.011598828,0.001023388,0.044242602,0.0,0.0,0.001976507,0.0,3.17e-19,0.032401729,0.063461538,3.17e-19,0.100646139
7800,7800,9906064,0.169140692,0.403402357,0.434134111,8.55e-05,0.039597677,0.169140692,0.17243235,0.155566934,0.434494191,0.127574816,0.000434923,0.005769231,0.127574816,0.0
7801,7801,9908076,0.014027617,0.403702856,0.048052853,0.000106049,0.044025654,0.014027617,0.013989034,0.0,0.046434496,0.007855337,0.000543653,0.013461538,0.007855337,0.056612846
7802,7802,9908116,0.000649113,0.343854869,0.024854846,4.43e-05,0.009247395,0.000649113,0.000794336,0.000329418,0.022388059,0.003772406,0.001141672,0.017307692,0.003772406,0.018870113
7803,7803,9912118,0.002859604,0.369128325,0.047224361,5.16e-05,0.00816873,0.002859604,0.003111148,0.01022058,0.043117739,0.006203513,0.004947244,0.028846154,0.006203513,0.044031882
7804,7804,9910093,0.000994137,0.337305802,0.053023868,2.71e-05,0.005180094,0.000994137,0.001077167,0.017610519,0.051409611,0.024327759,0.008100432,0.015384615,0.024327759,0.434040957
7805,7805,9911043,0.002087687,0.339705892,0.034796855,2.2e-05,0.005667866,0.002087687,0.002292742,0.001026686,0.033167489,0.006315288,0.000434923,0.013461538,0.006315288,0.0
7806,7806,9912242,0.000106431,0.359914644,0.010770336,4.77e-05,0.006051528,0.000106431,0.00011554,0.0,0.009950251,0.001613752,0.001087306,0.011538462,0.001613752,0.125808067
7807,7807,1013,0.000264323,0.337178,0.004142316,2.06e-05,0.004193872,0.000264323,0.000285841,0.022687499,0.004145936,0.000440114,0.0,0.005769231,0.000440114,0.056612846
7808,7808,9909048,0.00010994,0.353401003,0.014912838,5.96e-05,0.01036998,0.00010994,0.00011915,0.465700011,0.013267008,0.001522934,0.001032941,0.009615385,0.001522934,0.031450918
7809,7809,1018,0.000376602,0.406752166,0.011598828,0.000138847,0.031490085,0.000376602,0.000414017,0.322050563,0.003316757,0.00108282,0.012504023,0.044230769,0.00108282,0.025160516
7810,7810,9912175,0.00060233,0.42646209,0.01574133,0.000207265,0.051026023,0.00060233,0.000643893,0.422463555,0.003316757,0.000601489,0.009459565,0.067307692,0.000601489,0.031450918
7811,7811,9911104,0.005011618,0.383733728,0.012427341,8.18e-05,0.013778431,0.005011618,0.00532566,0.465133726,0.009121051,0.001138708,0.001522229,0.021153846,0.001138708,0.031450918
7812,7812,9911015,0.001046767,0.337794252,0.030654353,3.33e-05,0.005877866,0.001046767,0.001269734,0.386462835,0.028192374,0.004855227,0.000489288,0.019230769,0.004855227,0.119517506
7813,7813,1107,0.000483618,0.352788625,0.009941823,3.21e-05,0.005501343,0.000483618,0.000497062,0.000988253,0.007462693,0.001355272,0.002990092,0.011538462,0.001355272,0.062903248
7814,7814,1166,0.000643265,0.394509274,0.012427341,0.000185056,0.023721689,0.000643265,0.00068,0.000329418,0.004975115,0.001494991,0.011036159,0.040384615,0.001494991,0.050322443
7815,7815,1211,0.000877179,0.408893632,0.013255833,0.000192802,0.024472805,0.000877179,0.000944778,0.06516652,0.004145936,0.001250483,0.031640615,0.038461538,0.001250483,0.075484212
7821,7821,9911134,4.19e-05,0.341693124,0.004142316,3.63e-05,0.006486645,4.19e-05,4.59e-05,0.077458819,0.002487558,0.001432117,0.000652384,0.015384615,0.001432117,0.012579552
7822,7822,2132,0.001263138,0.413682781,0.01905534,0.00046724,0.038378496,0.001263138,0.001317875,0.000329418,0.007462693,0.001390202,0.006143281,0.057692308,0.001390202,0.201293532
7823,7823,2147,0.001491205,0.406531248,0.01574133,0.000265455,0.023502245,0.001491205,0.001576636,0.0,0.01077943,0.010337022,0.005273436,0.021153846,0.010337022,0.062903248
7824,7824,2161,0.001789446,0.40204092,0.031482846,0.00017529,0.011600685,0.001789446,0.001865485,0.000329418,0.029850752,0.010908961,0.000978576,0.011538462,0.010908961,0.0
7825,7825,2190,0.000468414,0.337178,0.027340344,2.06e-05,0.004193872,0.000468414,0.00048984,0.327109887,0.027363174,0.011912071,0.0,0.005769231,0.011912071,0.094355737
7826,7826,2164,0.000280113,0.395346085,0.028168836,0.000180392,0.011024773,0.000280113,0.000343009,0.000329418,0.025704816,0.013798694,0.001032941,0.013461538,0.013798694,0.0
7827,7827,5016,0.001245595,0.39795851,0.041424854,0.000477763,0.021721349,0.001245595,0.001390087,0.000329418,0.033167489,0.035853019,0.005599628,0.042307692,0.035853019,0.125808067
7829,7829,3054,0.000539173,0.396886827,0.025683339,0.000290717,0.017207509,0.000539173,0.000613805,0.000329418,0.02072968,0.019892038,0.002120247,0.025,0.019892038,0.062903248
7831,7831,4022,0.00221634,0.411108791,0.008284818,0.000558624,0.028860911,0.00221634,0.002256636,0.005051073,0.004975115,0.000668554,0.007067491,0.017307692,0.000668554,0.012579552
7832,7832,4126,0.000336252,0.358303926,0.018226827,2.79e-05,0.005799081,0.000336252,0.000394159,0.0,0.017412944,0.007091495,0.000108731,0.011538462,0.007091495,0.018870113
7833,7833,3237,0.001877164,0.405079536,0.029825841,0.000226341,0.024961293,0.001877164,0.002052034,0.022775546,0.025704816,0.022602442,0.001685325,0.026923077,0.022602442,0.006291814
7834,7834,8190,0.005725057,0.522373573,0.024854846,0.001015066,0.063664086,0.005725057,0.005963536,0.273294113,0.012437808,0.00338818,0.010546872,0.065384615,0.00338818,0.006291814
7838,7838,9127,0.002233883,0.437872277,0.012427341,0.000638919,0.018023554,0.002233883,0.002352919,0.011256808,0.009121051,0.008419661,0.002337709,0.021153846,0.008419661,0.031450918
7840,7840,4206,0.000818701,0.423463999,0.017398335,0.000576102,0.034545156,0.000818701,0.000842477,0.013363382,0.005804315,0.016615284,0.007339318,0.065384615,0.016615284,0.062903248
7841,7841,6110,0.001461965,0.385451727,0.007456326,0.000126092,0.021788767,0.001461965,0.001498406,0.524386605,0.000829365,2.97e-05,0.041535103,0.030769231,2.97e-05,0.0
7844,7844,6203,0.002239731,0.380290392,0.018226827,6.32e-05,0.008580942,0.002239731,0.002346901,0.400018363,0.015754565,0.001900175,0.057933313,0.021153846,0.001900175,0.018870113
7847,7847,7029,0.006836794,0.477712712,0.029825841,0.00146109,0.062311971,0.006836794,0.00658396,0.323299534,0.016583744,0.005323284,0.018538573,0.073076923,0.005323284,0.075484212
7848,7848,8134,0.000311106,0.451345194,0.009941823,0.000439046,0.022731369,0.000311106,0.00033338,0.0,0.00165873,0.000187223,0.016690152,0.046153846,0.000187223,0.025160516
7850,7850,9022,0.001263138,0.478657374,0.017398335,0.000469562,0.023170393,0.001263138,0.001359999,0.442668909,0.008291872,0.010762186,0.006578203,0.038461538,0.010762186,0.0
7853,7853,6059,1.4e-05,0.424396659,0.014084325,0.000817301,0.03060127,1.4e-05,1.59e-05,0.0,0.005804315,0.017655839,0.007882971,0.038461538,0.017655839,0.018870113
7855,7855,9176,0.001964882,0.412857667,0.016569843,0.000201638,0.031045367,0.001964882,0.002094158,0.000823545,0.009950251,0.009054334,0.008100432,0.038461538,0.009054334,0.018870113
7856,7856,3174,3.36e-05,0.421166862,0.005799321,0.000435477,0.030225299,3.36e-05,3.66e-05,0.002086313,0.000829365,9.78e-05,0.003207554,0.025,9.78e-05,0.069193809
7860,7860,4114,0.000888875,0.410817855,0.028168836,0.000729721,0.048104287,0.000888875,0.000890619,0.002717697,0.009950251,0.001676625,0.021093743,0.090384615,0.001676625,0.018870113
7863,7863,9065,0.000107601,0.36333541,0.004142316,6.36e-05,0.007488298,0.000107601,0.000199787,0.627737396,0.00165873,8.94e-05,0.015657211,0.011538462,8.94e-05,0.062903248
7868,7868,7002,6.2e-05,0.40159139,0.006627834,0.00042809,0.021665557,6.2e-05,6.38e-05,0.0,0.000829365,0.001257469,0.010655602,0.036538462,0.001257469,0.018870113
7869,7869,7053,0.000211108,0.399537856,0.014912838,0.000426718,0.023732511,0.000211108,0.000236495,0.0,0.006633494,0.001229525,0.005762724,0.048076923,0.001229525,0.012579552
7870,7870,8177,0.004175373,0.474859598,0.023197842,0.000325139,0.033931761,0.004175373,0.0043869,0.026611469,0.011608629,0.001746484,0.018266747,0.063461538,0.001746484,0.031450918
7872,7872,7246,0.000358474,0.429103798,0.005799321,0.000522974,0.016734323,0.000358474,0.000374301,0.0,0.000829365,7.34e-07,0.012286562,0.032692308,7.34e-07,0.006291814
7873,7873,8012,0.000853788,0.463140477,0.010770336,0.000508605,0.029392692,0.000853788,0.000872566,0.024425332,0.004145936,0.000642706,0.005762724,0.030769231,0.000642706,0.006291814
7874,7874,8140,0.00246195,0.379725674,0.048881366,7.62e-05,0.016919045,0.00246195,0.002551503,0.0,0.043117739,0.014968,0.002446439,0.025,0.014968,0.006291814
7875,7875,8166,5.64e-07,0.343163626,0.007456326,2.06e-05,0.006934363,5.64e-07,5.8e-07,0.724699109,0.000829365,0.000259178,0.039034298,0.034615385,0.000259178,0.119517506
7880,7880,9117,0.001491205,0.452883107,0.018226827,0.000760016,0.041562887,0.001491205,0.001528494,0.476919575,0.004975115,0.001173638,0.03506563,0.061538462,0.001173638,0.100646139
7881,7881,10098,0.001918099,0.468379568,0.009113331,0.000439394,0.019603377,0.001918099,0.001877521,0.005797753,0.002487558,1.61e-05,0.02402947,0.032692308,1.61e-05,0.094355737
7886,7886,10205,0.002537972,0.438275783,0.020712345,0.000812195,0.0381382,0.002537972,0.002509379,0.022533727,0.01077943,0.006217484,0.01288458,0.055769231,0.006217484,1.648101015
7889,7889,11006,0.001654945,0.478020369,0.028168836,0.00109893,0.050198168,0.001654945,0.001757167,0.242019155,0.011608629,0.013214599,0.019843341,0.088461538,0.013214599,0.044031882
7894,7894,11269,0.011259122,0.536450286,0.030654353,0.000684955,0.115965511,0.011259122,0.011585567,0.140365166,0.013267008,0.030005859,0.024410028,0.094230769,0.030005859,0.044031882
7895,7895,11290,0.000888875,0.513261156,0.013255833,0.000429733,0.05200304,0.000888875,0.000872566,0.001180414,0.004975115,0.001935105,0.020441359,0.034615385,0.001935105,0.226455459
7896,7896,12029,2.29e-06,0.464854465,0.012427341,0.00140845,0.047431479,2.29e-06,2.62e-06,0.403597193,0.000829365,0.001662653,0.01196037,0.059615385,0.001662653,0.044031882
7901,7901,12231,0.000396485,0.451917153,0.010770336,0.000920016,0.0383446,0.000396485,0.000411009,0.003568693,0.000829365,0.000118062,0.004675417,0.05,0.000118062,0.012579552
7903,7903,101049,0.000180699,0.361139401,0.007456326,2.06e-05,0.00873841,0.000180699,0.000200991,0.492496707,0.003316757,0.001194595,0.00429486,0.019230769,0.001194595,0.006291814
7904,7904,101057,0.0,0.460371146,0.006627834,0.000684219,0.034565531,0.0,0.0,0.332097086,0.0,3.17e-19,0.012993311,0.038461538,3.17e-19,0.031450918
7906,7906,101185,0.000201166,0.458626598,0.008284818,0.000816825,0.031193745,0.000201166,0.000188354,0.009358603,0.002487558,0.000177443,0.005164705,0.036538462,0.000177443,0.006291814
7908,7908,102023,0.000625721,0.445734318,0.014084325,0.000725262,0.032226744,0.000625721,0.000673982,0.124482581,0.007462693,0.001096792,0.002392074,0.038461538,0.001096792,0.031450918
7913,7913,102210,0.000288884,0.434663149,0.008284818,0.000535346,0.024218251,0.000288884,0.000314124,0.0,0.00165873,7.89e-05,0.007556779,0.040384615,7.89e-05,0.075484212
7914,7914,103009,9.88e-05,0.468831494,0.010770336,0.001149504,0.041064136,9.88e-05,0.00010892,0.222936654,0.000829365,9.64e-05,0.028106869,0.048076923,9.64e-05,0.213874496
7916,7916,103052,0.000552623,0.445730423,0.009113331,0.000672229,0.018044208,0.000552623,0.000601769,0.000329418,0.004145936,0.000306683,0.04714071,0.026923077,0.000306683,0.006291814
7921,7921,103184,0.000923962,0.447846006,0.008284818,0.000551833,0.024717164,0.000923962,0.000956813,0.3173059,0.002487558,6.08e-05,0.002609535,0.036538462,6.08e-05,0.0
7922,7922,103207,0.0,0.468320876,0.005799321,0.001102602,0.035040954,0.0,0.0,0.0,0.0,3.17e-19,0.022344146,0.034615385,3.17e-19,0.056612846
7924,7924,204190,0.002116926,0.56561817,0.008284818,0.003719515,0.036056518,0.002116926,0.002148317,0.490366341,0.002487558,0.000449196,0.019299688,0.034615385,0.000449196,0.006291814
7925,7925,103265,0.000491805,0.445321544,0.009941823,0.000673446,0.028475838,0.000491805,0.000495858,0.217731159,0.002487558,0.000103392,0.012612754,0.044230769,0.000103392,0.062903248
7926,7926,104009,7.02e-05,0.404152471,0.013255833,0.000339228,0.025602243,7.02e-05,7.82e-05,0.667570944,0.000829365,5.54e-05,0.033217209,0.069230769,5.54e-05,0.044031882
7927,7927,104049,0.000116372,0.461041298,0.013255833,0.000526886,0.03101994,0.000116372,0.000122761,0.0068464,0.002487558,0.001026933,0.008046067,0.059615385,0.001026933,0.289360119
7928,7928,104067,0.000124559,0.440240995,0.004970829,0.00045921,0.015699141,0.000124559,0.000139009,0.000329418,0.002487558,0.000289916,0.00255517,0.019230769,0.000289916,0.0
7929,7929,104150,0.00314615,0.529845441,0.028997348,0.004942886,0.127299096,0.00314615,0.003195396,0.154357272,0.003316757,0.000319257,0.094107996,0.119230769,0.000319257,0.012579552
7930,7930,104185,0.000273095,0.4575554,0.022369329,0.001215168,0.048880905,0.000273095,0.000288849,0.0,0.004975115,0.002696572,0.0282156,0.090384615,0.002696572,0.113227103
7931,7931,104227,0.001959034,0.530770638,0.032311338,0.00394331,0.110264819,0.001959034,0.001961769,0.371281546,0.009950251,0.002172627,0.054667589,0.105769231,0.002172627,0.0
7932,7932,106100,0.003754327,0.524712259,0.019883832,0.004434646,0.081010829,0.003754327,0.003917519,0.010689608,0.004975115,0.001997978,0.089636992,0.061538462,0.001997978,0.044031882
7933,7933,106203,0.00020643,0.500508797,0.009113331,0.00269535,0.042252851,0.00020643,0.000220248,0.0,0.004145936,0.001103778,0.032891017,0.026923077,0.001103778,0.088065176
7934,7934,107233,0.002502885,0.54926292,0.023197842,0.003355969,0.096592775,0.002502885,0.002593626,0.258543635,0.004975115,0.004827283,0.040447796,0.098076923,0.004827283,0.075484212
7935,7935,105255,0.000900571,0.437034189,0.014084325,0.000655311,0.02384464,0.000900571,0.000902654,0.515875365,0.004975115,0.000866256,0.009568296,0.051923077,0.000866256,0.018870113
7936,7936,106041,0.000147951,0.480987488,0.014084325,0.000868663,0.038371275,0.000147951,0.000163681,0.060754555,0.004145936,0.002375219,0.012449658,0.051923077,0.002375219,0.062903248
7937,7937,106076,0.003163693,0.494772653,0.016569843,0.000550093,0.022119392,0.003163693,0.003261591,0.0,0.006633494,0.002605755,0.019897706,0.048076923,0.002605755,0.0
7938,7938,106131,0.000181869,0.463085638,0.009941823,0.000817862,0.032802473,0.000181869,0.00019377,0.0,0.003316757,0.001956063,0.005871454,0.038461538,0.001956063,0.094355737
7939,7939,111008,0.001801141,0.69446583,0.029825841,0.006212021,0.141602332,0.001801141,0.001600707,0.046558858,0.013267008,0.00689512,0.033271574,0.073076923,0.00689512,0.081774773
7940,7940,106134,0.000202336,0.43293812,0.006627834,0.000638308,0.012500117,0.000202336,0.000213026,0.0,0.00165873,0.000333229,0.005708358,0.025,0.000333229,0.031450918
7941,7941,106164,0.000442098,0.352385626,0.009941823,2.55e-05,0.01019492,0.000442098,0.000451929,0.076645167,0.000829365,1.24e-06,0.076008694,0.048076923,1.24e-06,0.006291814
7943,7943,106240,2.75e-05,0.478070753,0.005799321,0.000461351,0.021133803,2.75e-05,4.25e-05,0.307858878,0.000829365,9.22e-05,0.026421544,0.026923077,9.22e-05,0.352264772
7944,7944,106255,0.001052615,0.53691375,0.020712345,0.000947879,0.140074947,0.001052615,0.001023008,0.015285954,0.002487558,0.015803518,0.033217209,0.086538462,0.015803518,0.050322443
7947,7947,107018,0.0,0.489795891,0.009941823,0.001100933,0.037412062,0.0,0.0,0.109400213,0.0,3.17e-19,0.103429473,0.048076923,3.17e-19,0.182422166
7949,7949,107065,2.75e-05,0.51601535,0.010770336,0.001066068,0.037158299,2.75e-05,2.83e-05,0.386976532,0.000829365,0.000693704,0.041154545,0.059615385,0.000693704,0.050322443
7950,7950,107086,0.001526292,0.487928037,0.019883832,0.002015381,0.047292627,0.001526292,0.001570618,0.000329418,0.005804315,0.000544903,0.028433061,0.073076923,0.000544903,0.144679433
7955,7955,107241,0.00060233,0.453848702,0.010770336,0.000557742,0.022997351,0.00060233,0.000637876,0.093826681,0.000829365,0.011900056,0.01799492,0.046153846,0.011900056,0.094355737
7956,7956,107257,0.000240932,0.457851508,0.007456326,0.000331617,0.024064458,0.000240932,0.000281026,0.624080454,0.003316757,0.000369556,0.003207554,0.021153846,0.000369556,0.088065176
7957,7957,108017,0.000107601,0.481903269,0.012427341,0.001414312,0.05201858,0.000107601,0.000114938,0.0,0.00165873,0.001250483,0.013808791,0.046153846,0.001250483,0.163550799
7959,7959,108109,0.000214032,0.468095156,0.005799321,0.000853377,0.018454116,0.000214032,0.000233487,0.060010335,0.00165873,0.000113172,0.014841732,0.023076923,0.000113172,0.025160516
7960,7960,111072,0.005872949,0.505911254,0.014084325,0.000403699,0.056407962,0.005872949,0.005987606,0.520811759,0.005804315,0.001362258,0.023377087,0.05,0.001362258,0.056612846
7961,7961,108156,0.000326311,0.553558236,0.024026334,0.004804808,0.100247645,0.000326311,0.000326761,0.0,0.00165873,0.000509973,0.059328871,0.113461539,0.000509973,0.006291814
7963,7963,108193,0.0,0.406058284,0.001656819,0.000221077,0.010991743,0.0,0.0,0.691030802,0.0,3.17e-19,0.004892879,0.017307692,3.17e-19,0.006291814
7964,7964,109040,0.000695896,0.469532617,0.004970829,0.000987893,0.035146094,0.000695896,0.000716106,0.000329418,0.000829365,3.17e-19,0.011199255,0.021153846,3.17e-19,0.270488746
7969,7969,109180,1.13e-07,0.454874751,0.009941823,0.001473322,0.04204296,1.13e-07,1.96e-07,0.00388164,0.000829365,0.000443607,0.00858972,0.046153846,0.000443607,0.025160516
7972,7972,110255,0.001169572,0.399319831,0.010770336,0.000157251,0.013966359,0.001169572,0.001203539,0.460778394,0.000829365,3.37e-08,0.036370397,0.053846154,3.37e-08,0.138388872
7973,7973,110269,4.81e-05,0.439525969,0.008284818,0.000961024,0.023603082,4.81e-05,6.44e-05,0.005907559,0.003316757,0.000908172,0.006741299,0.025,0.000908172,0.031450918
7974,7974,112028,2.27e-05,0.484152101,0.009941823,0.001814907,0.030367636,2.27e-05,2.88e-05,0.009386055,0.00165873,0.0008942,0.060826092,0.046153846,0.0008942,0.031450918
7975,7975,110299,3.4e-05,0.461189083,0.009941823,0.001224261,0.038746543,3.4e-05,3.68e-05,0.422968076,0.00165873,0.001054877,0.006088916,0.044230769,0.001054877,0.081774773
7977,7977,111057,0.000577769,0.489683141,0.020712345,0.000903929,0.056207215,0.000577769,0.000580708,0.685824506,0.005804315,0.003052855,0.011797274,0.075,0.003052855,0.069193809
7978,7978,111118,0.0,0.4085777,0.004970829,0.000503171,0.01396014,0.0,0.0,0.062684957,0.0,3.17e-19,0.026204083,0.025,3.17e-19,0.081774773
7980,7980,111218,8.54e-05,0.516156537,0.009941823,0.003385309,0.056080835,8.54e-05,8e-05,0.010022145,0.000829365,0.000115268,0.0563926,0.051923077,0.000115268,0.0
7982,7982,111291,0.00024678,0.486241622,0.005799321,0.00059881,0.017762958,0.00024678,0.000256956,0.056397505,0.000829365,9.99e-05,0.027889408,0.034615385,9.99e-05,0.025160516
7983,7983,112013,0.001157877,0.510556851,0.024026334,0.001816658,0.067889345,0.001157877,0.001107256,0.0,0.005804315,0.001215553,0.044525195,0.090384615,0.001215553,0.018870113
7984,7984,112020,0.000366076,0.568981564,0.007456326,0.000909663,0.028931616,0.000366076,0.000367681,0.008899771,0.000829365,0.000648994,0.013971887,0.036538462,0.000648994,0.050322443
7985,7985,112165,0.000111694,0.451629257,0.005799321,0.000290163,0.016058569,0.000111694,0.000128779,0.593948447,0.00165873,0.000312271,0.002718266,0.028846154,0.000312271,0.308231486
7986,7986,112166,0.001327465,0.544518687,0.012427341,0.000919348,0.053392412,0.001327465,0.00138407,0.416890553,0.003316757,0.000451292,0.010764333,0.05,0.000451292,0.106936542
7988,7988,112224,7.19e-05,0.45463232,0.003313824,0.000382906,0.017521994,7.19e-05,7.52e-05,0.473258589,0.00165873,0.00044221,0.020223898,0.013461538,0.00044221,0.157260397
7989,7989,201026,0.0,0.416009908,0.002485332,0.000174561,0.007334834,0.0,0.0,0.570876842,0.0,3.17e-19,0.002826997,0.015384615,3.17e-19,0.018870113
7993,7993,202100,0.000116372,0.436222745,0.008284818,0.000615295,0.024216369,0.000116372,0.000128779,0.024452891,0.000829365,6.59e-06,0.00766551,0.036538462,6.59e-06,0.088065176
7995,7995,202166,7.31e-05,0.46263406,0.005799321,0.000635726,0.036358313,7.31e-05,9.15e-05,0.0,0.000829365,2.19e-05,0.012721484,0.025,2.19e-05,0.150969836
7996,7996,205187,0.000923962,0.818331039,0.051366863,0.088189092,0.489550369,0.000923962,0.000920707,0.000329418,0.003316757,0.00398897,0.807206449,0.236538462,0.00398897,0.050322443
7997,7997,203035,0.000350287,0.576085986,0.006627834,0.003569394,0.039807411,0.000350287,0.000367079,0.064172744,0.000829365,3.42e-05,0.034304515,0.028846154,3.42e-05,0.062903248
8001,8001,204136,7.66e-05,0.518122002,0.014912838,0.003344987,0.07531654,7.66e-05,8.61e-05,0.005915403,0.000829365,5.55e-05,0.034902534,0.071153846,5.55e-05,0.069193809
8003,8003,204235,9.82e-06,0.499330614,0.006627834,0.001315594,0.028065385,9.82e-06,1.16e-05,0.310799083,0.000829365,0.000421951,0.017505632,0.040384615,0.000421951,0.201293532
8006,8006,205087,0.0,0.476976543,0.011598828,0.000450961,0.024029464,0.0,0.0,0.370953604,0.0,3.17e-19,0.02647591,0.063461538,3.17e-19,0.037741479
8007,8007,206202,0.006409023,0.688030389,0.014912838,0.002930678,0.04613277,0.006409023,0.006478831,0.0,0.004145936,0.001348286,0.033815228,0.053846154,0.001348286,0.012579552
8008,8008,205139,6.96e-05,0.515159485,0.014084325,0.00279678,0.055425599,6.96e-05,7.1e-05,0.0,0.000829365,6.8e-05,0.052643024,0.078846154,6.8e-05,0.025160516
8009,8009,205203,0.000133331,0.420460113,0.003313824,0.000107688,0.005428368,0.000133331,0.000160672,0.713587064,0.00165873,2.96e-05,0.012014735,0.017307692,2.96e-05,0.031450918
8010,8010,205208,0.0,0.461061481,0.008284818,0.001072191,0.031859632,0.0,0.0,0.05946879,0.0,3.17e-19,0.009840122,0.040384615,3.17e-19,0.006291814
8011,8011,205222,0.000115788,0.53078568,0.01905534,0.002858791,0.069077255,0.000115788,0.000123363,0.0,0.000829365,8.24e-05,0.058787936,0.103846154,8.24e-05,0.031450918
8012,8012,206016,0.0,0.502547711,0.013255833,0.002812882,0.041039923,0.0,0.0,0.364611424,0.0,3.17e-19,0.200084484,0.073076923,3.17e-19,0.239036423
8014,8014,206050,0.00014912,0.692846519,0.012427341,0.001888607,0.063275964,0.00014912,0.000158867,0.024270788,0.000829365,0.000505083,0.046264885,0.055769231,0.000505083,0.0
8016,8016,206254,1.67e-05,0.577334863,0.005799321,0.002076474,0.025408233,1.67e-05,2.22e-05,0.082601848,0.000829365,6.9e-05,0.077448288,0.025,6.9e-05,0.018870113
8018,8018,207102,0.000176021,0.483331473,0.007456326,0.000644629,0.029689359,0.000176021,0.000196177,0.000988253,0.000829365,9.99e-06,0.035391822,0.034615385,9.99e-06,0.037741479
8022,8022,207260,9.01e-06,0.461681745,0.006627834,0.001003408,0.020533882,9.01e-06,1.35e-05,0.55862711,0.000829365,0.000243111,0.026095352,0.028846154,0.000243111,0.056612846
8023,8023,207263,0.0,0.448916222,0.001656819,0.000509689,0.009595565,0.0,0.0,0.225995024,0.0,3.17e-19,0.005327801,0.009615385,3.17e-19,0.18871272
8024,8024,208127,0.000113449,0.493487241,0.009113331,0.000279921,0.021980533,0.000113449,0.000132991,0.584572588,0.00165873,7.96e-05,0.060903291,0.05,7.96e-05,0.012579552
8025,8025,208207,0.000771918,0.616432393,0.01905534,0.00212351,0.055576241,0.000771918,0.00075823,0.148612807,0.000829365,4.36e-06,0.082247658,0.090384615,4.36e-06,0.0
8027,8027,209066,0.000303504,0.665672064,0.012427341,0.012535466,0.066650566,0.000303504,0.000308106,0.093606911,0.00165873,0.000301094,0.108823056,0.05,0.000301094,0.056612846
8029,8029,209212,0.0,0.490656558,0.012427341,0.000562662,0.090435848,0.0,0.0,0.085531452,0.0,3.17e-19,0.032347364,0.073076923,3.17e-19,0.150969836
8030,8030,210033,5.16e-06,0.512819617,0.010770336,0.001977677,0.039091174,5.16e-06,7.88e-06,0.019392406,0.000829365,0.000136924,0.02903108,0.046153846,0.000136924,0.088065176
8032,8032,210117,0.0,0.571718435,0.007456326,0.001698442,0.0259388,0.0,0.0,0.0,0.0,3.17e-19,0.053250829,0.034615385,3.17e-19,0.037741479
8034,8034,210279,6.84e-05,0.433992533,0.009113331,0.0005004,0.023756281,6.84e-05,5.12e-05,0.000329418,0.000829365,1.75e-05,0.004784148,0.040384615,1.75e-05,0.169841202
8035,8035,211013,0.0,0.652912146,0.009113331,0.005978773,0.054804042,0.0,0.0,0.001152962,0.0,3.17e-19,0.113457699,0.046153846,3.17e-19,0.012579552
8036,8036,211112,1.61e-05,0.570716939,0.007456326,0.001202118,0.041668606,1.61e-05,1.68e-05,0.224883324,0.000829365,0.000305984,0.023594548,0.036538462,0.000305984,0.006291814
8037,8037,211268,0.0,0.523966177,0.006627834,0.001606316,0.040584438,0.0,0.0,0.249223777,0.0,3.17e-19,0.037457704,0.034615385,3.17e-19,0.0
8038,8038,212047,0.0,0.73355576,0.005799321,0.017639673,0.071023672,0.0,0.0,0.004375767,0.0,3.17e-19,0.089207506,0.028846154,3.17e-19,0.0
8040,8040,212102,4.3e-05,0.570329753,0.011598828,0.001603268,0.050634615,4.3e-05,4.1e-05,0.0,0.000829365,0.000174648,0.059931782,0.053846154,0.000174648,0.018870113
8041,8041,212143,0.0,0.498068256,0.004142316,0.000502488,0.013209911,0.0,0.0,0.292828047,0.0,3.17e-19,0.013591329,0.023076923,3.17e-19,0.037741479
8042,8042,212222,7.54e-06,0.560984986,0.011598828,0.004773828,0.063945042,7.54e-06,1.12e-05,0.000658836,0.000829365,0.000166964,0.091971982,0.05,0.000166964,0.257907789
8044,8044,212306,0.0,0.755408313,0.006627834,0.005990912,0.054112789,0.0,0.0,0.316435082,0.0,3.17e-19,0.32549168,0.036538462,3.17e-19,0.113227103
8046,8046,212331,0.0,0.666334752,0.019883832,0.006610373,0.100482227,0.0,0.0,0.545135465,0.0,3.17e-19,0.177694671,0.088461538,3.17e-19,0.069193809
8049,8049,302222,4.38e-05,0.826034274,0.011598828,0.010749469,0.121162107,4.38e-05,6.14e-05,0.032855886,0.000829365,1.82e-05,0.073039804,0.051923077,1.82e-05,0.226455459
