Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
9411088,0.000333327,1.21E-10,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411089,0.000999981,1.55E-16,4.63E-15,9.30E-05,0.000108523,7.23E-05,6.50E-34,3.083333333,2.24E-05,9.90E-08,9.90E-08,
9411090,0.001666635,8.59E-12,0,0,0.000180871,0.000180871,1.76E-38,0,1.55E-05,0,0,
9411091,0.00333327,2.19E-06,9.02E-10,3.62E-05,0.000361742,0.000325568,5.47E-37,1,1.61E-05,3.50E-07,3.50E-07,
9411092,0.001333308,4.13E-11,0,0,0.000144697,0.000144697,1.76E-38,0,1.55E-05,0,0,
9411093,0.006999866,3.65E-06,1.37E-06,0.000402635,0.000759659,0.000397916,1.74E-33,12.83333333,1.97E-05,4.80E-05,4.80E-05,
9411095,0.009999809,6.68E-07,9.00E-06,0.003113331,0.001085226,0.000108523,1.46E-25,108.4333333,2.14E-05,5.30E-06,5.30E-06,
9411096,0.003666597,1.03E-05,7.11E-10,3.62E-05,0.000397916,0.000361742,5.47E-37,1,1.64E-05,2.35E-08,2.35E-08,
9411097,0.002333289,0,1.18E-07,0.001560042,0.00025322,0,7.71E-27,51.15,1.73E-05,0,0,
9411098,0.000333327,0,-1.46E-24,3.62E-05,3.62E-05,0,5.47E-37,1,2.85E-05,0,0,
9411099,0.02533285,3.09E-05,7.46E-06,0.002992454,0.00274924,0.001844885,2.38E-25,98.46666667,2.70E-05,7.05E-05,7.05E-05,
9411100,0.004666578,2.39E-06,2.98E-06,0.001225418,0.000506439,0.000397916,7.04E-25,40.88333333,1.65E-05,6.49E-06,6.49E-06,
9411101,0.007333193,2.81E-06,5.93E-06,0.00075213,0.000795833,0.000578787,1.18E-27,25.78333333,1.82E-05,4.59E-06,4.59E-06,
9411102,0.042332525,3.86E-05,2.09E-07,0.001312211,0.004594125,0.00437708,2.98E-26,43.03333333,1.59E-05,9.62E-06,9.62E-06,
9411103,0.001333308,7.85E-11,2.99E-09,0.000129194,0.000144697,3.62E-05,2.46E-35,4,1.78E-05,1.19E-05,1.19E-05,
9411104,0.005666558,1.40E-05,0,0,0.000614962,0.000614962,1.76E-38,0,1.55E-05,0,0,
9411105,0.002999943,8.35E-08,2.35E-09,0.000636666,0.000325568,7.23E-05,6.40E-32,21.08333333,4.80E-05,3.35E-05,3.35E-05,
9411107,0.001999962,0,5.10E-09,0.000258387,0.000217045,0,1.13E-34,8,1.90E-05,0,0,
9411109,0.001999962,1.15E-06,0,0,0.000217045,0.000217045,1.76E-38,0,1.55E-05,0,0,
9411111,0.000666654,3.42E-12,3.03E-10,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,1.73E-05,0,0,
9411112,0.013333079,2.78E-07,1.20E-08,0.000531604,0.001446969,0.001049052,2.76E-33,17.66666667,3.34E-05,4.84E-05,4.84E-05,
9411115,0.001999962,3.51E-06,1.27E-06,8.14E-05,0.000217045,0.000144697,1.64E-35,2.5,1.57E-05,8.11E-09,8.11E-09,
9411116,0.003666597,4.79E-10,9.78E-10,0.000144697,0.000397916,0.00025322,8.91E-35,4,3.25E-05,1.69E-05,1.69E-05,
9411118,0.001999962,1.07E-06,1.49E-06,0.000493899,0.000217045,0.000144697,1.17E-27,14.83333333,1.59E-05,2.89E-08,2.89E-08,
9411119,0.002666616,3.16E-07,1.26E-09,0.000165368,0.000289394,0.000180871,1.12E-34,5.333333333,1.87E-05,1.11E-08,1.11E-08,
9411120,0.000333327,7.35E-12,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411121,0.003666597,1.44E-08,1.35E-09,0.00040209,0.000397916,7.23E-05,5.80E-34,12.83333333,4.84E-05,0.000157006,0.000157006,
9411122,0.018332983,1.93E-05,3.24E-09,7.23E-05,0.001989582,0.001917233,8.75E-36,2,1.61E-05,1.33E-06,1.33E-06,
9411123,0.001666635,0,1.21E-09,0.000477303,0.000180871,0,1.55E-30,17.8,3.57E-05,0,0,
9411124,0.00333327,3.41E-08,3.29E-10,0.000324228,0.000361742,0.000180871,9.86E-33,11.53333333,2.49E-05,8.10E-06,8.10E-06,
9411125,0.006666539,5.90E-07,7.26E-06,0.000808066,0.000723484,0.000361742,2.90E-25,28.53333333,2.00E-05,9.99E-07,9.99E-07,
9411127,0.001333308,6.95E-11,1.74E-09,3.62E-05,0.000144697,0.000108523,5.47E-37,1,1.57E-05,9.81E-10,9.81E-10,
9411128,0.004999905,4.61E-06,8.94E-09,0.000320559,0.000542613,0.000434091,4.01E-32,10.25,1.68E-05,3.42E-07,3.42E-07,
9411129,0.002666616,6.73E-08,1.52E-10,3.62E-05,0.000289394,0.00025322,5.47E-37,1,1.69E-05,1.85E-08,1.85E-08,
9411131,0.003999924,1.15E-06,5.42E-08,0.00059652,0.000434091,3.62E-05,2.30E-33,19.33333333,2.63E-05,2.53E-08,2.53E-08,
9411132,0.000666654,1.69E-10,0,0,7.23E-05,7.23E-05,1.76E-38,0,1.55E-05,0,0,
9411133,0.001999962,0,1.55E-09,0.000221567,0.000217045,0,4.16E-35,6.5,2.73E-05,0,0,
9411134,0.003666597,3.78E-06,1.38E-09,8.14E-05,0.000397916,0.000325568,8.75E-36,2.5,1.94E-05,2.70E-05,2.70E-05,
9411135,0.004666578,8.08E-07,3.64E-09,0.00026806,0.000506439,0.000361742,2.55E-33,9.083333333,1.83E-05,1.70E-05,1.70E-05,
9411136,0.00333327,1.81E-06,1.32E-09,0.000473851,0.000361742,0.000289394,7.93E-26,15.99047619,1.74E-05,6.18E-07,6.18E-07,
9411137,0.001666635,3.50E-07,1.80E-10,3.62E-05,0.000180871,0.000144697,5.47E-37,1,1.63E-05,3.39E-08,3.39E-08,
9411138,0.001666635,8.33E-08,1.22E-09,0.000200968,0.000180871,7.23E-05,1.04E-33,6.333333333,3.37E-05,1.74E-05,1.74E-05,
9411139,0.000666654,-2.04E-25,0,0,7.23E-05,7.23E-05,1.76E-38,0,1.55E-05,0,0,
9411140,0.000999981,2.30E-06,0,0,0.000108523,0.000108523,1.76E-38,0,1.55E-05,0,0,
9411141,0.001666635,2.86E-08,3.81E-12,6.51E-05,0.000180871,0.000144697,1.59E-35,2,2.20E-05,1.18E-08,1.18E-08,
9411142,0.001999962,8.09E-08,3.28E-10,0.001046911,0.000217045,0.000108523,7.06E-27,33.15,3.13E-05,3.45E-07,3.45E-07,
9411143,0.002666616,3.42E-08,1.16E-08,0.000768702,0.000289394,0.000108523,4.71E-26,25.85,2.04E-05,5.84E-10,5.84E-10,
9411146,0.001333308,8.16E-08,6.41E-10,9.65E-05,0.000144697,7.23E-05,9.57E-35,3,1.89E-05,2.49E-08,2.49E-08,
9411147,0.000333327,0,4.35E-10,4.82E-05,3.62E-05,0,8.22E-36,1.5,1.64E-05,0,0,
9411149,0.141330635,0.000212299,3.23E-06,0.002045234,0.015337867,0.014867602,5.94E-26,70.06666667,1.66E-05,5.27E-05,5.27E-05,
9411150,0.002333289,6.46E-07,3.36E-09,0.000829341,0.00025322,0.000144697,1.03E-26,26.16666667,2.09E-05,3.44E-08,3.44E-08,
9411151,0.000999981,4.38E-11,2.32E-14,0.000113044,0.000108523,3.62E-05,9.57E-35,3.5,3.24E-05,3.27E-09,3.27E-09,
9411152,0.002666616,3.67E-07,2.98E-09,0.000150726,0.000289394,0.000144697,7.31E-34,4.5,1.67E-05,9.16E-09,9.16E-09,
9411153,0.006999866,2.30E-06,2.99E-06,0.001513219,0.000759659,7.23E-05,1.58E-27,54.4,3.64E-05,1.70E-05,1.70E-05,
9411154,0.002999943,4.33E-07,3.30E-09,0.000108523,0.000325568,0.000217045,1.61E-36,3,1.69E-05,4.46E-07,4.46E-07,
9411155,0.000333327,2.69E-09,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411156,0.007333193,7.63E-07,5.94E-06,0.001179107,0.000795833,0.000144697,1.72E-26,40.48333333,4.36E-05,8.35E-06,8.35E-06,
9411158,0.000333327,0,3.59E-10,4.82E-05,3.62E-05,0,8.22E-36,1.5,1.65E-05,0,0,
9411159,0.000666654,0,2.53E-10,7.23E-05,7.23E-05,0,8.75E-36,2,2.90E-05,0,0,
9411160,0.005999885,6.70E-06,3.52E-09,7.23E-05,0.000651136,0.000578787,1.08E-36,2,1.62E-05,7.84E-06,7.84E-06,
9411161,0.000333327,0,8.41E-26,4.82E-05,3.62E-05,0,8.22E-36,1.5,2.87E-05,0,0,
9411162,0.000333327,0,1.19E-10,4.82E-05,3.62E-05,0,8.22E-36,1.5,1.62E-05,0,0,
9411163,0.012999752,1.59E-05,2.57E-06,0.000712354,0.001410794,0.001049052,9.09E-28,24.7,1.98E-05,4.15E-05,4.15E-05,
9411164,0.004666578,2.37E-06,2.54E-06,0.000257239,0.000506439,0.00025322,2.88E-34,7.5,3.48E-05,9.42E-05,9.42E-05,
9411165,0.001333308,8.79E-11,3.79E-10,0.000249263,0.000144697,3.62E-05,1.06E-31,8.733333333,2.87E-05,6.54E-10,6.54E-10,
9411166,0.003666597,2.06E-06,4.42E-08,0.000230373,0.000397916,0.000180871,1.98E-32,8,5.40E-05,0.000122545,0.000122545,
9411168,0.006666539,1.19E-06,5.93E-06,0.000829341,0.000723484,0.000397916,2.90E-25,29.13333333,2.09E-05,1.21E-06,1.21E-06,
9411170,0.006333212,8.41E-06,3.55E-08,0.001065451,0.00068731,0.000325568,1.35E-27,37.68333333,6.69E-05,5.92E-05,5.92E-05,
9411174,0.000333327,4.65E-11,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411175,0.001999962,1.35E-11,0,0,0.000217045,0.000217045,1.76E-38,0,1.55E-05,0,0,
9411176,0.013333079,4.69E-07,4.40E-06,0.001786042,0.001446969,0.000614962,4.79E-26,66.06666667,5.07E-05,9.02E-05,9.02E-05,
9411177,0.005333232,2.29E-06,1.26E-09,4.82E-05,0.000578787,0.000542613,8.22E-36,1.5,1.57E-05,7.60E-08,7.60E-08,
9411178,0.01866631,7.62E-06,1.37E-05,0.004321655,0.002025756,0.001085226,3.08E-24,145.9,2.23E-05,0.000270164,0.000270164,
9411179,0.01099979,7.61E-07,3.94E-06,0.001022643,0.001193749,0.000325568,1.95E-30,43.95,4.11E-05,4.98E-05,4.98E-05,
9411180,0.002333289,4.56E-08,1.93E-14,3.62E-05,0.00025322,0.000217045,5.47E-37,1,1.73E-05,8.83E-09,8.83E-09,
9411181,0.000666654,0,1.89E-11,7.23E-05,7.23E-05,0,1.08E-36,2,1.69E-05,0,0,
9411182,0.000999981,1.34E-12,1.79E-16,3.62E-05,0.000108523,7.23E-05,5.47E-37,1,1.98E-05,0,0,
9411183,0.002999943,3.03E-07,1.24E-07,0.001406775,0.000325568,3.62E-05,4.24E-27,47.31666667,2.10E-05,2.62E-06,2.62E-06,
9411184,0.003666597,5.03E-08,6.93E-10,0.000312649,0.000397916,0.000108523,1.22E-34,9.5,3.35E-05,4.13E-08,4.13E-08,
9411185,0.001666635,1.83E-10,1.30E-09,0.000195341,0.000180871,3.62E-05,9.77E-34,6.333333333,2.19E-05,2.20E-08,2.20E-08,
9411186,0.001666635,0,1.35E-09,0.000225393,0.000180871,0,3.34E-35,7,1.86E-05,0,0,
9411187,0.050665699,4.99E-05,9.09E-06,0.004586505,0.005498481,0.004268557,5.60E-25,153.3833333,3.07E-05,0.000137458,0.000137458,
9411188,0.003666597,3.43E-06,5.16E-09,0.000281572,0.000397916,0.000289394,8.97E-32,9.483333333,1.87E-05,1.37E-05,1.37E-05,
9411189,0.000666654,1.12E-25,1.52E-10,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,1.81E-05,1.31E-09,1.31E-09,
9411190,0.004333251,1.60E-06,2.98E-06,0.002232885,0.000470265,0.000180871,1.84E-26,71.05,5.27E-05,1.79E-05,1.79E-05,
9411191,0.000333327,2.02E-25,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411192,0.001666635,0,3.22E-09,0.001137,0.000180871,0,1.53E-29,38.8,2.91E-05,0,0,
9411193,0.001666635,0,4.46E-06,0.001808711,0.000180871,0,1.54E-23,54.81666667,3.64E-05,0,0,
9411194,0.000333327,3.43E-08,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411195,0.011333117,3.78E-06,8.93E-06,0.004016097,0.001229923,0.000289394,6.95E-25,140.652381,3.26E-05,5.04E-05,5.04E-05,
9411196,0.000333327,0,8.54E-24,3.62E-05,3.62E-05,0,5.47E-37,1,1.81E-05,0,0,
9411197,0.000666654,0,1.04E-23,7.23E-05,7.23E-05,0,1.08E-36,2,3.50E-05,0,0,
9411198,0.016999675,1.53E-05,1.05E-05,0.00318787,0.001844885,0.000976704,4.85E-24,109.2285714,2.31E-05,2.62E-05,2.62E-05,
9411199,0.000999981,0,6.06E-11,0.000108523,0.000108523,0,1.70E-35,3,3.41E-05,0,0,
9411200,0.003999924,-9.80E-27,7.10E-06,0.000974041,0.000434091,3.62E-05,2.28E-30,36.1,5.91E-05,1.35E-07,1.35E-07,
9411201,0.005333232,5.07E-08,3.81E-10,0.000129194,0.000578787,0.000470265,9.62E-35,4,1.97E-05,4.44E-07,4.44E-07,
9411202,0.006333212,1.99E-06,9.83E-09,0.000612357,0.00068731,0.000506439,3.07E-27,20.15,2.47E-05,2.14E-05,2.14E-05,
9411203,0.004666578,2.91E-08,1.28E-06,0.000428486,0.000506439,0.000217045,2.66E-29,15.58333333,1.86E-05,1.92E-07,1.92E-07,
9411204,0.003999924,2.36E-06,4.45E-06,0.000430645,0.000434091,0.000180871,6.70E-30,17.35,2.01E-05,1.01E-07,1.01E-07,
9411205,0.01433306,8.47E-06,4.41E-06,0.001830859,0.001555491,0.001049052,5.41E-26,62.58333333,2.05E-05,5.98E-05,5.98E-05,
9411206,0.000999981,0,1.38E-06,0.00036106,0.000108523,0,1.25E-32,11.5,2.32E-05,0,0,
9411207,0.000999981,0,7.22E-11,0.000108523,0.000108523,0,1.61E-36,3,1.86E-05,0,0,
9411209,0.002333289,3.28E-10,5.22E-10,0.00072704,0.00025322,3.62E-05,8.26E-26,24.76904762,2.80E-05,0,0,
9411210,0.04399916,3.39E-05,3.14E-06,0.004136824,0.004774996,0.002459847,2.99E-24,157.3214286,0.000112738,0.001074827,0.001074827,
9411213,0.001333308,0,4.31E-09,0.000830583,0.000144697,0,4.72E-26,29.28333333,1.80E-05,0,0,
9411214,0.001666635,8.01E-11,5.61E-10,0.000144697,0.000180871,3.62E-05,2.13E-36,4,2.53E-05,1.90E-05,1.90E-05,
9411215,0.000666654,0,7.60E-10,7.23E-05,7.23E-05,0,1.08E-36,2,2.91E-05,0,0,
9411216,0.001666635,3.12E-08,2.06E-10,7.23E-05,0.000180871,0.000108523,8.75E-36,2,1.67E-05,0,0,
9411217,0.00333327,8.40E-08,4.45E-06,0.000633203,0.000361742,3.62E-05,2.37E-28,24.4952381,2.09E-05,2.16E-08,2.16E-08,
9411218,0.002666616,9.98E-08,2.56E-10,0.000136349,0.000289394,0.000180871,7.94E-34,4.666666667,1.82E-05,4.53E-05,4.53E-05,
9411219,0.004666578,1.04E-05,0,0,0.000506439,0.000506439,1.76E-38,0,1.55E-05,0,0,
9411220,0.001333308,0,4.81E-10,0.000144697,0.000144697,0,1.84E-34,4,2.15E-05,0,0,
9411221,0.004333251,4.99E-08,2.97E-06,0.000486342,0.000470265,7.23E-05,4.64E-34,16,2.20E-05,5.68E-07,5.68E-07,
9411222,0.000333327,0,6.60E-09,3.62E-05,3.62E-05,0,5.47E-37,1,1.55E-05,0,0,
9411223,0.005333232,2.37E-06,1.27E-08,0.00052742,0.000578787,0.000217045,2.55E-33,17.58333333,2.89E-05,8.50E-05,8.50E-05,
9411224,0.004666578,3.19E-06,3.06E-10,3.62E-05,0.000506439,0.000470265,5.47E-37,1,1.66E-05,1.14E-07,1.14E-07,
9411225,0.000333327,1.03E-12,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9411226,0.001999962,1.21E-06,3.75E-10,3.62E-05,0.000217045,0.000180871,5.47E-37,1,1.61E-05,0,0,
9411227,0.001999962,6.60E-08,4.73E-09,0.000115757,0.000217045,0.000108523,9.28E-36,3.5,1.61E-05,1.67E-07,1.67E-07,
9411228,0.002666616,3.66E-09,0,0,0.000289394,0.000289394,1.76E-38,0,1.55E-05,0,0,
9411229,0.003666597,1.07E-06,1.35E-10,7.23E-05,0.000397916,0.000325568,1.08E-36,2,2.94E-05,1.69E-05,1.69E-05,
9411230,0.000999981,7.81E-12,1.04E-15,0.000137953,0.000108523,7.23E-05,2.56E-28,4.766666667,2.02E-05,0,0,
9411231,0.002666616,4.95E-11,0,0,0.000289394,0.000289394,1.76E-38,0,1.55E-05,0,0,
9411232,0.006333212,5.38E-07,6.93E-06,0.00136328,0.00068731,0.000144697,1.97E-24,52.29642857,2.26E-05,3.47E-07,3.47E-07,
9411234,0.01099979,1.64E-05,1.08E-08,0.000400699,0.001193749,0.001121401,1.59E-32,12,1.58E-05,1.02E-06,1.02E-06,
9411235,0.007333193,5.53E-06,2.94E-08,0.000289394,0.000795833,0.000651136,5.68E-29,9.333333333,1.60E-05,9.61E-08,9.61E-08,
9411236,0.000666654,7.12E-11,2.02E-16,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,2.20E-05,1.71E-05,1.71E-05,
9411237,0.000999981,0,6.11E-10,0.000129194,0.000108523,0,1.70E-35,4,2.84E-05,0,0,
9411238,0.005999885,2.67E-06,2.80E-11,0.000230373,0.000651136,0.000506439,8.33E-34,7.333333333,3.25E-05,8.37E-05,8.37E-05,
9411239,0.000666654,-9.11E-26,0,0,7.23E-05,7.23E-05,1.76E-38,0,1.55E-05,0,0,
9411240,0.000333327,0,2.08E-14,4.82E-05,3.62E-05,0,8.22E-36,1.5,2.01E-05,0,0,
9411241,0.000999981,0,4.34E-10,0.000297662,0.000108523,0,6.16E-28,10.28333333,2.56E-05,0,0,
9411242,0.008333174,6.49E-06,1.52E-06,0.001524549,0.000904355,0.00068731,5.24E-27,49.56666667,1.63E-05,2.24E-07,2.24E-07,
9412001,0.001333308,-5.43E-25,0,0,0.000144697,0.000144697,1.76E-38,0,1.55E-05,0,0,
9412002,0.005999885,5.33E-06,7.42E-06,0.002519183,0.000651136,0.000397916,3.19E-25,77.63333333,2.24E-05,1.27E-05,1.27E-05,
9412003,0.004999905,1.47E-07,5.77E-06,0.001669075,0.000542613,0.000108523,4.77E-24,57.47261905,2.55E-05,1.01E-06,1.01E-06,
9412004,0.000666654,5.08E-11,9.02E-10,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,1.61E-05,1.31E-09,1.31E-09,
9412005,0.001333308,0,4.29E-06,0.000623378,0.000144697,0,2.90E-25,20.43333333,1.75E-05,0,0,
9412006,0.00766652,3.59E-07,1.15E-05,0.001299024,0.000832007,0.000217045,7.43E-29,48.01666667,3.02E-05,4.39E-05,4.39E-05,
9412007,0.000333327,1.54E-08,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9412009,0.000999981,3.58E-07,9.99E-11,0.000100484,0.000108523,7.23E-05,3.12E-35,3,1.75E-05,5.72E-07,5.72E-07,
9412010,0.001666635,8.19E-08,6.11E-10,0.000129194,0.000180871,7.23E-05,1.70E-35,4,2.84E-05,1.96E-05,1.96E-05,
9412012,0.002333289,7.34E-07,2.51E-10,3.62E-05,0.00025322,0.000217045,5.47E-37,1,1.57E-05,9.26E-08,9.26E-08,
9412013,0.000999981,0,9.55E-10,0.000115757,0.000108523,0,9.28E-36,3.5,1.76E-05,0,0,
9412014,0.003666597,3.28E-06,1.49E-06,0.001018666,0.000397916,0.000180871,2.23E-27,33.13333333,2.10E-05,1.58E-07,1.58E-07,
9412016,0.000666654,0,1.23E-09,0.000304225,7.23E-05,0,1.10E-31,9.833333333,1.94E-05,0,0,
9412017,0.002333289,1.17E-06,3.16E-10,0.000113044,0.00025322,0.000180871,3.94E-35,3.5,2.06E-05,1.18E-08,1.18E-08,
9412018,0.006333212,8.18E-07,1.91E-10,0.000108523,0.00068731,0.000578787,1.61E-36,3,1.99E-05,2.28E-05,2.28E-05,
9412019,0.001333308,1.32E-07,1.98E-11,3.62E-05,0.000144697,0.000108523,5.47E-37,1,1.81E-05,0,0,
9412020,0.010333136,6.91E-06,1.31E-06,0.000491969,0.001121401,0.00094053,3.51E-32,15.91666667,1.71E-05,2.41E-06,2.41E-06,
9412022,0.002333289,3.44E-10,1.58E-09,8.14E-05,0.00025322,0.000180871,8.04E-35,2.5,1.67E-05,3.11E-05,3.11E-05,
9412023,0.002333289,4.61E-11,1.31E-09,0.000248052,0.00025322,7.23E-05,6.37E-34,8.166666667,2.66E-05,5.16E-08,5.16E-08,
9412024,0.000999981,5.01E-10,1.02E-09,8.27E-05,0.000108523,3.62E-05,8.04E-35,2.833333333,1.65E-05,1.44E-08,1.44E-08,
9412025,0.000333327,0,5.14E-09,0.001046468,3.62E-05,0,2.79E-26,32.25238095,1.56E-05,0,0,
9412026,0.001333308,1.16E-06,9.56E-10,0.000619794,0.000144697,3.62E-05,1.26E-27,20,2.00E-05,3.11E-07,3.11E-07,
9412027,0.008999828,7.39E-07,7.24E-06,0.001840416,0.000976704,0.000434091,4.77E-24,63.18571429,2.06E-05,1.97E-06,1.97E-06,
9412029,0.001666635,0,1.57E-10,0.000180871,0.000180871,0,2.57E-35,5,4.61E-05,0,0,
9412030,0.013333079,5.87E-07,2.55E-06,0.001051576,0.001446969,0.000723484,2.84E-28,34.08333333,4.67E-05,3.39E-05,3.39E-05,
9412031,0.000333327,8.97E-07,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9412032,0.001999962,8.30E-10,9.02E-10,3.62E-05,0.000217045,0.000180871,5.47E-37,1,1.61E-05,2.05E-08,2.05E-08,
9412033,0.005666558,1.06E-06,5.54E-09,0.000514951,0.000614962,0.000180871,4.46E-33,16.66666667,4.40E-05,5.12E-05,5.12E-05,
9412035,0.002666616,0,7.80E-09,0.000913772,0.000289394,0,6.91E-26,32.75238095,4.55E-05,0,0,
9412036,0.000666654,2.59E-07,5.36E-10,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,1.61E-05,6.97E-07,6.97E-07,
9412038,0.000333327,6.61E-12,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9412039,0.001333308,1.10E-07,1.34E-06,7.23E-05,0.000144697,7.23E-05,8.75E-36,2,1.76E-05,1.72E-05,1.72E-05,
9412040,0.001333308,1.16E-06,5.82E-10,3.62E-05,0.000144697,0.000108523,5.47E-37,1,1.66E-05,1.31E-09,1.31E-09,
9412041,0.002333289,0,7.25E-06,0.000716479,0.00025322,0,1.79E-25,25.48333333,2.90E-05,0,0,
9412042,0.001666635,1.55E-08,1.71E-09,0.000113044,0.000180871,7.23E-05,6.51E-34,3.833333333,1.87E-05,1.74E-09,1.74E-09,
9412043,0.002333289,0,1.90E-09,0.001068831,0.00025322,0,6.91E-26,36.85952381,5.06E-05,0,0,
9412044,0.006333212,0,7.44E-06,0.002974107,0.00068731,0,2.56E-25,98.13333333,4.84E-05,0,0,
9412049,0.000333327,6.38E-12,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9412050,0.001333308,3.07E-08,0,0,0.000144697,0.000144697,1.76E-38,0,1.55E-05,0,0,
9412051,0.002333289,1.15E-06,2.74E-06,0.000574301,0.00025322,3.62E-05,8.13E-31,21.1,1.81E-05,3.60E-09,3.60E-09,
9412052,0.001333308,3.09E-25,1.71E-10,7.23E-05,0.000144697,7.23E-05,1.08E-36,2,2.97E-05,5.23E-09,5.23E-09,
9412053,0.003999924,1.56E-08,1.37E-06,0.000418174,0.000434091,3.62E-05,7.36E-32,13.66666667,4.91E-05,2.30E-05,2.30E-05,
9412054,0.005333232,1.82E-07,2.76E-06,0.00109427,0.000578787,0.000180871,1.45E-27,36.2,2.42E-05,4.30E-06,4.30E-06,
9412055,0.001666635,1.14E-06,6.58E-15,3.62E-05,0.000180871,0.000144697,5.47E-37,1,1.71E-05,2.54E-07,2.54E-07,
9412056,0.000666654,1.20E-10,0,0,7.23E-05,7.23E-05,1.76E-38,0,1.55E-05,0,0,
9412057,0.000333327,0,-5.22E-24,3.62E-05,3.62E-05,0,5.47E-37,1,2.85E-05,0,0,
9412058,0.001666635,1.44E-08,2.43E-10,8.14E-05,0.000180871,0.000108523,8.75E-36,2.5,2.37E-05,2.42E-08,2.42E-08,
9412059,0.005999885,6.40E-06,2.43E-10,8.14E-05,0.000651136,0.000578787,8.75E-36,2.5,2.37E-05,3.49E-05,3.49E-05,
9412060,0.001666635,0,3.84E-12,0.000196949,0.000180871,0,3.34E-35,6,3.90E-05,0,0,
9412061,0.004999905,2.34E-06,1.20E-09,0.000397916,0.000542613,0.000289394,3.52E-33,13.41666667,2.86E-05,8.51E-05,8.51E-05,
9412062,0.008999828,4.58E-06,2.32E-09,0.000208432,0.000976704,0.000832007,3.19E-34,7,1.73E-05,4.65E-06,4.65E-06,
9412063,0.000333327,0,1.60E-10,3.62E-05,3.62E-05,0,5.47E-37,1,1.60E-05,0,0,
9412064,0.004999905,1.01E-07,2.10E-09,0.000278263,0.000542613,0.000289394,2.65E-34,8.5,2.91E-05,3.36E-05,3.36E-05,
9412065,0.004333251,1.15E-06,5.94E-06,0.002205773,0.000470265,3.62E-05,5.58E-26,72.18333333,2.39E-05,2.76E-07,2.76E-07,
9412067,0.000666654,0,-1.05E-23,7.23E-05,7.23E-05,0,1.08E-36,2,3.50E-05,0,0,
9412068,0.000333327,8.22E-26,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
9412069,0.001999962,1.33E-12,2.66E-10,0.000280662,0.000217045,3.62E-05,2.09E-33,9.416666667,6.65E-05,1.96E-08,1.96E-08,
9412070,0.001333308,0,1.16E-08,0.000144697,0.000144697,0,2.13E-36,4,2.12E-05,0,0,
9412071,0.001666635,1.53E-07,4.81E-09,0.001149204,0.000180871,7.23E-05,3.66E-27,37.15,1.80E-05,1.51E-08,1.51E-08,
9412072,0.003999924,1.53E-06,0,0,0.000434091,0.000434091,1.76E-38,0,1.55E-05,0,0,
9412073,0.006666539,3.42E-06,6.71E-10,0.000165368,0.000723484,0.000614962,8.10E-34,5.333333333,2.03E-05,9.20E-06,9.20E-06,
9412074,0.010333136,3.11E-06,1.06E-05,0.003979763,0.001121401,0.000361742,2.76E-25,130.3666667,1.85E-05,1.51E-05,1.51E-05,
9412075,0.002333289,1.15E-06,5.07E-09,0.000129194,0.00025322,0.000144697,2.46E-35,4,1.75E-05,1.20E-08,1.20E-08,
9412076,0.004333251,4.97E-06,1.50E-06,0.000995855,0.000470265,0.000217045,1.61E-27,31.7,3.68E-05,6.21E-05,6.21E-05,
9412077,0.003666597,6.09E-07,2.99E-08,0.00096124,0.000397916,7.23E-05,1.46E-32,30.5,2.42E-05,1.24E-07,1.24E-07,
9412078,0.006333212,3.95E-07,1.50E-09,0.000438475,0.00068731,0.000325568,1.51E-33,14.5,4.20E-05,1.91E-07,1.91E-07,
9412079,0.003999924,4.24E-07,1.49E-06,0.001359665,0.000434091,0.000217045,3.92E-27,45.01666667,1.85E-05,4.19E-06,4.19E-06,
9412080,0.001999962,-8.29E-27,1.20E-08,0.000210468,0.000217045,3.62E-05,1.13E-34,6.5,1.75E-05,1.05E-08,1.05E-08,
9412081,0.004999905,7.77E-06,1.71E-09,4.82E-05,0.000542613,0.000506439,8.22E-36,1.5,1.59E-05,2.15E-08,2.15E-08,
