,Rank,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
16419,16420,9402070,9312102,9608010,9603015,9402070,9612241,9608043,9902019,107013,9709125,9709125,9508171
16420,16421,9403012,9502070,203250,9801193,9403012,9612242,9510118,9703111,107156,9805061,9805061,9508172
16421,16422,9403047,9509136,304124,112212,9403047,9612246,9505167,9907004,107225,9808163,9808163,9508173
16422,16423,9403066,9603018,9312058,9506168,9403066,9612252,9512170,9508073,201234,9810003,9810003,9508174
16423,16424,9403139,9906227,9406128,9512117,9403139,9701022,9611011,9809074,206096,9811099,9811099,9508175
16424,16425,9404009,9301013,9612184,9608123,9404009,9701040,9505088,9606076,207077,9812103,9812103,9508176
16425,16426,9404138,9406030,9806101,9906205,9404138,9701050,9612172,9412228,207082,9812138,9812138,9508177
16426,16427,9405007,9406031,210248,9908034,9405007,9701052,9510186,9610201,211137,9906120,9906120,9508178
16427,16428,9405106,9411201,110202,9807129,9405106,9701058,9512118,9709203,9307145,9912253,9912253,9508179
16428,16429,9405111,9206014,304267,9505151,9405111,9701094,9512119,3194,9312043,3034,3034,9509001
16429,16430,9405130,9304005,9406132,9706038,9405130,9701101,9609196,201058,9312185,9312031,9312031,9509002
16430,16431,9405132,9304139,9606181,9509165,9405132,9701111,9911175,9604186,9408033,9404089,9404089,9509003
16431,16432,9405133,9608058,9903245,9610191,9405133,9701112,9801025,9411198,9409134,9301004,9301004,9509004
16432,16433,9406013,9609154,9506131,9407005,9406013,9701113,9805117,112212,9410035,9309002,9309002,9509005
16433,16434,9406046,9610067,9707129,9705002,9406046,9701138,9704066,9607155,9410167,9403151,9403151,9509006
16434,16435,9406091,9804136,302211,9610201,9406091,9701182,9711023,9601027,9411089,9506096,9506096,9509007
16435,16436,9406093,9306079,9811169,9603144,9406093,9702009,9809143,112069,9412002,9206083,9206083,9509009
16436,16437,9406139,9311019,9902029,9511002,9406139,9702021,9512169,9509143,9412141,9810230,9810230,9509010
16437,16438,9406144,9312032,2078,9507008,9406144,9702024,9504147,9707032,9412232,9811079,9811079,9509012
16438,16439,9406209,9405022,106158,9511123,9406209,9702026,9503057,9710074,9501023,9302130,9302130,9509013
16439,16440,9407034,9610025,211133,9912115,9407034,9702036,9802003,9801172,9503155,9702095,9702095,9509014
16440,16441,9407047,9908161,9504098,104216,9407047,9702062,9507032,9806156,9511132,9705222,9705222,9509015
16441,16442,9407069,9911132,9512222,9707256,9407069,9702064,9609125,104075,9603150,9405005,9405005,9509017
16442,16443,9407104,201234,9909086,9509076,9407104,9702096,7219,9609179,9603206,9401096,9401096,9509018
16443,16444,9407108,302090,9404067,9509143,9407108,9702098,9510072,9812060,9605117,9601045,9601045,9509019
16444,16445,9407136,9210140,9405185,9506147,9407136,9702100,9702049,9411095,9606176,9706038,9706038,9509020
16445,16446,9407163,9211092,9506019,9510030,9407163,9702130,9712175,9606172,9607027,9207001,9207001,9509021
16446,16447,9407169,9306062,9506125,9607002,9407169,9702135,9902048,9608158,9609147,9404146,9404146,9509022
16447,16448,9408049,9312148,9906166,9507032,9408049,9702137,9510001,9607002,9610061,9709031,9709031,9509023
16448,16449,9408075,9401100,9099,9506020,9408075,9702147,9506109,211133,9610182,9707001,9707001,9509024
16449,16450,9408109,9404080,9910242,9609207,9408109,9702148,9701157,10259,9612208,9309160,9309160,9509025
16450,16451,9409043,9508030,9405066,9911092,9409043,9702152,9411198,103263,9703174,9903148,9903148,9509026
16451,16452,9409185,9510046,9406164,9503208,9409185,9702156,203209,9512204,9703183,9710235,9710235,9509027
16452,16453,9410004,9603057,9503082,9603153,9410004,9702191,9509143,9601099,9705099,9808001,9808001,9509028
16453,16454,9411022,9604111,9904105,9911220,9411022,9702195,108067,9608189,9707260,9201047,9201047,9509029
16454,16455,9411039,9605197,301211,9811124,9411039,9702197,9404076,9605075,9708162,9305005,9305005,9509030
16455,16456,9411077,9607088,9406181,9505100,9411077,9703001,9404135,9906205,9710151,102124,102124,9509031
16456,16457,9411100,9810120,9410074,9605202,9411100,9703006,9405162,9511002,9710223,109023,109023,9509033
16457,16458,9411135,9811001,9503048,9611053,9411135,9703018,9407118,9610050,9711037,9308013,9308013,9509034
16458,16459,9411164,9811114,3155,9603088,9411164,9703024,9408098,9501144,9712063,9403022,9403022,9509035
16459,16460,9411203,107187,108031,9607007,9411203,9703025,9412003,9811206,9712230,9403082,9403082,9509036
16460,16461,9411219,109043,301014,9510199,9411219,9703042,9412027,9609198,9802110,9405169,9405169,9509037
16461,16462,9411224,9209072,9306002,9601042,9411224,9703044,9412161,9512184,9803077,9408016,9408016,9509039
16462,16463,9502050,9303031,9704146,9605197,9502050,9703046,9504019,9503208,9803113,9507056,9507056,9509041
16463,16464,9502058,9310002,4053,9806227,9502058,9703057,9507003,9410167,9805173,9510091,9510091,9509042
16464,16465,9502084,9407164,9306015,9801010,9502084,9703065,9509098,9611053,9806227,9603122,9603122,9509043
16465,16466,9502094,9411007,9504022,9604159,9502094,9703067,9512207,9811124,9807006,9611002,9611002,9509044
16466,16467,9503019,9411184,9602069,6227,9503019,9703069,9909133,9707189,9807039,9702029,9702029,9509045
16467,16468,9503046,9504123,9803240,9706014,9503046,9703074,9604026,9907035,9807061,9704179,9704179,9509046
16468,16469,9503132,9505056,9309142,9511206,9503132,9703096,9802119,9801193,9808026,9803245,9803245,9509047
16469,16470,9503137,9507122,9510156,9608189,9503137,9703115,9601104,9912115,9808056,9811111,9811111,9509048
16470,16471,9503141,9601094,9503020,9604084,9503141,9703132,9507062,9710140,9809154,9901071,9901071,9509049
16471,16472,9503159,9709115,108099,9606022,9503159,9703138,9509136,108027,9810004,9911078,9911078,9509050
16472,16473,9503178,9806097,201147,9129,9503178,9703144,9511024,9706049,9810050,9906149,9906149,9509051
16473,16474,9503190,9903092,211173,9512175,9503190,9703162,9708071,112242,9812240,9404097,9404097,9509052
16474,16475,9503194,1042,9303067,9902019,9503194,9703182,9601027,201069,9901040,9602046,9602046,9509053
16475,16476,9504049,9202078,9306052,9512204,9504049,9704010,9507014,9503002,9902114,9405146,9405146,9509054
16476,16477,9504052,9307096,211161,9901039,9504052,9704019,9503142,9512117,9903044,9504137,9504137,9509055
16477,16478,9504091,9309040,9404151,9706176,9504091,9704032,9601139,9607048,9905091,9304043,9304043,9509056
16478,16479,9504099,9312138,9509035,9712129,9504099,9704033,211133,9609216,9905152,9505120,9505120,9509057
16479,16480,9504151,9504003,9610060,9702026,9504151,9704039,9911244,9808110,9907100,1195,1195,9509058
16480,16481,9504162,9505168,9912113,9806156,9504162,9704047,9605170,4205,9908110,303130,303130,9509059
16481,16482,9505095,9508054,302072,11196,9505095,9704050,9607018,9506089,9909120,9504092,9504092,9509060
16482,16483,9505139,9511179,9305080,9512048,9505139,9704070,9704039,9612186,9910030,9901024,9901024,9509061
16483,16484,9505140,9707086,9504108,9607129,9505140,9704081,9510022,9805117,9911014,102118,102118,9509062
16484,16485,9505172,9709092,9512148,9501094,9505172,9704105,9511193,9604159,9911035,103180,103180,9509063
16485,16486,9506059,9710157,9602156,9412228,9506059,9704132,9606135,9909065,9912265,9301055,9301055,9509064
16486,16487,9506086,9806150,301233,9706049,9506086,9704141,9506133,9607007,3005,9503068,9503068,9509065
16487,16488,9506121,9809005,9402125,9612205,9506121,9704144,9609022,9509021,4014,9512198,9512198,9509066
16488,16489,9506215,9910114,9505103,9601099,9506215,9704148,6227,9601042,4142,9712100,9712100,9509067
16489,16490,9507004,9611185,9506005,9611003,9507004,9704160,110140,9807169,6123,9805164,9805164,9509068
16490,16491,9507110,9411221,9608157,9411198,9507110,9704188,9909002,9505151,9163,9909142,9909142,9509069
16491,16492,9507159,9603070,9909004,9812060,9507159,9704191,9809081,9604084,10090,9910151,9910151,9509070
16492,16493,9508092,4180,302201,103254,9508092,9704211,9503203,9911220,11221,9803212,9803212,9509071
16493,16494,9508113,9306031,9309023,211133,9508113,9705019,9702072,9808028,11266,9205086,9205086,9509072
16494,16495,9508165,9309099,9411024,9407099,9508165,9705020,9708010,9808044,12005,105041,105041,9509073
16495,16496,9509012,9408008,9810036,9508140,9509012,9705045,9802191,9129,101216,9405192,9405192,9509074
16496,16497,9509056,9410004,9908107,9807160,9509056,9705065,1081,9812001,102107,9511018,9511018,9509075
16497,16498,9509064,9302002,105197,9508067,9509064,9705085,9612190,9901113,104176,9612175,9612175,9509076
16498,16499,9509087,9303087,9505116,9704194,9509087,9705101,9506081,9508067,108093,9711139,9711139,9509077
16499,16500,9509090,9308016,9511066,9804143,9509090,9705141,9605089,9606022,110093,9404029,9404029,9509079
16500,16501,9509092,9303167,9811160,9701148,9509092,9705158,9906139,9707210,112022,206127,206127,9509080
16501,16502,9509097,9301034,9905145,9805117,9509097,9705167,9911254,9804143,201081,9310131,9310131,9509084
16502,16503,9509153,9308076,9402032,9606006,9509153,9705168,9611108,9706038,202050,9506179,9506179,9509086
16503,16504,9510013,9307022,9807012,9505097,9510013,9705171,9505123,9704194,205167,9608143,9608143,9509087
16504,16505,9510027,9307178,9906230,9907185,9510027,9705179,9805010,9511206,205217,9705228,9705228,9509088
16505,16506,9510059,9402099,9304062,9701146,9510059,9705182,9811124,9704024,207034,9506056,9506056,9509089
16506,16507,9510111,9805084,9308112,9510027,9510111,9705198,9506020,9701146,208026,107205,107205,9509090
16507,16508,9510184,9501080,9405124,9512091,9510184,9706030,9509004,9606117,208191,9306074,9306074,9509091
16508,16509,9511008,9205100,9507062,9812005,9511008,9706033,9508162,9908034,210255,9407132,9407132,9509092
16509,16510,9511070,9305088,9512086,9608112,9511070,9706038,112263,9601087,211280,105262,105262,9509093
16510,16511,9511081,9310049,9610001,9610218,9511081,9706042,9606187,9505097,9305164,9504098,9504098,9509094
16511,16512,9511100,9606059,9801021,9609061,9511100,9706044,9509090,9601091,9309129,209049,209049,9509095
16512,16513,9511112,4175,9410030,9704149,9511112,9706061,9504057,9907192,9312188,9306085,9306085,9509096
16513,16514,9512041,108021,9702063,201065,9512041,9706065,9608045,9608123,9401036,1096,1096,9509097
16514,16515,9512110,9211046,9810028,9810232,9512110,9706080,9609038,9512048,9402148,107064,107064,9509098
16515,16516,9512148,9401144,10253,9612209,9512148,9706083,9705028,9507001,9403016,202164,202164,9509099
16516,16517,9512215,9406109,9610108,9507117,9512215,9706084,103214,9512175,9404104,205229,205229,9509100
16517,16518,9601033,9508112,9811197,9608045,9601033,9706115,9506207,9705002,9404131,205243,205243,9509101
16518,16519,9601170,9312198,201148,9501144,9601170,9706123,9601169,9607072,9405131,206034,206034,9509102
16519,16520,9602101,9404003,9406011,9510075,9602101,9706128,9604150,9907176,9406053,208045,208045,9509103
16520,16521,9602103,4046,9811041,9605213,9602103,9706200,9610055,9612209,9409060,9212114,9212114,9509104
16521,16522,9602129,9303077,9910201,9609216,9602129,9706206,9703015,3091,9410004,9304101,9304101,9509105
16522,16523,9603128,9502056,302126,9508001,9603128,9706212,9503029,9612019,9410242,9305094,9305094,9509106
16523,16524,9603190,9806114,9510149,9411095,9603190,9707001,9708050,9510075,9411062,9306011,9306011,9509108
16524,16525,9604023,9811144,9511206,9504135,9604023,9707020,9502092,9506168,9411178,9306099,9306099,9509109
16525,16526,9604094,9901113,9602124,9609074,9604094,9707024,9502117,9511123,9504010,9308150,9308150,9509110
16526,16527,9604131,105234,9406029,9609154,9604131,9707030,9507040,9506020,9504057,9309063,9309063,9509111
16527,16528,9604169,9307086,9408046,9609155,9604169,9707031,9803177,9412184,9504124,9311141,9311141,9509112
16528,16529,9605005,9402146,9612208,9611179,9605005,9707034,9801163,9407099,9505194,9312006,9312006,9509113
16529,16530,9605099,9408100,9901154,9505057,9605099,9707039,9903072,9807236,9506002,9401127,9401127,9509114
16530,16531,9605106,9506202,9502130,9908158,9605106,9707054,9709115,9901039,9506192,9402110,9402110,9509115
16531,16532,9605107,9509044,9508128,9906034,9605107,9707058,9808008,9612205,9509076,9403093,9403093,9509116
16532,16533,9605126,9512058,9510164,9605145,9605126,9707059,9507036,9509076,9511098,9404001,9404001,9509118
16533,16534,9605209,9601095,9604027,10161,9605209,9707064,9510061,9903072,9512225,9404169,9404169,9509119
16534,16535,9606013,9604093,9905220,11036,9606013,9707095,205261,9707083,9601105,9405032,9405032,9509120
16535,16536,9606027,9701108,107253,9812151,9606027,9707098,9706017,9812151,9602006,9405051,9405051,9509121
16536,16537,9606070,9804088,9512125,7182,9606070,9707107,9806215,9506147,9602040,9405158,9405158,9509122
16537,16538,9606071,109202,9809136,9805101,9606071,9707137,9701146,9908181,9604004,9407119,9407119,9509123
16538,16539,9606100,9303098,9904075,9503226,9606100,9707165,9608068,9806227,9605095,9409027,9409027,9509124
16539,16540,9606108,9610147,301017,9410167,9606108,9707177,9505038,11036,9605104,9410186,9410186,9509125
16540,16541,9607044,9904106,303216,9803144,9607044,9707187,9608062,9512116,9606151,9410200,9410200,9509126
16541,16542,9607048,9207080,9410184,9910178,9607048,9707197,9612059,9610218,9607173,9502052,9502052,9509127
16542,16543,9607170,9303073,9504083,9412184,9607170,9707218,9508050,9906034,9608018,9503032,9503032,9509128
16543,16544,9608010,9305059,9604025,9705099,9608010,9707221,9609191,9605197,9608194,9509113,9509113,9509129
16544,16545,9608011,9409126,9708087,303215,9608011,9707225,9512209,9609040,9610120,9510193,9510193,9509130
16545,16546,9608013,9608166,9710067,9610007,9608013,9707231,101165,102193,9611128,9602069,9602069,9509131
16546,16547,9608131,9704130,107137,9609198,9608131,9707237,210103,9807129,9611211,9602139,9602139,9509132
16547,16548,9608132,9204092,207248,9505159,9608132,9707243,9605173,9507117,9705027,9603054,9603054,9509133
16548,16549,9608189,9203075,304006,9811202,9608189,9707249,9712242,9705099,9705111,9604197,9604197,9509134
16549,16550,9609115,9302077,9404004,9607072,9609115,9708010,9801169,9608045,9708003,9607103,9607103,9509135
16550,16551,9609131,9304112,9503088,9808151,9609131,9708014,204188,9802064,9708117,9608007,9608007,9509136
16551,16552,9609194,9310169,9606161,9509136,9609194,9708019,9607134,9607129,9710061,9608119,9608119,9509137
16552,16553,9609195,9301131,3130,9707083,9609195,9708027,9007,9505122,9802084,9612122,9612122,9509138
16553,16554,9609205,9806184,9506066,9503002,9609205,9708032,9703107,9504135,9803154,9702102,9702102,9509139
16554,16555,9609216,9510158,9610103,9710234,9609216,9708045,8098,9404063,9804018,9704124,9704124,9509140
16555,16556,9609231,9611219,9611023,9710209,9609231,9708072,9809005,9911216,9804070,9710076,9710076,9509141
16556,16557,9610002,9212134,9904099,9609007,9610002,9708096,9603177,9611003,9804148,9803223,9803223,9509142
16557,16558,9610032,9309015,9409158,9903072,9610032,9708125,9503154,9908158,9804166,9804130,9804130,9509143
16558,16559,9610198,9505132,9503099,9507074,9610198,9708131,9501020,9710128,9805056,9806097,9806097,9509144
16559,16560,9611019,9505134,9612246,112241,9611019,9708145,9505075,9506206,9805204,9807039,9807039,9509145
16560,16561,9611038,9208028,9702042,9612063,9611038,9708146,9410013,9712129,9807180,9807068,9807068,9509146
16561,16562,9611083,9905116,9307140,9511133,9611083,9708153,9607013,9609007,9808060,9809191,9809191,9509147
16562,16563,9611124,9302121,9307158,9507102,9611124,9709007,9704065,9810027,9808167,9809215,9809215,9509148
16563,16564,9611142,9809142,9407128,111131,9611142,9709017,9608010,9701118,9810088,9810241,9810241,9509149
16564,16565,9611150,9305011,9412086,9605158,9611150,9709031,9610003,9605145,9811085,9811144,9811144,9509150
16565,16566,9611180,9611027,9606061,9802136,9611180,9709048,9601045,9508001,9811192,9811222,9811222,9509151
16566,16567,9611181,9204098,9707108,211151,9611181,9709051,9607198,9710234,9901101,9812176,9812176,9509153
16567,16568,9611191,9509031,9810256,9609182,9611191,9709070,9807193,9510027,9904001,9812236,9812236,9509154
16568,16569,9612116,9805174,9902070,9512184,9612116,9709075,9808179,9512091,9905049,9812243,9812243,9509156
16569,16570,9612190,9411180,9403181,9707069,9612190,9709135,9411178,103254,9905145,9812254,9812254,9509157
16570,16571,9612196,9612049,9405074,9905051,9612196,9709140,9705002,104216,9908206,9901068,9901068,9509158
16571,16572,9612205,9410077,9503109,9601091,9612205,9709142,9706038,9507102,9910086,9905201,9905201,9509159
16572,16573,9612245,9502071,304121,9707189,9612245,9709148,9605013,9506124,9912151,9906086,9906086,9509160
16573,16574,9701101,9504024,9505121,9609040,9701101,9709162,9608172,9603017,1008,9906184,9906184,9509161
16574,16575,9701104,9808171,9806237,107157,9701104,9709184,9911220,9511133,2119,9907004,9907004,9509162
16575,16576,9701122,9510145,9906218,303026,9701122,9709187,9607182,9712157,2129,2092,2092,9509163
16576,16577,9701141,2123,9410210,9411099,9701141,9709189,9905193,9704157,3278,9503153,9503153,9509164
16577,16578,9701171,9212003,9712095,9711191,9701171,9709196,9411210,9602105,4141,9702197,9702197,9509165
16578,16579,9703019,9304014,205182,9606117,9703019,9710002,9806227,9601139,4161,9903119,9903119,9509166
16579,16580,9703065,9307148,9511134,9707050,9703065,9710003,9605140,9605202,5126,9505193,9505193,9509168
16580,16581,9703115,9607153,9709019,9506169,9703115,9710010,9810165,9907185,5215,9508010,9508010,9509169
16581,16582,9703139,9311115,9809082,9712248,9703139,9710015,105021,101180,5252,9602101,9602101,9509170
16582,16583,9703149,9506042,9912229,103263,9703149,9710036,9410215,111131,6182,9307024,9307024,9509171
16583,16584,9703165,9211141,108157,9606025,9703165,9710050,9502069,9706077,7035,9302077,9302077,9509173
16584,16585,9704068,9303042,207099,112105,9704068,9710053,9503009,9906228,7096,9406005,9406005,9509174
16585,16586,9704206,9306154,9308097,302092,9704206,9710054,9503202,303215,10041,101066,101066,9509175
16586,16587,9705008,9307173,9511145,9412044,9705008,9710070,9506035,9706014,10076,9311162,9311162,9509176
16587,16588,9705103,9405128,9611105,9709149,9705103,9710072,9506052,9708152,11143,9412051,9412051,9510001
16588,16589,9705153,9406153,9612210,9711079,9705153,9710088,9601075,9608112,11189,9505168,9505168,9510002
16589,16590,9705203,9409066,9706120,9708050,9705203,9710091,9606179,9612063,11264,9910002,9910002,9510003
16590,16591,9705243,9508088,104265,9908159,9705243,9710100,9610141,9603153,101050,9211027,9211027,9510005
16591,16592,9706053,9705002,202163,102193,9706053,9710109,9610231,9411099,101152,9512142,9512142,9510007
16592,16593,9706198,9706038,9404071,9712123,9706198,9710130,9809205,9803144,103103,9805074,9805074,9510008
16593,16594,9707092,9401165,9409166,9512116,9707092,9710134,9509166,9707050,104069,9701180,9701180,9510009
16594,16595,9707136,9307107,210038,9909065,9707136,9710172,9511200,9610007,107125,9611080,9611080,9510010
16595,16596,9707173,2122,9506052,9612019,9707173,9710186,9512210,9801107,111213,9712158,9712158,9510011
16596,16597,9708159,1086,9906225,9305040,9708159,9710204,9711191,9609074,112166,9806130,9806130,9510012
16597,16598,9708167,9310128,9906227,9707100,9708167,9710221,9701062,9709034,201084,9907035,9907035,9510013
16598,16599,9709078,9512047,9912196,9505164,9709078,9710228,9707069,9508079,203093,9609120,9609120,9510014
16599,16600,9709191,9906169,4163,9506140,9709191,9710234,9607237,9412044,204028,9312167,9312167,9510015
16600,16601,9710084,9205020,103070,9503213,9710084,9710242,103180,201065,210033,9904047,9904047,9510016
16601,16602,9710092,9701156,9410050,9704024,9710092,9711015,9608168,9810232,210162,9906128,9906128,9510017
16602,16603,9710227,9201065,9810056,9706077,9710227,9711019,9807157,9704149,210169,108105,108105,9510018
16603,16604,9711111,9201066,105031,9907192,9711111,9711022,9808167,9501075,302201,204015,204015,9510019
16604,16605,9711120,9404038,203055,9604174,9711120,9711061,9707091,9611170,9210050,209208,209208,9510020
16605,16606,9712056,9909170,9408137,9404063,9712056,9711064,110078,9501094,9303094,9704182,9704182,9510021
16606,16607,9801196,9206043,9610141,9707033,9801196,9711071,9901039,9606006,9305026,9903185,9903185,9510022
16607,16608,9802083,9712033,9812112,9605144,9802083,9711088,9911092,9505057,9307072,107073,107073,9510023
16608,16609,9802100,9705142,105118,9601139,9802100,9711093,9508106,206143,9311048,9309007,9309007,9510024
16609,16610,9802117,9203003,9605003,9812157,9802117,9711109,9708094,9509136,9402076,9310169,9310169,9510025
16610,16611,9803057,9602116,9809153,9908181,9803057,9711134,9805160,9812005,9407061,9402112,9402112,9510026
16611,16612,9803182,9301087,9407049,9809074,9803182,9711137,9706140,9802136,9502152,9409172,9409172,9510027
16612,16613,9803218,9408141,9503142,9607040,9803218,9711172,9801046,9609061,9503167,9411151,9411151,9510028
16613,16614,9804004,9506213,9509115,101180,9804004,9711174,9904043,9507072,9506150,9503058,9503058,9510029
16614,16615,9804142,9802077,9908128,9505147,9804142,9711175,9406203,12019,9507171,9503148,9503148,9510030
16615,16616,9805067,9308006,109124,9911216,9805067,9711186,9502065,9812059,9509036,9507156,9507156,9510031
16616,16617,9805187,9510045,9404175,12187,9805187,9711199,9505100,9908043,9509049,9606081,9606081,9510032
16617,16618,9806163,9407067,9407163,101112,9806163,9712020,9507063,9707069,9601045,9606137,9606137,9510033
16618,16619,9806211,9401106,9502136,9612059,9806211,9712031,9504006,9609182,9601078,9611177,9611177,9510034
16619,16620,9807023,9404155,9510005,9608062,9807023,9712051,9606025,9907208,9603116,9701063,9701063,9510036
16620,16621,9807072,101166,9903153,112129,9807072,9712053,9509072,9810202,9605143,9707029,9707029,9510037
16621,16622,9807126,9903103,208211,9505122,9807126,9712078,203044,9805010,9605213,9708066,9708066,9510038
16622,16623,9807218,9903174,9504056,9506089,9807218,9712092,9707150,205272,9607005,201104,201104,9510039
16623,16624,9808046,202095,9606145,9509104,9808046,9712094,103254,9505159,9607142,9709009,9709009,9510040
16624,16625,9808173,9310013,9707061,9708152,9808173,9712096,9503217,9712197,9607164,9611046,9611046,9510041
16625,16626,9808186,9410099,9810212,9907208,9808186,9712097,9712169,9505147,9608082,9312093,9312093,9510043
16626,16627,9809086,9310153,9404006,9910073,9809086,9712104,9712222,9509173,9608088,9603014,9603014,9510045
16627,16628,9809183,9401130,9508029,9511147,9809183,9712126,9810208,9503213,9608110,9609163,9609163,9510046
16628,16629,9810091,9212089,9602012,101165,9810091,9712134,11036,9707100,9608119,103050,103050,9510047
16629,16630,9810222,9512212,9602115,101138,9810222,9712167,9608191,9305040,9609071,9209021,9209021,9510048
16630,16631,9811038,9712173,7047,9809006,9811038,9712171,9502122,9706017,9610002,9310049,9310049,9510049
16631,16632,9811108,9611179,103113,9506124,9811108,9712173,9905083,9808151,9612081,9405125,9405125,9510050
16632,16633,9811182,105183,9403198,205272,9811182,9712194,9510157,9812157,9701091,9411082,9411082,9510051
16633,16634,9811225,9911037,9407106,9610081,9811225,9712203,9704206,9606025,9702173,9510037,9510037,9510052
16634,16635,9812148,9308152,9408155,9609231,9812148,9712218,9812176,9507074,9704094,9510084,9510084,9510053
16635,16636,9812192,9409067,9502155,9503143,9812192,9712235,4205,9906010,9705196,9605122,9605122,9510055
16636,16637,9812251,9303150,9607172,9509173,9812251,9712246,112242,9803172,9706018,9810073,9810073,9510056
16637,16638,9901037,9403194,9906180,206143,9901037,9712250,201069,9604027,9706088,9910075,9910075,9510057
16638,16639,9901069,9411194,9912247,9912237,9901069,9801001,9508084,9811202,9708137,9803248,9803248,9510058
16639,16640,9901155,9605006,206019,9907167,9901155,9801005,9910130,10161,9709069,9912173,9912173,9510059
16640,16641,9902075,9304111,209072,9603131,9902075,9801009,9503045,9606187,9801108,9306095,9306095,9510060
16641,16642,9902142,9307165,9812015,109046,9902142,9801010,9505116,101112,9802115,3150,3150,9510061
16642,16643,9903066,9411143,9903202,9807236,9903066,9801041,9511016,9608062,9803166,9610147,9610147,9510062
16643,16644,9903137,9810020,104078,9810202,9903137,9801078,9603181,9804050,9804191,9801063,9801063,9510063
16644,16645,9904012,9204100,9407061,9406067,9904012,9801102,9503078,9411020,9805135,9903073,9903073,9510064
16645,16646,9904029,9303164,3171,9701118,9904029,9801130,9606052,9806138,9807066,9903150,9903150,9510065
16646,16647,9904082,9304086,302194,102208,9904082,9801143,9605166,9710209,9807135,9903199,9903199,9510066
16647,16648,9904119,9310016,9502099,9710094,9904119,9801148,9611157,9707150,9807237,9402008,9402008,9510067
16648,16649,9904159,9312017,9503205,9506128,9904159,9801167,302112,9609154,9808133,204056,204056,9510068
16649,16650,9904202,9411124,9509140,9608092,9904202,9801186,9503122,9609155,9810132,9303063,9303063,9510069
16650,16651,9904203,9701131,9901054,9812059,9904203,9801194,9801193,9708050,9811157,9307143,9307143,9510070
16651,16652,9904208,9912234,9908133,107133,9904208,9801199,9509127,3144,9811188,9510039,9510039,9510071
16652,16653,9905044,9209110,303244,207237,9905044,9802020,9511021,9709149,9812044,9901110,9901110,9510072
16653,16654,9906053,9307074,9611044,9906139,9906053,9802022,9904183,9902064,9902195,9311066,9311066,9510073
16654,16655,9906141,9407160,9905229,9603128,9906141,9802025,9601099,9711191,9903026,9408146,9408146,9510074
16655,16656,9906159,9409145,303146,9802064,9906159,9802062,9603045,9612011,9905024,9601174,9601174,9510075
16656,16657,9906169,9602069,9409138,9908043,9906169,9802065,9612185,9912237,9905153,9805033,9805033,9510076
16657,16658,9907072,9305072,9509093,1026,9907072,9802070,9707082,9707159,9906237,9907162,9907162,9510077
16658,16659,9907141,9307051,9706105,9707032,9907141,9802084,9808077,9607040,9908008,3196,3196,9510078
16659,16660,9908050,9307115,9710237,10081,9908050,9802094,9808112,9408083,9908116,9612081,9612081,9510079
16660,16661,9908209,9307141,9504004,9506027,9908209,9802106,9504010,9710019,9909009,9612125,9612125,9510080
16661,16662,9909064,9411016,9505127,9510117,9909064,9802112,9603011,7182,9910021,9511208,9511208,9510082
16662,16663,9909092,9503137,9609107,9708095,9909092,9802131,9606172,204188,9910209,101062,101062,9510083
16663,16664,9909191,9503200,9706133,9809152,9909191,9802143,9607048,9707033,9911029,9212126,9212126,9510084
16664,16665,9909192,9505043,9801100,101153,9909192,9802146,9503228,9809152,9912027,9303129,9303129,9510085
16665,16666,9909208,9608160,5279,9805010,9909208,9802159,9609074,12107,1039,9708100,9708100,9510086
16666,16667,9909226,9210094,205191,9605075,9909226,9802166,9505051,9605140,2066,101217,101217,9510087
16667,16668,9910209,9306084,301024,9812001,9910209,9802178,9705097,102096,3060,2151,2151,9510088
16668,16669,9911148,9403097,9307171,9902064,9911148,9802204,9502136,9406067,3129,3254,3254,9510089
16669,16670,9911202,9407124,9308052,105306,9911202,9803008,301207,9603128,3170,4190,4190,9510090
16670,16671,9911239,9602027,9311166,9505139,9911239,9803024,9510223,9601154,4018,103238,103238,9510091
16671,16672,9912091,9606183,9405198,9712114,9912091,9803029,9408060,9712123,9052,104114,104114,9510092
16672,16673,9912267,9610050,9501099,9605066,9912267,9803073,9511038,102208,9158,104144,104144,9510093
16673,16674,1046,9611147,9510216,105028,1046,9803074,9601087,5259,10186,105124,105124,9510094
16674,16675,2114,9701013,9708131,9612186,2114,9803075,304190,9512085,12037,105213,105213,9510095
16675,16676,3030,9805124,9805005,9602115,3030,9803078,9512116,9809210,103114,105223,105223,9510096
16676,16677,3191,201168,105043,9803169,3191,9803089,9601091,9605158,103138,106226,106226,9510097
16677,16678,3276,9205098,210297,9807194,3276,9803113,9603071,9612059,105204,109218,109218,9510098
16678,16679,4051,9211079,303134,9806138,4051,9803125,9611053,109045,105245,201064,201064,9510099
16679,16680,5064,9301105,9406100,9604002,5064,9803148,9706179,9505164,108079,201207,201207,9510100
16680,16681,5189,9303110,9503065,9906010,5189,9803152,212154,7194,108106,202070,202070,9510101
16681,16682,6180,9303144,9708051,9411078,6180,9803161,9509013,9611179,111172,204069,204069,9510102
16682,16683,6220,9306129,9510116,9712157,6220,9803187,112212,9609231,201263,207227,207227,9510103
