,Rank,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige
2118,2119,9505065,9805010,204083,205265,9710183,205265,204083,205265,9204074,9206112,9704150,9708055,9712089
2119,2120,9505063,9308094,9411004,9503069,9507085,9503069,9411004,9503069,9605042,9208027,9710186,9912181,9507152
2120,2121,9505061,9709137,7099,9707236,9604113,9707236,7099,9707236,9612093,9506004,9803181,9801061,9803051
2121,2122,9505058,9409104,3190,9610051,9303029,9610051,3190,9610051,9204020,9407013,9405023,205290,9410142
2122,2123,9505052,8098,5249,9606045,9608190,9606045,5249,9606045,9508086,9207017,9508103,7095,9401115
2123,2124,9505049,9510182,5144,209070,9301097,209070,5144,209070,9403120,9205114,9182,9311156,9803193
2124,2125,9505047,9306069,9405169,9704031,4012,9704031,9405169,9704031,9511165,9511102,207106,203019,3242
2125,2126,9505046,6232,9611138,9412110,9412069,9412110,9611138,9412110,9409043,9705048,9906219,3239,9605176
2126,2127,9505043,9312045,9401012,9801059,9610153,9801059,9401012,9801059,9508139,9206097,9705158,9603031,9212030
2127,2128,9505039,9704087,9903012,9902199,9610101,9902199,9903012,9902199,9606110,9205044,202186,9607220,9706053
2128,2129,9505037,9311056,9411142,9801198,9601155,9801198,9411142,9801198,9601147,9710052,9405159,9702024,9408081
2129,2130,9505036,9405024,209051,9608147,9303057,9608147,209051,9608147,9410203,9203048,9162,205083,9707031
2130,2131,9505030,4053,9703139,206168,9409180,206168,9703139,206168,9608147,9306152,9408060,9707184,9703094
2131,2132,9505025,9906194,9909140,9511221,9401105,9511221,9909140,9511221,5210,203079,3270,9310102,202023
2132,2133,9505016,9206008,9710022,212336,9601053,212336,9710022,212336,4084,9204051,2206,9801152,9803263
2133,2134,9505002,9303027,9703071,207276,9604040,207276,9703071,207276,9408120,9607192,9404063,9803159,204148
2134,2135,9504158,9704114,9708054,9505030,9402057,9505030,9708054,9505030,9511008,9206039,9805101,9610066,9908141
2135,2136,9504157,9602063,2027,210312,6106,210312,2027,210312,9602146,9304009,8017,9705057,209249
2136,2137,9504149,9308114,3061,9609053,9502122,9609053,3061,9609053,9710109,9212106,3001,9707082,9801017
2137,2138,9504148,4026,9904016,9511176,9310134,9511176,9904016,9511176,9407190,9504140,9701010,11072,9510193
2138,2139,9504142,9706045,9904202,9704150,3153,9704150,9904202,9704150,9401093,9407150,202203,9410053,9205066
2139,2140,9504140,9404003,204223,9710186,9707035,9710186,204223,9710186,9707063,9202020,5083,11080,9306117
2140,2141,9504133,211171,9412078,9803181,9412018,9803181,9412078,9803181,9804188,9411104,9709140,9406198,9302033
2141,2142,9504131,9903162,9701050,9405023,9309115,9405023,9701050,9405023,9710169,9908202,9403007,9805207,1070
2142,2143,9504130,9801020,207037,9508103,9222,9508103,207037,9508103,9304125,9212145,11170,9704202,9712055
2143,2144,9504129,9902209,9705155,9182,9609207,9182,9705155,9182,9906119,9410163,9701002,9312210,11011
2144,2145,9504127,11250,9709033,207106,9307092,207106,9709033,207106,9710129,9612161,9701161,9908075,9512118
2145,2146,9504125,9312150,3025,9906219,9211084,9906219,3025,9906219,9912060,9209009,9704161,9603086,9309055
2146,2147,9504124,9906189,9401093,9705158,9803011,9705158,9401093,9705158,9905210,9711174,9712214,9706190,9606181
2147,2148,9504118,9410134,9604113,202186,9910218,202186,9604113,202186,9905013,9206021,9507080,9706101,9302112
2148,2149,9504117,9709013,9406004,9405159,9603117,9405159,9406004,9405159,9712214,9203068,9911253,9411009,9505071
2149,2150,9504114,9204035,9603131,9162,9702002,9162,9603131,9162,207089,9908182,1103,9403133,9603097
2150,2151,9504105,11100,9602175,9408060,9302091,9408060,9602175,9408060,10196,9706177,9709103,9510130,9059
2151,2152,9504090,203161,9611160,3270,9405133,3270,9611160,3270,6247,9802019,212254,9801019,9910060
2152,2153,9504085,9309067,9508159,2206,6096,2206,9508159,2206,9304112,9207026,207089,9403156,9707079
2153,2154,9504071,9707228,6047,9404063,9906034,9404063,6047,9404063,9612008,9202053,9511031,9411195,9706031
2154,2155,9504066,9307119,9412244,9805101,9505016,9805101,9412244,9805101,9601142,9903176,205002,203156,9307074
2155,2156,9504061,9206041,9412213,8017,9511119,8017,9412213,8017,9311008,9311100,201199,5181,9612146
2156,2157,9504056,9712117,9403197,3001,9602068,3001,9403197,3001,9404134,203225,9505127,9405049,9303150
2157,2158,9504055,9609032,9910146,9701010,9302037,9701010,9910146,9701010,9404105,9210104,9410174,204082,207115
2158,2159,9504047,9504029,9510123,202203,9411099,202203,9510123,202203,9403172,201035,9404171,9705077,9507079
2159,2160,9504042,9603087,9804086,9911211,9906217,9911211,9804086,9911211,9710180,9301060,9705192,9706096,9405110
2160,2161,9504041,11248,9605037,5083,9603162,5083,9605037,5083,9604098,9508129,9402156,9310073,9410217
2161,2162,9504029,9703030,9408096,9709140,209079,9709140,9408096,9709140,9709034,9901035,9705051,205063,9711058
2162,2163,9504027,9409035,3153,9403007,9711024,9403007,3153,9403007,9705198,9302111,3285,9710121,9705232
2163,2164,9504026,9906182,9311079,11170,9301103,11170,9311079,11170,9505127,9209077,9310002,9606004,9601056
2164,2165,9504015,9610006,9607146,9701002,9303091,9701002,9607146,9701002,9210031,9604085,11113,9503175,9602027
2165,2166,9504013,7170,9502042,9701161,9307074,9701161,9502042,9701161,9703188,9408141,9906107,9504027,9404013
2166,2167,9504011,212123,203137,9704161,9407044,9704161,203137,9704161,9704054,9611236,9307194,9704197,9907192
2167,2168,9504010,9602083,9412059,9712214,9403009,9712214,9412059,9712214,9906151,9211107,9907200,9403058,9206084
2168,2169,9503234,9602054,9910218,9507080,9209105,9507080,9910218,9507080,9905081,9401166,9408135,203005,9308016
2169,2170,9503230,9410091,207017,9911253,9803012,9911253,207017,9911253,9406144,9402054,9711176,7153,9307174
2170,2171,9503225,9303161,9707034,1103,2151,1103,9707034,1103,9309127,207274,9909103,207051,9503161
2171,2172,9503224,9712100,9801189,9709103,9707020,9709103,9801189,9709103,9910208,9201001,9506037,9704198,9305096
2172,2173,9503212,208058,3175,212254,9602009,212254,3175,212254,9306139,9412165,9706025,9408082,9206038
2173,2174,9503209,2256,9902008,207089,9602041,207089,9902008,207089,9310040,9205011,9701001,9710171,204088
2174,2175,9503194,9906015,4180,9511031,9309154,9511031,4180,9511031,205063,9301054,210019,9301124,9205016
2175,2176,9503184,201173,9604100,205002,9307017,205002,9604100,205002,206175,9301069,211071,9309044,9704070
2176,2177,9503181,9612015,9507155,201199,9603092,201199,9507155,201199,9704186,9308005,9610156,9907048,9702093
2177,2178,9503180,9502114,9805118,9505127,9310029,9505127,9805118,9505127,9905100,9306050,9911100,9611025,9803183
2178,2179,9503175,9203029,9702100,9410174,9410010,9410174,9702100,9410174,9510208,9207082,9505039,9509007,9308037
2179,2180,9503161,9307093,9711144,9404171,9604056,9404171,9711144,9404171,9912075,9407185,3013,12027,9903095
2180,2181,9503157,9711067,11159,9705192,9702009,9705192,11159,9705192,9903050,9306145,208185,9601161,9407044
2181,2182,9503154,9243,9706031,9402156,9404008,9402156,9706031,9402156,207179,9311121,9712194,8168,9907177
2182,2183,9503147,9311114,11138,9705051,9503209,9705051,11138,9705051,9408001,9406199,9603178,9602050,9305090
2183,2184,9503143,9712113,9609089,3285,9410140,3285,9609089,3285,9306104,9204004,1082,9601036,9412157
2184,2185,9503140,9410202,9707020,9310002,9704016,9310002,9707020,9310002,205002,9709111,9505174,5090,9139
2185,2186,9503139,9507105,9610002,11113,8003,11113,9610002,11113,9702120,9504130,9604013,9603010,9612173
2186,2187,9503137,204033,9610035,9906107,205175,9906107,9610035,9906107,5145,9410072,7187,208003,9212003
2187,2188,9503133,9803063,4011,9307194,9403143,9307194,4011,9307194,9210146,9305154,9403186,205175,9608169
2188,2189,9503128,9305147,9603092,9907200,9805052,9907200,9603092,9907200,9211053,9204103,9601034,9507171,9212103
2189,2190,9503127,9609048,8126,9408135,9212086,9408135,8126,9408135,9204088,9502008,9608050,9409020,9407122
2190,2191,9503126,9802040,9604056,9711176,9805095,9711176,9604056,9711176,9403141,9201069,9703213,9601059,9308125
2191,2192,9503124,9707097,9605115,9909103,9707029,9909103,9605115,9909103,9908092,9401085,9605086,206181,9910156
2192,2193,9503116,9503143,9701178,9506037,9410063,9506037,9701178,9506037,9912036,9405129,9701179,3074,3268
2193,2194,9503114,2054,9410241,9706025,12134,9706025,9410241,9706025,9705106,9512098,9409093,5249,9910053
2194,2195,9503110,9511167,9906174,9701001,9308119,9701001,9906174,9701001,9405183,9710058,205301,9904017,9310128
2195,2196,9503109,201250,9601022,210019,9605188,210019,9601022,210019,9212127,9412038,9609126,204019,9212078
2196,2197,9503104,9607229,9611025,211071,9707009,211071,9611025,211071,9209001,201128,9411134,9212086,203185
2197,2198,9503102,209114,9803227,9610156,9209075,9610156,9803227,9610156,9602096,9606178,9406125,1042,6230
2198,2199,9503101,9505046,9910188,9911100,9505160,9911100,9910188,9911100,9503128,9506174,7025,9902011,9201013
2199,2200,9503099,9404098,7078,9505039,9503133,9505039,7078,9505039,9409069,9602090,9710069,6105,9607064
2200,2201,9503098,9805208,9706070,3013,9306069,3013,9706070,3013,9510142,9201079,9410193,9409013,9412084
2201,2202,9503097,209057,9044,208185,9609032,208185,9044,208185,9504066,9306030,9702112,9411062,9607095
2202,2203,9503093,9210151,9611157,9712194,9404098,9712194,9611157,9712194,9412114,9606110,9241,4140,9030
2203,2204,9503092,9204015,9411179,9603178,9210105,9603178,9411179,9603178,9205042,9404140,5210,6094,9305163
2204,2205,9503090,9609152,9602054,1082,9309026,1082,9602054,1082,9309135,9611043,9704109,9507029,9507062
2205,2206,9503080,5144,208058,9505174,9708134,9505174,208058,9505174,9404100,9201058,3299,9311017,9211029
2206,2207,9503078,9610098,201173,9604013,9307147,9604013,201173,9604013,9508039,9312102,9411124,9803231,9403009
2207,2208,9503077,9210105,9410202,7187,7148,7187,9410202,7187,9305104,9402063,9710219,9711168,9705019
2208,2209,9503072,9805093,9612237,9403186,9605048,9403186,9612237,9403186,9307076,9703037,9709077,9609075,9706079
2209,2210,9503069,9304110,9605088,9601034,9307123,9601034,9605088,9601034,9310170,9403171,209086,9711019,9302123
2210,2211,9503063,9306162,9511176,9608050,203190,9608050,9511176,9608050,207201,9904157,8105,9303072,10060
2211,2212,9503055,9612237,201255,9703213,202077,9703213,201255,9703213,9210131,9901073,8043,9604124,9311022
2212,2213,9503051,9610029,9182,9605086,9511130,9605086,9182,9605086,9212062,9307048,205051,6239,9209105
2213,2214,9503047,9805112,9805101,9701179,9603139,9701179,9805101,9701179,9402107,9612038,9909101,208039,9502140
2214,2215,9503045,9709214,9606109,9409093,9604165,9409093,9606109,9409093,9503157,9510073,9411024,9709028,1206
2215,2216,9503044,9903047,207199,205301,9510147,205301,207199,205301,9309154,9301068,9612080,9511222,9605136
2216,2217,9503041,3238,11183,9609126,1185,9609126,11183,9609126,9312210,9401048,9710109,9409110,9302019
2217,2218,9503030,9508104,9705219,9411134,9209116,9411134,9705219,9411134,9505039,201148,9708076,9508075,9309047
2218,2219,9503029,9402151,9014,9406125,9606109,9406125,9014,9406125,9909023,9405166,9607198,9902083,9608144
2219,2220,9503027,9709192,9410174,7025,9602001,7025,9410174,7025,9405190,9503128,9505117,9609066,9409176
2220,2221,9503023,9312189,9708023,9710069,9910037,9710069,9708023,9710069,9512073,9910183,9803113,1017,9303043
2221,2222,9503022,9705189,9702114,9410193,2060,9410193,9702114,9410193,9603081,9302097,9503014,3293,8102
2222,2223,9503021,9510169,203092,9702112,9408039,9702112,203092,9702112,9701078,9205097,205029,9412136,9609085
2223,2224,9503020,9803066,9403178,9241,9512036,9241,9403178,9241,9604013,9612135,9609152,9702050,9406068
2224,2225,9503017,9311092,202056,5210,9606174,5210,202056,5210,9609024,9907002,9412221,9610162,1019
2225,2226,9503016,9703014,9411081,9704109,9509077,9704109,9411081,9704109,9605011,9304040,7010,9508038,9209037
2226,2227,9503014,9510067,5120,3299,9305066,3299,5120,3299,9503110,9309016,9605121,9512129,9709201
2227,2228,9503012,9509035,9303174,9411124,9802066,9411124,9303174,9411124,9911055,9211014,207137,9509073,9307146
2228,2229,9503001,9412228,10253,9710219,9709216,9710219,10253,9710219,9601041,9805036,9406067,9710063,9512115
2229,2230,9502162,9206050,9607198,9709077,9611003,9709077,9607198,9709077,9212103,9305115,9603086,9707033,9606044
2230,2231,9502157,9310070,9505117,209086,9305067,209086,9505117,209086,201056,9503225,9601059,9901122,9309130
2231,2232,9502155,9612092,9712134,8105,9612053,8105,9712134,8105,9510219,9402078,9406136,9209023,9607170
2232,2233,9502151,9405164,9906130,8043,9712036,8043,9906130,8043,9705168,9306107,9709069,9706159,9412052
2233,2234,9502145,9405008,9709227,205051,9410016,205051,9709227,205051,9607032,9404038,9710034,8098,9209015
2234,2235,9502142,9405054,9803229,9909101,9403168,9909101,9803229,9909101,206104,9408120,9711143,6232,9711002
2235,2236,9502140,10034,3110,9411024,9306010,9411024,3110,9411024,9203068,9304159,207247,9704087,9206095
2236,2237,9502130,9705007,5061,9612080,9310040,9612080,5061,9612080,9703126,9309018,9512210,211171,9311055
2237,2238,9502122,2034,9401006,9710109,9606025,9710109,9401006,9710109,9909047,9502142,9307049,9801020,206255
2238,2239,9502114,205265,9412153,9708076,9512065,9708076,9412153,9708076,205221,9304130,9506206,11250,9803012
2239,2240,9502113,9203012,9608180,9607198,9401153,9607198,9608180,9607198,3174,9307137,9409119,9312150,9707232
2240,2241,9502104,9312143,9510185,9505117,9210121,9505117,9510185,9505117,5274,9305032,6186,9709013,209129
2241,2242,9502102,9510078,9607134,9803113,3056,9803113,9607134,9803113,9704144,9908042,3208,9603087,9412113
2242,2243,9502097,209024,9610114,9503014,9612068,9503014,9610114,9503014,9403010,9406161,9704142,9703030,9301024
2243,2244,9502094,9503069,9701065,205029,9603012,205029,9701065,205029,9405129,9208013,9205006,212123,9501030
2244,2245,9502077,9707236,9705229,3208,3208,3208,9705229,3208,9511119,9202014,9601020,9602083,9309157
2245,2246,9502074,9205015,9710248,9704142,9704142,9704142,9710248,9704142,9602012,9908131,9310022,9602054,9606147
2246,2247,9502072,9306157,9910103,9205006,9205006,9205006,9910103,9205006,9905213,9203046,9412010,201173,9411219
2247,2248,9502069,9803072,9802115,9601020,9601020,9601020,9802115,9601020,9904072,9401011,9302055,9612015,9409187
2248,2249,9502056,9302122,201121,9310022,9310022,9310022,201121,9310022,9403101,9309135,9310118,9712113,9404104
2249,2250,9502051,9611022,9607176,9412010,9412010,9412010,9607176,9412010,9906174,9209083,9409113,9803063,2151
2250,2251,9502046,9502051,206052,9302055,9302055,9302055,206052,9302055,9405166,9705185,9306035,9707097,9701129
2251,2252,9502044,9503021,9803030,9310118,9310118,9310118,9803030,9310118,9504041,9312166,9911175,9505046,9305148
2252,2253,9502042,9912058,9805018,9409113,9409113,9409113,9805018,9409113,206108,9301030,9703010,9612237,206007
2253,2254,9502041,9712084,9604053,9306035,9306035,9306035,9604053,9306035,201045,7072,9701012,9705189,9412209
2254,2255,9502038,9309026,206147,9911175,9911175,9911175,206147,9911175,9612025,9712229,9306080,9310070,9202009
2255,2256,9502024,9704108,9247,9703010,9703010,9703010,9247,9703010,9609238,9208045,9408165,9612092,9406046
2256,2257,9502008,9610051,9608068,9701012,9701012,9701012,9608068,9701012,202116,9504066,9612025,209024,9412140
2257,2258,9502006,9510068,9405079,9306080,9306080,9306080,9405079,9601028,3293,9211021,9411031,9502051,9505144
2258,2259,9502002,9609010,3141,9408165,9408165,9408165,3141,9408165,9310067,9601146,203026,9610051,9303017
2259,2260,9501145,9093,9406195,9612025,9612025,9612025,9406195,9612025,10069,208097,9405096,9606045,9605163
2260,2261,9501137,9605103,4060,9411031,9411031,9411031,4060,9411031,3136,9301111,9204054,9704031,9311009
2261,2262,9501121,9408098,9404100,203026,203026,203026,9404100,203026,9805129,6061,9406056,9406017,9901053
2262,2263,9501119,9606045,9411116,9405096,9405096,9405096,9411116,9405096,9803263,9707066,9410114,9412110,9153
2263,2264,9501101,9605107,9603177,9204054,9204054,9204054,9603177,9204054,7191,9309087,9902109,9704186,9203060
2264,2265,9501100,9304062,9903130,9406056,9406056,9406056,9903130,9406056,9907129,9207066,9903217,9512219,9201016
2265,2266,9501098,209070,9607140,9410114,9410114,9410114,9607140,9410114,8001,9206035,9805009,9189,9204025
2266,2267,9501097,9605225,9909138,9902109,9902109,9902109,9909138,9902109,9405084,9711070,9412078,9510241,11138
2267,2268,9501085,9511060,9704056,9903217,9903217,9903217,9704056,9903217,5249,9310021,9307186,6089,9609089
2268,2269,9501075,9405169,9407179,9805009,9805009,9805009,9407179,9805009,9204070,9202006,9511118,9612242,9203018
2269,2270,9501073,207105,12093,9412078,9412078,9412078,12093,9412078,9307048,9405053,9803229,9309085,9504013
2270,2271,9501068,2141,5267,9307186,9307186,9307186,5267,9307186,9612168,9606018,206104,9608147,9312095
2271,2272,9501057,9305185,9709173,9511118,9511118,9511118,9709173,9511118,9709077,9902121,9804172,9708081,9211063
2272,2273,9501056,9704031,9411039,9803229,9803229,9803229,9411039,9803229,9912248,9206027,9602160,9710116,9803221
2273,2274,9501053,9608107,7138,206104,206104,206104,7138,206104,9709066,9203023,9304112,9710137,9707020
2274,2275,9501052,9203008,9911222,9804172,9804172,9804172,9911222,9804172,9710064,9604098,207096,9909124,9505043
2275,2276,9501036,9604007,9601124,9602160,9602160,9602160,9601124,9602160,9707009,9312029,9906013,9605128,9710032
2276,2277,9501035,9406017,9702088,9304112,9304112,9304112,9702088,9304112,9707228,9901116,9609022,12057,9310084
2277,2278,9501030,11214,9802100,207096,207096,207096,9802100,207096,9606013,9307001,9705075,9803164,9502056
2278,2279,9501020,9212094,3242,9906013,9906013,9906013,3242,9906013,9309016,9508131,9207050,9211054,9602009
2279,2280,9501018,9405162,202023,9609022,9609022,9609022,202023,9609022,9610243,9201021,11209,9707016,10232
2280,2281,9501017,9612073,9907192,9705075,9705075,9705075,9907192,9705075,9304040,9404093,9075,9203067,9701175
2281,2282,9501016,9607108,9406068,9207050,9207050,9207050,9406068,9207050,9202038,9609024,9211093,2008,9612224
2282,2283,9501005,9301049,9707062,11209,11209,11209,9707062,11209,9710122,9503080,9909189,9505030,9301087
2283,2284,9412244,9412110,9701160,9075,9075,9075,9701160,9075,9601040,9205025,9404108,9406155,9405135
2284,2285,9412237,9409018,9237,9211093,9211093,9211093,9237,9211093,9607203,9401132,9712096,12080,9610002
2285,2286,9412236,9805089,9905167,9909189,9909189,9909189,9905167,9909189,9805124,9304084,9701112,9509070,9211027
2286,2287,9412230,9803116,9910085,9404108,9404108,9404108,9910085,9404108,9202001,9402075,9609205,9904084,9204071
2287,2288,9412229,209223,203019,9712096,9712096,9712096,203019,9712096,9212048,9608193,209158,9611138,9207040
2288,2289,9412228,9704096,9601116,9701112,9701112,9701112,9601116,9701112,9404185,9207022,9907029,9702202,9804124
2289,2290,9412221,5242,9705163,9609205,9609205,9609205,9705163,9609205,9601016,9201006,5061,9804019,9805150
2290,2291,9412213,9232,9604146,209158,209158,209158,9604146,209158,9412164,9906074,9709066,1024,9612042
2291,2292,9412209,9605019,9512128,9907029,9907029,9907029,9512128,9907029,9401161,9301132,9509018,9911207,2105
2292,2293,9412200,9407001,204082,5061,5061,5061,204082,5061,9602093,9307155,9606195,9511176,9703123
2293,2294,9412187,9605026,9406028,9709066,9709066,9709066,9406028,9709066,207200,9201080,9601016,9307123,9602179
2294,2295,9412184,9310142,9606004,9509018,9509018,9509018,9606004,9509018,9304150,9308078,9310193,9709034,9602115
2295,2296,9412177,11077,12083,9606195,9606195,9606195,12083,9606195,9302001,9201063,205052,9410087,9410084
2296,2297,9412169,9704186,9512110,9601016,9601016,9601016,9512110,9601016,9602002,9503147,202116,9702107,9610035
2297,2298,9412167,9303010,9905026,9310193,9310193,9310193,9905026,9310193,9310029,9210005,9403019,9306039,9412128
2298,2299,9412166,210020,9602050,205052,205052,205052,9602050,205052,9607187,9201070,201267,9511201,9209042
2299,2300,9412165,9708147,9801183,202116,202116,202116,9801183,202116,9905015,9506033,9303032,9710186,9510195
2300,2301,9412164,9412167,9709154,9403019,9403019,9403019,9709154,9403019,9711106,9901128,9709033,9610200,9209110
2301,2302,9412162,9412100,9246,201267,201267,201267,9246,201267,205200,9607230,7236,9505105,9510077
2302,2303,9412159,9801059,9311017,9303032,9303032,9303032,9311017,9303032,209111,9411002,9712188,209132,9602030
2303,2304,9412157,9405030,9411063,9709033,9709033,9709033,9411063,9709033,9703008,9208042,9402155,9704194,9204048
2304,2305,9412154,9708134,208155,7236,7236,7236,208155,7236,9610091,9206088,9712106,209234,9603154
2305,2306,9412153,9910025,9902083,9712188,9712188,9712188,9902083,9712188,9203046,9603001,9412153,9606143,9804170
2306,2307,9412148,9509137,9508038,9402155,9402155,9402155,9508038,9402155,9207017,9212056,9703174,9302086,9602041
2307,2308,9412142,9801042,9701060,9712106,9712106,9712106,9701060,9712106,6106,9502157,9607049,9903134,207169
2308,2309,9412140,9506091,9602083,9412153,9412153,9412153,9602083,9412153,9308144,9512168,11169,2173,9704168
2309,2310,9412136,10107,9605019,9703174,9703174,9703174,9605019,9703174,6144,9503077,9509062,9311090,205079
2310,2311,9412133,9512219,9708081,9607049,9607049,9607049,9708081,9607049,9601059,9206076,9504041,9208055,7191
2311,2312,9412130,9509041,9608006,11169,11169,11169,9608006,11169,1114,205132,9301120,9610088,9309154
2312,2313,9412129,9911072,9706061,9509062,9509062,9509062,9706061,9509062,9610157,11063,12145,9505047,9708046
2313,2314,9412128,9189,9904084,9504041,9504041,9504041,9904084,9504041,9607020,9203024,9608180,9405023,9711003
2314,2315,9412124,9712086,4059,9301120,9301120,9301120,4059,9301120,9304051,9201003,204147,9707118,9403108
2315,2316,9412119,9902199,9911207,12145,12145,12145,9911207,12145,9805036,9211053,9603143,9304068,208131
2316,2317,9412115,9510241,9802119,9608180,9608180,9608180,9802119,9608180,9305111,9705198,9209041,207106,9209030
2317,2318,9412114,9609087,9707129,204147,204147,204147,9707129,204147,2022,9312138,9601150,1124,9307108
2318,2319,9412113,1222,9310024,9603143,9603143,9603143,9310024,9603143,9503069,9204059,7076,9609105,9903116
2319,2320,9412110,9711106,9711016,9209041,9209041,9209041,9711016,9209041,9910218,9901131,3025,9804027,9203084
2320,2321,9412108,201131,9905100,9601150,9601150,9601150,9905100,9601150,2173,9202059,9405080,9707214,9209130
2321,2322,9412100,9207025,9505086,7076,7076,7076,9505086,7076,9901116,9504042,9608033,210138,9197
2322,2323,9412093,9605088,9404107,3025,3025,3025,9404107,3025,5061,9208040,9305042,9304125,9401051
2323,2324,9412092,6247,9905146,9405080,9405080,9405080,9905146,9405080,202021,9604076,9912203,9302110,9702137
2324,2325,9412084,6089,9708102,9608033,9608033,9608033,9708102,9608033,9612173,9209016,9404080,9705158,9606188
2325,2326,9412078,9711026,204190,9305042,9305042,9305042,204190,9305042,9210003,9409115,9311058,202186,9410046
2326,2327,9412074,9801198,9905201,9912203,9912203,9912203,9905201,9912203,9512141,9601031,9409025,203085,9702067
2327,2328,9412072,9706082,9609123,9404080,9404080,9404080,9609123,9404080,9505016,9204042,9801197,9307116,9605121
2328,2329,9412069,9203058,9307109,9311058,9311058,9311058,9307109,9311058,202106,9606155,11172,9507115,9707062
2329,2330,9412064,206130,9208068,9409025,9409025,9409025,9208068,9409025,9705077,9409001,9410041,9408060,9301003
2330,2331,9412061,9503027,9606003,9801197,9801197,9801197,9606003,9801197,9605160,9207067,12176,3270,9307106
2331,2332,9412059,9403066,207272,11172,11172,11172,207272,11172,9712117,9210015,3188,9602168,9505061
2332,2333,9412052,9408005,202022,9410041,9410041,9410041,202022,9410041,9504117,9509143,204184,9603139,9307017
2333,2334,9412050,9606049,9701022,12176,12176,12176,9701022,12176,9510111,9211035,9510185,2206,9307085
2334,2335,9412041,9710192,2022,3188,3188,3188,2022,3188,9503181,9308009,9211059,9404063,9710129
2335,2336,9412038,9312159,9612104,204184,204184,204184,9612104,204184,9405140,9705101,9712235,9303078,9505074
2336,2337,9412027,9312133,5089,9510185,9510185,9510185,5089,9510185,9304031,9705032,9510219,9510147,9201029
2337,2338,9412018,9612242,9704142,9211059,9211059,9211059,9704142,9211059,9701173,9210114,9402142,9908115,9701160
2338,2339,9412010,9704212,9511118,9712235,9712235,9712235,9511118,9712235,9912054,9205077,9607134,1185,9402073
2339,2340,9412009,9309085,206104,9510219,9510219,9510219,206104,9510219,206035,9311069,9408001,9209116,9304155
2340,2341,9412001,9711037,207096,9402142,9402142,9402142,207096,9402142,9306011,9304147,9304128,9911022,203258
2341,2342,9411238,9608147,11209,9607134,9607134,9607134,11209,9607134,9708023,9301017,9404110,9504105,9503230
2342,2343,9411231,9708081,9804136,9408001,9408001,9408001,9804136,9408001,9711144,9410130,9304051,9407111,9411061
2343,2344,9411227,9710116,9601111,9304128,9304128,9304128,9601111,9304128,9401048,9206098,208123,205119,9211046
2344,2345,9411219,9904045,9509018,9404110,9404110,9404110,9509018,9404110,9401145,205273,9605221,9209122,9612051
2345,2346,9411210,205181,205052,9304051,9304051,9304051,205052,9304051,9305173,9212090,9707234,9801206,9237
2346,2347,9411198,9710137,9712188,208123,208123,208123,9712188,208123,9710247,9208076,9712043,9609043,9612028
2347,2348,9411195,9507076,11060,9605221,9605221,9605221,11060,9605221,9704072,9301063,9211126,9307027,9304141
2348,2349,9411191,9912158,9703174,9707234,9707234,9707234,9703174,9707234,9610144,9210153,209135,9911211,9512125
2349,2350,9411187,9206059,9603071,9712043,9712043,9712043,9603071,9712043,4014,9203054,205246,9907143,9610106
2350,2351,9411179,9207096,9704025,9211126,9211126,9211126,9704025,9211126,9307188,9909094,9705180,11183,9505058
2351,2352,9411178,9801038,9409025,209135,209135,209135,9409025,209135,9605191,9210091,9502069,9709140,9712050
2352,2353,9411176,206168,3188,205246,205246,205246,3188,205246,11095,9303046,7079,9403007,201159
2353,2354,9411149,9307147,9710183,9705180,9705180,9705180,9710183,9705180,8036,9206040,9709067,11170,9905167
2354,2355,9411142,9803214,9404110,9502069,9502069,9502069,9404110,9502069,9512144,9204013,9603019,9406180,9702120
2355,2356,9411140,9802091,9901011,7079,7079,7079,9901011,7079,9302055,9511096,9312209,9701002,9805124
2356,2357,9411137,9909124,9709067,9709067,9709067,9709067,9709067,9709067,9703010,9305113,9508087,9404116,9910085
2357,2358,9411134,9605128,9804133,9603019,9603019,9603019,9804133,9603019,6178,9306077,9304149,9608003,9701173
2358,2359,9411124,9406037,9608056,9312209,9312209,9312209,9608056,9312209,8135,9911025,9406004,9505149,9701021
2359,2360,9411116,9912140,4012,9508087,9508087,9508087,4012,9508087,207064,9208066,9910208,9904096,206195
2360,2361,9411112,9203040,9506079,9304149,9304149,9304149,9506079,9304149,9509022,9208030,9703168,9704161,4011
2361,2362,9411104,9805008,9406027,9406004,9406004,9406004,9406027,9406004,9803136,9212127,9608097,9507080,9601071
2362,2363,9411099,12057,9506146,9910208,9910208,9910208,9506146,9910208,2014,9205072,9606076,9605119,203237
2363,2364,9411095,6051,3290,9703168,9703168,9703168,3290,9703168,210066,9210118,9306073,210125,9405136
2364,2365,9411081,9305004,9612149,9608097,9608097,9608097,9612149,9608097,212014,9208015,9804133,9310144,9706097
2365,2366,9411063,9507158,9412114,9606076,9606076,9606076,9412114,9606076,9803237,9205040,9805060,9310042,9608137
2366,2367,9411062,9511221,9601076,9306073,9306073,9306073,9601076,9306073,9710142,9208062,9305045,9504085,207235
2367,2368,9411061,9409143,203130,9804133,9804133,9804133,203130,9804133,2213,9610230,9605108,207089,203199
