Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz Centrality,Page-Rank,Percolation-Centrality,score
,,,,,,,,,,,,
9710196,0.000181199,1.16E-06,3.18E-06,0.185106295,4.75E-08,4.75E-08,0.000181199,2.20E-05,0.185106295,2.20E-05,1.16E-06,1.72E-06
,,,,,,,,,,,,
9710197,0.000253678,1.56E-06,3.25E-06,0.187263072,4.85E-08,4.85E-08,0.000253678,3.00E-05,0.187263072,3.00E-05,1.56E-06,2.36E-06
,,,,,,,,,,,,
9711111,0.000289918,0.000105619,3.22E-06,0.187731511,4.81E-08,4.81E-08,0.000289918,3.78E-05,0.187731511,3.78E-05,0.000105619,0.000105801
,,,,,,,,,,,,
9801044,0.000326158,0.000165377,2.27E-06,0.192000308,3.39E-08,3.39E-08,0.000326158,4.00E-05,0.192000308,4.00E-05,0.000165377,0.000178661
,,,,,,,,,,,,
9809046,0.000326158,2.43E-05,4.55E-06,0.193776417,6.80E-08,6.80E-08,0.000326158,3.54E-05,0.193776417,3.54E-05,2.43E-05,3.22E-05
,,,,,,,,,,,,
9906001,0.000144959,1.55E-05,1.94E-06,0.187694686,2.90E-08,2.90E-08,0.000144959,1.89E-05,0.187694686,1.89E-05,1.55E-05,1.92E-05
,,,,,,,,,,,,
9606061,0.001014713,0.000171273,0.000119873,0.230658565,1.80E-06,1.80E-06,0.001014713,6.26E-05,0.230658565,6.26E-05,0.000171273,0.000202616
,,,,,,,,,,,,
9608064,0.000398637,0.000213,0.000124066,0.219870786,1.86E-06,1.86E-06,0.000398637,3.82E-05,0.219870786,3.82E-05,0.000213,0.000211237
,,,,,,,,,,,,
9610196,0.000144959,0.000142831,6.59E-08,0.162618677,9.83E-10,9.83E-10,0.000144959,3.38E-05,0.162618677,3.38E-05,0.000142831,0.000142831
,,,,,,,,,,,,
9608156,0.000181199,1.77E-05,2.26E-05,0.209884097,3.40E-07,3.40E-07,0.000181199,1.78E-05,0.209884097,1.78E-05,1.77E-05,2.26E-05
,,,,,,,,,,,,
204231,0.000761035,2.36E-06,0.001540573,0.236654697,2.32E-05,2.32E-05,0.000761035,2.47E-05,0.236654697,2.47E-05,2.36E-06,4.41E-06
,,,,,,,,,,,,
204232,0.000543596,3.24E-05,4.94E-06,0.193053141,7.37E-08,7.37E-08,0.000543596,4.55E-05,0.193053141,4.55E-05,3.24E-05,4.25E-05
,,,,,,,,,,,,
204233,0.001340871,4.20E-06,0.004016795,0.239006529,5.97E-05,5.97E-05,0.001340871,3.14E-05,0.239006529,3.14E-05,4.20E-06,4.39E-06
,,,,,,,,,,,,
205043,0.000905994,1.21E-05,0.007340377,0.245044267,0.000110901,0.000110901,0.000905994,2.46E-05,0.245044267,2.46E-05,1.21E-05,1.50E-05
,,,,,,,,,,,,
205131,0.003406538,0.000494635,0.022783194,0.279309386,0.000343935,0.000343935,0.003406538,0.000109067,0.279309386,0.000109067,0.000494635,0.000507708
,,,,,,,,,,,,
9407004,0.000652316,7.78E-05,0.00074262,0.242913621,1.12E-05,1.12E-05,0.000652316,2.99E-05,0.242913621,2.99E-05,7.78E-05,7.71E-05
,,,,,,,,,,,,
9806001,3.62E-05,0,0.000273163,0.207330854,4.13E-06,4.13E-06,3.62E-05,6.16E-06,0.207330854,6.16E-06,0,0
,,,,,,,,,,,,
9404191,0.000905994,6.30E-05,0.000643201,0.245165353,9.68E-06,9.68E-06,0.000905994,4.17E-05,0.245165353,4.17E-05,6.30E-05,7.57E-05
,,,,,,,,,,,,
204235,0.000471117,3.01E-07,0.001515193,0.240681252,2.29E-05,2.29E-05,0.000471117,1.91E-05,0.240681252,1.91E-05,3.01E-07,6.22E-07
,,,,,,,,,,,,
204237,0.000326158,7.17E-05,3.72E-08,0.160527714,5.61E-10,5.61E-10,0.000326158,4.91E-05,0.160527714,4.91E-05,7.17E-05,7.17E-05
,,,,,,,,,,,,
204238,7.25E-05,0,2.83E-05,0.203392787,4.23E-07,4.23E-07,7.25E-05,9.65E-06,0.203392787,9.65E-06,0,0
,,,,,,,,,,,,
204241,0.000144959,3.12E-07,3.42E-06,0.189545766,5.14E-08,5.14E-08,0.000144959,1.59E-05,0.189545766,1.59E-05,3.12E-07,6.03E-07
,,,,,,,,,,,,
11249,0.000471117,3.64E-05,1.65E-05,0.204759144,2.48E-07,2.48E-07,0.000471117,4.18E-05,0.204759144,4.18E-05,3.64E-05,4.47E-05
,,,,,,,,,,,,
204242,0.000217439,0.000231821,0.000891963,0.230712194,1.35E-05,1.35E-05,0.000217439,3.43E-05,0.230712194,3.43E-05,0.000231821,0.000222535
,,,,,,,,,,,,
204243,0.000688555,0.000194246,0.001812224,0.259556247,2.73E-05,2.73E-05,0.000688555,3.02E-05,0.259556247,3.02E-05,0.000194246,0.000174402
,,,,,,,,,,,,
204244,0.000217439,2.38E-08,7.73E-05,0.216404143,1.16E-06,1.16E-06,0.000217439,1.36E-05,0.216404143,1.36E-05,2.38E-08,7.28E-08
,,,,,,,,,,,,
204245,0.000978474,0.000226485,0.00058965,0.247660519,8.83E-06,8.83E-06,0.000978474,6.00E-05,0.247660519,6.00E-05,0.000226485,0.000262899
,,,,,,,,,,,,
204246,0.000797275,7.50E-05,3.73E-05,0.205465773,5.64E-07,5.64E-07,0.000797275,4.96E-05,0.205465773,4.96E-05,7.50E-05,9.48E-05
,,,,,,,,,,,,
204247,0.000579836,1.40E-05,0.001222577,0.24487629,1.84E-05,1.84E-05,0.000579836,2.19E-05,0.24487629,2.19E-05,1.40E-05,1.70E-05
,,,,,,,,,,,,
204248,0.000652316,2.10E-05,0.00309502,0.257463554,4.64E-05,4.64E-05,0.000652316,2.52E-05,0.257463554,2.52E-05,2.10E-05,2.17E-05
,,,,,,,,,,,,
204249,0.001123433,0.00013961,0.00245651,0.257139847,3.70E-05,3.70E-05,0.001123433,3.98E-05,0.257139847,3.98E-05,0.00013961,0.000139941
,,,,,,,,,,,,
9707232,0.000144959,0.00021438,7.80E-05,0.207735963,1.17E-06,1.17E-06,0.000144959,1.87E-05,0.207735963,1.87E-05,0.00021438,0.00021441
,,,,,,,,,,,,
9701112,0.000108719,0.000142831,9.36E-07,0.171571473,1.41E-08,1.41E-08,0.000108719,3.34E-05,0.171571473,3.34E-05,0.000142831,0.000142831
,,,,,,,,,,,,
204250,0.000543596,5.08E-06,0.00677433,0.260320397,0.000102259,0.000102259,0.000543596,2.08E-05,0.260320397,2.08E-05,5.08E-06,5.48E-06
,,,,,,,,,,,,
204251,0.000616076,0.000842611,0.003727568,0.266249763,5.63E-05,5.63E-05,0.000616076,3.89E-05,0.266249763,3.89E-05,0.000842611,0.000836513
,,,,,,,,,,,,
9604181,0.000724795,0.000157912,0.000175056,0.237987466,2.63E-06,2.63E-06,0.000724795,4.86E-05,0.237987466,4.86E-05,0.000157912,0.000168927
,,,,,,,,,,,,
204252,0.001195912,1.12E-06,0.003480705,0.242975304,5.19E-05,5.19E-05,0.001195912,2.83E-05,0.242975304,2.83E-05,1.12E-06,1.25E-06
,,,,,,,,,,,,
204253,0.006486917,0.012629099,0.013668847,0.297506134,0.000206158,0.000206158,0.006486917,0.000337256,0.297506134,0.000337256,0.012629099,0.012046825
,,,,,,,,,,,,
9084,0.000942234,0.000479312,0.00071338,0.25312644,1.07E-05,1.07E-05,0.000942234,5.09E-05,0.25312644,5.09E-05,0.000479312,0.000537604
,,,,,,,,,,,,
11248,0.000652316,0.000548062,0.000234142,0.240826201,3.53E-06,3.53E-06,0.000652316,5.29E-05,0.240826201,5.29E-05,0.000548062,0.000567408
,,,,,,,,,,,,
12252,0.000434877,4.46E-05,0.000266097,0.234494328,4.01E-06,4.01E-06,0.000434877,2.92E-05,0.234494328,2.92E-05,4.46E-05,5.10E-05
,,,,,,,,,,,,
102091,0.000543596,0.000874527,0.002423416,0.271508491,3.64E-05,3.64E-05,0.000543596,3.20E-05,0.271508491,3.20E-05,0.000874527,0.00088826
,,,,,,,,,,,,
104138,0.000978474,0.000354002,0.000676732,0.257527898,1.02E-05,1.02E-05,0.000978474,4.78E-05,0.257527898,4.78E-05,0.000354002,0.000398238
,,,,,,,,,,,,
107049,0.000471117,0.000203882,0.000237064,0.234994123,3.58E-06,3.58E-06,0.000471117,3.78E-05,0.234994123,3.78E-05,0.000203882,0.000233548
,,,,,,,,,,,,
9204090,0.000869754,0.000247943,0.000821504,0.248293992,1.24E-05,1.24E-05,0.000869754,5.18E-05,0.248293992,5.18E-05,0.000247943,0.000256295
,,,,,,,,,,,,
9210017,0.001014713,8.45E-05,0.000356711,0.242305079,5.38E-06,5.38E-06,0.001014713,5.53E-05,0.242305079,5.53E-05,8.45E-05,9.32E-05
,,,,,,,,,,,,
9211082,0.000724795,3.32E-05,0.000266555,0.237597018,4.02E-06,4.02E-06,0.000724795,4.17E-05,0.237597018,4.17E-05,3.32E-05,3.43E-05
,,,,,,,,,,,,
9301029,0.000398637,1.09E-05,0.000221769,0.235983502,3.34E-06,3.34E-06,0.000398637,2.64E-05,0.235983502,2.64E-05,1.09E-05,1.16E-05
,,,,,,,,,,,,
9302040,0.000398637,7.94E-06,0.000245469,0.238188465,3.70E-06,3.70E-06,0.000398637,2.60E-05,0.238188465,2.60E-05,7.94E-06,8.39E-06
,,,,,,,,,,,,
9304043,0.000253678,3.02E-06,0.000192097,0.231519632,2.90E-06,2.90E-06,0.000253678,1.94E-05,0.231519632,1.94E-05,3.02E-06,3.48E-06
,,,,,,,,,,,,
9401031,0.000724795,0.000298794,0.000217911,0.238710529,3.29E-06,3.29E-06,0.000724795,5.89E-05,0.238710529,5.89E-05,0.000298794,0.000311799
,,,,,,,,,,,,
9403121,0.001340871,0.000656934,0.000434538,0.252061933,6.55E-06,6.55E-06,0.001340871,8.15E-05,0.252061933,8.15E-05,0.000656934,0.000657405
,,,,,,,,,,,,
9404034,0.000326158,1.52E-05,0.000192265,0.23130576,2.90E-06,2.90E-06,0.000326158,2.45E-05,0.23130576,2.45E-05,1.52E-05,1.46E-05
,,,,,,,,,,,,
9404045,0.000326158,7.23E-07,0.000220231,0.234414312,3.32E-06,3.32E-06,0.000326158,2.26E-05,0.234414312,2.26E-05,7.23E-07,9.49E-07
,,,,,,,,,,,,
9405119,0.000869754,0.000108334,0.000230176,0.235130237,3.47E-06,3.47E-06,0.000869754,6.11E-05,0.235130237,6.11E-05,0.000108334,0.000110072
,,,,,,,,,,,,
9407104,0.000507357,1.11E-05,0.000233312,0.235890004,3.52E-06,3.52E-06,0.000507357,2.91E-05,0.235890004,2.91E-05,1.11E-05,1.19E-05
,,,,,,,,,,,,
9410003,0.000326158,7.30E-06,0.000186712,0.230452226,2.82E-06,2.82E-06,0.000326158,2.30E-05,0.230452226,2.30E-05,7.30E-06,7.95E-06
,,,,,,,,,,,,
9502078,0.000398637,4.64E-05,0.000265879,0.233352625,4.01E-06,4.01E-06,0.000398637,2.63E-05,0.233352625,2.63E-05,4.64E-05,4.27E-05
,,,,,,,,,,,,
9502098,0.00155831,0.000115414,0.000966736,0.249192344,1.46E-05,1.46E-05,0.00155831,7.38E-05,0.249192344,7.38E-05,0.000115414,0.000108308
,,,,,,,,,,,,
9503074,0.000144959,0.000132481,0.000164185,0.229654171,2.48E-06,2.48E-06,0.000144959,2.51E-05,0.229654171,2.51E-05,0.000132481,0.000132982
,,,,,,,,,,,,
9504011,0.000289918,0.000219448,0.000181529,0.230759885,2.74E-06,2.74E-06,0.000289918,2.39E-05,0.230759885,2.39E-05,0.000219448,0.000219158
,,,,,,,,,,,,
9505030,0.000579836,5.01E-05,0.000272105,0.236212364,4.10E-06,4.10E-06,0.000579836,3.56E-05,0.236212364,3.56E-05,5.01E-05,5.77E-05
,,,,,,,,,,,,
9505136,0.000579836,0.00015955,0.000196008,0.232395216,2.96E-06,2.96E-06,0.000579836,4.93E-05,0.232395216,4.93E-05,0.00015955,0.000160018
,,,,,,,,,,,,
9510147,0.000326158,0.000121396,0.0001894,0.235917007,2.86E-06,2.86E-06,0.000326158,3.39E-05,0.235917007,3.39E-05,0.000121396,0.000128471
,,,,,,,,,,,,
9512187,0.000833515,8.00E-05,0.00028909,0.236029239,4.36E-06,4.36E-06,0.000833515,4.88E-05,0.236029239,4.88E-05,8.00E-05,9.21E-05
,,,,,,,,,,,,
9602023,0.000181199,3.50E-05,0.000194027,0.235142619,2.93E-06,2.93E-06,0.000181199,1.48E-05,0.235142619,1.48E-05,3.50E-05,3.98E-05
,,,,,,,,,,,,
9606134,0.000616076,4.17E-05,0.000242206,0.236694421,3.65E-06,3.65E-06,0.000616076,3.83E-05,0.236694421,3.83E-05,4.17E-05,4.84E-05
,,,,,,,,,,,,
9611031,0.000108719,0,0.00017445,0.231836168,2.63E-06,2.63E-06,0.000108719,1.11E-05,0.231836168,1.11E-05,0,0
,,,,,,,,,,,,
9703044,0.000471117,1.85E-05,0.00058302,0.24035737,8.79E-06,8.79E-06,0.000471117,2.53E-05,0.24035737,2.53E-05,1.85E-05,2.32E-05
,,,,,,,,,,,,
9704168,0.000797275,8.55E-05,0.000278531,0.237512765,4.20E-06,4.20E-06,0.000797275,4.76E-05,0.237512765,4.76E-05,8.55E-05,8.69E-05
,,,,,,,,,,,,
9802043,0.000833515,4.87E-05,0.001068833,0.24958466,1.61E-05,1.61E-05,0.000833515,4.16E-05,0.24958466,4.16E-05,4.87E-05,5.60E-05
,,,,,,,,,,,,
9803257,0.000616076,0.000479255,0.002682676,0.266647242,4.04E-05,4.04E-05,0.000616076,3.27E-05,0.266647242,3.27E-05,0.000479255,0.000494233
,,,,,,,,,,,,
9804089,0.000217439,7.08E-08,0.000237895,0.234656579,3.59E-06,3.59E-06,0.000217439,1.52E-05,0.234656579,1.52E-05,7.08E-08,1.51E-07
,,,,,,,,,,,,
9804152,0.000289918,0.000136378,0.000669017,0.25199081,1.01E-05,1.01E-05,0.000289918,2.51E-05,0.25199081,2.51E-05,0.000136378,0.000150456
,,,,,,,,,,,,
9807101,0.000652316,0.000104678,0.000263505,0.239789449,3.97E-06,3.97E-06,0.000652316,4.42E-05,0.239789449,4.42E-05,0.000104678,0.000110446
,,,,,,,,,,,,
9810055,0.000797275,0.00031654,0.004667212,0.268531401,7.04E-05,7.04E-05,0.000797275,3.93E-05,0.268531401,3.93E-05,0.00031654,0.000342808
,,,,,,,,,,,,
9810119,0.000471117,0.000141794,0.000288158,0.234115248,4.35E-06,4.35E-06,0.000471117,3.45E-05,0.234115248,3.45E-05,0.000141794,0.000162181
,,,,,,,,,,,,
9811246,0.000398637,1.29E-05,0.000357538,0.232875973,5.39E-06,5.39E-06,0.000398637,2.34E-05,0.232875973,2.34E-05,1.29E-05,1.13E-05
,,,,,,,,,,,,
9812136,0.000289918,6.57E-05,0.000176112,0.231070359,2.66E-06,2.66E-06,0.000289918,2.48E-05,0.231070359,2.48E-05,6.57E-05,8.43E-05
,,,,,,,,,,,,
9904184,0.000181199,6.46E-09,0.000225018,0.234654524,3.39E-06,3.39E-06,0.000181199,1.34E-05,0.234654524,1.34E-05,6.46E-09,6.63E-09
,,,,,,,,,,,,
9302132,0.000326158,5.58E-05,2.26E-05,0.21124106,3.41E-07,3.41E-07,0.000326158,2.78E-05,0.21124106,2.78E-05,5.58E-05,6.72E-05
,,,,,,,,,,,,
9303049,0.000181199,1.23E-06,1.05E-05,0.19890063,1.59E-07,1.59E-07,0.000181199,1.83E-05,0.19890063,1.83E-05,1.23E-06,2.10E-06
,,,,,,,,,,,,
9209118,0.000761035,7.91E-05,0.000436148,0.23987962,6.58E-06,6.58E-06,0.000761035,4.25E-05,0.23987962,4.25E-05,7.91E-05,8.54E-05
,,,,,,,,,,,,
9307160,0.000434877,2.58E-05,0.000335409,0.230753922,5.06E-06,5.06E-06,0.000434877,2.80E-05,0.230753922,2.80E-05,2.58E-05,3.18E-05
,,,,,,,,,,,,
9301021,0.000289918,1.84E-06,5.05E-05,0.21634997,7.61E-07,7.61E-07,0.000289918,1.95E-05,0.21634997,1.95E-05,1.84E-06,2.29E-06
,,,,,,,,,,,,
9301119,0.000688555,4.43E-05,7.34E-05,0.215346587,1.11E-06,1.11E-06,0.000688555,4.65E-05,0.215346587,4.65E-05,4.43E-05,4.88E-05
,,,,,,,,,,,,
9411105,0.000326158,5.86E-05,1.89E-05,0.204239359,2.86E-07,2.86E-07,0.000326158,2.87E-05,0.204239359,2.87E-05,5.86E-05,5.81E-05
,,,,,,,,,,,,
9503075,0.000108719,1.58E-06,2.22E-06,0.190756313,3.35E-08,3.35E-08,0.000108719,2.24E-05,0.190756313,2.24E-05,1.58E-06,2.91E-06
,,,,,,,,,,,,
9407015,0.000434877,2.57E-06,8.06E-05,0.211557986,1.22E-06,1.22E-06,0.000434877,2.54E-05,0.211557986,2.54E-05,2.57E-06,2.54E-06
,,,,,,,,,,,,
9505176,3.62E-05,0,2.27E-06,0.190345673,3.42E-08,3.42E-08,3.62E-05,8.67E-06,0.190345673,8.67E-06,0,0
,,,,,,,,,,,,
9505139,0.000507357,4.42E-05,0.000176682,0.225047584,2.67E-06,2.67E-06,0.000507357,3.75E-05,0.225047584,3.75E-05,4.42E-05,5.09E-05
,,,,,,,,,,,,
9506128,0.000434877,7.73E-06,5.93E-05,0.212480787,8.95E-07,8.95E-07,0.000434877,3.25E-05,0.212480787,3.25E-05,7.73E-06,1.04E-05
,,,,,,,,,,,,
9510014,0.000326158,4.56E-05,2.77E-05,0.211262714,4.17E-07,4.17E-07,0.000326158,2.89E-05,0.211262714,2.89E-05,4.56E-05,5.78E-05
,,,,,,,,,,,,
9310047,0.000289918,2.01E-06,2.95E-05,0.205653453,4.45E-07,4.45E-07,0.000289918,2.20E-05,0.205653453,2.20E-05,2.01E-06,4.24E-06
,,,,,,,,,,,,
9407100,0.000181199,1.71E-07,1.00E-05,0.195348963,1.51E-07,1.51E-07,0.000181199,1.64E-05,0.195348963,1.64E-05,1.71E-07,4.91E-07
,,,,,,,,,,,,
9504021,0.000217439,2.12E-06,3.03E-05,0.205435839,4.57E-07,4.57E-07,0.000217439,1.79E-05,0.205435839,1.79E-05,2.12E-06,4.18E-06
,,,,,,,,,,,,
9502115,0.000579836,3.77E-06,0.000142836,0.222380143,2.16E-06,2.16E-06,0.000579836,3.21E-05,0.222380143,3.21E-05,3.77E-06,4.80E-06
,,,,,,,,,,,,
9512148,0.000471117,2.53E-05,0.000338535,0.228557053,5.10E-06,5.10E-06,0.000471117,2.70E-05,0.228557053,2.70E-05,2.53E-05,3.01E-05
,,,,,,,,,,,,
9406053,0.000181199,4.13E-06,4.64E-05,0.212950291,6.98E-07,6.98E-07,0.000181199,1.72E-05,0.212950291,1.72E-05,4.13E-06,8.52E-06
,,,,,,,,,,,,
9711093,0.001232152,0.000100181,0.005058889,0.27087165,7.62E-05,7.62E-05,0.001232152,4.11E-05,0.27087165,4.11E-05,0.000100181,8.94E-05
,,,,,,,,,,,,
9401155,7.25E-05,7.88E-07,9.17E-06,0.202482787,1.38E-07,1.38E-07,7.25E-05,1.22E-05,0.202482787,1.22E-05,7.88E-07,2.33E-06
,,,,,,,,,,,,
9605144,0.000616076,0.000257481,3.54E-05,0.222177289,5.33E-07,5.33E-07,0.000616076,4.97E-05,0.222177289,4.97E-05,0.000257481,0.000290914
,,,,,,,,,,,,
9712194,0.000761035,6.97E-05,0.000158951,0.223564043,2.40E-06,2.40E-06,0.000761035,4.49E-05,0.223564043,4.49E-05,6.97E-05,7.76E-05
,,,,,,,,,,,,
9407002,0.000326158,4.90E-06,9.08E-05,0.219146013,1.37E-06,1.37E-06,0.000326158,2.29E-05,0.219146013,2.29E-05,4.90E-06,1.08E-05
,,,,,,,,,,,,
9502114,0.000398637,1.99E-05,8.87E-05,0.222483557,1.34E-06,1.34E-06,0.000398637,2.89E-05,0.222483557,2.89E-05,1.99E-05,2.65E-05
,,,,,,,,,,,,
9706154,0.000652316,1.25E-05,0.000239989,0.229022045,3.62E-06,3.62E-06,0.000652316,3.21E-05,0.229022045,3.21E-05,1.25E-05,1.16E-05
,,,,,,,,,,,,
204254,0.002029427,5.50E-05,0.004303545,0.255865333,6.48E-05,6.48E-05,0.002029427,5.55E-05,0.255865333,5.55E-05,5.50E-05,6.13E-05
,,,,,,,,,,,,
9903124,0.000616076,1.51E-05,0.001222991,0.240208676,1.84E-05,1.84E-05,0.000616076,2.49E-05,0.240208676,2.49E-05,1.51E-05,1.94E-05
,,,,,,,,,,,,
9912181,0.002210625,0.000153593,0.003630568,0.262704465,5.46E-05,5.46E-05,0.002210625,6.93E-05,0.262704465,6.93E-05,0.000153593,0.000159421
,,,,,,,,,,,,
204255,3.62E-05,0,8.15E-52,6.52E-05,2.16E-253,6.01E-252,3.62E-05,2.02E-05,6.52E-05,2.02E-05,0,0
,,,,,,,,,,,,
204256,0.001413351,8.88E-05,0.005352746,0.268660652,8.03E-05,8.03E-05,0.001413351,4.73E-05,0.268660652,4.73E-05,8.88E-05,8.21E-05
,,,,,,,,,,,,
204257,0.001014713,8.84E-05,0.015986495,0.265589925,0.000241351,0.000241351,0.001014713,3.13E-05,0.265589925,3.13E-05,8.84E-05,6.75E-05
,,,,,,,,,,,,
204258,0.000217439,8.57E-05,1.07E-05,0.205952239,1.61E-07,1.61E-07,0.000217439,3.37E-05,0.205952239,3.37E-05,8.57E-05,9.03E-05
,,,,,,,,,,,,
2051,3.62E-05,0,1.28E-07,0.170348588,1.93E-09,1.93E-09,3.62E-05,1.05E-05,0.170348588,1.05E-05,0,0
,,,,,,,,,,,,
9602083,0.000579836,0.00017114,1.30E-05,0.209396903,1.95E-07,1.95E-07,0.000579836,6.78E-05,0.209396903,6.78E-05,0.00017114,0.000183623
,,,,,,,,,,,,
9805013,0.000398637,0.000167527,3.11E-06,0.192933583,4.69E-08,4.69E-08,0.000398637,5.49E-05,0.192933583,5.49E-05,0.000167527,0.000160477
,,,,,,,,,,,,
204259,0.000144959,4.36E-06,2.94E-07,0.169102445,4.40E-09,4.40E-09,0.000144959,2.03E-05,0.169102445,2.03E-05,4.36E-06,6.39E-06
,,,,,,,,,,,,
9031,0.000362398,3.84E-05,1.15E-05,0.196756322,1.72E-07,1.72E-07,0.000362398,2.83E-05,0.196756322,2.83E-05,3.84E-05,3.60E-05
,,,,,,,,,,,,
9808027,0.000579836,0.000163651,9.56E-06,0.197083425,1.43E-07,1.43E-07,0.000579836,4.90E-05,0.197083425,4.90E-05,0.000163651,0.00016362
,,,,,,,,,,,,
9902083,0.000253678,0.000124323,2.31E-06,0.176429742,3.44E-08,3.44E-08,0.000253678,4.54E-05,0.176429742,4.54E-05,0.000124323,0.000136197
,,,,,,,,,,,,
9704078,3.62E-05,0,2.77E-08,0.149637884,4.13E-10,4.13E-10,3.62E-05,1.13E-05,0.149637884,1.13E-05,0,0
,,,,,,,,,,,,
9803155,0.000326158,0.000138551,6.01E-06,0.192868305,9.03E-08,9.03E-08,0.000326158,5.37E-05,0.192868305,5.37E-05,0.000138551,0.000173285
,,,,,,,,,,,,
9809177,0.000253678,0.000192192,6.87E-06,0.186806081,1.03E-07,1.03E-07,0.000253678,3.70E-05,0.186806081,3.70E-05,0.000192192,0.000189414
,,,,,,,,,,,,
205001,0.000253678,3.07E-07,0.009868134,0.259162063,0.000148972,0.000148972,0.000253678,1.20E-05,0.259162063,1.20E-05,3.07E-07,2.53E-07
,,,,,,,,,,,,
205002,0.000978474,0.000427544,0.003908734,0.274094498,5.88E-05,5.88E-05,0.000978474,4.28E-05,0.274094498,4.28E-05,0.000427544,0.000413629
,,,,,,,,,,,,
9506137,0.000905994,0.000100288,0.002104202,0.270385061,3.16E-05,3.16E-05,0.000905994,3.85E-05,0.270385061,3.85E-05,0.000100288,9.91E-05
,,,,,,,,,,,,
9508159,0.000797275,9.66E-05,0.000998087,0.254886788,1.50E-05,1.50E-05,0.000797275,4.02E-05,0.254886788,4.02E-05,9.66E-05,9.99E-05
,,,,,,,,,,,,
9601027,0.000398637,1.82E-05,0.001009035,0.253334672,1.52E-05,1.52E-05,0.000398637,2.45E-05,0.253334672,2.45E-05,1.82E-05,1.84E-05
,,,,,,,,,,,,
9605074,0.000797275,0.000675525,0.001160958,0.263091422,1.74E-05,1.74E-05,0.000797275,6.33E-05,0.263091422,6.33E-05,0.000675525,0.000667518
,,,,,,,,,,,,
9703122,0.000398637,7.50E-06,0.001828985,0.259712242,2.75E-05,2.75E-05,0.000398637,1.94E-05,0.259712242,1.94E-05,7.50E-06,6.15E-06
,,,,,,,,,,,,
9711122,0.000362398,3.11E-05,0.000263071,0.230011031,3.95E-06,3.95E-06,0.000362398,2.37E-05,0.230011031,2.37E-05,3.11E-05,3.21E-05
,,,,,,,,,,,,
9905203,0.000217439,0.000165129,4.74E-05,0.21597152,7.12E-07,7.12E-07,0.000217439,2.61E-05,0.21597152,2.61E-05,0.000165129,0.000168338
,,,,,,,,,,,,
9406175,0.000579836,9.68E-05,0.000172102,0.234291316,2.59E-06,2.59E-06,0.000579836,3.95E-05,0.234291316,3.95E-05,9.68E-05,0.000109819
,,,,,,,,,,,,
9410123,0.000181199,6.60E-06,5.14E-05,0.210464457,7.72E-07,7.72E-07,0.000181199,1.74E-05,0.210464457,1.74E-05,6.60E-06,8.14E-06
,,,,,,,,,,,,
9507140,0.001340871,0.000110427,0.002902208,0.261698574,4.36E-05,4.36E-05,0.001340871,5.75E-05,0.261698574,5.75E-05,0.000110427,0.000108063
,,,,,,,,,,,,
9508162,0.000833515,4.10E-05,0.002148744,0.260229371,3.23E-05,3.23E-05,0.000833515,3.73E-05,0.260229371,3.73E-05,4.10E-05,2.90E-05
,,,,,,,,,,,,
9701010,0.000978474,0.000192755,0.00383698,0.274811419,5.77E-05,5.77E-05,0.000978474,4.32E-05,0.274811419,4.32E-05,0.000192755,0.000182337
,,,,,,,,,,,,
9511169,0.000108719,1.21E-06,3.04E-05,0.206598614,4.56E-07,4.56E-07,0.000108719,1.19E-05,0.206598614,1.19E-05,1.21E-06,1.94E-06
,,,,,,,,,,,,
9605226,0.000181199,1.41E-05,6.82E-07,0.184741249,1.02E-08,1.02E-08,0.000181199,2.66E-05,0.184741249,2.66E-05,1.41E-05,1.92E-05
,,,,,,,,,,,,
205004,0.000652316,5.63E-05,3.48E-05,0.211414418,5.21E-07,5.21E-07,0.000652316,5.20E-05,0.211414418,5.20E-05,5.63E-05,6.72E-05
,,,,,,,,,,,,
107135,0.000181199,6.94E-06,2.89E-06,0.189847969,4.33E-08,4.33E-08,0.000181199,2.07E-05,0.189847969,2.07E-05,6.94E-06,1.15E-05
,,,,,,,,,,,,
9604028,0.000217439,7.75E-05,1.29E-05,0.202979816,1.93E-07,1.93E-07,0.000217439,3.13E-05,0.202979816,3.13E-05,7.75E-05,9.13E-05
,,,,,,,,,,,,
9605035,0.000616076,0.000205648,2.84E-05,0.210234898,4.25E-07,4.25E-07,0.000616076,5.68E-05,0.210234898,5.68E-05,0.000205648,0.0001981
,,,,,,,,,,,,
9610021,0.000362398,0.000124699,0.000208575,0.226963572,3.14E-06,3.14E-06,0.000362398,2.58E-05,0.226963572,2.58E-05,0.000124699,0.000120521
,,,,,,,,,,,,
9710067,0.000761035,1.15E-05,7.39E-05,0.214945765,1.10E-06,1.10E-06,0.000761035,4.79E-05,0.214945765,4.79E-05,1.15E-05,1.16E-05
,,,,,,,,,,,,
9812229,0.001195912,8.84E-05,0.000254881,0.225699753,3.81E-06,3.81E-06,0.001195912,7.10E-05,0.225699753,7.10E-05,8.84E-05,9.17E-05
,,,,,,,,,,,,
9203074,0.001268392,0.000301657,0.000205855,0.234174591,3.09E-06,3.09E-06,0.001268392,7.84E-05,0.234174591,7.84E-05,0.000301657,0.00034447
,,,,,,,,,,,,
