,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
11487,11488,9501051,9902194,9811136,101075,9712008,9409186,9902194,9705129,9304008,9710124,9310114,9610023
11488,11489,9501050,4058,9708149,9308090,9707037,9707149,4058,205057,9710087,1130,9907093,9709088
11489,11490,9501049,9802201,9810222,9606135,1136,9510070,9802201,9703086,3079,7087,9912139,6197
11490,11491,9501048,204167,9608082,9806227,9511108,9809214,204167,9801151,9301019,108020,202084,208118
11491,11492,9501046,104162,9901026,8137,9803206,9607198,104162,9248,9303167,203047,12242,9412132
11492,11493,9501045,205088,9501030,9904146,9806206,9803024,205088,4159,109030,203057,209139,9807130
11493,11494,9501044,9411125,9505145,7068,9810178,9801086,9411125,210145,9909102,203173,107193,9702088
11494,11495,9501043,209069,9710125,9812101,9510161,110056,209069,9610112,9902199,103177,107174,9601088
11495,11496,9501042,9705207,9510227,9310098,9503027,9311058,9705207,9212117,9409037,9710031,9602017,9812001
11496,11497,9501041,201103,9710236,9401143,9610186,8082,201103,9611052,9508169,9904150,9305148,212182
11497,11498,9501040,7088,9806048,9311078,9412189,9512192,7088,9306063,9307050,9906163,9712242,9706032
11498,11499,9501039,9812213,9507009,9708152,9502155,201022,9812213,9807180,9705134,102018,103150,9505149
11499,11500,9501038,101221,212340,9403177,9510007,201104,101221,9703171,202160,9803112,110004,9806133
11500,11501,9501037,9703171,9808109,9701035,9412027,9811231,9703171,201155,9502069,9021,9308152,10071
11501,11502,9501036,9706169,9705074,9405197,1090,9711183,9706169,9908004,9601064,9705013,209228,9701163
11502,11503,9501035,212313,9601117,9408135,9407008,9606066,212313,203223,9406039,9802093,9702084,1133
11503,11504,9501033,208175,204210,9311058,9709041,9511067,208175,12139,5056,9908100,9508039,2037
11504,11505,9501031,212041,9510218,9604080,9512149,9503227,212041,9711128,9604169,5121,205047,9904044
11505,11506,9501030,9708051,9512028,9904159,102197,107053,9708051,9312175,9709186,205190,9610011,11119
11506,11507,9501029,9909092,9606147,9505022,9603118,9806243,9909092,211058,9306052,9707062,9609175,9911240
11507,11508,9501028,9809177,9609200,9307175,9602150,9708111,9809177,208121,9910179,9709186,111176,111017
11508,11509,9501025,9703182,9703132,207176,9510079,9304053,9703182,9811165,6041,201114,9311180,209099
11509,11510,9501024,106175,106082,9304051,9903033,9609233,106175,9511063,4037,201155,9806070,9812247
11510,11511,9501023,9710203,9609165,9703096,9611179,9504093,9710203,108190,209205,9710029,9512049,9904162
11511,11512,9501021,9410121,201104,7124,9610144,9610019,9410121,9801091,9904002,9806126,102089,9605211
11512,11513,9501020,9602113,9510207,201187,9511098,1168,9602113,11034,207207,9806170,104091,9510133
11513,11514,9501019,9410005,9505045,9612149,9708110,9703043,9410005,9507035,208086,9808125,211093,9403181
11514,11515,9501018,9701080,9511152,9312186,9708169,9908208,9701080,108098,212066,112145,9205066,9909054
11515,11516,9501017,9410013,9902183,9603095,9512060,9811025,9410013,9704055,9807029,204023,210044,103167
11516,11517,9501016,9707150,9810178,9405008,9512062,9903082,9707150,103095,8200,9811098,9510195,9704182
11517,11518,9501015,9702179,9506126,103185,9510229,9408136,9702179,201009,9512128,9904217,9184,1150
11518,11519,9501013,12255,9505105,9203047,9508058,9406171,12255,9611178,9602177,7130,106259,9703108
11519,11520,9501012,211217,9506065,9609049,9508072,208166,211217,9708169,9611086,10022,111174,9503060
11520,11521,9501011,9608035,9803195,9207019,9610222,9712124,9608035,9031,9909131,106195,9401150,9609201
11521,11522,9501010,9408164,7112,9507006,9612139,108029,9408164,204252,9702092,112084,9611010,9405197
11522,11523,9501009,9911231,9811038,9507122,9908169,303045,9911231,106175,9810176,202027,209127,9402027
11523,11524,9501007,9608043,9611178,9511226,9509145,8147,9608043,208175,9807234,1062,9912045,9611025
11524,11525,9501006,9803006,9705035,9911072,9605032,9807060,9803006,9601051,9509104,9903232,9611118,9909086
11525,11526,9501005,201130,9612065,9212155,9510086,9409099,201130,111285,10100,9911173,9707209,9503200
11526,11527,9501004,9708138,9511058,9409190,9706108,212261,9708138,104162,206218,9908009,203243,10041
11527,11528,9501003,9811165,202018,9409093,9603004,9612183,9811165,3210,112043,9907094,4144,8122
11528,11529,9501002,9612039,9809031,9208044,9607216,9165,9612039,9711092,10124,9912090,9502092,9506076
11529,11530,9501001,9701141,103186,9211090,9609234,9803154,9701141,9904052,9612185,9910048,9908021,9707131
11530,11531,9412242,206186,9612222,9405004,9609016,208150,206186,9907185,8102,5103,9612101,111126
11531,11532,9412241,108080,9503125,9610216,9610091,9809053,108080,9506181,304074,5211,9312186,207142
11532,11533,9412239,9912224,9810109,9901089,9703122,203273,9912224,9609230,9152,6052,9802040,11130
11533,11534,9412237,202129,9811130,107196,9706111,112046,202129,112112,9402029,6169,212139,9803127
11534,11535,9412236,9406136,9506037,211014,9905071,101155,9406136,9610232,9505030,9224,108005,9911112
11535,11536,9412234,10049,9611133,112215,9512226,9804166,10049,202067,9708131,11029,9710210,9712163
11536,11537,9412233,9511063,9904213,9602155,9511043,110011,9511063,10049,9801037,11170,9708160,107068
11537,11538,9412232,2204,9706133,211224,9809031,9509104,2204,9305117,9410019,111169,112177,9806041
11538,11539,9412230,9409185,9612232,9308023,9803036,9810020,9409185,209079,5175,211180,9512158,11131
11539,11540,9412229,9903044,9904089,207073,9507160,9503226,9903044,9211011,205214,212278,9212015,9809213
11540,11541,9412228,9609233,11194,9410219,9505052,9701091,9609233,9705140,9901024,9909194,9907154,9910194
11541,11542,9412227,9605109,9602126,9703045,9507005,9912171,9605109,9304013,9710206,9909221,9811019,208148
11542,11543,9412226,211233,9603138,107124,9511071,112158,211233,9406136,208011,111026,112244,9910065
11543,11544,9412224,101109,9604175,9206041,9601074,102091,101109,211217,9510016,8191,110133,106209
11544,11545,9412222,9511195,9604096,9305120,9412131,101079,9511195,7088,9802059,9810187,9810022,5279
11545,11546,9412221,9304013,9705152,9607188,9606041,9610163,9304013,9308036,9602070,9510130,209086,10127
11546,11547,9412220,9408013,7225,9506105,9502006,9703137,9408013,109173,9603058,108220,9208015,9502074
11547,11548,9412218,9802175,9801016,110070,9602129,9803040,9802175,9802201,301094,211222,9601073,11174
11548,11549,9412217,9708169,9710044,12112,9508090,9611103,9708169,202129,111173,9807066,112210,9606194
11549,11550,9412215,3192,9701178,9801151,9510029,208151,3192,9501099,9607028,5080,204219,9905217
11550,11551,9412213,9507001,9604062,107215,9801025,9512218,9507001,9411125,212115,9405031,9503191,201105
11551,11552,9412212,211201,9809121,9607172,9509106,9811171,211201,9803007,9701048,9212089,210223,9910200
11552,11553,9412211,9609049,9506024,210240,9512145,9608196,9609049,9403168,9701045,9310184,211130,103101
11553,11554,9412210,11220,103185,205283,9511204,9307091,11220,9705207,9605064,1217,7130,9608110
11554,11555,9412209,9911146,104204,9212141,9306156,208199,9911146,9909018,9903198,9301033,204136,9705228
11555,11556,9412208,107193,9602032,111106,9805074,9707053,107193,103226,9612237,4170,9411202,2241
11556,11557,9412207,9512201,9506150,9607030,9705074,8014,9512201,112191,206245,9910147,9503036,108115
11557,11558,9412206,9604167,210043,7214,9806048,9601162,9604167,9910171,9409186,9610089,207001,202161
11558,11559,9412205,11104,9512043,12134,9512153,9611145,11104,9512201,9405070,204100,9405054,9904202
11559,11560,9412203,9902053,109060,9306163,11276,9607104,9902053,11220,9179,9311122,104009,9606054
11560,11561,9412202,9307043,9608184,9307013,106082,9609205,9307043,209166,9310060,9305074,9401073,9806227
11561,11562,9412199,9902032,9510094,9906098,9604156,102146,9902032,9809177,9606041,9304024,9511128,9812106
11562,11563,9412198,9308140,9604071,203115,201104,9902164,9308140,9901008,111246,9701131,9801099,9307189
11563,11564,9412197,11105,9707043,9502024,9602011,9504084,11105,6234,9304141,9711006,9707212,9703140
11564,11565,9412196,9608049,9709176,9707033,9602010,9711018,9608049,9904199,9906022,9604047,112189,101230
11565,11566,9412195,9301055,9605009,9301024,9603104,106056,9301055,9802004,104124,9212099,9511196,108105
11566,11567,9412194,303060,9601109,101133,9706170,9905066,303060,208015,9711196,9605043,9211095,9710171
11567,11568,9412193,9803144,9701155,3295,111263,110133,9803144,9710203,205054,9209020,9512022,9606180
11568,11569,9412189,9503170,9505073,301081,9612030,9709005,9503170,9310150,9511203,9704113,9805024,9707029
11569,11570,9412188,9710114,9705088,9411049,204124,9707097,9710114,9803152,9209064,9603168,9505068,9609147
11570,11571,9412187,9410101,111240,9202061,9701145,9911128,9410101,9804108,107075,109147,111013,9505167
11571,11572,9412186,208131,9507121,10100,9911062,9906144,208131,9512004,8177,9712122,9803011,9708089
11572,11573,9412185,211058,9708029,104221,9704079,9506066,211058,9808051,9807130,9807049,9904012,9701045
11573,11574,9412184,206254,8233,9511090,9701174,9808151,206254,106136,211111,112193,9505160,112101
11574,11575,9412182,9807236,9802013,9502111,9604058,9712060,9807236,9604167,10099,9607146,1176,9801141
11575,11576,9412181,9905187,9510055,9705136,9511230,9406028,9905187,9602113,203265,4149,9802056,9711177
11576,11577,9412180,206163,9607104,9410067,202095,9703065,206163,9611009,9710133,9706049,202182,9805111
11577,11578,9412179,9901008,9506086,10023,207200,107149,9901008,9608035,9511127,9801008,9804070,9601037
11578,11579,9412178,204029,201033,7098,9609123,9804053,204029,9708051,9912071,6054,9201044,9402002
11579,11580,9412177,102142,9712042,104098,9508091,210111,102142,9408164,9246,10258,109140,9701169
11580,11581,9412176,9706077,9507022,9165,303086,9912092,9706077,9911231,208206,9907185,9810255,9510195
11581,11582,9412175,9507144,9602132,9606120,9510225,9609101,9507144,9701080,5123,108190,9810019,9908165
11582,11583,9412174,9601013,9804150,9507100,9704083,3164,9601013,9410013,6250,9502130,110235,103146
11583,11584,9412171,9807049,9809118,9411224,9612232,9801170,9807049,9707150,5155,206138,9310023,9908004
11584,11585,9412169,9405188,9509050,9305154,9912213,9607134,9405188,9906183,106221,210250,9809137,9811213
11585,11586,9412168,9505170,9710241,9507070,9805202,9408179,9505170,9701077,9203030,9312143,111220,106109
11586,11587,9412167,209190,9506207,103029,9707184,9601006,209190,9306043,9502126,9410008,9303122,9810097
11587,11588,9412166,9702039,1136,9509034,9901003,9611045,9702039,9608046,9704044,9607001,112261,2143
11588,11589,9412165,111261,207010,9403196,9704205,9612149,111261,9901064,9712218,9405070,9304086,201139
11589,11590,9412164,4084,9606030,9611101,9509148,9811059,4084,9708138,9306162,9706170,11237,9701091
11590,11591,9412163,9610090,9603188,9305174,9807126,9503142,9610090,9904027,7212,9810245,9804135,9910199
11591,11592,9412162,9902138,9807128,9910121,9811244,9809036,9902138,9612039,9503125,204083,9411185,9708033
11592,11593,9412161,9605160,6173,201200,9511164,208111,9605160,102142,9912085,6120,9307093,9612217
11593,11594,9412160,9901124,9612030,201192,9510178,9503175,9901124,9609049,9705088,9408116,9407129,3135
11594,11595,9412159,210145,9611093,9511110,9509149,9811176,210145,9410121,9905180,9307166,9903105,9610143
11595,11596,9412158,203223,9507141,9810059,9506106,9803224,203223,9511195,103171,6026,108204,9906071
11596,11597,9412157,203058,9808165,9709145,9508068,107196,203058,203058,9706035,201267,109163,9604018
11597,11598,9412156,9311137,9602150,9806057,9601171,9806034,9311137,212313,9312103,9603006,9808142,9710025
11598,11599,9412155,9401072,9707036,9711191,9506113,9808036,9401072,7039,9511169,9511131,9610029,9606135
11599,11600,9412154,9503092,9608125,8010,9507129,9511172,9503092,9903173,9301069,9508053,202010,9809011
11600,11601,9412153,9505093,9601166,9509092,9507164,8138,9505093,9605109,110238,9706075,9504005,9907091
11601,11602,9412152,9803152,9610144,202062,9610017,9308086,9803152,104090,9811167,10079,9802027,9412152
11602,11603,9412151,9901064,9906124,112203,9701121,9611224,9901064,9903044,9604192,9701155,9401013,9711111
11603,11604,9412150,9506181,107060,9307091,9804194,6144,9506181,107193,9608006,9510186,9309030,9504138
11604,11605,9412149,9801037,9511079,9307180,9088,209266,9801037,9902053,9405088,110213,9610023,208112
11605,11606,9412148,205047,110261,9212021,9611044,9509126,205047,9705068,9705224,9805163,9406152,208198
11606,11607,9412147,208015,9902199,9510072,3034,9810172,208015,9911215,9509077,9610121,212190,9406014
11607,11608,9412146,103226,9504047,8165,209071,9805181,103226,203142,3155,9411078,9207067,1001
11608,11609,9412145,9803065,9708042,9505047,9811130,109109,9803065,9609233,9806016,107033,9401014,9605070
11609,11610,9412144,6121,101041,9309083,9801016,9802013,6121,9507001,9406007,108042,9703107,9703171
11610,11611,9412143,2108,9703178,9607156,9302071,9409119,2108,9701141,7217,9911101,208146,9909229
11611,11612,9412142,209166,9712194,9210013,9305093,9808007,209166,9507144,12193,9806141,9703132,9806130
11612,11613,9412141,9512004,9602179,9602027,9510233,9501051,9512004,9710168,204061,9508044,9504105,9607011
11613,11614,9412140,1076,9503172,9707136,9602118,9803093,1076,9701095,202093,9712035,9602088,9806106
11614,11615,9412139,9311027,9911111,9603151,9710044,11011,9311027,303060,9511091,9707003,9910161,102009
11615,11616,9412138,206251,9504027,9401058,9604199,9501068,206251,9803144,9702185,9806181,9305181,9707102
11616,11617,9412137,107034,9803036,9506096,9603073,201193,107034,9307043,9602064,9703063,9901074,9909214
11617,11618,9412136,211112,9810216,9212110,9604059,6078,211112,9410101,9603029,9710189,9209113,109098
11618,11619,9412135,205195,9803016,9201027,9508143,9612160,205195,206186,9808141,4199,9511110,206075
11619,11620,9412134,207177,9610151,9501017,9810245,9904119,207177,202095,9506146,9709055,9410166,9902197
11620,11621,9412133,9910171,9605053,9602101,9707092,9041,9910171,207238,9511106,12249,9603062,103056
11621,11622,9412132,9903170,9804039,9502015,9511048,106122,9903170,205047,9611041,9704084,9307159,107075
11622,11623,9412131,9605022,9705109,9210038,9604051,112024,9605022,9803065,9608093,9904077,207281,9906201
11623,11624,9412130,9610056,9507112,9507104,9601168,9806231,9610056,9807236,9612125,9305112,9310055,5152
11624,11625,9412129,9706018,9601064,3004,9510135,7094,9706018,9308140,9503098,9706048,9403188,9902191
11625,11626,9412128,9601049,9510053,106144,9608068,203039,9601049,208131,9512118,9404006,110231,202073
11626,11627,9412127,201008,9603086,9410203,9511030,9505083,201008,9809121,9508139,9306085,9111,102154
11627,11628,9412126,9803017,2043,9507136,9703115,9609073,9803017,9608049,102034,9312021,9805030,106131
11628,11629,9412125,2185,101067,7189,9611176,205235,2185,111273,204092,9806017,9712254,9909102
11629,11630,9412124,11007,9811244,4184,9710236,206127,11007,9210079,9808114,9808073,9705015,9912045
11630,11631,9412123,9701077,9905222,9201050,9610237,204082,9701077,11104,210091,9601016,9202072,101020
11631,11632,9412121,9307143,9712200,9305093,9603075,9703045,9307143,107034,9208076,9903061,101188,207083
11632,11633,9412120,9610050,9508045,103133,9604023,9509170,9610050,205245,9904106,9804074,9408016,9805026
11633,11634,9412119,103054,9903075,9305041,9508154,9409095,103054,1175,9410239,106093,9201001,9412169
11634,11635,9412117,112075,9506071,12132,9512012,9609031,112075,9905187,5265,207161,9812098,1129
11635,11636,9412116,9803159,9506057,212139,9604198,208138,9803159,112075,9301003,9704154,9412071,7248
11636,11637,9412115,9710153,9603043,6171,9709012,9511147,9710153,9311137,9804011,9703192,9503204,107143
11637,11638,9412114,9809024,9506205,10191,9512059,9802196,9809024,9902138,1188,9310067,9705150,2140
11638,11639,9412113,9503060,9709213,101007,9604037,9304115,9503060,9410005,9612025,9712231,8130,9611056
11639,11640,9412112,9303133,9906238,9905026,9510041,207081,9303133,202023,206036,9906207,9309085,9810143
11640,11641,9412110,9702134,205095,210054,203097,9702192,9702134,212122,9711008,9604183,7210,11054
11641,11642,9412109,9248,9604064,9211057,9712027,2120,9248,204029,9909074,9133,9705108,9702186
11642,11643,9412108,202095,9511214,9248,9803044,7009,202095,9605160,9801175,9704027,9310019,9511013
11643,11644,9412106,1175,9503124,9509142,9604054,9509136,1175,110018,9812179,9807079,9804152,9809074
11644,11645,9412103,9812137,301060,9705183,9507022,9505067,9812137,9601013,202100,9703029,207201,201128
11645,11646,9412102,9406071,9705207,9706167,107060,9602107,9406071,7200,8012,12233,9501063,9609170
11646,11647,9412100,201122,9512201,9609089,9610133,9604074,201122,9702039,9505140,9310126,201109,107157
11647,11648,9412097,108192,109156,9808040,9604071,9705151,108192,201008,9312160,210131,102187,9705134
11648,11649,9412095,9602151,9612004,9808173,9604175,9811038,9602151,4084,212329,12221,212052,9903044
11649,11650,9412094,9601129,9603082,9309115,9710118,9707201,9601129,9803017,206050,206136,1098,9706089
11650,11651,9412093,9407112,9705164,9510185,9511080,9701120,9407112,9809024,11283,211290,9304116,9811195
11651,11652,9412092,9303045,9801004,110216,9305094,4137,9303045,10253,8093,9706094,201126,106192
11652,11653,9412091,109036,8137,9305110,9604140,212106,109036,108192,9505102,9803191,9133,9601179
11653,11654,9412088,104090,9601013,101103,9601050,9411082,104090,9212026,9506181,9605236,3170,109152
11654,11655,9412087,9809121,9804053,9310022,9909224,9412033,9809121,9505093,2171,12051,9210052,9712233
11655,11656,9412086,206075,9501090,9812009,9704130,9403141,206075,9905069,6022,108113,9607213,9506109
11656,11657,9412084,9812165,9706191,9910046,9704119,9610178,9812165,9405188,9401053,9706046,9029,9803061
11657,11658,9412083,106136,9610226,9703023,210095,8210,106136,9807202,9708128,9811107,102054,9608171
11658,11659,9412081,6234,9511061,207007,109060,9707033,6234,211112,6118,9908082,9409104,9601074
11659,11660,9412079,9511176,9810107,9801105,9602005,9701010,9511176,205195,9204069,9909196,9706133,9702202
11660,11661,9412078,9402060,9803047,5201,9409137,9809082,9402060,9407026,9907127,110248,9306050,9703209
11661,11662,9412077,102146,9701010,9208015,9305181,9710084,102146,9903170,9601152,9508039,9408057,9904179
11662,11663,9412076,9607067,9809040,9203046,9705233,1151,9607067,5134,9603024,1157,3026,6058
11663,11664,9412075,204200,9904055,111211,9612144,111144,204200,9311027,9610175,11255,111122,112141
11664,11665,9412074,9803221,9510103,9711142,201058,9906228,9803221,9706018,3022,9610112,209118,9904036
11665,11666,9412073,9704133,9506200,9811066,9608107,107228,9704133,206251,102068,9811207,9612069,109213
11666,11667,9412072,112019,9707115,9312161,9905079,9811237,112019,9510093,2081,9805031,9118,205115
11667,11668,9412071,9305151,9704108,9206077,9603069,9605235,9305151,9703182,9401092,8249,9404187,9811056
11668,11669,9412070,9702171,11198,8199,9607234,203040,9702171,9612077,11085,9912177,9302026,10263
11669,11670,9412069,9808018,9905023,9307048,9612222,9502155,9808018,9707261,9904173,106046,9601128,203231
11670,11671,9412068,9610032,9506192,9301059,108023,9901086,9610032,111261,9912269,9212006,9709181,9910183
11671,11672,9412067,203146,9506156,9205058,9711194,111246,203146,1076,9909054,9810212,9512095,109087
11672,11673,9412065,5143,210197,9912263,9902142,2050,5143,9704102,9311111,9308062,9411188,5157
11673,11674,9412064,208215,9411195,9306033,9712169,302121,208215,9512210,209110,9401121,9703125,9409137
11674,11675,9412063,9306154,9811009,204082,9512180,212064,9306154,9710114,9811078,9607131,9804030,9805204
11675,11676,9412062,9512011,9609138,9185,9701014,9512180,9512011,1188,206058,209064,9809202,3292
11676,11677,9412061,111285,107109,9407067,9512161,9809197,111285,2108,9303021,9709209,109101,9409061
11677,11678,9412060,102161,9511065,9710159,9908084,6038,102161,9812133,9089,9706074,9510190,9307052
11678,11679,9412059,9712051,9908068,9506083,208055,3068,9712051,107262,9703177,9911112,9906166,9502050
11679,11680,9412058,204252,9510183,210164,9706032,9703104,204252,9610056,9308046,1073,9412145,206162
11680,11681,9412056,9804108,9604123,9209106,9509146,9604040,9804108,205277,207124,9612234,9501078,9803012
11681,11682,9412055,9812207,9510199,9909147,205245,111244,9812207,9311168,112170,9801093,9702142,4194
11682,11683,9412054,9711074,9610134,107001,9708165,9144,9711074,9601049,1162,9707110,9302116,9709166
11683,11684,9412053,206097,9703196,9912169,9609200,9905083,206097,2185,9911175,9907101,9810187,9406212
11684,11685,9412052,9909018,9712045,9411201,9510190,9510101,9909018,3192,9812193,9807156,9903111,203219
11685,11686,9412051,204043,201008,7046,9712200,207048,204043,102146,210097,9807139,9312005,9511217
11686,11687,9412050,9601123,9810020,9303099,9310013,9609016,9601123,103054,9510097,9612251,112262,101108
11687,11688,9412049,9908024,9509017,106194,9306111,5009,9908024,109086,9809058,6122,9302088,112218
11688,11689,9412044,105127,9509076,9312115,204018,9904061,105127,5197,9705137,8213,9806157,9501140
11689,11690,9412043,9904027,9702056,107197,9707194,209133,9904027,304093,9909168,205078,7176,9804165
11690,11691,9412042,9403045,9503130,107238,9709008,9904167,9403045,9610090,9402121,208044,202137,9410165
11691,11692,9412041,9903131,9805185,106035,9609112,109224,9903131,6121,9407095,9711082,9702039,206117
11692,11693,9412040,9026,9710126,9408104,9509042,1090,9026,9812137,9801200,212177,9805023,9612199
11693,11694,9412039,9510179,9712015,9704119,9601145,9405074,9510179,110079,9612231,205163,9705088,202082
11694,11695,9412038,9612077,9606043,9207089,9808165,9611009,9612077,111258,9905036,3185,110118,9211036
11695,11696,9412036,9911215,9607203,203060,9612004,9702065,9911215,11007,9205022,9906239,210186,208063
11696,11697,9412033,7039,10261,11278,9603051,9908124,7039,9503092,9710112,9812095,7073,207269
11697,11698,9412032,9710168,9806205,212131,9607169,9704136,9710168,9610050,9503160,9711034,203136,204133
11698,11699,9412030,209223,110256,202198,9603028,9510076,209223,9803159,204167,9610120,3228,9606179
11699,11700,9412029,9245,9705226,209084,9604062,9805110,9245,302196,9906191,9711021,9512187,9602005
11700,11701,9412027,9609194,9410142,106242,9809121,9508152,9609194,9503060,9412065,9111,9810127,9506207
11701,11702,9412024,11224,9404063,9406214,9810109,9506137,11224,9706169,9307011,11245,301180,9712059
11702,11703,9412023,108141,9910058,9404134,9904213,9610088,108141,203084,10082,109032,4107,9612164
11703,11704,9412022,9712171,9609007,203193,7225,9604054,9712171,207177,9907206,208188,9403071,102135
11704,11705,9412020,103095,9711008,204222,9601059,9603104,103095,9706077,9402021,9702143,9207001,1170
11705,11706,9412019,10253,9504113,302184,9603129,102201,10253,9702134,9712121,212059,9405143,9504012
11706,11707,9412018,9609133,9611197,201016,9703222,9310181,9609133,9601129,9211090,207016,9510018,210134
11707,11708,9412017,9901104,9507041,204062,9511126,9509001,9901104,9303045,7127,9905117,4026,9703041
11708,11709,9412014,9505067,9706066,205119,9512006,108097,9505067,109147,9710034,12068,9209112,9908020
11709,11710,9412012,9307050,6178,210184,9811110,9902027,9307050,9806017,9912205,201145,4130,9912214
11710,11711,9412010,9406009,9606096,208120,9311144,10080,9406009,208215,9410007,202074,201042,2186
11711,11712,9412009,9611138,9505025,108185,9804156,9504150,9611138,9511176,9302093,9610163,9705105,7053
11712,11713,9412006,9406086,9603072,205302,1081,9709145,9406086,9605022,9712191,9804206,9702176,8012
11713,11714,9412005,9807218,9807126,209009,9809210,9811191,9807218,5045,9208001,9810154,9704010,9904076
11714,11715,9412004,9704206,9707092,210199,9608075,9505144,9704206,201122,9803051,102178,9809056,9811257
11715,11716,9412003,9910007,9605221,202144,9512139,9505061,9910007,9602151,9903130,2047,205247,204074
11716,11717,9412002,9511048,9711122,203248,9510074,9512112,9511048,9407112,3237,9910161,9710144,9811178
11717,11718,9412001,9606090,9506171,205270,9509160,1128,9606090,109036,9703140,9911217,9212126,9711029
11718,11719,9411242,203142,9508039,212032,9604077,9702144,203142,111045,210012,10065,9210117,4084
11719,11720,9411241,109173,9509052,9404186,9512046,111138,109173,9809064,9912036,11031,9902093,201109
11720,11721,9411238,111230,9903258,9504114,211157,9606123,111230,207142,9609198,102060,9607003,9811116
11721,11722,9411237,9910070,9507012,9611053,9511171,9705129,9910070,9503170,9609106,107227,9903249,9711194
11722,11723,9411236,5045,9510034,9404060,9605212,9710026,5045,9704133,7072,204227,9510105,9307053
11723,11724,9411235,9610081,9909138,9907061,9603191,9312190,9610081,9903131,1013,208080,112053,9410003
11724,11725,9411234,9405035,9806142,12188,9509009,9505113,9405035,9610032,9707031,208146,109015,9802127
11725,11726,9411232,9401058,9504081,9506192,203200,9701104,9401058,9704206,9912198,9905173,9403017,9808068
11726,11727,9411231,9310088,5225,9508095,9511017,9708094,9310088,9608118,9204064,107153,4170,212261
11727,11728,9411230,210302,9508056,9610159,9501075,1221,210302,9711074,9503136,201025,9609063,9804136
11728,11729,9411229,203098,201079,9512016,9802048,5143,203098,6059,10205,9710245,9903170,9908093
11729,11730,9411228,9906152,9605170,9606111,9807159,9710224,9906152,9803221,9803091,1077,9612082,4007
11730,11731,9411227,9903223,9611132,9608121,9705102,9601078,9903223,9808018,9605141,9211084,9504064,103083
11731,11732,9411226,9611009,9611041,9903256,9607003,6034,9611009,9411048,9901035,11281,108061,9310072
11732,11733,9411224,205038,9601158,9507003,9906209,9903251,205038,11093,9812130,9907203,103041,9807147
11733,11734,9411221,9904074,9901003,9610065,2245,9806113,9904074,9512011,205053,9809063,9306009,9406157
11734,11735,9411220,110079,9611199,9811231,9905083,101163,110079,9903054,5172,9806186,9202012,111009
11735,11736,9411219,9211033,9509123,9512165,9033,9603138,9211033,9709084,9610017,9705095,9307040,9709031
11736,11737,9411218,9608123,9804101,9701010,9510234,9803057,9608123,9712171,207153,9708047,9508090,207131
11737,11738,9411217,9905069,109105,9512021,9510023,9509120,9905069,109076,9810236,9807050,110292,9610085
11738,11739,9411216,9610121,102195,9905069,9512017,10238,9610121,9306154,9209072,9711105,9412059,9701009
11739,11740,9411215,9806017,1036,9905194,9510129,201179,9806017,9305151,9808086,9909198,9204026,9601057
11740,11741,9411213,9208031,9904102,9603075,9508155,9610087,9208031,9702171,103096,103033,9907067,9704041
11741,11742,9411210,12139,106035,9601027,9701082,5074,12139,9812109,9608103,103248,9905016,9811129
11742,11743,9411209,9311168,9702156,9510179,9702070,9805124,9311168,9510179,9810077,207060,107123,9812038
11743,11744,9411207,9404061,9505023,9705201,9608041,9605219,9404061,9812165,9409175,9604141,9809108,3278
11744,11745,9411206,9610029,9504095,108199,9704115,104047,9610029,102190,9604148,9709114,9906154,9605051
11745,11746,9411205,9702053,9611235,207271,111270,9807052,9702053,9401072,109175,9701163,11257,9506071
11746,11747,9411204,9511125,7213,9603110,9802110,9704215,9511125,9601123,107265,9707021,110059,9810150
11747,11748,9411203,9505102,9701145,9710222,9508046,203263,9505102,9303133,211019,9805154,9308102,9807137
11748,11749,9411202,9501070,1128,9711016,9508144,9911139,9501070,9609133,9712123,9611162,205269,9802007
11749,11750,9411201,9403173,9611219,9801043,9601151,9706033,9403173,210302,9605088,9705017,202032,9909073
11750,11751,9411200,112222,9504147,3090,9906038,101071,112222,1217,6227,9705147,206112,9711169
11751,11752,9411199,9402097,9505038,9804061,206162,9603151,9402097,9610121,9610012,9907201,9702048,8185
11752,11753,9411198,9407026,112262,9604021,9811136,112263,9407026,9904068,9704201,9705063,9612109,106134
11753,11754,9411197,9808036,9611088,206054,9509132,9612138,9808036,9803112,9907070,9901087,110297,9906077
11754,11755,9411196,9701148,4135,210244,9508096,9510020,9701148,203146,9307189,4098,212235,110238
11755,11756,9411195,9210079,9809049,9704196,9803175,9810056,9210079,9245,9509070,9704201,9207086,204072
11756,11757,9411194,9605140,9807123,9602011,110139,9611056,9605140,9502143,9702081,8226,9212021,9406136
11757,11758,9411192,109076,9505053,9709227,9803201,9809169,109076,9026,9601036,9912258,9303133,207209
11758,11759,9411191,109147,9809041,9606039,9803019,10257,109147,9901104,9405019,9803257,207138,9812242
11759,11760,9411190,7055,9807038,107191,6173,9602119,7055,9606090,9404042,202072,9907225,9808025
11760,11761,9411189,11289,9606123,9810180,201122,9610134,11289,9077,9306012,211097,11143,9310075
11761,11762,9411188,9704102,9605010,9607148,9511037,6039,9704102,9609194,9402118,203274,9708030,9307092
