S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
9896,109070,0.001806989,0.531096408,0.013255833,0.000167637,0.024981954,0.001806989,0.001955751,0,0.006633494,0.00111775,0.011579813,0.026923077,0.00111775,0.018870113
9897,108041,0.000351457,0.407533715,0.010770336,3.13E-05,0.016672422,0.000351457,0.000375504,0.564774111,0.002487558,0.000240316,0.023594548,0.032692308,0.000240316,0
9898,111102,0.000124559,0.373491189,0.011598828,1.93E-05,0.008165205,0.000124559,0.000137203,0.000329418,0.006633494,0.000852284,0.02392074,0.023076923,0.000852284,0.050322443
9899,109160,0,0.376433227,0.005799321,1.25E-05,0.008801579,0,0,0.281639207,0.000829365,4.43E-05,0.022126684,0.019230769,4.43E-05,0.113227103
9900,111263,0.000363737,0.046319462,0.006627834,2.70E-24,0.002769246,0.000363737,0.000376106,0.161036918,0.00165873,3.19E-19,0.025986622,0.021153846,3.19E-19,0.195003129
9901,201033,0,0.028284172,0,3.75E-26,0.00040658,0,0,0.002893386,0,3.17E-19,5.44E-05,0.001923077,3.17E-19,0.012579552
9902,203277,0.000128068,0.356731199,0.009941823,5.43E-06,0.012742132,0.000128068,0.000137805,0,0.00165873,6.38E-05,0.031423154,0.036538462,6.38E-05,0.106936542
9903,204078,6.02E-05,0.425602995,0.009113331,3.17E-05,0.022427419,6.02E-05,6.08E-05,0.000329418,0.00165873,0.001215553,0.019354053,0.030769231,0.001215553,0.006291814
9904,9708070,0,0.100715633,0.004142316,3.95E-16,0.003711446,0,0,0.000329418,0,3.17E-19,0.01288458,0.021153846,3.17E-19,0
9905,9902089,0,0.100022226,0.012427341,8.91E-17,0.00643654,0,0,0.000494127,0,3.17E-19,0.061748128,0.059615385,3.17E-19,0.006291814
9906,9907033,0,0.295815793,0.011598828,1.72E-06,0.019647269,0,0,0.079589262,0,3.17E-19,0.035554918,0.059615385,3.17E-19,0.012579552
9907,9612127,0,0,0.010770336,0,0,0,0,0.000658836,0.011608629,0.003842266,0,0,0.003842266,0.018870113
9908,9909021,0.000446777,0.109532163,0.009113331,9.38E-17,0.00541413,0.000446777,0.000464566,0.373527636,0.004145936,0.000520452,0.006197646,0.028846154,0.000520452,0
9909,9902081,0.000115203,0.140680333,0.007456326,7.29E-14,0.002370897,0.000115203,0.00012938,0,0.005804315,0.000217961,0.00092421,0.011538462,0.000217961,0
9910,5099,1.87E-05,0.287141051,0.004970829,1.43E-06,0.004285817,1.87E-05,2.14E-05,0,0.000829365,6.69E-05,0.031042596,0.026923077,6.69E-05,0.018870113
9911,6242,0.001169572,0.363400098,0.008284818,2.48E-05,0.01166376,0.001169572,0.001209557,0.001509832,0.003316757,6.29E-05,0.032945382,0.026923077,6.29E-05,0
9912,6090,0.001514596,0.43298444,0.005799321,4.08E-05,0.031694998,0.001514596,0.001582654,0,0.002487558,0.00175347,0.00163096,0.019230769,0.00175347,0.031450918
9913,6067,7.89E-05,0.340450633,0.006627834,8.98E-06,0.003730464,7.89E-05,8.85E-05,0.210796441,0.004145936,0.000570751,0.004892879,0.011538462,0.000570751,0.031450918
9914,101192,0.001374248,0.405116377,0.01574133,0.000117528,0.036700271,0.001374248,0.001372034,0.000988253,0.007462693,0.00970214,0.014841732,0.044230769,0.00970214,0
9915,106062,9.94E-05,0.358030523,0.007456326,2.90E-05,0.01052665,9.94E-05,0.000122159,0.003596144,0.005804315,0.001264455,0.001196037,0.009615385,0.001264455,0.006291814
9916,106244,0.000742678,0.565330221,0.006627834,0.000422765,0.058788057,0.000742678,0.000764247,0.130188271,0.000829365,3.17E-19,0.012993311,0.032692308,3.17E-19,0.031450918
9917,108026,0.000461396,0.315895042,0.002485332,9.02E-06,0.003710198,0.000461396,0.000474796,0.084369961,0.000829365,3.17E-19,0.002337709,0.013461538,3.17E-19,0.044031882
9918,110053,2.25E-07,0.051401299,0.001656819,4.72E-22,0.000801009,2.25E-07,2.66E-07,0.01233905,0.000829365,1.83E-05,0.001087306,0.009615385,1.83E-05,0.025160516
9919,110245,0,0.139766294,0.001656819,1.13E-13,0.002326158,0,0,0.679745129,0,3.17E-19,0.001413498,0.013461538,3.17E-19,0.056612846
9920,111099,0.000801157,0.421863003,0.009113331,2.53E-05,0.017345182,0.000801157,0.000830442,0.035362661,0.00165873,0.000180237,0.051025656,0.040384615,0.000180237,0.025160516
9921,203106,0,0.314442792,0.003313824,1.16E-05,0.003900137,0,0,0.000988253,0,3.17E-19,0.036370397,0.023076923,3.17E-19,0.018870113
9922,205154,0.001350856,0.507483632,0.006627834,0.000133927,0.017179989,0.001350856,0.001378052,0.000494127,0.002487558,0.000275246,0.004023033,0.021153846,0.000275246,0.056612846
9923,208121,8.89E-06,0.415021586,0.003313824,6.96E-05,0.00824579,8.89E-06,1.92E-05,0.047163848,0.00165873,1.02E-07,0.00521907,0.007692308,1.02E-07,0.012579552
9924,9711018,0.000146781,0.099663636,0.002485332,5.58E-16,0.001823726,0.000146781,0.000151044,0.308961119,0.000829365,3.18E-19,0.000380557,0.007692308,3.18E-19,0
9925,202012,0.001403487,0.423149523,0.010770336,5.90E-05,0.012919606,0.001403487,0.001456282,0.741566954,0.004145936,0.002473022,0.018103651,0.032692308,0.002473022,0
9926,11113,0.000596482,0.25653787,0.01574133,6.54E-07,0.009023485,0.000596482,0.000613805,0.198308026,0.005804315,0.004093759,0.03169498,0.05,0.004093759,0.006291814
9927,9911003,2.83E-05,0.265157825,0.005799321,4.32E-07,0.010454527,2.83E-05,3.43E-05,0.000658836,0.00165873,0.001012961,0.002881362,0.025,0.001012961,0.031450918
9928,2202,0,0.121928762,0,1.95E-15,0.001331876,0,0,0.013231615,0,3.17E-19,0.000108731,0.005769231,3.17E-19,0
9929,9803117,0.000923962,0.196430784,0.01905534,4.97E-09,0.002011489,0.000923962,0.000986902,0.262429249,0.019071302,0.003339278,0.000217461,0.001923077,0.003339278,0
9930,9804123,0.001830381,0.198709458,0.014084325,4.97E-09,0.004530559,0.001830381,0.001919645,0.059620547,0.012437808,0.004303338,0.005490897,0.013461538,0.004303338,0
9931,9712079,0.000216371,0.202909758,0.004970829,4.97E-09,0.01261794,0.000216371,0.00022446,0,0.000829365,2.42E-05,0.003425015,0.017307692,2.42E-05,0
9932,9908096,0.001415183,0.196546404,0.014912838,4.97E-09,0.002245594,0.001415183,0.001468318,0.271659614,0.014096187,0.001292398,0.006632569,0.003846154,0.001292398,0
9933,11178,0,0.334413008,0.000828678,1.51E-06,0.009007236,0,0,0.149480158,0,3.17E-19,0.002990092,0.007692308,3.17E-19,0
9934,206043,0,0.205832585,0.008284818,8.27E-09,0.008696733,0,0,0.000713739,0,3.17E-19,0.016527057,0.032692308,3.17E-19,0.056612846
9935,206069,0,0.373086459,0.007456326,6.47E-06,0.0132578,0,0,0.681598702,0,3.17E-19,0.014243713,0.034615385,3.17E-19,0.012579552
9936,9910211,0,0.211045317,0.004142316,5.27E-09,0.009032834,0,0,0.014001612,0,3.17E-19,0.00173969,0.017307692,3.17E-19,0
9937,9804199,0.000912266,0.194500829,0.019883832,2.95E-09,0.004897576,0.000912266,0.000944778,0.134188832,0.017412944,0.001935105,0.001250402,0.015384615,0.001935105,0.012579552
9938,9907058,0.003625674,0.27182038,0.012427341,2.51E-07,0.008349306,0.003625674,0.003634688,0.002547498,0.007462693,0.000380035,0.00777424,0.023076923,0.000380035,0.044031882
9939,4076,4.47E-05,0.195147683,0.010770336,5.65E-09,0.006577977,4.47E-05,5.86E-05,0,0.005804315,0.00030319,0.002500805,0.025,0.00030319,0
9940,108070,0.000125144,0.378264092,0.007456326,2.04E-05,0.005072077,0.000125144,0.000152849,0.235657402,0.003316757,0.000344407,0.026965198,0.023076923,0.000344407,0.031450918
9941,205285,9.53E-06,0.1945316,0.003313824,2.95E-09,0.004897576,9.53E-06,1.21E-05,0.210004588,0.000829365,0.000134829,0.000978576,0.015384615,0.000134829,0.062903248
9942,9904182,0.001309921,0.193292634,0.013255833,3.39E-09,0.00475464,0.001309921,0.001366017,0,0.007462693,0.00066576,0.017668728,0.032692308,0.00066576,0.025160516
9943,9811165,1.74E-05,0.193412952,0.002485332,1.77E-09,0.00309831,1.74E-05,1.92E-05,0.06235454,0.000829365,1.89E-05,0.000652384,0.015384615,1.89E-05,0
9944,3277,0.002374232,0.279516923,0.005799321,6.96E-07,0.002975816,0.002374232,0.002461237,0.45191682,0.003316757,5.77E-07,0.010818698,0.011538462,5.77E-07,0
9945,6234,1.56E-05,0.195754288,0.007456326,4.54E-09,0.0071009,1.56E-05,1.83E-05,0,0.002487558,4.32E-05,0.007176222,0.025,4.32E-05,0.40887903
9946,101071,7.08E-05,0.192661836,0.004142316,1.77E-09,0.001741225,7.08E-05,8.85E-05,0.157897356,0.004145936,0.00017395,0.000380557,0.003846154,0.00017395,0.018870113
9947,108181,2.98E-05,0.37438819,0.008284818,2.64E-05,0.026208724,2.98E-05,3.78E-05,0.631525415,0.000829365,2.79E-05,0.020985013,0.040384615,2.79E-05,0
9948,201137,0,0.316900486,0.001656819,3.30E-06,0.002028407,0,0,0.273676661,0,3.17E-19,0.004131764,0.009615385,3.17E-19,0.069193809
9949,9809079,0,0.180637571,0.002485332,7.11E-10,0.002099909,0,0,0.000686287,0,3.17E-19,0.009133373,0.013461538,3.17E-19,0.025160516
9950,9910199,7.37E-05,0.286013209,0.004970829,2.26E-05,0.003663216,7.37E-05,7.88E-05,0.00222357,0.002487558,0.00019351,0.00592582,0.013461538,0.00019351,0.044031882
9951,9809090,0,0.253532336,0.002485332,9.18E-06,0.001403672,0,0,0.261799335,0.00165873,0.000134829,0.002826997,0.009615385,0.000134829,0
9952,6098,0.000390637,0.374540419,0.011598828,0.000346146,0.025167071,0.000390637,0.000426053,0.22798103,0.004145936,0.001145694,0.016907614,0.030769231,0.001145694,0.031450918
9953,9907169,0.001812837,0.291846068,0.006627834,2.73E-05,0.005420179,0.001812837,0.001865485,0.256427432,0.00165873,4.37E-08,0.020223898,0.030769231,4.37E-08,0.056612846
9954,9910056,0.001222203,0.192800416,0.009941823,3.77E-10,0.00693497,0.001222203,0.001323893,0.253065959,0.005804315,0.000740509,0.011036159,0.023076923,0.000740509,0.050322443
9955,112157,0.000139764,0.294428219,0.004142316,1.06E-06,0.002453991,0.000139764,0.000148637,0.004776558,0.002487558,2.75E-05,0.008535355,0.011538462,2.75E-05,0.094355737
9956,207070,1.25E-06,0.17858316,0.002485332,9.06E-11,0.002769014,1.25E-06,1.55E-06,0,0.000829365,0.000452689,0.002826997,0.009615385,0.000452689,0.018870113
9957,210080,0.000250873,0.321971651,0.006627834,1.02E-05,0.016071866,0.000250873,0.000235292,0,0.000829365,5.32E-07,0.01799492,0.032692308,5.32E-07,0.056612846
9958,212198,4.44E-05,0.57298454,0.012427341,0.000686967,0.033420634,4.44E-05,4.99E-05,0.003486338,0.000829365,6.34E-05,0.237245897,0.059615385,6.34E-05,0.006291814
9959,9901093,0.000577184,0.20560469,0.011598828,2.17E-09,0.00968376,0.000577184,0.000619823,0.194981995,0.006633494,0.000761467,0.00429486,0.025,0.000761467,0
9960,108122,3.37E-07,0.248101727,0.000828678,1.42E-06,0.00077044,3.37E-07,5.75E-07,0,0.000829365,0.000175347,0.000380557,0.005769231,0.000175347,0.012579552
9961,9805212,0.000281867,0.09942204,0.003313824,3.95E-16,0.002720853,0.000281867,0.000287646,0.000329418,0.00165873,9.15E-05,0.003425015,0.011538462,9.15E-05,0
9962,9708021,0.008835301,0.114219119,0.005799321,1.50E-16,0.004448869,0.008835301,0.009040263,0.352731455,0.000829365,4.08E-05,0.025877891,0.023076923,4.08E-05,0.025160516
9963,9811029,0,0.091988005,0,1.08E-17,0.000814128,0,0,0.001647089,0,3.17E-19,0.000652384,0.001923077,3.17E-19,0.006291814
9964,9710079,8.25E-05,0.134956318,0.004142316,5.52E-15,0.002550723,8.25E-05,9.33E-05,0.050406914,0.002487558,0.001215553,0.001848421,0.013461538,0.001215553,0.106936542
9965,9806173,0.000128068,0.193484607,0.007456326,2.92E-10,0.018151257,0.000128068,0.000131186,0,0.004145936,0.000285026,0.002174613,0.019230769,0.000285026,0.037741479
9966,9802187,0.003853741,0.180652518,0.011598828,3.55E-12,0.02244343,0.003853741,0.004067962,0.08557826,0.005804315,0.000229139,0.003098823,0.026923077,0.000229139,0.075484212
9967,9806109,3.59E-05,0.170193664,0.003313824,3.06E-12,0.008184925,3.59E-05,4.74E-05,0.00222357,0.002487558,0.000628734,0.000869845,0.009615385,0.000628734,0.056612846
9968,9812104,0.000730983,0.289283457,0.007456326,2.24E-07,0.049574783,0.000730983,0.000746194,0.361989296,0.002487558,0.001096792,0.022996529,0.028846154,0.001096792,0.012579552
9969,106218,4.33E-05,0.424671887,0.01574133,2.66E-05,0.070026792,4.33E-05,4.42E-05,0.477660836,0.000829365,0.000396103,0.049265307,0.082692308,0.000396103,0.031450918
9970,9808046,0,0.167161583,0.000828678,1.76E-13,0.00954454,0,0,0.00093335,0,3.17E-19,0.00081548,0.009615385,3.17E-19,0
9971,9804120,0.000204675,0.154593933,0.009113331,6.09E-13,0.004810766,0.000204675,0.000243115,0.104276118,0.009121051,0.002088795,0.000326192,0.003846154,0.002088795,0.044031882
9972,9712185,0.005901311,0.193108336,0.038110845,4.39E-12,0.045408371,0.005901311,0.005680704,0,0.026533995,0.01338345,0.01625523,0.059615385,0.01338345,0.025160516
9973,9912085,4.05E-05,0.169274368,0.004970829,3.79E-12,0.010487653,4.05E-05,4.40E-05,0.025934333,0.000829365,2.81E-05,0.013917521,0.025,2.81E-05,0.025160516
9974,9807086,0.000404672,0.17625863,0.001656819,1.11E-12,0.002120379,0.000404672,0.000408,0.094218614,0.000829365,7.82E-06,0.021528666,0.007692308,7.82E-06,0.025160516
9975,10172,0.000517536,0.401143771,0.007456326,5.10E-05,0.017487327,0.000517536,0.000555433,0,0.002487558,4.00E-05,0.003805572,0.028846154,4.00E-05,0.006291814
9976,9908115,0.001742663,0.305001215,0.009113331,2.11E-06,0.006624502,0.001742663,0.001811326,0.068644349,0.003316757,0.000922144,0.049578995,0.040384615,0.000922144,0.012579552
9977,9803065,1.63E-05,0.196274364,0.004142316,2.08E-08,0.001440364,1.63E-05,1.74E-05,0,0.003316757,0.000719552,0.00173969,0.005769231,0.000719552,0
9978,9308139,0,0,0.032311338,0,0,0,0,0.158197186,0.033167489,0.004610719,0,0,0.004610719,0.031450918
9979,9409089,0.001251442,0.000846596,0.176470435,1.09E-44,0.000468209,0.001251442,0.001287787,0.706431825,0.175787735,0.04909165,0.000598018,0.007692308,0.04909165,0.031450918
9980,9309034,0.001982425,0.002589455,0.012427341,5.78E-39,0.000829716,0.001982425,0.002052034,0.000329418,0.01077943,0.000248699,0.002935727,0.005769231,0.000248699,0.037741479
9981,9305163,0.001163725,0.002448553,0.009113331,5.89E-40,0.000967109,0.001163725,0.001197521,0.000658836,0.006633494,0.000249398,0.003642476,0.013461538,0.000249398,0
9982,9309145,0.00021871,0.000423298,0.060480359,5.43E-45,0.000234104,0.00021871,0.000229274,0.584729081,0.060530683,0.042853976,0.000217461,0.001923077,0.042853976,0.069193809
9983,9601064,0.000428648,0.02653802,0.006627834,2.42E-23,0.002304358,0.000428648,0.000448318,0.029041836,0.002487558,2.58E-07,0.007882971,0.023076923,2.58E-07,0.144679433
9984,9408039,0.005075944,0.011899904,0.012427341,1.33E-23,0.00310103,0.005075944,0.004826191,0.11187858,0.004975115,1.38E-05,0.015004828,0.036538462,1.38E-05,0.006291814
9985,9502074,0.015181166,0.014084397,0.014912838,1.97E-23,0.002307529,0.015181166,0.015707086,0,0.01077943,0.00111775,0.005980185,0.023076923,0.00111775,0.012579552
9986,9506138,0.009641136,0.012273019,0.022369329,1.97E-23,0.002831318,0.009641136,0.01005972,0.070919531,0.014925366,0.003346264,0.006741299,0.030769231,0.003346264,0
9987,9403137,0.006850244,0.011565499,0.021540837,1.33E-23,0.003168101,0.006850244,0.00674048,0.382285722,0.014096187,0.001131722,0.024899315,0.034615385,0.001131722,0.893244944
9988,9511227,0.010196741,0.013903023,0.012427341,1.72E-23,0.003122858,0.010196741,0.010689472,0.000329418,0.004975115,0.001914147,0.004240495,0.034615385,0.001914147,0.207584093
9989,9505074,0.000372509,0.011036228,0.007456326,1.21E-23,0.000933069,0.000372509,0.000403787,0.053827561,0.005804315,0.000789411,0.001359133,0.009615385,0.000789411,0
9990,9702068,8.77E-06,0.04416878,0.006627834,5.48E-24,0.002156642,8.77E-06,1.21E-05,0,0.00165873,7.47E-05,0.016472691,0.028846154,7.47E-05,0.213874496
9991,9412131,0.004795247,0.014047166,0.028168836,3.15E-24,0.009195517,0.004795247,0.004922474,0.237766493,0.002487558,0.001578822,0.021909223,0.111538462,0.001578822,0.138388872
9992,9404172,1.09E-05,0.003827069,0.002485332,3.19E-37,0.001006617,1.09E-05,1.11E-05,0.000658836,0.000829365,0.002675614,0.011090525,0.009615385,0.002675614,0.012579552
9993,205192,0.000369585,0.386251254,0.004970829,1.88E-05,0.004574991,0.000369585,0.000385132,0.005861284,0.000829365,0.000167663,0.018212381,0.025,0.000167663,0.018870113
9994,9705100,8.42E-07,0.001692834,0.004142316,2.61E-42,0.000985581,8.42E-07,8.73E-07,0.001619638,0.00165873,0.000185127,0.000543653,0.013461538,0.000185127,0
9995,9410030,0,0.000846596,0.000828678,1.09E-44,0.000468209,0,0,0.568153465,0,3.17E-19,0.000217461,0.003846154,3.17E-19,0.383717102
9996,9412003,8.95E-07,0.005510519,0.006627834,7.11E-40,0.002482235,8.95E-07,9.21E-07,0.061309459,0.000829365,1.88E-05,0.011634178,0.034615385,1.88E-05,0.025160516
9997,9412189,0,0.012302544,0.010770336,5.10E-24,0.004194956,0,0,0.000988253,0,3.17E-19,0.013645695,0.048076923,3.17E-19,0.006291814
9998,9606106,9.12E-07,0.00126962,0.004142316,1.63E-44,0.000702313,9.12E-07,1.04E-06,0,0.002487558,0.001425131,0.000706749,0.007692308,0.001425131,0.025160516
9999,9405069,0,0,0.011598828,0,0,0,0,0.118931659,0.012437808,0.001047891,0,0,0.001047891,0
10000,9506125,4.21E-05,0.000846596,0.010770336,1.50E-43,0.000491625,4.21E-05,4.24E-05,0.000823545,0.009950251,0.000309477,0.003098823,0.007692308,0.000309477,0.031450918
10001,9607204,0.000614026,0.002073718,0.005799321,2.90E-42,0.001032406,0.000614026,0.000631858,0.003129469,0.003316757,0.002053866,0.007991702,0.019230769,0.002053866,0.044031882
10002,9407169,6.02E-08,0.000423298,0.002485332,5.43E-45,0.000234104,6.02E-08,5.64E-08,0,0.002487558,0.000278739,0.000434923,0.005769231,0.000278739,0.050322443
10003,9507007,3.74E-05,0.00190443,0.005799321,2.75E-42,0.00100899,3.74E-05,3.81E-05,0.001317671,0.003316757,0.000172553,0.00337065,0.017307692,0.000172553,0.018870113
10004,9902101,0.001754359,0.29288564,0.009941823,5.65E-06,0.009261517,0.001754359,0.001979822,0.236050702,0.007462693,0.001334314,0.003588111,0.019230769,0.001334314,0.012579552
10005,9512044,7.49E-07,0.000762148,0.000828678,2.82E-43,0.000280929,7.49E-07,1.03E-06,0.419856062,0.000829365,3.17E-19,5.44E-05,0.003846154,3.17E-19,0
10006,9811008,0.000318708,0.133984453,0.008284818,5.32E-13,0.001065812,0.000318708,0.000341805,0,0.006633494,0.002123725,0.000489288,0.011538462,0.002123725,0.006291814
10007,9902088,0.000360813,0.133627636,0.024026334,8.13E-13,0.001011527,0.000360813,0.000373699,0.010980594,0.022388059,0.004114717,0.001250402,0.011538462,0.004114717,0
10008,9905177,0.002690016,0.133682137,0.038110845,7.11E-13,0.001043255,0.002690016,0.002912564,0.464663764,0.037313425,0.002836291,0.000543653,0.005769231,0.002836291,0.044031882
10009,9511116,2.22E-06,0.000762148,0.003313824,2.82E-43,0.000280929,2.22E-06,2.18E-06,0.482778355,0.003316757,0.001956063,5.44E-05,0.003846154,0.001956063,0.465493287
10010,9903146,0.001216355,0.141580174,0.004970829,1.46E-12,0.001136059,0.001216355,0.001275751,0.001152962,0.003316757,0.000179539,0.001794055,0.011538462,0.000179539,0.012579552
10011,9803132,0.000132162,0.010005682,0.009113331,1.21E-23,0.000798166,0.000132162,0.000145628,0.053827561,0.008291872,0.001488005,0.000978576,0.009615385,0.001488005,0.025160516
10012,9907062,0.001578923,0.244044683,0.009113331,9.02E-07,0.003617414,0.001578923,0.001570618,0.000329418,0.003316757,0.00063083,0.005382166,0.023076923,0.00063083,0.018870113
10013,1161,0.003344977,0.135412519,0.007456326,4.19E-12,0.003282268,0.003344977,0.003538405,0.003233785,0.00165873,0.000192812,0.006306377,0.030769231,0.000192812,0.025160516
10014,9912055,0.001397639,0.146082114,0.016569843,4.74E-12,0.003533256,0.001397639,0.001396105,0.013231615,0.009950251,0.001124736,0.004784148,0.028846154,0.001124736,0.006291814
10015,3005,8.48E-07,0.000762148,0.003313824,2.82E-43,0.000280929,8.48E-07,8.73E-07,0.157335048,0.003316757,0.000104789,5.44E-05,0.003846154,0.000104789,0
10016,9809161,4.17E-05,0.00190443,0.005799321,2.99E-43,0.000983242,4.17E-05,3.44E-05,0,0.003316757,0.000272452,0.003696842,0.013461538,0.000272452,0
10017,3075,2.64E-05,0.000762148,0.035625347,2.82E-43,0.000280929,2.64E-05,2.45E-05,0.112389709,0.035655067,0.017642985,5.44E-05,0.003846154,0.017642985,0.006291814
10018,9411020,0.003222172,0.014323598,0.019883832,8.24E-24,0.00613152,0.003222172,0.003261591,0.000329418,0.004145936,2.85E-05,0.020332629,0.076923077,2.85E-05,0.018870113
10019,9706156,0.001923947,0.103728692,0.005799321,1.42E-18,0.00423248,0.001923947,0.002118229,0.099415954,0.002487558,0.00041217,0.005653993,0.021153846,0.00041217,0.006291814
10020,9507009,0.000970745,0.031816316,0.01574133,1.65E-23,0.006076451,0.000970745,0.00101699,0.115015549,0.002487558,7.96E-05,0.011688543,0.067307692,7.96E-05,0.006291814
10021,6211,0.000213447,0.211411201,0.009113331,5.81E-08,0.001733246,0.000213447,0.000243115,0.004117723,0.005804315,0.00011946,0.005382166,0.015384615,0.00011946,0.144679433
10022,7123,4.23E-07,0.000762148,0.000828678,2.82E-43,0.000280929,4.23E-07,4.35E-07,0,0.000829365,4.71E-12,5.44E-05,0.003846154,4.71E-12,0.012579552
10023,9806249,6.26E-05,0.00151146,0.004142316,2.93E-43,0.000749138,6.26E-05,6.38E-05,0.01205596,0.002487558,7.61E-07,0.002283343,0.007692308,7.61E-07,0
10024,7234,0.000175436,0.337995746,0.009113331,4.56E-05,0.006378498,0.000175436,0.000188956,0,0.007462693,0.002179613,0.002228978,0.007692308,0.002179613,0.037741479
10025,9018,0.002233883,0.324281645,0.011598828,3.01E-06,0.00723281,0.002233883,0.002304777,0,0.00165873,0.000495303,0.036044206,0.051923077,0.000495303,0.006291814
10026,10234,0,0.000762148,0,2.82E-43,0.000280929,0,0,0.147241858,0,3.17E-19,5.44E-05,0.003846154,3.17E-19,0.056612846
10027,11284,0.000174266,0.219399407,0.005799321,7.38E-08,0.002205853,0.000174266,0.000199787,0.001317671,0.002487558,3.09E-05,0.008426624,0.019230769,3.09E-05,0
10028,9604150,0.003649066,0.019897073,0.004970829,1.13E-29,0.002218816,0.003649066,0.003797165,0.00296476,0.000829365,0.000222153,0.061651357,0.026923077,0.000222153,0
10029,103231,3.01E-05,0.260906381,0.004970829,3.61E-06,0.00334625,3.01E-05,4.53E-05,0.408700306,0.003316757,0.000305285,0.000598018,0.011538462,0.000305285,0.006291814
10030,112227,0.000145027,0.485121085,0.010770336,0.002687502,0.037961129,0.000145027,0.000180531,0.000988253,0.002487558,0.000528137,0.026802102,0.038461538,0.000528137,0
10031,106064,0.0013684,0.313803157,0.010770336,2.08E-05,0.003489847,0.0013684,0.001420176,0.639172835,0.004975115,0.000214468,0.045612501,0.028846154,0.000214468,0.006291814
10032,202085,0,0.275909251,0.003313824,1.14E-05,0.002211629,0,0,0.253909298,0,3.17E-19,0.047815928,0.019230769,3.17E-19,0
10033,202180,4.06E-05,0.688687694,0.01574133,0.012891481,0.089828869,4.06E-05,3.95E-05,0.000329418,0.000829365,0.000296204,0.122634565,0.061538462,0.000296204,0.144679433
10034,208050,0,0.55860092,0.003313824,0.000234334,0.023439853,0,0,0.002415731,0,3.17E-19,0.031368788,0.017307692,3.17E-19,0.031450918
10035,210118,0,0.000762148,0,2.82E-43,0.000280929,0,0,0,0,3.17E-19,5.44E-05,0.003846154,3.17E-19,0.062903248
10036,210266,0,0.308679001,0.002485332,8.91E-07,0.002609024,0,0,0.468846628,0,3.17E-19,0.003044458,0.013461538,3.17E-19,0.037741479
10037,210295,0,0.585977926,0.002485332,0.000561614,0.010805459,0,0,0.000603933,0,3.17E-19,0.008209163,0.013461538,3.17E-19,0
10038,211073,2.06E-05,0.776746098,0.011598828,0.080952254,0.214308464,2.06E-05,2.40E-05,0.431232119,0.000829365,0.000338818,0.013863156,0.053846154,0.000338818,0.075484212
10039,211221,1.13E-05,0.619908189,0.014084325,0.001698245,0.017477972,1.13E-05,1.26E-05,0.433829561,0.000829365,0.000106885,0.017614363,0.069230769,0.000106885,0.088065176
10040,211253,0,0.107973571,0.000828678,1.76E-13,0.000548876,0,0,0.013088079,0,3.17E-19,0.000163096,0.009615385,3.17E-19,0.012579552
10041,211256,0,0.274395553,0.001656819,5.12E-06,0.002346512,0,0,0.001592186,0,3.17E-19,0.018212381,0.009615385,3.17E-19,0
10042,304196,0,0.547008662,0.004142316,0.001442396,0.010537062,0,0,0.001317671,0,3.17E-19,0.005327801,0.021153846,3.17E-19,0.025160516
10043,9510212,0,0.004505286,0.003313824,4.39E-38,0.001395618,0,0,0.002635342,0,3.17E-19,0.017668728,0.015384615,3.17E-19,0
10044,9708133,5.07E-07,0.001128549,0.001656819,2.88E-43,0.000515034,5.07E-07,4.72E-07,0.097675635,0.000829365,5.20E-12,0.001359133,0.007692308,5.20E-12,0
10045,12230,0.000637417,0.311456777,0.003313824,4.99E-06,0.002977596,0.000637417,0.000667964,0.000988253,0.00165873,4.50E-07,0.02310526,0.015384615,4.50E-07,0.056612846
10046,111278,0.000906419,0.58186541,0.017398335,0.000425202,0.100837754,0.000906419,0.000932743,0.044995686,0.005804315,0.003807336,0.032238633,0.055769231,0.003807336,0
10047,9705110,0.000742678,0.127886056,0.005799321,1.35E-15,0.008074234,0.000742678,0.000800353,0.156940102,0.003316757,0.003024911,0.001413498,0.009615385,0.003024911,0.22016505
10048,102151,0.002637386,0.508573736,0.006627834,0.000459939,0.047990719,0.002637386,0.002750087,0.001262768,0.00165873,9.85E-05,0.018756035,0.030769231,9.85E-05,0
10049,9807060,0.000818701,0.140855743,0.004142316,2.13E-13,0.001848369,0.000818701,0.000830442,0.270820383,0.003316757,0.000443607,0.000326192,0.005769231,0.000443607,0.012579552
10050,9812239,0.006772467,0.200430972,0.029825841,2.02E-11,0.030319529,0.006772467,0.00662482,0.093293895,0.019900501,0.006629655,0.013645695,0.053846154,0.006629655,0.050322443
10051,9711160,0.000348533,0.123741523,0.002485332,1.39E-16,0.003593685,0.000348533,0.000368283,0.231495919,0.00165873,8.24E-05,0.002011517,0.007692308,8.24E-05,0.018870113
10052,206090,0.001514596,0.669995384,0.014084325,0.002373555,0.029798195,0.001514596,0.001594689,0,0.01077943,0.001655667,0.00092421,0.015384615,0.001655667,0.006291814
10053,210158,0.000836244,0.797503311,0.024026334,0.014875233,0.137206425,0.000836244,0.000872566,0.010184501,0.002487558,0.000190716,0.08844476,0.092307692,0.000190716,0.044031882
