,S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
6398,6398,5242,0.00982242,0.528355241,0.032311338,0.000243525,0.10667245,0.00982242,0.010157207,0.259884642,0.009950251,0.006916078,0.035772379,0.092307692,0.006916078,0.301941076
6399,6399,8053,0.000690048,0.407768978,0.028997348,3.99e-05,0.025631468,0.000690048,0.000667964,0.577398101,0.018242123,0.007146824,0.003098823,0.05,0.007146824,0.012579552
6401,6401,9246,0.000672504,0.416989279,0.047224361,0.00012427,0.038461802,0.000672504,0.000734159,0.026344274,0.026533995,0.010141905,0.00511034,0.105769231,0.010141905,0.0
6406,6406,102071,0.000187716,0.452384565,0.037282352,0.000689549,0.119210256,0.000187716,0.000216035,0.107091808,0.005804315,0.004100745,0.014406809,0.159615385,0.004100745,0.081774773
6408,6408,106107,0.000433911,0.519858823,0.014912838,0.001325486,0.080603233,0.000433911,0.00045915,0.441209562,0.004145936,0.00022844,0.00766551,0.053846154,0.00022844,0.025160516
6410,6410,204143,0.005912832,0.661562218,0.054680852,0.002353705,0.114915656,0.005912832,0.005909376,0.0,0.035655067,0.004575789,0.009948853,0.1,0.004575789,0.169841202
6411,6411,109058,0.000742678,0.536414585,0.007456326,0.000527362,0.032257382,0.000742678,0.000728141,0.71189583,0.000829365,1.61e-05,0.020604455,0.038461538,1.61e-05,0.182422166
6412,6412,203108,0.000502916,0.597771868,0.056337857,0.009616508,0.304500477,0.000502916,0.000467575,0.000329418,0.00165873,4.27e-05,0.081358785,0.271153846,4.27e-05,0.088065176
6413,6413,204191,0.000883027,0.6389764,0.018226827,0.001508174,0.069030805,0.000883027,0.000908672,0.00333261,0.003316757,6.29e-05,0.007611144,0.080769231,6.29e-05,0.239036423
6414,6414,207107,0.005806927,0.808113328,0.053023868,0.013866495,0.242519526,0.005806927,0.005879288,0.452757721,0.013267008,0.002696572,0.081116859,0.2,0.002696572,0.062903248
6415,6415,209068,0.00052046,0.766276467,0.034796855,0.024780741,0.205617131,0.00052046,0.000534371,0.009080951,0.002487558,0.000648295,0.035500552,0.153846154,0.000648295,0.138388872
6416,6416,209255,0.001140333,0.784778123,0.038939357,0.054419138,0.311062893,0.001140333,0.00114938,0.566233855,0.004145936,0.000845298,0.069285879,0.167307692,0.000845298,0.106936542
6417,6417,9806021,0.01061077,0.306906374,0.048052853,1.86e-05,0.036807258,0.01061077,0.010433299,0.000823545,0.033996688,0.019713897,0.007013126,0.065384615,0.019713897,0.069193809
6419,6419,9811010,0.015581219,0.356864796,0.028168836,4.3e-05,0.07982266,0.015581219,0.015526375,0.003541241,0.003316757,0.00290615,0.034739438,0.113461539,0.00290615,0.012579552
6421,6421,9808075,0.001128637,0.302497528,0.039767849,2.81e-06,0.010582449,0.001128637,0.001420176,0.000658836,0.034825867,0.024538664,0.00081548,0.023076923,0.024538664,0.106936542
6423,6423,9903195,0.007414972,0.315287108,0.007456326,1.37e-05,0.015750208,0.007414972,0.007462363,0.001152962,0.00165873,0.002123725,0.003805572,0.030769231,0.002123725,0.037741479
6427,6427,9912156,0.000453209,0.289087505,0.011598828,2.73e-06,0.006423387,0.000453209,0.000550017,0.000329418,0.009121051,0.008550019,0.000434923,0.015384615,0.008550019,0.434040957
6430,6430,9907219,0.000631569,0.351763198,0.018226827,4.21e-05,0.035979104,0.000631569,0.00070407,0.0,0.007462693,0.004394155,0.01022068,0.051923077,0.004394155,0.037741479
6433,6433,9911172,0.000121051,0.346860107,0.017398335,4.1e-05,0.030112291,0.000121051,0.000131186,0.000658836,0.003316757,0.002158655,0.014352444,0.059615385,0.002158655,0.037741479
6434,6434,3050,0.001391791,0.445376109,0.01905534,0.000250643,0.102511813,0.001391791,0.001359999,0.010023713,0.006633494,0.004429084,0.009296469,0.059615385,0.004429084,0.012579552
6436,6436,202003,0.001345008,0.654203607,0.020712345,0.003098674,0.159515162,0.001345008,0.001402123,0.000329418,0.002487558,0.001970034,0.050678262,0.088461538,0.001970034,0.050322443
6438,6438,205291,0.00042514,0.74654295,0.026511831,0.007986147,0.128678329,0.00042514,0.000447115,0.0,0.005804315,0.004498944,0.025714795,0.086538462,0.004498944,0.044031882
6439,6439,207125,0.000433327,0.634996193,0.008284818,0.00076918,0.038675231,0.000433327,0.000466973,0.000658836,0.000829365,0.000146006,0.007937336,0.025,0.000146006,0.025160516
6440,6440,211152,0.000319293,0.612795534,0.009113331,0.000562573,0.061915565,0.000319293,0.000328566,0.0,0.00165873,6.35e-05,0.024410028,0.034615385,6.35e-05,0.132098469
6441,6441,9805170,0.0,0.0,0.1019054,0.0,0.0,0.0,0.0,0.001317671,0.102819244,0.012976658,0.0,0.0,0.012976658,0.031450918
6442,6442,9907189,7.08e-06,0.000423298,0.027340344,5.43e-45,0.000234104,7.08e-06,7.46e-06,0.227295765,0.027363174,0.004778381,5.44e-05,0.005769231,0.004778381,0.031450918
6443,6443,9912249,0.002748495,0.269931288,0.089477894,6.09e-07,0.006264671,0.002748495,0.003087077,0.001784346,0.0854063,0.016373291,0.000869845,0.019230769,0.016373291,0.062903248
6444,6444,1084,0.000285376,0.240165899,0.039767849,1.47e-07,0.00214209,0.000285376,0.000259964,0.0,0.036484246,0.012511395,0.003805572,0.023076923,0.012511395,0.044031882
6445,6445,3220,0.001549683,0.34601123,0.031482846,7.87e-06,0.006242251,0.001549683,0.001588671,0.000329418,0.026533995,0.007731686,0.001467864,0.030769231,0.007731686,0.012579552
6446,6446,5006,0.006039672,0.371071137,0.045567356,6.6e-06,0.011681448,0.006039672,0.006567532,0.000494127,0.043117739,0.007510092,0.001902786,0.019230769,0.007510092,0.025160516
6454,6454,12251,0.000883027,0.394332681,0.053023868,7.87e-05,0.019491138,0.000883027,0.001143362,0.42095414,0.043117739,0.004128689,0.002392074,0.051923077,0.004128689,0.062903248
6457,6457,102174,0.001005832,0.558074384,0.021540837,0.000739049,0.100782535,0.001005832,0.001029026,0.262925911,0.005804315,0.00156485,0.009513931,0.069230769,0.00156485,0.012579552
6459,6459,107108,0.000836244,0.513082727,0.027340344,0.001280067,0.085487574,0.000836244,0.000848495,0.114632169,0.003316757,0.00249398,0.012830215,0.121153846,0.00249398,0.031450918
6463,6463,106002,2.4e-05,0.588519636,0.021540837,0.001897233,0.13962521,2.4e-05,2.21e-05,0.365576757,0.000829365,0.00039261,0.034358881,0.103846154,0.00039261,0.0
6470,6470,202024,0.002654929,0.598181317,0.026511831,0.001222375,0.128607372,0.002654929,0.002695927,0.000329418,0.006633494,0.009704725,0.02658464,0.107692308,0.009704725,0.069193809
6471,6471,202079,0.000377187,0.54779739,0.027340344,0.001674276,0.141915672,0.000377187,0.000386938,0.420760691,0.003316757,0.003597758,0.059642015,0.103846154,0.003597758,0.100646139
6472,6472,207098,0.0,0.387112154,0.013255833,1.91e-05,0.008326341,0.0,0.0,0.000329418,0.0,3.17e-19,0.077736968,0.069230769,3.17e-19,0.308231486
6473,6473,209232,0.000515197,0.70609209,0.010770336,0.0050352,0.061177071,0.000515197,0.000516318,0.003568693,0.002487558,3.91e-05,0.060864148,0.044230769,3.91e-05,0.157260397
6474,6474,210221,0.000316954,0.800733509,0.024026334,0.02874717,0.21345407,0.000316954,0.000305699,0.720705673,0.000829365,3.93e-06,0.06409834,0.125,3.93e-06,0.18871272
6475,6475,210313,0.000505255,0.810638381,0.022369329,0.036446775,0.25839113,0.000505255,0.000495256,0.101593666,0.000829365,7.96e-05,0.044633926,0.107692308,7.96e-05,0.106936542
6477,6477,211127,6.37e-05,0.65963542,0.004970829,0.003128475,0.082528423,6.37e-05,7.16e-05,0.00093335,0.000829365,0.000229837,0.0555146,0.023076923,0.000229837,0.006291814
6478,6478,303236,0.0,0.773591841,0.021540837,0.017410935,0.200488533,0.0,0.0,0.004567927,0.0,3.17e-19,0.22636196,0.101923077,3.17e-19,0.213874496
6479,6479,303269,0.000483618,0.814294389,0.012427341,0.016570509,0.139312457,0.000483618,0.000537982,0.004392237,0.000829365,2.33e-06,0.12301621,0.053846154,2.33e-06,0.232746014
6481,6481,9911021,0.000443268,0.347079187,0.018226827,8.27e-06,0.046371361,0.000443268,0.000417026,0.005325588,0.006633494,0.011854996,0.010818698,0.061538462,0.011854996,0.081774773
6482,6482,2117,0.007652571,0.395469601,0.051366863,2.11e-05,0.015844655,0.007652571,0.007897322,0.000658836,0.047263675,0.009008576,0.001196037,0.025,0.009008576,0.157260397
6483,6483,3101,0.00803812,0.359112119,0.05385236,9.48e-06,0.010536572,0.00803812,0.008238224,0.534775452,0.045605297,0.014139118,0.002337709,0.042307692,0.014139118,0.031450918
6484,6484,3110,0.006975213,0.338923962,0.014084325,2.28e-06,0.006800278,0.006975213,0.007149683,0.006006385,0.008291872,0.000950088,0.004077399,0.028846154,0.000950088,0.025160516
6485,6485,6240,0.000573675,0.352900867,0.048881366,1.52e-05,0.015095224,0.000573675,0.000607787,0.312054548,0.040630182,0.007809719,0.001522229,0.044230769,0.007809719,0.163550799
6488,6488,203211,0.021205809,0.674312065,0.083678387,0.002603181,0.176404102,0.021205809,0.021518615,0.000988253,0.040630182,0.012696033,0.037457704,0.201923077,0.012696033,0.069193809
6489,6489,112214,0.001842077,0.567222966,0.030654353,0.006470329,0.217357378,0.001842077,0.001937698,0.241417739,0.004975115,0.000768453,0.038164453,0.128846154,0.000768453,0.069193809
6490,6490,207174,0.001081854,0.554191716,0.018226827,0.013434886,0.162438753,0.001081854,0.00101699,0.000329418,0.004145936,0.000315764,0.035283091,0.075,0.000315764,0.037741479
6492,6492,212055,0.0,0.556538023,0.01574133,0.005710845,0.15980574,0.0,0.0,0.000768642,0.0,3.17e-19,0.034848169,0.071153846,3.17e-19,0.006291814
6493,6493,301101,0.000193564,0.793038508,0.022369329,0.012753046,0.210620754,0.000193564,0.000189557,0.000658836,0.00165873,0.001159666,0.046591077,0.094230769,0.001159666,0.106936542
6494,6494,5031,0.012221213,0.40833244,0.071250881,1.57e-05,0.030028699,0.012221213,0.012737233,0.061164679,0.06384742,0.019127707,0.001576594,0.032692308,0.019127707,0.18871272
6500,6500,210239,0.004526245,0.684182366,0.032311338,0.001260022,0.11989006,0.004526245,0.004495218,0.002882406,0.016583744,0.018676136,0.047026,0.075,0.018676136,0.031450918
6512,6512,9705040,0.006880185,0.138129365,0.03645384,3.81e-16,0.012220627,0.006880185,0.006946887,0.267045495,0.033996688,0.01612529,0.005001609,0.015384615,0.01612529,0.150969836
6515,6515,9711007,0.011693853,0.116682261,0.019883832,9.18e-17,0.019004212,0.011693853,0.012039963,0.001152962,0.000829365,0.00111775,0.035772379,0.090384615,0.00111775,0.018870113
6518,6518,9904175,0.000237423,0.148238591,0.003313824,2.82e-13,0.00339077,0.000237423,0.000250336,0.587720902,0.002487558,0.000455483,0.002826997,0.005769231,0.000455483,0.012579552
6524,6524,103152,0.000114618,0.40656754,0.014084325,2.75e-05,0.034499443,0.000114618,0.000129982,0.792940176,0.004145936,0.000331133,0.030662039,0.05,0.000331133,0.125808067
6527,6527,205165,0.001081854,0.563648165,0.01574133,0.00036023,0.069923861,0.001081854,0.001107256,0.00203141,0.002487558,0.000224249,0.067435827,0.061538462,0.000224249,0.0
6528,6528,210262,0.002994105,0.85484132,0.040596342,0.048619433,0.391586366,0.002994105,0.002930617,0.000329418,0.005804315,0.001390202,0.207458595,0.157692308,0.001390202,0.031450918
6529,6529,211178,0.000935658,0.942174016,0.045567356,0.221260639,0.636609183,0.000935658,0.000848495,0.140261508,0.00165873,0.000236823,0.536028983,0.211538462,0.000236823,0.094355737
6530,6530,212145,8.19e-05,0.756981747,0.024854846,0.002926897,0.152579353,8.19e-05,8.3e-05,0.0,0.000829365,0.000534424,0.100256713,0.121153846,0.000534424,0.018870113
6536,6536,9908045,0.000415198,0.308003455,0.005799321,3.37e-07,0.019002923,0.000415198,0.000432672,0.27150595,0.000829365,0.000100598,0.005545262,0.025,0.000100598,0.18871272
6541,6541,204225,0.00020409,0.534366075,0.01574133,0.000322941,0.084001122,0.00020409,0.000211221,0.000329418,0.00165873,0.000630132,0.108273966,0.059615385,0.000630132,0.232746014
6542,6542,302027,0.0,0.843220265,0.031482846,0.036603342,0.290617697,0.0,0.0,0.0,0.0,3.17e-19,0.193021885,0.134615385,3.17e-19,0.025160516
6546,6546,10042,0.000783613,0.193012371,0.007456326,4.45e-10,0.006384956,0.000783613,0.000824424,0.553042307,0.004975115,0.000321353,0.008698451,0.011538462,0.000321353,0.037741479
6549,6549,202111,0.000184792,0.08288796,0.044738844,1.47e-18,0.002401568,0.000184792,0.000228071,0.0,0.043117739,0.008992438,0.000271827,0.007692308,0.008992438,0.012579552
6550,6550,211011,0.002011664,0.850763164,0.014912838,0.037693845,0.194899465,0.002011664,0.002130264,0.000329418,0.007462693,0.001222539,0.115897071,0.036538462,0.001222539,0.100646139
6551,6551,9712073,0.009019216,0.172075958,0.024026334,2.22e-13,0.010306115,0.009019216,0.008899148,0.00203141,0.019900501,0.01209182,0.004131764,0.015384615,0.01209182,0.006291814
6553,6553,9710097,0.004268939,0.137869675,0.016569843,4.08e-17,0.007747162,0.004268939,0.00441097,0.643158608,0.014925366,0.012246768,0.000706749,0.011538462,0.012246768,0.081774773
6559,6559,9912043,0.000456133,0.192001427,0.002485332,2.86e-10,0.003200401,0.000456133,0.00046938,0.012808386,0.000829365,3.17e-19,0.002609535,0.009615385,3.17e-19,0.163550799
6560,6560,206194,0.000240347,0.507143252,0.009113331,0.0001383,0.030397277,0.000240347,0.000257557,0.547180325,0.00165873,2.72e-05,0.00521907,0.030769231,2.72e-05,0.088065176
6562,6562,9907214,3.77e-05,0.228250066,0.004142316,2.59e-08,0.002991288,3.77e-05,5.35e-05,0.000329418,0.003316757,0.000403787,0.003805572,0.009615385,0.000403787,0.478074092
6565,6565,104176,0.000760222,0.550251538,0.017398335,0.001330869,0.112326099,0.000760222,0.000722123,0.001427477,0.002487558,0.000824341,0.018864765,0.067307692,0.000824341,0.044031882
6567,6567,9709027,0.001842077,0.045210315,0.072907865,6.2899999999999995e-24,0.001150222,0.001842077,0.002033981,0.289774709,0.072139312,0.02016903,0.006795665,0.007692308,0.02016903,0.012579552
6577,6577,209034,0.00238008,0.703385979,0.016569843,0.00291277,0.0292637,0.00238008,0.002449202,0.0,0.009121051,0.001005975,0.016961979,0.036538462,0.001005975,0.044031882
6585,6585,9910261,0.0,0.157453265,0.001656819,6.85e-13,0.002489913,0.0,0.0,0.000329418,0.0,3.17e-19,0.00255517,0.009615385,3.17e-19,0.069193809
6587,6587,9711200,0.010131538,0.074034736,1.0,8.44e-19,0.001399096,0.010131538,0.011953729,0.008976635,1.0,0.330971574,0.000434923,0.003846154,0.330971574,0.037741479
6588,6588,9905032,0.009328392,0.291860002,0.021540837,9.82e-06,0.019822452,0.009328392,0.009496945,0.068716659,0.006633494,0.003716519,0.009024643,0.071153846,0.003716519,0.018870113
6589,6589,9902125,0.001345008,0.323272053,0.026511831,1.9e-05,0.018760657,0.001345008,0.001522477,0.097978043,0.019900501,0.018511896,0.000978576,0.030769231,0.018511896,0.006291814
6590,6590,9902155,0.000236254,0.315247016,0.024854846,2.1e-05,0.022477503,0.000236254,0.00024131,0.115918577,0.017412944,0.018063609,0.001902786,0.040384615,0.018063609,0.044031882
6591,6591,9906194,0.018275797,0.376543327,0.075393383,0.000110422,0.059497973,0.018275797,0.019116351,0.0,0.058043126,0.053738486,0.006252012,0.069230769,0.053738486,0.0
6592,6592,9909041,0.005438512,0.404153305,0.031482846,0.000251903,0.081327094,0.005438512,0.005566368,0.0,0.014925366,0.01459034,0.008915912,0.069230769,0.01459034,0.239036423
6593,6593,9912012,0.012834361,0.401570056,0.065451374,0.000133563,0.031772835,0.012834361,0.013047807,0.094136083,0.056384747,0.043570943,0.002011517,0.044230769,0.043570943,0.0
6594,6594,9912132,0.005654882,0.419601989,0.039767849,0.000384382,0.107840729,0.005654882,0.005608492,0.265280157,0.014925366,0.008093278,0.011742909,0.105769231,0.008093278,0.289360119
6596,6596,9808016,0.025059492,0.293692229,0.049709858,4.41e-06,0.015552182,0.025059492,0.025987896,0.003266727,0.043117739,0.015598341,0.005055975,0.034615385,0.015598341,0.006291814
6597,6597,9803171,0.045160406,0.322295078,0.039767849,3.97e-05,0.015176839,0.045160406,0.042713658,0.543439483,0.029850752,0.015866601,0.004457956,0.05,0.015866601,0.006291814
6598,6598,9807097,0.040688312,0.317812879,0.052195355,3.15e-05,0.048160502,0.040688312,0.042101418,0.076073161,0.031509131,0.021789139,0.014026252,0.101923077,0.021789139,0.018870113
6601,6601,9806087,0.009351901,0.186279069,0.09527738,1.95e-12,0.010162251,0.009351901,0.009955012,0.223760237,0.092039793,0.042732072,0.000761114,0.013461538,0.042732072,0.088065176
6602,6602,9810126,0.009396578,0.291877177,0.076221875,9.57e-06,0.006497835,0.009396578,0.010076028,0.0,0.071310113,0.046917836,0.001685325,0.025,0.046917836,0.056612846
6603,6603,9805114,0.009877039,0.174968795,0.120132412,1.78e-12,0.010430511,0.009877039,0.010387564,0.226203414,0.116086231,0.080057377,0.000489288,0.017307692,0.080057377,0.364845736
6604,6604,9811156,0.007649939,0.337357949,0.051366863,2.81e-05,0.039056391,0.007649939,0.008107761,0.001043156,0.033996688,0.026034843,0.009622661,0.080769231,0.026034843,0.075484212
6605,6605,9901101,0.00500577,0.319286178,0.048052853,9.02e-06,0.03125866,0.00500577,0.004964598,0.051489007,0.035655067,0.022391467,0.003696842,0.061538462,0.022391467,0.031450918
6607,6607,9807226,0.001526292,0.268401883,0.038110845,9.29e-07,0.011094809,0.001526292,0.001751149,0.212749083,0.03233831,0.013883154,0.000761114,0.030769231,0.013883154,0.037741479
6610,6610,9903026,0.003894676,0.333299269,0.038939357,4.05e-05,0.031375242,0.003894676,0.003965661,0.000329418,0.028192374,0.024318887,0.002663901,0.053846154,0.024318887,0.012579552
6612,6612,9811120,0.003081823,0.301458558,0.037282352,8.36e-06,0.018111476,0.003081823,0.003327785,0.001152962,0.03233831,0.013276425,0.001902786,0.025,0.013276425,0.037741479
6613,6613,9902170,0.009214944,0.294485781,0.035625347,3.21e-06,0.01353444,0.009214944,0.009693423,0.304983112,0.024875616,0.007465662,0.011634178,0.044230769,0.007465662,0.132098469
6615,6615,9905104,0.032310197,0.363429328,0.082849874,6.16e-05,0.070526892,0.032310197,0.032776819,0.092030304,0.061359862,0.051265744,0.008100432,0.098076923,0.051265744,0.182422166
6616,6616,9906201,0.002988257,0.347004197,0.032311338,4.37e-05,0.017285606,0.002988257,0.003153272,0.0,0.025704816,0.020989738,0.005871454,0.032692308,0.020989738,0.150969836
6617,6617,9904036,0.007121994,0.340897049,0.011598828,2.13e-05,0.021662393,0.007121994,0.007333825,0.000329418,0.004975115,0.006112695,0.005817089,0.026923077,0.006112695,0.056612846
6618,6618,9906182,0.021239785,0.410765349,0.060480359,8.56e-05,0.044593117,0.021239785,0.021319489,0.051117539,0.057213926,0.029607661,0.00337065,0.017307692,0.029607661,0.075484212
6620,6620,9907204,0.006495045,0.413256095,0.009941823,0.000162717,0.058183253,0.006495045,0.006907892,0.008666826,0.006633494,0.002256458,0.001902786,0.021153846,0.002256458,0.006291814
6621,6621,9909047,0.004590572,0.364868848,0.066279866,9.04e-05,0.041675909,0.004590572,0.004904421,0.001317671,0.05389719,0.038154816,0.003316284,0.055769231,0.038154816,0.113227103
6622,6622,9902208,0.003356673,0.320237353,0.025683339,7.51e-06,0.036543997,0.003356673,0.003430086,0.667993431,0.014096187,0.029749196,0.013591329,0.053846154,0.029749196,0.050322443
6623,6623,9808032,0.001742663,0.272967096,0.032311338,9.29e-07,0.018735072,0.001742663,0.001889556,0.426576113,0.024875616,0.008865644,0.001957151,0.044230769,0.008865644,0.050322443
6625,6625,9910081,0.003403456,0.402562157,0.025683339,0.000219276,0.038931579,0.003403456,0.003610617,0.000494127,0.011608629,0.002032908,0.018321112,0.061538462,0.002032908,0.006291814
6626,6626,9902067,0.007280647,0.314706852,0.024026334,2.77e-05,0.032248087,0.007280647,0.007618281,0.444346623,0.012437808,0.006175569,0.006415107,0.053846154,0.006175569,0.006291814
6627,6627,9911199,5.09e-05,0.30287193,0.008284818,1.84e-05,0.007973561,5.09e-05,7.28e-05,0.006573585,0.005804315,0.002780403,0.001902786,0.011538462,0.002780403,0.012579552
6628,6628,9906215,0.007811223,0.270814028,0.023197842,2.61e-06,0.005146512,0.007811223,0.008176362,0.804819907,0.018242123,0.004170605,0.001413498,0.026923077,0.004170605,0.195003129
6629,6629,9901148,0.014247555,0.290135342,0.025683339,4.66e-06,0.023041251,0.014247555,0.014782046,0.009000296,0.009121051,0.002836291,0.015167924,0.088461538,0.002836291,0.037741479
6630,6630,9909112,0.000941506,0.410426689,0.009113331,8.64e-05,0.050059153,0.000941506,0.00093876,0.021320783,0.000829365,7.54e-06,0.009024643,0.048076923,7.54e-06,0.031450918
6631,6631,9712239,0.005058401,0.165192275,0.034796855,3.52e-13,0.004475374,0.005058401,0.005084952,0.000329418,0.031509131,0.018257678,0.000978576,0.017307692,0.018257678,0.062903248
6632,6632,9804058,0.054917447,0.325414607,0.120132412,2.77e-05,0.063737647,0.054917447,0.050963376,0.000329418,0.097844108,0.063243832,0.015765942,0.115384615,0.063243832,0.081774773
6633,6633,9805105,9.82e-06,0.14655947,0.026511831,9.84e-13,0.00102181,9.82e-06,1.17e-05,0.27686367,0.025704816,0.013419078,0.000217461,0.009615385,0.013419078,0.119517506
6635,6635,9806004,0.01662477,0.298043291,0.017398335,1.55e-05,0.031182139,0.01662477,0.016967312,0.202922018,0.004145936,0.004002942,0.012667119,0.071153846,0.004002942,0.012579552
6637,6637,9811047,0.006760362,0.338013312,0.044738844,4.85e-05,0.048652304,0.006760362,0.007057131,0.002086313,0.029850752,0.020470823,0.005490897,0.073076923,0.020470823,0.163550799
6638,6638,9912018,0.010286214,0.392848541,0.046395848,9.58e-05,0.022223877,0.010286214,0.010664619,0.318054874,0.040630182,0.025149585,0.000978576,0.032692308,0.025149585,0.006291814
6640,6640,9911215,1.49e-05,0.28199384,0.006627834,3.57e-06,0.009086627,1.49e-05,1.76e-05,0.126191332,0.00165873,0.00115268,0.003316284,0.030769231,0.00115268,0.025160516
6641,6641,9802126,0.011349004,0.192111865,0.030654353,1.77e-12,0.009561716,0.011349004,0.011764954,0.004145174,0.023217238,0.019099553,0.011471082,0.040384615,0.019099553,0.125808067
6645,6645,9902121,0.005017466,0.302368417,0.066279866,2.62e-05,0.018415883,0.005017466,0.00556035,0.08241235,0.058043126,0.040178083,0.003533746,0.040384615,0.040178083,0.169841202
6647,6647,9910099,0.000378941,0.304741684,0.014084325,1.11e-05,0.008522969,0.000378941,0.000419433,0.273562385,0.009950251,0.003311334,0.000543653,0.023076923,0.003311334,0.012579552
6648,6648,9808079,0.00670124,0.274759305,0.025683339,6.07e-06,0.009823757,0.00670124,0.007078013,0.0,0.02155888,0.009167576,0.002881362,0.025,0.009167576,0.157260397
6649,6649,9910021,0.003918067,0.395521199,0.020712345,8.71e-05,0.025203791,0.003918067,0.003935572,0.175356349,0.013267008,0.006245428,0.003533746,0.042307692,0.006245428,0.094355737
6650,6650,9911137,0.001380095,0.406881741,0.01574133,4.14e-05,0.039462582,0.001380095,0.0014623,0.000823545,0.008291872,0.003709533,0.004729783,0.044230769,0.003709533,0.132098469
6654,6654,1192,0.000538003,0.134266183,0.026511831,2.82e-13,0.000651874,0.000538003,0.000580708,0.01054137,0.025704816,0.006315288,0.004186129,0.007692308,0.006315288,0.006291814
6655,6655,9809057,0.016927338,0.258227104,0.056337857,2.55e-07,0.014351425,0.016927338,0.017353949,0.0,0.049751254,0.044755618,0.002500805,0.030769231,0.044755618,0.144679433
6656,6656,9910245,0.000187132,0.248592795,0.011598828,9.15e-08,0.003864427,0.000187132,0.000256354,0.09914929,0.009950251,0.004980973,0.000163096,0.009615385,0.004980973,0.018870113
6657,6657,9805217,0.000672504,0.238947318,0.034796855,3.55e-08,0.007851627,0.000672504,0.000884601,0.081740728,0.029850752,0.027482538,0.00163096,0.026923077,0.027482538,0.037741479
6658,6658,9808038,0.001485357,0.235996444,0.033968343,7.62e-08,0.003927467,0.001485357,0.001570618,0.0,0.029850752,0.02093909,0.001794055,0.026923077,0.02093909,0.031450918
6659,6659,9812062,0.018497255,0.290008089,0.022369329,2.33e-06,0.010940588,0.018497255,0.020016056,0.201715223,0.017412944,0.005029875,0.009785757,0.030769231,0.005029875,0.037741479
6660,6660,9812216,0.028380434,0.318783319,0.021540837,1.14e-05,0.033343554,0.028380434,0.030754392,0.000823545,0.008291872,0.003981984,0.022235415,0.067307692,0.003981984,0.044031882
6662,6662,1041,0.012261621,0.417474319,0.047224361,0.000178387,0.08810551,0.012261621,0.012417152,0.000988253,0.013267008,0.0113664,0.077162326,0.142307692,0.0113664,0.012579552
6663,6663,9803077,0.002163709,0.294276074,0.034796855,2.44e-06,0.025768377,0.002163709,0.002148317,0.35804581,0.024875616,0.017081176,0.002174613,0.044230769,0.017081176,0.182422166
6664,6664,9808060,0.001748511,0.296865709,0.021540837,7.23e-06,0.023317182,0.001748511,0.00177522,0.340969783,0.01077943,0.018299524,0.003914303,0.053846154,0.018299524,0.025160516
6667,6667,9911238,0.003596435,0.279931882,0.014912838,7.27e-06,0.005693416,0.003596435,0.003694865,0.0,0.01077943,0.004862213,0.002011517,0.019230769,0.004862213,0.207584093
6672,6672,9809188,0.003502869,0.322609586,0.027340344,1.47e-05,0.025440411,0.003502869,0.003827254,0.000329418,0.016583744,0.029494419,0.004403591,0.055769231,0.029494419,0.075484212
6675,6675,9911180,0.002274818,0.272031227,0.009941823,2.08e-06,0.004335547,0.002274818,0.00232283,0.000329418,0.007462693,0.005316298,0.00092421,0.015384615,0.005316298,0.062903248
6676,6676,9807230,0.02531247,0.328518934,0.020712345,1.42e-05,0.048068059,0.02531247,0.026408533,0.0,0.004145936,0.00130637,0.010655602,0.080769231,0.00130637,0.018870113
6677,6677,9803076,0.006100899,0.194951383,0.058823354,2.26e-12,0.006791168,0.006100899,0.006522339,0.317956266,0.05389719,0.041334954,0.000761114,0.028846154,0.041334954,0.081774773
6678,6678,9901057,0.000713439,0.316968425,0.018226827,1.71e-05,0.020927479,0.000713439,0.0007823,0.000603933,0.008291872,0.026016749,0.004186129,0.051923077,0.026016749,0.050322443
6680,6680,9804159,0.01694418,0.316757262,0.028168836,4.81e-06,0.035681911,0.01694418,0.018140341,0.000988253,0.011608629,0.010543247,0.014950462,0.080769231,0.010543247,0.031450918
6683,6683,9805207,0.019280167,0.286208592,0.016569843,2.19e-06,0.02157458,0.019280167,0.019674733,0.000494127,0.007462693,0.005274383,0.015929038,0.046153846,0.005274383,0.144679433
6684,6684,9803135,0.02419278,0.307696664,0.043910351,6.54e-06,0.014240551,0.02419278,0.027753007,0.0,0.036484246,0.022111331,0.001304768,0.034615385,0.022111331,0.006291814
6685,6685,9803167,0.002742647,0.294581989,0.037282352,2.26e-06,0.025824796,0.002742647,0.002677874,0.101314539,0.023217238,0.018610538,0.00521907,0.065384615,0.018610538,0.006291814
6689,6689,9806125,1.58e-06,0.063667066,0.024026334,7.4e-19,0.000374013,1.58e-06,3.19e-06,0.172791557,0.024046438,0.00928501,0.0,0.003846154,0.00928501,0.018870113
6694,6694,9808037,0.010407264,0.336043455,0.032311338,3.92e-05,0.051531851,0.010407264,0.011402148,0.000823545,0.01077943,0.007532936,0.016798883,0.103846154,0.007532936,0.062903248
6697,6697,9809033,0.007882158,0.316747138,0.047224361,1.2e-05,0.052284378,0.007882158,0.008061605,0.035824345,0.02155888,0.015849136,0.017831824,0.115384615,0.015849136,0.050322443
