,Rank,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality
5463,5464,,9511144.0,9511144.0,1163.0,9511144.0,9511144.0,9511144.0,9511144.0,9511144.0,9511144.0,9511144.0,9511144.0
5464,5465,,9711001.0,9711001.0,1171.0,9711001.0,9711001.0,9711001.0,9711001.0,9711001.0,9711001.0,9711001.0,9711001.0
5465,5466,,9711002.0,9711002.0,1172.0,9711002.0,9711002.0,9711002.0,9711002.0,9711002.0,9711002.0,9711002.0,9711002.0
5466,5467,,9711003.0,9711003.0,1181.0,9711003.0,9711003.0,9711003.0,9711003.0,9711003.0,9711003.0,9711003.0,9711003.0
5467,5468,,9711004.0,9711004.0,1186.0,9711004.0,9711004.0,9711004.0,9711004.0,9711004.0,9711004.0,9711004.0,9711004.0
5468,5469,,9711005.0,9711005.0,1207.0,9711005.0,9711005.0,9711005.0,9711005.0,9711005.0,9711005.0,9711005.0,9711005.0
5469,5470,,9711006.0,9711006.0,1208.0,9711006.0,9711006.0,9711006.0,9711006.0,9711006.0,9711006.0,9711006.0,9711006.0
5470,5471,,9711007.0,9711007.0,1218.0,9711007.0,9711007.0,9711007.0,9711007.0,9711007.0,9711007.0,9711007.0,9711007.0
5471,5472,,9711008.0,9711008.0,1221.0,9711008.0,9711008.0,9711008.0,9711008.0,9711008.0,9711008.0,9711008.0,9711008.0
5472,5473,,9711009.0,9711009.0,9509122.0,9711009.0,9711009.0,9711009.0,9711009.0,9711009.0,9711009.0,9711009.0,9711009.0
5473,5474,,9511146.0,9511146.0,9509128.0,9511146.0,9511146.0,9511146.0,9511146.0,9511146.0,9511146.0,9511146.0,9511146.0
5474,5475,8103.0,9711011.0,9711011.0,9509129.0,9711011.0,9711011.0,9711011.0,9711011.0,9711011.0,9711011.0,9711011.0,9711011.0
5475,5476,9709178.0,9711012.0,9711012.0,9509131.0,9711012.0,9711012.0,9711012.0,9711012.0,9711012.0,9711012.0,9711012.0,9711012.0
5476,5477,,9711013.0,9711013.0,9509144.0,9711013.0,9711013.0,9711013.0,9711013.0,9711013.0,9711013.0,9711013.0,9711013.0
5477,5478,,9711014.0,9711014.0,9509157.0,9711014.0,9711014.0,9711014.0,9711014.0,9711014.0,9711014.0,9711014.0,9711014.0
5478,5479,,9711015.0,9711015.0,9701001.0,9711015.0,9711015.0,9711015.0,9711015.0,9711015.0,9711015.0,9711015.0,9711015.0
5479,5480,,9711016.0,9711016.0,9701006.0,9711016.0,9711016.0,9711016.0,9711016.0,9711016.0,9711016.0,9711016.0,9711016.0
5480,5481,,9511148.0,9511148.0,9701007.0,9511148.0,9511148.0,9511148.0,9511148.0,9511148.0,9511148.0,9511148.0,9511148.0
5481,5482,9701191.0,9711018.0,9711018.0,9509164.0,9711018.0,9711018.0,9711018.0,9711018.0,9711018.0,9711018.0,9711018.0,9711018.0
5482,5483,5103.0,9711019.0,9711019.0,9701039.0,9711019.0,9711019.0,9711019.0,9711019.0,9711019.0,9711019.0,9711019.0,9711019.0
5483,5484,12182.0,9711017.0,9711017.0,9701044.0,9711017.0,9711017.0,9711017.0,9711017.0,9711017.0,9711017.0,9711017.0,9711017.0
5484,5485,,9711021.0,9711021.0,9701040.0,9711021.0,9711021.0,9711021.0,9711021.0,9711021.0,9711021.0,9711021.0,9711021.0
5485,5486,,9511150.0,9511150.0,9701049.0,9511150.0,9511150.0,9511150.0,9511150.0,9511150.0,9511150.0,9511150.0,9511150.0
5486,5487,,9711023.0,9711023.0,9701058.0,9711023.0,9711023.0,9711023.0,9711023.0,9711023.0,9711023.0,9711023.0,9711023.0
5487,5488,,9711024.0,9711024.0,9701064.0,9711024.0,9711024.0,9711024.0,9711024.0,9711024.0,9711024.0,9711024.0,9711024.0
5488,5489,,9711025.0,9711025.0,9701063.0,9711025.0,9711025.0,9711025.0,9711025.0,9711025.0,9711025.0,9711025.0,9711025.0
5489,5490,,9711020.0,9711020.0,9701071.0,9711020.0,9711020.0,9711020.0,9711020.0,9711020.0,9711020.0,9711020.0,9711020.0
5490,5491,,9711027.0,9711027.0,9701075.0,9711027.0,9711027.0,9711027.0,9711027.0,9711027.0,9711027.0,9711027.0,9711027.0
5491,5492,,9711028.0,9711028.0,9701079.0,9711028.0,9711028.0,9711028.0,9711028.0,9711028.0,9711028.0,9711028.0,9711028.0
5492,5493,,9711029.0,9711029.0,9701090.0,9711029.0,9711029.0,9711029.0,9711029.0,9711029.0,9711029.0,9711029.0,9711029.0
5493,5494,,9711030.0,9711030.0,9701112.0,9711030.0,9711030.0,9711030.0,9711030.0,9711030.0,9711030.0,9711030.0,9711030.0
5494,5495,,9711022.0,9711022.0,9701130.0,9711022.0,9711022.0,9711022.0,9711022.0,9711022.0,9711022.0,9711022.0,9711022.0
5495,5496,,9711032.0,9711032.0,9701136.0,9711032.0,9711032.0,9711032.0,9711032.0,9711032.0,9711032.0,9711032.0,9711032.0
5496,5497,,9711033.0,9711033.0,9701138.0,9711033.0,9711033.0,9711033.0,9711033.0,9711033.0,9711033.0,9711033.0,9711033.0
5497,5498,,9711034.0,9711034.0,9701145.0,9711034.0,9711034.0,9711034.0,9711034.0,9711034.0,9711034.0,9711034.0,9711034.0
5498,5499,9702105.0,9711035.0,9711035.0,9701178.0,9711035.0,9711035.0,9711035.0,9711035.0,9711035.0,9711035.0,9711035.0,9711035.0
5499,5500,,9711036.0,9711036.0,9701180.0,9711036.0,9711036.0,9711036.0,9711036.0,9711036.0,9711036.0,9711036.0,9711036.0
5500,5501,,9511153.0,9511153.0,9701181.0,9511153.0,9511153.0,9511153.0,9511153.0,9511153.0,9511153.0,9511153.0,9511153.0
5501,5502,,9711037.0,9711037.0,9701182.0,9711037.0,9711037.0,9711037.0,9711037.0,9711037.0,9711037.0,9711037.0,9711037.0
5502,5503,3006.0,9711039.0,9711039.0,9701183.0,9711039.0,9711039.0,9711039.0,9711039.0,9711039.0,9711039.0,9711039.0,9711039.0
5503,5504,9705237.0,9711040.0,9711040.0,9701193.0,9711040.0,9711040.0,9711040.0,9711040.0,9711040.0,9711040.0,9711040.0,9711040.0
5504,5505,7035.0,9711038.0,9711038.0,9308006.0,9711038.0,9711038.0,9711038.0,9711038.0,9711038.0,9711038.0,9711038.0,9711038.0
5505,5506,11222.0,9711042.0,9711042.0,9308008.0,9711042.0,9711042.0,9711042.0,9711042.0,9711042.0,9711042.0,9711042.0,9711042.0
5506,5507,,9711043.0,9711043.0,9308012.0,9711043.0,9711043.0,9711043.0,9711043.0,9711043.0,9711043.0,9711043.0,9711043.0
5507,5508,,9711044.0,9711044.0,9308013.0,9711044.0,9711044.0,9711044.0,9711044.0,9711044.0,9711044.0,9711044.0,9711044.0
5508,5509,,9711045.0,9711045.0,9308025.0,9711045.0,9711045.0,9711045.0,9711045.0,9711045.0,9711045.0,9711045.0,9711045.0
5509,5510,,9711046.0,9711046.0,9308029.0,9711046.0,9711046.0,9711046.0,9711046.0,9711046.0,9711046.0,9711046.0,9711046.0
5510,5511,,9711047.0,9711047.0,9308031.0,9711047.0,9711047.0,9711047.0,9711047.0,9711047.0,9711047.0,9711047.0,9711047.0
5511,5512,,9711048.0,9711048.0,9308035.0,9711048.0,9711048.0,9711048.0,9711048.0,9711048.0,9711048.0,9711048.0,9711048.0
5512,5513,,9711049.0,9711049.0,9308038.0,9711049.0,9711049.0,9711049.0,9711049.0,9711049.0,9711049.0,9711049.0,9711049.0
5513,5514,,9511155.0,9511155.0,9308044.0,9511155.0,9511155.0,9511155.0,9511155.0,9511155.0,9511155.0,9511155.0,9511155.0
5514,5515,,9711051.0,9711051.0,9308049.0,9711051.0,9711051.0,9711051.0,9711051.0,9711051.0,9711051.0,9711051.0,9711051.0
5515,5516,,9711052.0,9711052.0,9308051.0,9711052.0,9711052.0,9711052.0,9711052.0,9711052.0,9711052.0,9711052.0,9711052.0
5516,5517,,9711053.0,9711053.0,9308058.0,9711053.0,9711053.0,9711053.0,9711053.0,9711053.0,9711053.0,9711053.0,9711053.0
5517,5518,,9711054.0,9711054.0,9308063.0,9711054.0,9711054.0,9711054.0,9711054.0,9711054.0,9711054.0,9711054.0,9711054.0
5518,5519,,9711055.0,9711055.0,9308067.0,9711055.0,9711055.0,9711055.0,9711055.0,9711055.0,9711055.0,9711055.0,9711055.0
5519,5520,,9711056.0,9711056.0,9308068.0,9711056.0,9711056.0,9711056.0,9711056.0,9711056.0,9711056.0,9711056.0,9711056.0
5520,5521,,9711057.0,9711057.0,9308070.0,9711057.0,9711057.0,9711057.0,9711057.0,9711057.0,9711057.0,9711057.0,9711057.0
5521,5522,,9711058.0,9711058.0,9308074.0,9711058.0,9711058.0,9711058.0,9711058.0,9711058.0,9711058.0,9711058.0,9711058.0
5522,5523,8232.0,9711059.0,9711059.0,9308078.0,9711059.0,9711059.0,9711059.0,9711059.0,9711059.0,9711059.0,9711059.0,9711059.0
5523,5524,,9511156.0,9511156.0,9308081.0,9511156.0,9511156.0,9511156.0,9511156.0,9511156.0,9511156.0,9511156.0,9511156.0
5524,5525,,9711061.0,9711061.0,9308085.0,9711061.0,9711061.0,9711061.0,9711061.0,9711061.0,9711061.0,9711061.0,9711061.0
5525,5526,,9711062.0,9711062.0,9308087.0,9711062.0,9711062.0,9711062.0,9711062.0,9711062.0,9711062.0,9711062.0,9711062.0
5526,5527,,9711063.0,9711063.0,9308096.0,9711063.0,9711063.0,9711063.0,9711063.0,9711063.0,9711063.0,9711063.0,9711063.0
5527,5528,,9711064.0,9711064.0,9308101.0,9711064.0,9711064.0,9711064.0,9711064.0,9711064.0,9711064.0,9711064.0,9711064.0
5528,5529,,9711060.0,9711060.0,9308103.0,9711060.0,9711060.0,9711060.0,9711060.0,9711060.0,9711060.0,9711060.0,9711060.0
5529,5530,,9711066.0,9711066.0,9308107.0,9711066.0,9711066.0,9711066.0,9711066.0,9711066.0,9711066.0,9711066.0,9711066.0
5530,5531,5253.0,9711067.0,9711067.0,9308110.0,9711067.0,9711067.0,9711067.0,9711067.0,9711067.0,9711067.0,9711067.0,9711067.0
5531,5532,7043.0,9711068.0,9711068.0,2001.0,9711068.0,9711068.0,9711068.0,9711068.0,9711068.0,9711068.0,9711068.0,9711068.0
5532,5533,9708031.0,9711069.0,9711069.0,2002.0,9711069.0,9711069.0,9711069.0,9711069.0,9711069.0,9711069.0,9711069.0,9711069.0
5533,5534,9711109.0,9711070.0,9711070.0,2006.0,9711070.0,9711070.0,9711070.0,9711070.0,9711070.0,9711070.0,9711070.0,9711070.0
5534,5535,,9711071.0,9711071.0,2010.0,9711071.0,9711071.0,9711071.0,9711071.0,9711071.0,9711071.0,9711071.0,9711071.0
5535,5536,,9711072.0,9711072.0,2019.0,9711072.0,9711072.0,9711072.0,9711072.0,9711072.0,9711072.0,9711072.0,9711072.0
5536,5537,,9711073.0,9711073.0,2024.0,9711073.0,9711073.0,9711073.0,9711073.0,9711073.0,9711073.0,9711073.0,9711073.0
5537,5538,,9711074.0,9711074.0,9308135.0,9711074.0,9711074.0,9711074.0,9711074.0,9711074.0,9711074.0,9711074.0,9711074.0
5538,5539,2258.0,9511160.0,9511160.0,2029.0,9511160.0,9511160.0,9511160.0,9511160.0,9511160.0,9511160.0,9511160.0,9511160.0
5539,5540,,9711076.0,9711076.0,9308149.0,9711076.0,9711076.0,9711076.0,9711076.0,9711076.0,9711076.0,9711076.0,9711076.0
5540,5541,,9711077.0,9711077.0,2049.0,9711077.0,9711077.0,9711077.0,9711077.0,9711077.0,9711077.0,9711077.0,9711077.0
5541,5542,,9711078.0,9711078.0,2051.0,9711078.0,9711078.0,9711078.0,9711078.0,9711078.0,9711078.0,9711078.0,9711078.0
5542,5543,,9711075.0,9711075.0,2052.0,9711075.0,9711075.0,9711075.0,9711075.0,9711075.0,9711075.0,9711075.0,9711075.0
5543,5544,,9711080.0,9711080.0,9308157.0,9711080.0,9711080.0,9711080.0,9711080.0,9711080.0,9711080.0,9711080.0,9711080.0
5544,5545,,9711081.0,9711081.0,2053.0,9711081.0,9711081.0,9711081.0,9711081.0,9711081.0,9711081.0,9711081.0,9711081.0
5545,5546,,9711082.0,9711082.0,2060.0,9711082.0,9711082.0,9711082.0,9711082.0,9711082.0,9711082.0,9711082.0,9711082.0
5546,5547,9712164.0,9711083.0,9711083.0,2063.0,9711083.0,9711083.0,9711083.0,9711083.0,9711083.0,9711083.0,9711083.0,9711083.0
5547,5548,,9711084.0,9711084.0,2068.0,9711084.0,9711084.0,9711084.0,9711084.0,9711084.0,9711084.0,9711084.0,9711084.0
5548,5549,,9711085.0,9711085.0,2069.0,9711085.0,9711085.0,9711085.0,9711085.0,9711085.0,9711085.0,9711085.0,9711085.0
5549,5550,,9711086.0,9711086.0,2071.0,9711086.0,9711086.0,9711086.0,9711086.0,9711086.0,9711086.0,9711086.0,9711086.0
5550,5551,,9711087.0,9711087.0,2074.0,9711087.0,9711087.0,9711087.0,9711087.0,9711087.0,9711087.0,9711087.0,9711087.0
5551,5552,,9711088.0,9711088.0,2079.0,9711088.0,9711088.0,9711088.0,9711088.0,9711088.0,9711088.0,9711088.0,9711088.0
5552,5553,9062.0,9711089.0,9711089.0,2085.0,9711089.0,9711089.0,9711089.0,9711089.0,9711089.0,9711089.0,9711089.0,9711089.0
5553,5554,9084.0,9711090.0,9711090.0,2086.0,9711090.0,9711090.0,9711090.0,9711090.0,9711090.0,9711090.0,9711090.0,9711090.0
5554,5555,11240.0,9711091.0,9711091.0,2088.0,9711091.0,9711091.0,9711091.0,9711091.0,9711091.0,9711091.0,9711091.0,9711091.0
5555,5556,,9711092.0,9711092.0,2092.0,9711092.0,9711092.0,9711092.0,9711092.0,9711092.0,9711092.0,9711092.0,9711092.0
5556,5557,,9711093.0,9711093.0,2095.0,9711093.0,9711093.0,9711093.0,9711093.0,9711093.0,9711093.0,9711093.0,9711093.0
5557,5558,,9711094.0,9711094.0,2096.0,9711094.0,9711094.0,9711094.0,9711094.0,9711094.0,9711094.0,9711094.0,9711094.0
5558,5559,,9711095.0,9711095.0,2102.0,9711095.0,9711095.0,9711095.0,9711095.0,9711095.0,9711095.0,9711095.0,9711095.0
5559,5560,,9711096.0,9711096.0,2105.0,9711096.0,9711096.0,9711096.0,9711096.0,9711096.0,9711096.0,9711096.0,9711096.0
5560,5561,,9711097.0,9711097.0,2114.0,9711097.0,9711097.0,9711097.0,9711097.0,9711097.0,9711097.0,9711097.0,9711097.0
5561,5562,,9711098.0,9711098.0,2116.0,9711098.0,9711098.0,9711098.0,9711098.0,9711098.0,9711098.0,9711098.0,9711098.0
5562,5563,9311120.0,9711099.0,9711099.0,2120.0,9711099.0,9711099.0,9711099.0,9711099.0,9711099.0,9711099.0,9711099.0,9711099.0
5563,5564,6035.0,9711100.0,9711100.0,2122.0,9711100.0,9711100.0,9711100.0,9711100.0,9711100.0,9711100.0,9711100.0,9711100.0
5564,5565,10241.0,9711101.0,9711101.0,2127.0,9711101.0,9711101.0,9711101.0,9711101.0,9711101.0,9711101.0,9711101.0,9711101.0
5565,5566,10282.0,9511165.0,9511165.0,2129.0,9511165.0,9511165.0,9511165.0,9511165.0,9511165.0,9511165.0,9511165.0,9511165.0
5566,5567,12163.0,9711103.0,9711103.0,2133.0,9711103.0,9711103.0,9711103.0,9711103.0,9711103.0,9711103.0,9711103.0,9711103.0
5567,5568,,9711104.0,9711104.0,2134.0,9711104.0,9711104.0,9711104.0,9711104.0,9711104.0,9711104.0,9711104.0,9711104.0
5568,5569,,9711105.0,9711105.0,2135.0,9711105.0,9711105.0,9711105.0,9711105.0,9711105.0,9711105.0,9711105.0,9711105.0
5569,5570,,9711106.0,9711106.0,2139.0,9711106.0,9711106.0,9711106.0,9711106.0,9711106.0,9711106.0,9711106.0,9711106.0
5570,5571,,9711107.0,9711107.0,2148.0,9711107.0,9711107.0,9711107.0,9711107.0,9711107.0,9711107.0,9711107.0,9711107.0
5571,5572,,9711108.0,9711108.0,2150.0,9711108.0,9711108.0,9711108.0,9711108.0,9711108.0,9711108.0,9711108.0,9711108.0
5572,5573,,9711109.0,9711109.0,2151.0,9711109.0,9711109.0,9711109.0,9711109.0,9711109.0,9711109.0,9711109.0,9711109.0
5573,5574,,9711110.0,9711110.0,2153.0,9711110.0,9711110.0,9711110.0,9711110.0,9711110.0,9711110.0,9711110.0,9711110.0
5574,5575,5157.0,9711111.0,9711111.0,2155.0,9711111.0,9711111.0,9711111.0,9711111.0,9711111.0,9711111.0,9711111.0,9711111.0
5575,5576,6101.0,9711112.0,9711112.0,2162.0,9711112.0,9711112.0,9711112.0,9711112.0,9711112.0,9711112.0,9711112.0,9711112.0
5576,5577,7017.0,9711113.0,9711113.0,2165.0,9711113.0,9711113.0,9711113.0,9711113.0,9711113.0,9711113.0,9711113.0,9711113.0
5577,5578,,9711114.0,9711114.0,2166.0,9711114.0,9711114.0,9711114.0,9711114.0,9711114.0,9711114.0,9711114.0,9711114.0
5578,5579,,9711115.0,9711115.0,2181.0,9711115.0,9711115.0,9711115.0,9711115.0,9711115.0,9711115.0,9711115.0,9711115.0
5579,5580,,9711116.0,9711116.0,2185.0,9711116.0,9711116.0,9711116.0,9711116.0,9711116.0,9711116.0,9711116.0,9711116.0
5580,5581,,9711117.0,9711117.0,2195.0,9711117.0,9711117.0,9711117.0,9711117.0,9711117.0,9711117.0,9711117.0,9711117.0
5581,5582,,9511169.0,9511169.0,2197.0,9511169.0,9511169.0,9511169.0,9511169.0,9511169.0,9511169.0,9511169.0,9511169.0
5582,5583,3163.0,9711118.0,9711118.0,2199.0,9711118.0,9711118.0,9711118.0,9711118.0,9711118.0,9711118.0,9711118.0,9711118.0
5583,5584,9708021.0,9711120.0,9711120.0,2220.0,9711120.0,9711120.0,9711120.0,9711120.0,9711120.0,9711120.0,9711120.0,9711120.0
5584,5585,,9711119.0,9711119.0,2251.0,9711119.0,9711119.0,9711119.0,9711119.0,9711119.0,9711119.0,9711119.0,9711119.0
5585,5586,,9711122.0,9711122.0,2259.0,9711122.0,9711122.0,9711122.0,9711122.0,9711122.0,9711122.0,9711122.0,9711122.0
5586,5587,,9511170.0,9511170.0,9702004.0,9511170.0,9511170.0,9511170.0,9511170.0,9511170.0,9511170.0,9511170.0,9511170.0
5587,5588,,9711124.0,9711124.0,9702005.0,9711124.0,9711124.0,9711124.0,9711124.0,9711124.0,9711124.0,9711124.0,9711124.0
5588,5589,,9711125.0,9711125.0,9702011.0,9711125.0,9711125.0,9711125.0,9711125.0,9711125.0,9711125.0,9711125.0,9711125.0
5589,5590,9707197.0,9711126.0,9711126.0,9702022.0,9711126.0,9711126.0,9711126.0,9711126.0,9711126.0,9711126.0,9711126.0,9711126.0
5590,5591,10191.0,9711127.0,9711127.0,9702033.0,9711127.0,9711127.0,9711127.0,9711127.0,9711127.0,9711127.0,9711127.0,9711127.0
5591,5592,,9711128.0,9711128.0,9702034.0,9711128.0,9711128.0,9711128.0,9711128.0,9711128.0,9711128.0,9711128.0,9711128.0
5592,5593,,9711129.0,9711129.0,9702052.0,9711129.0,9711129.0,9711129.0,9711129.0,9711129.0,9711129.0,9711129.0,9711129.0
5593,5594,,9711130.0,9711130.0,9702062.0,9711130.0,9711130.0,9711130.0,9711130.0,9711130.0,9711130.0,9711130.0,9711130.0
5594,5595,9710098.0,9711131.0,9711131.0,9702063.0,9711131.0,9711131.0,9711131.0,9711131.0,9711131.0,9711131.0,9711131.0,9711131.0
5595,5596,,9711132.0,9711132.0,9702064.0,9711132.0,9711132.0,9711132.0,9711132.0,9711132.0,9711132.0,9711132.0,9711132.0
5596,5597,9703159.0,9711133.0,9711133.0,9702070.0,9711133.0,9711133.0,9711133.0,9711133.0,9711133.0,9711133.0,9711133.0,9711133.0
5597,5598,,9711134.0,9711134.0,9702071.0,9711134.0,9711134.0,9711134.0,9711134.0,9711134.0,9711134.0,9711134.0,9711134.0
5598,5599,,9511172.0,9511172.0,9702073.0,9511172.0,9511172.0,9511172.0,9511172.0,9511172.0,9511172.0,9511172.0,9511172.0
5599,5600,,9711135.0,9711135.0,9702092.0,9711135.0,9711135.0,9711135.0,9711135.0,9711135.0,9711135.0,9711135.0,9711135.0
5600,5601,,9711137.0,9711137.0,9702096.0,9711137.0,9711137.0,9711137.0,9711137.0,9711137.0,9711137.0,9711137.0,9711137.0
5601,5602,,9711138.0,9711138.0,9702102.0,9711138.0,9711138.0,9711138.0,9711138.0,9711138.0,9711138.0,9711138.0,9711138.0
5602,5603,10198.0,9711139.0,9711139.0,9702104.0,9711139.0,9711139.0,9711139.0,9711139.0,9711139.0,9711139.0,9711139.0,9711139.0
5603,5604,,9711140.0,9711140.0,9702117.0,9711140.0,9711140.0,9711140.0,9711140.0,9711140.0,9711140.0,9711140.0,9711140.0
5604,5605,,9711136.0,9711136.0,9702121.0,9711136.0,9711136.0,9711136.0,9711136.0,9711136.0,9711136.0,9711136.0,9711136.0
5605,5606,,9711142.0,9711142.0,9702129.0,9711142.0,9711142.0,9711142.0,9711142.0,9711142.0,9711142.0,9711142.0,9711142.0
5606,5607,,9711143.0,9711143.0,9702130.0,9711143.0,9711143.0,9711143.0,9711143.0,9711143.0,9711143.0,9711143.0,9711143.0
5607,5608,,9711144.0,9711144.0,9702131.0,9711144.0,9711144.0,9711144.0,9711144.0,9711144.0,9711144.0,9711144.0,9711144.0
5608,5609,,9711145.0,9711145.0,9702135.0,9711145.0,9711145.0,9711145.0,9711145.0,9711145.0,9711145.0,9711145.0,9711145.0
5609,5610,,9711146.0,9711146.0,9702137.0,9711146.0,9711146.0,9711146.0,9711146.0,9711146.0,9711146.0,9711146.0,9711146.0
5610,5611,,9711147.0,9711147.0,9702140.0,9711147.0,9711147.0,9711147.0,9711147.0,9711147.0,9711147.0,9711147.0,9711147.0
5611,5612,9308001.0,9711148.0,9711148.0,9702147.0,9711148.0,9711148.0,9711148.0,9711148.0,9711148.0,9711148.0,9711148.0,9711148.0
5612,5613,11054.0,9711149.0,9711149.0,9702148.0,9711149.0,9711149.0,9711149.0,9711149.0,9711149.0,9711149.0,9711149.0,9711149.0
5613,5614,,9711150.0,9711150.0,9702176.0,9711150.0,9711150.0,9711150.0,9711150.0,9711150.0,9711150.0,9711150.0,9711150.0
5614,5615,,9711151.0,9711151.0,9702183.0,9711151.0,9711151.0,9711151.0,9711151.0,9711151.0,9711151.0,9711151.0,9711151.0
5615,5616,,9511175.0,9511175.0,9702195.0,9511175.0,9511175.0,9511175.0,9511175.0,9511175.0,9511175.0,9511175.0,9511175.0
5616,5617,,9711153.0,9711153.0,9309001.0,9711153.0,9711153.0,9711153.0,9711153.0,9711153.0,9711153.0,9711153.0,9711153.0
5617,5618,,9711154.0,9711154.0,9309004.0,9711154.0,9711154.0,9711154.0,9711154.0,9711154.0,9711154.0,9711154.0,9711154.0
5618,5619,,9711155.0,9711155.0,9309007.0,9711155.0,9711155.0,9711155.0,9711155.0,9711155.0,9711155.0,9711155.0,9711155.0
5619,5620,,9711156.0,9711156.0,9309015.0,9711156.0,9711156.0,9711156.0,9711156.0,9711156.0,9711156.0,9711156.0,9711156.0
5620,5621,,9711157.0,9711157.0,9309017.0,9711157.0,9711157.0,9711157.0,9711157.0,9711157.0,9711157.0,9711157.0,9711157.0
5621,5622,,9711158.0,9711158.0,9309018.0,9711158.0,9711158.0,9711158.0,9711158.0,9711158.0,9711158.0,9711158.0,9711158.0
5622,5623,,9711159.0,9711159.0,9309029.0,9711159.0,9711159.0,9711159.0,9711159.0,9711159.0,9711159.0,9711159.0,9711159.0
5623,5624,,9711160.0,9711160.0,9309037.0,9711160.0,9711160.0,9711160.0,9711160.0,9711160.0,9711160.0,9711160.0,9711160.0
5624,5625,,9711161.0,9711161.0,9309043.0,9711161.0,9711161.0,9711161.0,9711161.0,9711161.0,9711161.0,9711161.0,9711161.0
5625,5626,10023.0,9711162.0,9711162.0,9309047.0,9711162.0,9711162.0,9711162.0,9711162.0,9711162.0,9711162.0,9711162.0,9711162.0
5626,5627,11254.0,9711163.0,9711163.0,9309049.0,9711163.0,9711163.0,9711163.0,9711163.0,9711163.0,9711163.0,9711163.0,9711163.0
5627,5628,,9711164.0,9711164.0,9309051.0,9711164.0,9711164.0,9711164.0,9711164.0,9711164.0,9711164.0,9711164.0,9711164.0
5628,5629,,9711165.0,9711165.0,9309058.0,9711165.0,9711165.0,9711165.0,9711165.0,9711165.0,9711165.0,9711165.0,9711165.0
5629,5630,9704189.0,9711166.0,9711166.0,9309060.0,9711166.0,9711166.0,9711166.0,9711166.0,9711166.0,9711166.0,9711166.0,9711166.0
5630,5631,9705092.0,9711167.0,9711167.0,9309061.0,9711167.0,9711167.0,9711167.0,9711167.0,9711167.0,9711167.0,9711167.0,9711167.0
5631,5632,12180.0,9711168.0,9711168.0,9309062.0,9711168.0,9711168.0,9711168.0,9711168.0,9711168.0,9711168.0,9711168.0,9711168.0
5632,5633,,9711169.0,9711169.0,9309064.0,9711169.0,9711169.0,9711169.0,9711169.0,9711169.0,9711169.0,9711169.0,9711169.0
5633,5634,,9711170.0,9711170.0,9309066.0,9711170.0,9711170.0,9711170.0,9711170.0,9711170.0,9711170.0,9711170.0,9711170.0
5634,5635,,9711171.0,9711171.0,9309068.0,9711171.0,9711171.0,9711171.0,9711171.0,9711171.0,9711171.0,9711171.0,9711171.0
5635,5636,,9711172.0,9711172.0,9309070.0,9711172.0,9711172.0,9711172.0,9711172.0,9711172.0,9711172.0,9711172.0,9711172.0
5636,5637,,9711173.0,9711173.0,9309071.0,9711173.0,9711173.0,9711173.0,9711173.0,9711173.0,9711173.0,9711173.0,9711173.0
5637,5638,9308077.0,9511179.0,9511179.0,9309072.0,9511179.0,9511179.0,9511179.0,9511179.0,9511179.0,9511179.0,9511179.0,9511179.0
5638,5639,,9711175.0,9711175.0,9309073.0,9711175.0,9711175.0,9711175.0,9711175.0,9711175.0,9711175.0,9711175.0,9711175.0
5639,5640,,9711176.0,9711176.0,9309074.0,9711176.0,9711176.0,9711176.0,9711176.0,9711176.0,9711176.0,9711176.0,9711176.0
5640,5641,,9711177.0,9711177.0,9309085.0,9711177.0,9711177.0,9711177.0,9711177.0,9711177.0,9711177.0,9711177.0,9711177.0
5641,5642,,9711178.0,9711178.0,9309087.0,9711178.0,9711178.0,9711178.0,9711178.0,9711178.0,9711178.0,9711178.0,9711178.0
5642,5643,,9711179.0,9711179.0,9309090.0,9711179.0,9711179.0,9711179.0,9711179.0,9711179.0,9711179.0,9711179.0,9711179.0
5643,5644,9703228.0,9711180.0,9711180.0,9309092.0,9711180.0,9711180.0,9711180.0,9711180.0,9711180.0,9711180.0,9711180.0,9711180.0
5644,5645,,9711181.0,9711181.0,9309096.0,9711181.0,9711181.0,9711181.0,9711181.0,9711181.0,9711181.0,9711181.0,9711181.0
5645,5646,,9711182.0,9711182.0,9309098.0,9711182.0,9711182.0,9711182.0,9711182.0,9711182.0,9711182.0,9711182.0,9711182.0
5646,5647,,9711183.0,9711183.0,9309101.0,9711183.0,9711183.0,9711183.0,9711183.0,9711183.0,9711183.0,9711183.0,9711183.0
5647,5648,,9711184.0,9711184.0,9309112.0,9711184.0,9711184.0,9711184.0,9711184.0,9711184.0,9711184.0,9711184.0,9711184.0
5648,5649,,9711185.0,9711185.0,3077.0,9711185.0,9711185.0,9711185.0,9711185.0,9711185.0,9711185.0,9711185.0,9711185.0
5649,5650,9710068.0,9711186.0,9711186.0,3079.0,9711186.0,9711186.0,9711186.0,9711186.0,9711186.0,9711186.0,9711186.0,9711186.0
5650,5651,,9511181.0,9511181.0,3091.0,9511181.0,9511181.0,9511181.0,9511181.0,9511181.0,9511181.0,9511181.0,9511181.0
