Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality,score
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.60E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.31E-07,,,,,,,,,,,,
,9.83E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.61E-07,,,,,,,,,,,,
,-8.32E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.84E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.61E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.45E-07,,,,,,,,,,,,
,2.34E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.12E-22,,,,,,,,,,,,
,2.77E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-5.93E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.61E-07,,,,,,,,,,,,
,2.87E-14,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.95E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.27E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.66E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.06E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.33E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.77E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.94E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.61E-07,,,,,,,,,,,,
,2.94E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.25E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.41E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.09E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-2.09E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.58E-11,,,,,,,,,,,,
,-3.03E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.00E-05,,,,,,,,,,,,
,-1.11E-23,,,,,,,,,,,,
,4.99E-10,,,,,,,,,,,,
,9.91E-05,,,,,,,,,,,,
,-2.85E-22,,,,,,,,,,,,
,5.44E-09,,,,,,,,,,,,
,5.03E-05,,,,,,,,,,,,
,0.000116307,,,,,,,,,,,,
,7.01E-05,,,,,,,,,,,,
,3.60E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.93E-05,,,,,,,,,,,,
,2.68E-13,,,,,,,,,,,,
,9.14E-16,,,,,,,,,,,,
,2.65E-10,,,,,,,,,,,,
,3.58E-12,,,,,,,,,,,,
,3.60E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-4.09E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.31E-07,,,,,,,,,,,,
,3.54E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.55E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.59E-08,,,,,,,,,,,,
,6.08E-09,,,,,,,,,,,,
,4.69E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.48E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.42E-10,,,,,,,,,,,,
,1.57E-06,,,,,,,,,,,,
,2.81E-06,,,,,,,,,,,,
,1.22E-06,,,,,,,,,,,,
,5.36E-05,,,,,,,,,,,,
,1.22E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.62E-09,,,,,,,,,,,,
,3.39E-09,,,,,,,,,,,,
,1.73E-05,,,,,,,,,,,,
,4.10E-08,,,,,,,,,,,,
,2.73E-13,,,,,,,,,,,,
,1.49E-22,,,,,,,,,,,,
,1.39E-07,,,,,,,,,,,,
,2.78E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000251633,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000104509,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.43E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.79E-13,,,,,,,,,,,,
,0.000107193,,,,,,,,,,,,
,1.51E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.20E-08,,,,,,,,,,,,
,-3.55E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.20E-05,,,,,,,,,,,,
,5.07E-07,,,,,,,,,,,,
,1.90E-08,,,,,,,,,,,,
,0.000198263,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.22E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.09E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.78E-22,,,,,,,,,,,,
,2.31E-05,,,,,,,,,,,,
,2.40E-07,,,,,,,,,,,,
,2.54E-12,,,,,,,,,,,,
,2.69E-05,,,,,,,,,,,,
,-3.69E-22,,,,,,,,,,,,
,4.22E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.17E-22,,,,,,,,,,,,
,1.03E-06,,,,,,,,,,,,
,3.37E-08,,,,,,,,,,,,
,3.37E-06,,,,,,,,,,,,
,1.01E-05,,,,,,,,,,,,
,6.42E-05,,,,,,,,,,,,
,4.96E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.40E-10,,,,,,,,,,,,
,0.000156583,,,,,,,,,,,,
,1.36E-22,,,,,,,,,,,,
,3.45E-06,,,,,,,,,,,,
,6.74E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.54E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.27E-05,,,,,,,,,,,,
,1.14E-07,,,,,,,,,,,,
,1.86E-07,,,,,,,,,,,,
,1.38E-07,,,,,,,,,,,,
,5.05E-10,,,,,,,,,,,,
,9.20E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000106029,,,,,,,,,,,,
,6.75E-06,,,,,,,,,,,,
,2.99E-11,,,,,,,,,,,,
,4.19E-08,,,,,,,,,,,,
,3.32E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.97E-07,,,,,,,,,,,,
,1.59E-05,,,,,,,,,,,,
,-2.99E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.30E-10,,,,,,,,,,,,
,2.17E-07,,,,,,,,,,,,
,9.15E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.98E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.59E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.31E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.61E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.00015759,,,,,,,,,,,,
,5.03E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.06E-09,,,,,,,,,,,,
,9.84E-11,,,,,,,,,,,,
,1.49E-22,,,,,,,,,,,,
,6.69E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.52E-11,,,,,,,,,,,,
,1.28E-06,,,,,,,,,,,,
,1.27E-05,,,,,,,,,,,,
,2.59E-07,,,,,,,,,,,,
,0.000144432,,,,,,,,,,,,
,3.07E-23,,,,,,,,,,,,
,1.04E-06,,,,,,,,,,,,
,0.000202593,,,,,,,,,,,,
,9.66E-05,,,,,,,,,,,,
,3.02E-07,,,,,,,,,,,,
,1.47E-09,,,,,,,,,,,,
,5.52E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.91E-09,,,,,,,,,,,,
,6.91E-07,,,,,,,,,,,,
,6.72E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.33E-05,,,,,,,,,,,,
,2.57E-08,,,,,,,,,,,,
,0.000152516,,,,,,,,,,,,
,9.96E-10,,,,,,,,,,,,
,2.45E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.32E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.17E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.25E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.08E-22,,,,,,,,,,,,
,3.74E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.29E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.33E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.84E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.86E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.16E-13,,,,,,,,,,,,
,7.94E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.64E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.07E-07,,,,,,,,,,,,
,1.35E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.06E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-4.80E-23,,,,,,,,,,,,
,-2.54E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.46E-07,,,,,,,,,,,,
,6.20E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.32E-05,,,,,,,,,,,,
,9.32E-07,,,,,,,,,,,,
,1.22E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.38E-09,,,,,,,,,,,,
,0.000159216,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.94E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.01E-14,,,,,,,,,,,,
,5.77E-08,,,,,,,,,,,,
,3.68E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.33E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.73E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.48E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.56E-09,,,,,,,,,,,,
,1.44E-09,,,,,,,,,,,,
,0.00011591,,,,,,,,,,,,
,6.93E-05,,,,,,,,,,,,
,6.50E-07,,,,,,,,,,,,
,1.08E-05,,,,,,,,,,,,
,1.52E-07,,,,,,,,,,,,
,4.57E-06,,,,,,,,,,,,
,1.12E-07,,,,,,,,,,,,
,1.43E-07,,,,,,,,,,,,
,5.78E-10,,,,,,,,,,,,
,8.50E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.82E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.14E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.92E-09,,,,,,,,,,,,
,0.000158796,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.67E-06,,,,,,,,,,,,
,6.52E-07,,,,,,,,,,,,
,8.00E-06,,,,,,,,,,,,
,3.00E-10,,,,,,,,,,,,
,1.72E-05,,,,,,,,,,,,
,4.32E-05,,,,,,,,,,,,
,0.000307438,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.76E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.56E-06,,,,,,,,,,,,
,5.02E-07,,,,,,,,,,,,
,2.41E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.69E-22,,,,,,,,,,,,
,6.44E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.18E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.62E-09,,,,,,,,,,,,
,4.12E-07,,,,,,,,,,,,
,3.03E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.50E-13,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.63E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.58E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.07E-09,,,,,,,,,,,,
,1.66E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.34E-05,,,,,,,,,,,,
,2.32E-10,,,,,,,,,,,,
,1.86E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.97E-08,,,,,,,,,,,,
,0.000183173,,,,,,,,,,,,
,7.07E-07,,,,,,,,,,,,
,1.35E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.52E-13,,,,,,,,,,,,
,9.69E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.63E-07,,,,,,,,,,,,
,5.41E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.22E-05,,,,,,,,,,,,
,1.95E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.93E-08,,,,,,,,,,,,
,2.54E-07,,,,,,,,,,,,
,7.58E-05,,,,,,,,,,,,
,2.03E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.08E-09,,,,,,,,,,,,
,5.13E-06,,,,,,,,,,,,
,2.60E-05,,,,,,,,,,,,
,6.00E-06,,,,,,,,,,,,
,1.28E-09,,,,,,,,,,,,
,3.26E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.58E-22,,,,,,,,,,,,
,1.27E-06,,,,,,,,,,,,
,3.37E-07,,,,,,,,,,,,
,1.61E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.62E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.34E-22,,,,,,,,,,,,
,-1.58E-22,,,,,,,,,,,,
,0.000146931,,,,,,,,,,,,
,4.43E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.75E-06,,,,,,,,,,,,
,1.27E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.28E-07,,,,,,,,,,,,
,1.44E-16,,,,,,,,,,,,
,6.44E-09,,,,,,,,,,,,
,0.000269711,,,,,,,,,,,,
,4.25E-06,,,,,,,,,,,,
,3.49E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.16E-08,,,,,,,,,,,,
,2.78E-07,,,,,,,,,,,,
,2.06E-05,,,,,,,,,,,,
,3.56E-09,,,,,,,,,,,,
,8.26E-23,,,,,,,,,,,,
,2.31E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.79E-23,,,,,,,,,,,,
,6.23E-09,,,,,,,,,,,,
,2.73E-13,,,,,,,,,,,,
,0.000192995,,,,,,,,,,,,
,2.78E-10,,,,,,,,,,,,
,1.95E-05,,,,,,,,,,,,
,3.41E-10,,,,,,,,,,,,
,3.83E-13,,,,,,,,,,,,
,4.16E-08,,,,,,,,,,,,
,1.26E-05,,,,,,,,,,,,
,3.12E-22,,,,,,,,,,,,
,6.81E-13,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.99E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.22E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.53E-09,,,,,,,,,,,,
,1.48E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.06E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.77E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.75E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.77E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.58E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.15E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.74E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.33E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.93E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.58E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.61E-22,,,,,,,,,,,,
,9.04E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.92E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.56E-20,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.74E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.12E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.27E-08,,,,,,,,,,,,
,8.46E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.06E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.80E-06,,,,,,,,,,,,
,1.22E-07,,,,,,,,,,,,
,3.58E-06,,,,,,,,,,,,
,1.45E-06,,,,,,,,,,,,
,1.94E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.51E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.60E-10,,,,,,,,,,,,
,2.11E-06,,,,,,,,,,,,
,0.000315809,,,,,,,,,,,,
,2.32E-07,,,,,,,,,,,,
,3.79E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.81E-07,,,,,,,,,,,,
,2.31E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.84E-06,,,,,,,,,,,,
,1.60E-22,,,,,,,,,,,,
,8.42E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.44E-22,,,,,,,,,,,,
,4.06E-06,,,,,,,,,,,,
,2.22E-07,,,,,,,,,,,,
,1.81E-07,,,,,,,,,,,,
,4.62E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.01E-07,,,,,,,,,,,,
,2.98E-07,,,,,,,,,,,,
,2.88E-10,,,,,,,,,,,,
,0.000173768,,,,,,,,,,,,
,3.90E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.00012882,,,,,,,,,,,,
,-2.05E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.74E-11,,,,,,,,,,,,
,1.60E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.08E-05,,,,,,,,,,,,
,2.14E-06,,,,,,,,,,,,
,1.73E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.16E-08,,,,,,,,,,,,
,1.43E-08,,,,,,,,,,,,
,1.49E-05,,,,,,,,,,,,
,1.01E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.64E-06,,,,,,,,,,,,
,1.09E-08,,,,,,,,,,,,
,5.86E-10,,,,,,,,,,,,
,0.000164909,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.25E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.49E-07,,,,,,,,,,,,
,1.27E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.00E-07,,,,,,,,,,,,
,1.61E-05,,,,,,,,,,,,
,0.000133805,,,,,,,,,,,,
,9.94E-05,,,,,,,,,,,,
,4.88E-06,,,,,,,,,,,,
,5.36E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.10E-05,,,,,,,,,,,,
,1.40E-07,,,,,,,,,,,,
,1.34E-22,,,,,,,,,,,,
,1.39E-05,,,,,,,,,,,,
,0.0001829,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.60E-09,,,,,,,,,,,,
,0.000162462,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.24E-22,,,,,,,,,,,,
,3.80E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.85E-05,,,,,,,,,,,,
,6.33E-07,,,,,,,,,,,,
,2.78E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.89E-05,,,,,,,,,,,,
,2.35E-05,,,,,,,,,,,,
,5.69E-06,,,,,,,,,,,,
,4.55E-10,,,,,,,,,,,,
,2.54E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
