,Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
9306,301123,0.007333193,9.22e-09,1e-06,0.095344153,0.000795833,3.62e-05,0.006841999,3167.203028,4.46e-05,3.96e-06,3.96e-06,
9307,301124,0.030332754,0.0,0.000101639,0.084465623,0.003291854,0.0,0.001990662,2907.890602,0.000118578,0.0,0.0,
9314,301131,0.002666616,0.0,9.27e-09,0.064215062,0.000289394,0.0,3.91e-05,2250.594933,0.000187895,0.0,0.0,
9318,301135,0.033999351,5.73e-06,0.000101272,0.091726853,0.00368977,0.000217045,0.00409174,2924.092355,5.45e-05,1.11e-06,1.11e-06,
9319,301136,0.039665909,5.73e-06,0.000101459,0.095241245,0.004304732,0.00025322,0.004910802,3074.269664,7.85e-05,9.89e-06,9.89e-06,
9320,301137,0.007999847,3.44e-06,2.09e-07,0.103674284,0.000868181,0.000144697,0.006104212,3205.486239,8.39e-05,4.84e-06,4.84e-06,
9322,301139,0.013333079,6.88e-06,2.36e-07,0.089904866,0.001446969,0.000325568,0.005278821,3021.564205,5.82e-05,1.35e-05,1.35e-05,
9323,301140,0.019666291,3.45e-06,2.11e-07,0.106883797,0.002134279,0.000180871,0.025620918,3330.584391,0.000193034,1.18e-05,1.18e-05,
9325,301142,0.016333021,4.6e-06,2.05e-07,0.101730901,0.001772537,0.00025322,0.016800837,3150.916137,0.000100991,2.3e-06,2.3e-06,
9327,301144,0.034332678,1.15e-06,0.000102351,0.093684267,0.003725944,7.23e-05,0.020520782,3013.797588,9.47e-05,8.91e-07,8.91e-07,
9332,301150,0.036665967,4.64e-06,0.000101921,0.103621199,0.003979164,0.00025322,0.106635533,3342.460946,4.53e-05,4.17e-06,4.17e-06,
9335,301153,0.001666635,7.65e-11,5.32e-09,0.07544804,0.000180871,3.62e-05,7.82e-05,2416.230829,0.000141289,9.94e-06,9.94e-06,
9336,301154,0.002666616,0.0,9.74e-09,0.086481134,0.000289394,0.0,0.002293759,2677.421129,0.000109338,0.0,0.0,
9340,301161,0.036999294,3.44e-06,0.000101296,0.090558746,0.004015338,0.000217045,0.003605165,3057.846844,4.64e-05,1.1e-05,1.1e-05,
9341,301162,0.033332697,1.4e-09,0.000101141,0.105147016,0.003617422,3.62e-05,0.005358304,3310.987465,0.00024057,6.15e-06,6.15e-06,
9343,301164,0.02533285,0.0,3.23e-05,0.103353148,0.00274924,0.0,0.013110109,3402.377155,0.000170749,0.0,0.0,
9350,301171,0.035332659,2.32e-06,0.0001026,0.10655428,0.003834467,7.23e-05,0.021267095,3395.592249,0.000101958,2.74e-05,2.74e-05,
9351,301172,0.034999332,0.0,0.000101958,0.081735852,0.003798293,0.0,0.00842696,2790.605218,0.000156978,0.0,0.0,
9355,301176,0.01099979,1.16e-06,3.87e-07,0.087051328,0.001193749,3.62e-05,0.002636415,2932.756731,0.000175659,1.51e-07,1.51e-07,
9357,301178,0.034999332,2.31e-06,0.000102658,0.100331409,0.003798293,0.000108523,0.020817673,3184.725844,4.42e-05,3.07e-06,3.07e-06,
9358,301179,0.032332716,4.6e-06,0.00010111,0.094969694,0.003508899,0.000217045,0.00688404,2928.231732,3.45e-05,3.61e-07,3.61e-07,
9359,301180,0.033999351,1.15e-06,0.000101654,0.102057837,0.00368977,7.23e-05,0.00450971,3253.886345,0.000159733,9.6e-06,9.6e-06,
9363,301184,0.032666043,0.0,0.000101719,0.098265617,0.003545073,0.0,0.002908144,3116.791259,6.67e-05,0.0,0.0,
9365,301186,0.037332621,1.3e-09,0.000102714,0.105010116,0.004051512,3.62e-05,0.076545737,3296.420729,0.000109271,7.93e-07,7.93e-07,
9366,301187,0.034999332,1.19e-09,0.000102667,0.103388,0.003798293,3.62e-05,0.031370851,3271.274059,5.79e-05,4.36e-06,4.36e-06,
9367,301189,0.032666043,4.84e-09,0.000101974,0.102432114,0.003545073,3.62e-05,0.012542026,3363.880464,9.87e-05,5.02e-06,5.02e-06,
9368,301190,0.005999885,0.0,9.75e-07,0.080263559,0.000651136,0.0,0.002202721,2637.131183,0.000129568,0.0,0.0,
9374,301196,0.034332678,1.14e-06,0.000101291,0.0971521,0.003725944,7.23e-05,0.009660599,3088.271021,0.000109351,4.81e-06,4.81e-06,
9380,301203,0.00766652,3.43e-06,1.02e-07,0.090681928,0.000832007,0.000180871,0.002859567,2849.777117,3.67e-05,3.13e-07,3.13e-07,
9382,301206,0.011666444,3.44e-06,8.09e-07,0.105142708,0.001266098,0.000180871,0.045523011,3374.366637,4.64e-05,2.96e-05,2.96e-05,
9388,301213,0.031999389,1.16e-06,0.000101126,0.089700141,0.003472725,3.62e-05,0.003083188,3022.591226,0.000109975,0.0,0.0,
9392,301217,0.037999274,6.86e-06,0.000101904,0.097557966,0.004123861,0.000289394,0.007762437,3170.602958,7.09e-05,1.61e-05,1.61e-05,
9396,301221,0.004999905,0.0,1.83e-07,0.095591076,0.000542613,0.0,0.019025353,2966.46687,3.56e-05,0.0,0.0,
9401,301226,0.009666482,4.58e-06,1.87e-07,0.094004844,0.001049052,0.000217045,0.006238271,2982.743731,4.1e-05,4.75e-06,4.75e-06,
9402,301227,0.005999885,4.2e-10,3.18e-07,0.081380452,0.000651136,3.62e-05,0.001207836,2793.174881,0.000119661,1.32e-06,1.32e-06,
9407,301232,0.01433306,0.0,5.31e-05,0.070766534,0.001555491,0.0,0.000146357,2286.333059,0.00011797,0.0,0.0,
9411,301237,0.033999351,0.0,0.00010208,0.089490208,0.00368977,0.0,0.002097785,3056.801135,6.42e-05,0.0,0.0,
9414,301240,0.019999618,1.38e-05,3.76e-07,0.099451765,0.002170453,0.000614962,0.008763864,3241.459741,6.73e-05,6.28e-05,6.28e-05,
9419,301246,0.009666482,0.0,4.18e-07,0.09137883,0.001049052,0.0,0.001456593,2977.461913,5.33e-05,0.0,0.0,
9422,301249,0.011666444,0.0,2.04e-07,0.076828998,0.001266098,0.0,0.000650288,2740.290213,0.000195006,0.0,0.0,
9423,301250,0.037665948,4.63e-06,0.000101816,0.097582071,0.004087686,0.00025322,0.144842832,3052.286056,5.27e-05,8.46e-07,8.46e-07,
9426,301253,0.032666043,3.47e-06,0.00010266,0.102425782,0.003545073,0.000144697,0.015729048,3320.617335,2.83e-05,1.71e-06,1.71e-06,
9433,302005,0.036665967,1.13e-08,0.000102172,0.10767345,0.003979164,3.62e-05,0.045670313,3378.585137,0.000167638,3.01e-06,3.01e-06,
9434,302006,0.036999294,0.0,0.000101902,0.093142173,0.004015338,0.0,0.004684963,3192.93714,0.00032493,0.0,0.0,
9436,302008,0.034999332,0.0,0.000102525,0.102228254,0.003798293,0.0,0.010698227,3216.447075,0.000112152,0.0,0.0,
9439,302011,0.022666234,9.46e-06,2.27e-05,0.089085926,0.002459847,0.000506439,0.004433233,2973.076539,4.61e-05,2.21e-05,2.21e-05,
9441,302013,0.001666635,2.3e-12,2.54e-10,0.038474878,0.000180871,3.62e-05,8.41e-10,1226.238292,0.000112384,1.8e-05,1.8e-05,
9442,302014,0.002666616,0.0,1.36e-06,0.049748231,0.000289394,0.0,1.14e-07,1625.214749,0.000157559,0.0,0.0,
9446,302019,0.01099979,0.0,1.24e-06,0.100082557,0.001193749,0.0,0.027160159,3302.092155,0.000121872,0.0,0.0,
9447,302020,0.004999905,2.57e-09,1.31e-07,0.098942799,0.000542613,3.62e-05,0.040920527,3028.111674,7.78e-05,8.22e-07,8.22e-07,
9450,302023,0.028999446,0.0,0.000101166,0.091723853,0.003147157,0.0,0.002386164,2867.544605,0.000131688,0.0,0.0,
9453,302027,0.041332544,0.0,0.00010229,0.101456918,0.004485603,0.0,0.049303001,3247.326339,0.000122191,0.0,0.0,
9454,302028,0.01099979,1.15e-06,4.2e-07,0.077228613,0.001193749,3.62e-05,0.001961912,2668.066498,0.000113042,1.81e-06,1.81e-06,
9456,302030,0.052665661,2.29e-06,0.000103683,0.097993693,0.005715526,7.23e-05,0.027985186,3391.022302,0.000188948,7.97e-06,7.97e-06,
9457,302031,0.000999981,0.0,2.03e-10,0.035719481,0.000108523,0.0,7.78e-11,1109.410004,0.000132364,0.0,0.0,
9462,302036,0.002666616,2.49e-10,6.77e-09,0.067111598,0.000289394,3.62e-05,1.88e-05,2100.980456,0.000143538,1.39e-06,1.39e-06,
9463,302037,0.031666062,0.0,0.000101602,0.077728067,0.00343655,0.0,5.26e-05,2644.009286,0.00015459,0.0,0.0,
9473,302049,0.007999847,1.15e-06,4.29e-07,0.101818874,0.000868181,3.62e-05,0.004321173,3169.870233,0.000127666,1.46e-06,1.46e-06,
9475,302052,0.03299937,1.15e-06,0.000102187,0.096441698,0.003581247,3.62e-05,0.004207024,3153.058653,5.76e-05,8.39e-07,8.39e-07,
9477,302054,0.006333212,1.14e-06,3.4e-07,0.091587988,0.00068731,3.62e-05,0.005325328,3092.844682,4.89e-05,1.44e-07,1.44e-07,
9483,302060,0.034332678,2.33e-06,0.00010183,0.096849003,0.003725944,0.000144697,0.061923018,3033.670659,2.95e-05,9.17e-07,9.17e-07,
9486,302064,0.010666463,3.47e-06,6.65e-07,0.097438087,0.001157575,0.000144697,0.129557927,3016.14558,5.36e-05,3.47e-07,3.47e-07,
9496,302075,0.019332964,0.0,1.47e-07,0.085817273,0.002098104,0.0,0.002619694,2871.946796,0.00039166,0.0,0.0,
9498,302078,0.030666081,3.44e-06,0.000101379,0.084830702,0.003328028,0.000108523,0.000245747,2798.45837,0.000107017,1.11e-05,1.11e-05,
9505,302087,0.035665986,0.0,0.000102666,0.109001383,0.003870641,0.0,0.014627807,3480.195366,0.000152446,0.0,0.0,
9508,302091,0.002666616,0.0,3.09e-09,0.064072675,0.000289394,0.0,5.14e-05,2128.671285,0.000102745,0.0,0.0,
9514,302097,0.005666558,0.0,2.36e-08,0.070086505,0.000614962,0.0,3.54e-05,2301.759211,0.000169449,0.0,0.0,
9521,302104,0.0296661,1.17e-06,0.000101825,0.099594809,0.003219505,3.62e-05,0.026413184,3240.724998,3.94e-05,9.81e-07,9.81e-07,
9522,302105,0.042332525,8e-06,0.000101308,0.099231995,0.004594125,0.000325568,0.011453077,3223.843669,0.000157719,3.75e-05,3.75e-05,
9524,302107,0.003666597,0.0,5.54e-07,0.10092063,0.000397916,0.0,0.008291389,3236.795094,3.6e-05,0.0,0.0,
9526,302109,0.033999351,3.68e-06,0.000101983,0.09192684,0.00368977,0.000144697,0.002695767,3020.519692,6.29e-05,1.83e-05,1.83e-05,
9534,302118,0.030332754,0.0,0.000101118,0.095821134,0.003291854,0.0,0.003506239,3101.718363,0.000102087,0.0,0.0,
9538,302122,0.028332792,0.0,0.000101346,0.091035274,0.003074808,0.0,0.00126744,2984.097106,0.000135612,0.0,0.0,
9541,302125,0.03299937,0.0,2.19e-06,0.110158739,0.003581247,0.0,0.00627327,3612.283873,0.000116086,0.0,0.0,
9543,302127,0.036665967,0.0,0.000102297,0.10325358,0.003979164,0.0,0.031258183,3272.755117,8.42e-05,0.0,0.0,
9548,302132,0.012666425,0.0,8.57e-07,0.095989051,0.00137462,0.0,0.0173996,3070.145565,0.000121554,0.0,0.0,
9551,302136,0.031666062,0.0,0.000101504,0.090495454,0.00343655,0.0,0.003880097,3012.953974,5.2e-05,0.0,0.0,
9552,302137,0.03633264,2.29e-06,0.000101159,0.110346052,0.003942989,7.23e-05,0.022219009,3488.999625,0.000175977,9.24e-06,9.24e-06,
9555,302140,0.033999351,1.14e-06,0.00010119,0.105291008,0.00368977,3.62e-05,0.010129366,3316.231857,0.00013441,8.27e-06,8.27e-06,
9556,302141,0.031666062,2.22e-11,0.000101008,0.062927677,0.00343655,3.62e-05,2.95e-05,2167.039464,0.0001979,8.5e-06,8.5e-06,
9559,302144,0.006666539,0.0,1.32e-08,0.071102793,0.000723484,0.0,0.000254925,2391.567095,0.000195488,0.0,0.0,
9561,302146,0.038332601,9.21e-06,0.00010178,0.10279601,0.004160035,0.000434091,0.008897135,3243.484414,6.62e-05,1.44e-05,1.44e-05,
9563,302148,0.033999351,1.15e-06,0.000101733,0.091755139,0.00368977,7.23e-05,0.004420439,2916.430375,7.34e-05,1.1e-06,1.1e-06,
9565,302150,0.039665909,4.58e-06,0.000101189,0.101469684,0.004304732,0.00025322,0.011685383,3226.248624,0.000242689,2.92e-05,2.92e-05,
9566,302151,0.009666482,2.28e-06,1.76e-07,0.089600163,0.001049052,0.000108523,0.002673295,2811.62472,4.96e-05,8.83e-07,8.83e-07,
9568,302153,0.004333251,0.0,1.79e-07,0.094109765,0.000470265,0.0,0.01560208,2919.46576,2.58e-05,0.0,0.0,
9573,302158,0.032332716,1.14e-06,0.000101094,0.096902977,0.003508899,0.000108523,0.010268222,3096.286098,0.000112948,1.13e-05,1.13e-05,
9574,302159,0.006999866,2.57e-07,3.42e-07,0.096847911,0.000759659,7.23e-05,0.004046715,3009.155525,2.43e-05,2.75e-06,2.75e-06,
9575,302160,0.009666482,1.15e-06,5.63e-07,0.095159071,0.001049052,3.62e-05,0.002741262,3062.023476,3.53e-05,2.43e-06,2.43e-06,
9577,302162,0.035332659,1.15e-06,0.000101163,0.092622412,0.003834467,7.23e-05,0.003024098,3195.645295,0.000193868,9.44e-07,9.44e-07,
9581,302167,0.001999962,0.0,3.72e-08,0.097627001,0.000217045,0.0,0.001505904,3009.965783,0.000130752,0.0,0.0,
9582,302168,0.005333232,2.28e-06,1.37e-08,0.062770419,0.000578787,0.000108523,3.52e-05,2100.048046,0.000112807,1.43e-05,1.43e-05,
9585,302171,0.033666024,1.14e-06,0.00010284,0.091927162,0.003653596,3.62e-05,0.006437938,3130.104347,5.1e-05,2.16e-07,2.16e-07,
9586,302172,0.008999828,1.14e-06,1.9e-07,0.104371411,0.000976704,7.23e-05,0.007558613,3244.643917,0.000188668,9.01e-06,9.01e-06,
9588,302174,0.039999236,1.14e-06,0.000101805,0.095773377,0.004340906,3.62e-05,0.00730961,3169.381615,8.52e-05,3.65e-07,3.65e-07,
9594,302180,0.005666558,6.33e-10,4.63e-07,0.089652225,0.000614962,3.62e-05,0.00184295,2994.280775,6.44e-05,4.48e-06,4.48e-06,
9595,302181,0.035665986,2.41e-09,0.00010175,0.095486792,0.003870641,3.62e-05,0.004370709,3088.22026,0.000217857,9.47e-07,9.47e-07,
9596,302182,0.033666024,3.43e-06,0.000101126,0.092772821,0.003653596,0.000108523,0.003146005,2856.299845,0.000100666,5.91e-06,5.91e-06,
9605,302191,0.02533285,0.0,1.89e-06,0.094231728,0.00274924,0.0,0.004035631,3255.520535,0.000138437,0.0,0.0,
9609,302195,0.034999332,4.48e-09,0.000101429,0.090900967,0.003798293,3.62e-05,0.003463025,3097.492121,0.000214848,6.47e-08,6.47e-08,
9612,302198,0.006999866,0.0,1.03e-07,0.093811312,0.000759659,0.0,0.005072611,3004.934034,0.000111163,0.0,0.0,
9616,302202,0.005666558,0.0,6.29e-09,0.063325888,0.000614962,0.0,2.64e-05,2121.72149,0.000119217,0.0,0.0,
9620,302206,0.031332735,0.0,0.000101707,0.098885504,0.003400376,0.0,0.003663671,3135.519999,4.17e-05,0.0,0.0,
9627,302213,0.005333232,0.0,1.5e-06,0.044094032,0.000578787,0.0,1.17e-07,1418.558559,0.000185919,0.0,0.0,
9629,302215,0.001999962,0.0,1.97e-09,0.056590084,0.000217045,0.0,6.03e-06,1851.83955,0.000319199,0.0,0.0,
9630,302216,0.002999943,0.0,1.14e-11,0.060548279,0.000325568,0.0,2.07e-05,1932.993013,0.000168875,0.0,0.0,
9632,302218,0.038332601,2.3e-06,0.000101409,0.085808346,0.004160035,7.23e-05,0.012662435,3110.328821,9.55e-05,3.08e-06,3.08e-06,
9635,302221,0.016666348,8.01e-06,2.42e-07,0.100324737,0.001808711,0.000289394,0.005822721,3219.134008,0.000108304,2.61e-05,2.61e-05,
9636,302222,0.031999389,3.44e-06,0.000101826,0.093163397,0.003472725,0.000108523,0.003787009,3031.469472,8.13e-05,2.15e-06,2.15e-06,
9637,302223,0.033999351,1.14e-06,0.000102155,0.096751153,0.00368977,3.62e-05,0.010168841,3100.003869,7.96e-05,4.18e-07,4.18e-07,
9640,302226,0.0296661,0.0,0.000101108,0.099900173,0.003219505,0.0,0.000993698,3168.186838,0.000131384,0.0,0.0,
9644,302230,0.009666482,0.0,1.14e-06,0.098664035,0.001049052,0.0,0.004163779,3092.109219,5.32e-05,0.0,0.0,
9645,303001,0.032332716,8.01e-06,0.000101051,0.090857095,0.003508899,0.000325568,0.002997366,2905.949807,5.82e-05,2.82e-06,2.82e-06,
9650,303006,0.030999408,0.0,0.000102556,0.094686221,0.003364202,0.0,0.002246857,2965.043526,5.52e-05,0.0,0.0,
9651,303007,0.031999389,2.3e-06,0.000102581,0.096332135,0.003472725,7.23e-05,0.047789496,3022.443038,2.6e-05,3.54e-07,3.54e-07,
9652,303008,0.031999389,3.44e-06,0.000101092,0.093992526,0.003472725,0.000180871,0.00599997,2978.758985,0.000130243,2.17e-06,2.17e-06,
9655,303011,0.033666024,1.14e-06,0.000101355,0.102437267,0.003653596,3.62e-05,0.028781232,3378.514181,0.000308598,1.9e-06,1.9e-06,
9657,303013,0.028999446,0.0,0.000101062,0.095614979,0.003147157,0.0,0.006731134,2979.14758,4.19e-05,0.0,0.0,
9659,303015,0.042665852,4.57e-06,0.000101319,0.102569229,0.0046303,0.000180871,0.013302693,3303.16587,0.000130277,7.04e-06,7.04e-06,
9660,303016,0.037999274,1.15e-06,0.000101234,0.100473088,0.004123861,7.23e-05,0.010974051,3280.126273,0.000156056,2.02e-06,2.02e-06,
9661,303017,0.0296661,0.0,0.000101675,0.097911467,0.003219505,0.0,0.024592191,3048.784074,2.95e-05,0.0,0.0,
9667,303023,0.033999351,1.14e-06,0.000101948,0.086747489,0.00368977,3.62e-05,0.003988011,2917.12384,0.00015297,2.19e-06,2.19e-06,
9668,303024,0.043665833,1.15e-06,0.000101481,0.103273634,0.004738822,3.62e-05,0.014747139,3364.304784,0.000244972,4.01e-06,4.01e-06,
9674,303031,0.030666081,1.31e-08,0.000101138,0.090374854,0.003328028,3.62e-05,0.003578302,2911.523983,3.77e-05,2.51e-06,2.51e-06,
9675,303032,0.012999752,8.01e-06,1.14e-07,0.096721158,0.001410794,0.000289394,0.008513616,3049.867333,0.000206305,1.19e-05,1.19e-05,
9676,303033,0.037665948,2.3e-06,0.00010194,0.089854411,0.004087686,0.000108523,0.006840741,3043.261552,7.61e-05,4.3e-06,4.3e-06,
9677,303034,0.013999733,1.15e-06,2.39e-07,0.092459185,0.001519317,3.62e-05,0.009320372,2947.157181,0.000128364,9.81e-07,9.81e-07,
9678,303035,0.049665718,8.04e-06,0.000101956,0.108913601,0.005389958,0.000397916,0.027330314,3443.285329,0.000185855,2.79e-05,2.79e-05,
9682,303039,0.030999408,5.88e-09,0.000101117,0.097923014,0.003364202,3.62e-05,0.012446165,3078.579802,0.000112696,7.98e-07,7.98e-07,
9684,303041,0.007999847,0.0,2.33e-07,0.100622171,0.000868181,0.0,0.001790818,3191.963718,0.000112534,0.0,0.0,
9685,303042,0.006666539,0.0,2.27e-07,0.100909663,0.000723484,0.0,0.035501946,3121.715751,0.000109328,0.0,0.0,
9686,303043,0.026999484,0.0,0.000101593,0.092107903,0.002930111,0.0,0.01151753,2864.433606,2.63e-05,0.0,0.0,
9687,303044,0.029332773,1.69e-09,0.000101133,0.092232587,0.003183331,3.62e-05,0.010585897,2910.222746,2.76e-05,1.85e-07,1.85e-07,
9692,303049,0.013333079,0.0,1.68e-07,0.091482294,0.001446969,0.0,0.00595189,3059.241899,0.000143454,0.0,0.0,
9693,303050,0.029999427,0.0,0.000101206,0.091471409,0.003255679,0.0,0.001193612,2933.511749,5.07e-05,0.0,0.0,
9694,303051,0.027332811,2.28e-06,0.0001011,0.092722371,0.002966286,7.23e-05,0.001671501,2911.73825,1.81e-05,5.5e-06,5.5e-06,
9696,303053,0.002999943,9.51e-11,1.08e-08,0.078664853,0.000325568,3.62e-05,6.48e-05,2569.645083,0.000134266,1.42e-05,1.42e-05,
9698,303055,0.034666005,1.69e-09,0.000102398,0.107701257,0.003762118,3.62e-05,0.025695654,3487.025978,4.48e-05,3.21e-06,3.21e-06,
9700,303057,0.045999122,5.76e-06,0.000102465,0.104055946,0.004992042,0.000325568,0.012709064,3299.335292,8.79e-05,7.83e-06,7.83e-06,
9701,303058,0.001999962,0.0,3.06e-10,0.000313046,0.000217045,0.0,5.69e-32,10.16666667,0.000106186,0.0,0.0,
9703,303060,0.041332544,2.33e-06,0.000102022,0.105297631,0.004485603,0.000144697,0.152152172,3426.572907,0.000237969,7.05e-06,7.05e-06,
9708,303065,0.033999351,3.44e-06,0.000101235,0.093401162,0.00368977,0.000180871,0.004394168,2960.345185,7.04e-05,1.08e-06,1.08e-06,
9711,303068,0.028666119,1.31e-08,0.000101763,0.087053034,0.003110982,3.62e-05,0.00735312,2781.160194,7.71e-05,1.4e-06,1.4e-06,
9714,303072,0.033999351,1.14e-06,1.59e-06,0.112802326,0.00368977,3.62e-05,0.012073987,3809.467862,0.000154696,6.91e-06,6.91e-06,
9715,303073,0.012999752,1.82e-08,1.46e-06,0.099715004,0.001410794,0.000108523,0.012953891,3159.339979,9.31e-05,1.03e-05,1.03e-05,
9716,303074,0.030666081,2.3e-06,0.000101129,0.089361337,0.003328028,7.23e-05,0.003049404,2854.508429,3.3e-05,3.3e-08,3.3e-08,
9717,303075,0.008666501,1.14e-06,3.25e-07,0.081806574,0.00094053,3.62e-05,0.000696421,2835.630268,0.000118734,4.96e-06,4.96e-06,
9722,303081,0.005999885,0.0,6.05e-07,0.093388591,0.000651136,0.0,0.004731061,3133.293559,4.96e-05,0.0,0.0,
9724,303083,0.033332697,2.28e-06,0.000101141,0.094204547,0.003617422,0.000108523,0.008307627,2992.003516,8.97e-05,9.79e-07,9.79e-07,
9725,303084,0.001333308,0.0,8.42e-09,0.069696953,0.000144697,0.0,6.04e-06,2258.238473,0.000123043,0.0,0.0,
9726,303085,0.000666654,0.0,2.14e-09,0.089215835,7.23e-05,0.0,0.004943442,2728.17032,2.79e-05,0.0,0.0,
9728,303087,0.037999274,7.56e-10,0.000102044,0.108658618,0.004123861,3.62e-05,0.01012403,3533.801458,0.000131684,7.07e-06,7.07e-06,
9730,303089,0.00766652,1.14e-06,2.34e-07,0.090782362,0.000832007,3.62e-05,0.004203446,2908.16615,0.000115681,5.2e-06,5.2e-06,
9736,303095,0.052665661,3.43e-09,0.000102358,0.104804135,0.005715526,3.62e-05,0.047735867,3374.58752,0.000420276,7.13e-06,7.13e-06,
9738,303097,0.028666119,5.71e-06,0.000101021,0.093150453,0.003110982,0.00025322,0.002661969,2920.293091,6.16e-05,1.28e-06,1.28e-06,
9743,303102,0.028999446,1.15e-06,0.000101046,0.075629986,0.003147157,3.62e-05,0.000331237,2636.730718,0.000151636,2.49e-07,2.49e-07,
9744,303103,0.029332773,0.0,0.00010104,0.093152479,0.003183331,0.0,0.002923055,2899.14403,8.7e-05,0.0,0.0,
9746,303105,0.003666597,0.0,2.46e-07,0.085389708,0.000397916,0.0,0.001024775,2772.365324,0.000111263,0.0,0.0,
9748,303107,0.033332697,1.17e-06,0.000101735,0.09616344,0.003617422,0.000108523,0.113962854,3011.540901,5.89e-05,5.82e-07,5.82e-07,
9750,303109,0.033999351,1.27e-08,0.000102292,0.081573869,0.00368977,3.62e-05,0.004286508,2893.68323,0.000106357,2.83e-07,2.83e-07,
9756,303115,0.035999313,1.15e-06,0.000101721,0.099087892,0.003906815,7.23e-05,0.012173226,3201.5781,0.000224007,3.38e-06,3.38e-06,
9760,303119,0.004333251,0.0,5.61e-08,0.083024912,0.000470265,0.0,0.000563965,2751.396928,0.000131867,0.0,0.0,
9761,303120,0.033332697,4.42e-09,0.000102258,0.098105431,0.003617422,3.62e-05,0.005239994,3193.242795,7.05e-05,5e-06,5e-06,
9762,303121,0.028332792,0.0,0.000101048,0.08334069,0.003074808,0.0,0.000881042,2756.058976,0.000103355,0.0,0.0,
9765,303124,0.007333193,2.28e-06,1.1e-07,0.095492717,0.000795833,7.23e-05,0.008380792,3023.67941,0.000154308,8.29e-07,8.29e-07,
9768,303127,0.00333327,0.0,4.72e-08,0.089364286,0.000361742,0.0,0.004294688,2823.51875,9.04e-05,0.0,0.0,
9770,303130,0.002999943,8.66e-11,7.74e-11,0.031511616,0.000325568,3.62e-05,7.01e-13,1044.166861,0.000239701,4.45e-09,4.45e-09,
9771,303131,0.004333251,0.0,1.85e-07,0.092255148,0.000470265,0.0,0.007983775,2863.785982,0.000197509,0.0,0.0,
9772,303132,0.002999943,8.74e-13,7.67e-09,0.033591551,0.000325568,3.62e-05,6.76e-12,1139.583527,0.000256416,1.75e-05,1.75e-05,
9773,303133,0.033999351,3.45e-06,0.000101111,0.096856254,0.00368977,0.000144697,0.013249281,3009.364705,7.14e-05,4.59e-07,4.59e-07,
9775,303135,0.018999637,0.0,4.69e-07,0.101620383,0.00206193,0.0,0.006873109,3318.519482,0.000257638,0.0,0.0,
9777,303138,0.004999905,0.0,1.24e-07,0.095359011,0.000542613,0.0,0.001715825,2975.008239,0.000260274,0.0,0.0,
9778,303139,0.015666368,1.15e-05,1.99e-07,0.103969305,0.001700188,0.000470265,0.019094347,3213.464116,0.000118131,1e-05,1e-05,
9779,303140,0.031999389,2.3e-06,0.000101103,0.096378609,0.003472725,7.23e-05,0.010175258,3078.394973,5e-05,9.78e-06,9.78e-06,
9782,303144,0.034666005,2.54e-09,0.000101691,0.096326097,0.003762118,3.62e-05,0.010682161,3037.197383,0.000275598,2.06e-06,2.06e-06,
9789,303151,0.034999332,5.44e-09,0.000101737,0.084193037,0.003798293,3.62e-05,0.001729949,2918.846294,0.000251276,3.51e-06,3.51e-06,
9791,303153,0.033332697,0.0,0.000101154,0.101692029,0.003617422,0.0,0.037981409,3180.502905,0.00020671,0.0,0.0,
9792,303154,0.002333289,0.0,5.48e-09,0.058437935,0.00025322,0.0,1.52e-05,1909.362897,0.000150907,0.0,0.0,
9794,303156,0.0296661,0.0,0.000101107,0.0932655,0.003219505,0.0,0.002753459,2934.025233,3.16e-05,0.0,0.0,
9795,303157,0.033332697,0.0,0.000102567,0.099046248,0.003617422,0.0,0.007044493,3117.482187,5.63e-05,0.0,0.0,
9798,303160,0.039999236,0.0,0.000102232,0.094534941,0.004340906,0.0,0.01970353,3311.38828,7.2e-05,0.0,0.0,
9800,303162,0.00333327,0.0,4.55e-10,0.002138421,0.000361742,0.0,7.62e-19,74.10595238,0.000114353,0.0,0.0,
9802,303164,0.003666597,0.0,8.17e-07,0.09038412,0.000397916,0.0,0.004273438,3016.337025,6.82e-05,0.0,0.0,
9803,303165,0.00333327,6.76e-07,9.77e-09,0.075447488,0.000361742,3.62e-05,0.000602007,2410.707499,0.00011466,1.72e-08,1.72e-08,
9804,303166,0.030999408,0.0,0.000101039,0.063721075,0.003364202,0.0,3.02e-05,2251.896147,0.000114752,0.0,0.0,
9808,303170,0.031666062,1.16e-06,0.000101681,0.100220957,0.00343655,3.62e-05,0.007219761,3208.625396,8.83e-05,4.91e-06,4.91e-06,
9810,303172,0.050332372,1.15e-06,0.000102108,0.111011414,0.005462306,0.000108523,0.035264322,3517.958561,0.000199241,1.2e-05,1.2e-05,
9811,303173,0.037332621,0.0,0.000102599,0.096777722,0.004051512,0.0,0.001006849,3134.658587,3.52e-05,0.0,0.0,
9815,303177,0.002999943,0.0,4.21e-10,0.00033487,0.000325568,0.0,8.24e-25,12.41666667,0.000117458,0.0,0.0,
9820,303182,0.032332716,2.32e-06,0.000101762,0.100382351,0.003508899,0.000108523,0.022604224,3135.231161,4.31e-05,3.73e-07,3.73e-07,
