,Rank,Unnamed: 0.1,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank
3834,3835,9908072,9512080,9909111,206002,9708090,9907128,9907092,207064,9710014,9409019,9507169,9910213,9908157
3835,3836,9908071,9512077,210302,9903021,9907154,9907156,9907098,209073,9306041,103246,9610144,9907218,211026
3836,3837,9908070,9512073,211052,111097,9710226,208079,9907111,9706196,208058,9810066,208138,206233,9806216
3837,3838,9908069,9512068,9911069,9408155,202005,208127,9907120,111149,210264,207111,304022,304057,204047
3838,3839,9908068,9512062,9810169,211038,9712018,208190,9907125,9707099,9912088,9907058,9611136,206203,9403192
3839,3840,9908067,9512047,9907094,111198,9901102,9908018,9907134,9812166,108025,209077,103007,101162,9803054
3840,3841,9908066,9512037,106243,206203,9908132,9908033,9907176,9705175,206070,9806096,207068,210145,110178
3841,3842,9908065,9512033,207004,108036,9706071,9908100,9907190,9710228,9610157,9807124,9910159,207155,9903137
3842,3843,9908064,9512031,208124,9710010,9702166,9908115,9907192,9804206,9601115,9710102,9910201,212016,9904027
3843,3844,9908063,9512030,210101,102021,9711069,9908152,9907206,9705063,209206,201093,9910071,9408155,108229
3844,3845,9908062,9512027,212085,9911101,9703072,209226,9907210,9804096,206154,9904019,210118,204213,9812121
3845,3846,9908061,9512025,205085,9910213,9707157,209238,9907214,9810110,9812114,9512138,203066,210049,9707011
3846,3847,9908060,9512012,208008,210049,9703182,9909032,208060,9705107,9908180,9911117,9807064,207178,9609004
3847,3848,9908059,9512006,9802197,212116,9704109,210048,208149,9703101,9706051,212231,9611065,205034,9903120
3848,3849,9908057,9512001,110022,9609115,9702012,210131,9908020,9911117,9610086,9407078,9911062,207067,9712145
3849,3850,9908056,9511228,211006,207114,102125,210132,9908028,211161,301105,201070,9503045,9909201,9607037
3850,3851,9908055,9511220,112094,206194,9610106,210203,9908033,203144,3069,9901055,204029,9905194,9611136
3851,3852,9908054,9511214,210305,209046,9706145,210263,9908035,9911201,9912125,9908060,202132,102021,9510134
3852,3853,9908053,9511213,211067,206233,9612248,9910159,9908050,103199,106160,210209,9909043,207114,207090
3853,3854,9908052,9511201,212043,207178,9712214,211018,9908094,9705188,9710021,101060,110260,9710010,209060
3854,3855,9908051,9511196,101186,205034,9705192,211074,9908112,208097,303267,208187,9512149,9911101,9912040
3855,3856,9908050,9511194,102156,9905194,9704204,211139,9908132,9901117,102159,9405024,105076,107029,9807029
3856,3857,9908049,9511180,9605011,207155,103138,211290,9908143,9701187,302059,112254,9810053,9706009,207002
3857,3858,9908047,9511178,9510041,110279,9704156,9911094,9908148,9708017,101011,9707203,9406059,212188,212052
3858,3859,9908046,9511176,104158,205302,9703012,9911097,9908151,209037,207234,9709113,9802039,110279,103148
3859,3860,9908045,9511168,9910100,107220,9710243,9911149,9908172,9709038,9907188,206194,9805104,107220,103187
3860,3861,9908044,9511164,9607102,9808002,9812134,9911203,9908180,9911105,9906213,9909183,9505046,211197,202030
3861,3862,9908043,9511162,302217,211017,9612143,212070,9908201,9706168,302030,9912239,9903043,207221,205020
3862,3863,9908042,9511160,9908008,204213,9702109,212142,9908204,9804105,9911041,9203042,9808079,206194,9907105
3863,3864,9908041,9511158,303044,9908167,9801038,212147,209003,9705166,9912065,9607037,9910224,9803027,212106
3864,3865,9908040,9511157,303051,9803027,9912150,9912092,209059,9702079,212345,9907107,101152,9908167,203040
3865,3866,9908039,9511152,304125,209162,111099,9912098,209104,9710102,9912252,211031,9909065,209162,9711089
3866,3867,9908038,9511126,201249,9905133,9711005,9912162,209120,9912157,201032,9706210,209102,108036,9712025
3867,3868,9908037,9511116,203161,9912017,209008,9403192,209137,9704174,302174,205083,9809073,301106,9611132
3868,3869,9908036,9511106,212244,209223,9710217,9405069,209157,9706046,9807069,207135,9505088,9604051,203247
3869,3870,9908035,9511087,301020,301106,9701154,101007,209176,9710146,9810113,9911245,204122,9905133,9903021
3870,3871,9908034,9511086,204061,9706009,103085,101147,209211,9707146,112027,9911229,110239,210095,209263
3871,3872,9908033,9511084,206078,208179,209035,101164,209226,9709114,304220,212052,106103,9903021,9911031
3872,3873,9908032,9511080,207178,9912040,9911184,101198,209227,9911155,9904121,103116,9707139,201247,101232
3873,3874,9908031,9511074,101161,102100,9912281,103058,209232,9710064,304183,201144,9701078,9912040,108052
3874,3875,9908030,9511067,9409021,210095,9903005,103197,209242,9710242,9902126,9909173,9910229,9702167,111198
3875,3876,9908029,9511065,112008,9908124,102195,9803109,9909001,9811093,9609094,9611145,211007,9907021,111279
3876,3877,9908028,9511064,204012,9609151,9806096,9803215,9909017,9712156,207072,203243,201109,9511116,9902101
3877,3878,9908027,9511059,204034,9907021,9911185,9803252,9909035,9607190,9608163,106177,9810132,102100,9910225
3878,3879,9908026,9511056,211044,9912050,9906190,105108,9909037,9903158,9912096,9708135,9906238,9907139,211198
3879,3880,9908025,9511053,9607077,9912194,9704158,105187,9909048,9705130,103247,9203083,9906073,9908124,9911006
3880,3881,9908024,9511045,304108,9511116,9610195,106256,9909051,9712064,207124,9910169,9912085,111066,9806078
3881,3882,9908023,9511043,112160,9807233,9708123,9806071,9909064,211242,304219,202040,205028,9609115,111199
3882,3883,9908022,9511039,304168,206101,9803095,107186,9909092,9709089,212223,209255,9910188,9907017,9811083
3883,3884,9908021,9511034,9910208,102108,9904210,9807019,9909106,9706194,9912023,9912028,9811051,9912194,112100
3884,3885,9908020,9511030,211249,9804175,9706171,108013,9909123,112155,9605033,101039,9811006,9609151,9701144
3885,3886,9908019,9511026,9905156,212188,9906163,108020,9909126,105046,9903259,9812162,106167,207125,9709065
3886,3887,9908018,9510241,9907082,9703182,9707079,108122,9909179,9910030,9512127,9705165,105300,211092,9609180
3887,3888,9908017,9510234,206173,9907017,9712066,109183,9909194,9305093,109152,301135,301165,9804175,201187
3888,3889,9908015,9510229,207131,112086,9812048,110024,9909221,9811092,107191,9903110,9911155,9807233,202055
3889,3890,9908014,9510225,9909069,9904039,9607011,110178,9909224,206186,9903039,9403192,302199,9602073,202166
3890,3891,9908013,9510224,210075,201215,9611176,9810083,210029,9911205,9906172,205300,9912234,102108,9903065
3891,3892,9908010,9510222,111096,9907139,9906134,9810152,210072,209023,9702180,9906027,201180,112019,204227
3892,3893,9908009,9510218,9902204,9912179,9901164,9810230,210096,9702077,9712073,9908054,205271,203270,9907207
3893,3894,9908008,9510212,108150,9812187,9909182,111078,210101,9902183,9611165,9908204,106284,209197,208045
3894,3895,9908007,9510184,109195,9903194,9711089,111163,210158,9705058,111093,211103,101144,9912179,210141
3895,3896,9908006,9510183,202163,9904081,9612102,9811149,210160,9612224,9907204,9805099,209017,9812187,9910003
3896,3897,9908005,9510177,206031,9912283,9804037,112038,210198,205150,9903207,9608104,9904039,112086,211167
3897,3898,9908004,9510169,210026,304163,9911117,112092,210218,9910199,205025,9910015,106255,204192,9912101
3898,3899,9908003,9510167,210139,207221,301211,112100,210229,9706073,9810055,9809073,302113,9511158,101042
3899,3900,9908002,9510166,206102,9912008,9702180,112176,210278,9711040,9910157,202139,110049,209046,301016
3900,3901,9908001,9510153,304251,111066,9706210,112228,9910003,9712082,9810251,9702086,304121,211075,9609106
3901,3902,208232,9510149,102133,211220,9710064,9812155,9910019,9701053,9606193,208149,9910124,9904081,9901134
3902,3903,208231,9510143,106055,9909219,9703218,206100,9910041,9906079,9701125,9908107,211021,9912050,208010
3903,3904,208229,9510139,111090,303205,101144,203040,9910067,9704013,206086,9909088,9803239,9703182,9911073
3904,3905,208227,9510137,203009,203270,9902183,9310026,9910116,9911200,303131,212343,9403121,206101,9711069
3905,3906,208225,9510135,208139,9803159,210012,9706115,9910118,9912020,9603150,9812169,101104,209113,211054
3906,3907,208222,9510134,301248,205136,9710021,9706156,9910126,9910210,107134,9609073,9911239,210096,9912141
3907,3908,208217,9510124,209060,212166,9901095,9707002,9910144,9702168,111112,206214,9609008,9912008,111089
3908,3909,208216,9510118,9706143,9510167,107167,9708073,9910146,9705055,9907021,103082,9809203,9808187,111217
3909,3910,208214,9510108,201089,211197,9703100,9709072,9910155,9809177,211258,9211072,207071,212166,9709146
3910,3911,208213,9510106,103133,207067,9711087,9709219,9910246,9905194,9705057,212223,9707142,210011,9606049
3911,3912,208209,9510105,303111,9906163,9707261,9710179,211006,9806055,104147,212253,204021,212327,201224
3912,3913,208207,9510098,207273,110054,9711160,9710228,211029,9701115,103203,9401153,9506178,210035,9912084
3913,3914,208206,9510095,9810014,210096,9707011,9711113,211031,9807062,9903037,9607085,206254,211250,102149
3914,3915,208205,9510094,202151,9911118,9705023,9711148,211103,9707203,9710163,9905099,111231,303205,9809109
3915,3916,208204,9510093,9511067,212016,9703118,9711202,211180,9803092,9612049,9805120,9910043,9912017,9809132
3916,3917,208203,9510092,9411099,211092,107092,9605225,211217,9701144,9901050,111281,210164,111049,9705058
3917,3918,208202,9510091,9508001,210059,9906222,9607168,211238,9704005,9912207,9712254,9912029,9803159,9708170
3918,3919,208201,9510083,9512102,9901117,9912074,301120,9911029,204220,9810129,9211030,204052,205136,206035
3919,3920,208200,9510070,207080,111049,9804111,9607236,9911060,9707182,9712239,9902149,111284,9912283,9907150
3920,3921,208197,9510041,211218,212065,9610138,301172,9911089,9706192,9912235,9908182,104066,304163,212327
3921,3922,208196,9510023,301200,9610144,9710163,301235,9911095,9906089,206006,211059,108025,108209,9912129
3922,3923,208190,9510022,302113,204192,9706100,9608125,9911125,9910027,9607227,9912157,209214,9901117,101229
3923,3924,208187,9510018,201159,209197,9710242,302140,9911158,112095,301253,9909001,203228,9909219,107261
3924,3925,208184,9510017,208146,212145,9704198,9609021,9911164,9711089,9710228,9610005,9906228,210059,9811150
3925,3926,208182,9510008,9911210,9609191,211161,9609066,9911170,9911213,203229,9908102,201187,212020,112254
3926,3927,208180,9509171,9909034,205113,9708055,303036,9911172,101161,8004,211290,9409021,201215,9707259
3927,3928,208179,9509170,9909093,111239,9710105,303054,9911174,9909071,9705211,303194,303064,212065,9712062
3928,3929,208178,9509166,211238,210011,9805133,303120,9911191,9903003,304204,212274,9906197,9911118,202017
3929,3930,208176,9509162,9911075,212020,106172,303170,9911205,9903043,212242,9405109,211087,208060,202073
3930,3931,208171,9509161,212317,9608094,9706046,303210,9911209,9703211,9807225,9407168,9705212,9906163,9906160
3931,3932,208167,9509151,9311009,211250,9907021,303270,9911215,9710212,201071,105283,212335,111239,9909131
3932,3933,208166,9509149,301179,202022,110110,9610134,9911234,103197,9408104,9807239,210077,9903194,112019
3933,3934,208165,9509146,304079,9903209,9703211,9610201,9911240,108083,209004,9812141,9508110,9610144,112099
3934,3935,208163,9509142,204155,204222,9611222,304139,9911249,9702024,203136,9206027,212086,9609191,301214
3935,3936,208161,9509141,207017,9908095,9607139,304198,212072,9705132,304187,9412157,9712166,9806017,206058
3936,3937,208157,9509126,209206,207016,101198,9611165,212135,9710248,9210010,302146,9602031,205113,9908118
3937,3938,208156,9509118,210058,9908169,111149,9503162,212185,9908021,9901057,110111,211161,9608094,9908148
3938,3939,208155,9509108,303036,208060,9610024,201099,212227,205018,9808019,9901126,9609007,110054,101182
3939,3940,208154,9509102,304254,9807166,111227,9901043,212256,210125,101182,208222,9811183,9811119,102076
3940,3941,208153,9509095,9503002,9710228,9607092,202060,212307,9702015,9810194,108229,209098,208137,109198
3941,3942,208151,9509086,9406008,208117,9912260,202077,9912016,9909123,9912043,9207095,304204,9908095,9608065
3942,3943,208149,9509080,9408060,9806017,9711081,202142,9912022,9707079,9505006,9912036,205032,9510167,9612215
3943,3944,208148,9509070,104181,207125,9709017,9902086,9912036,9711012,210100,107178,9604070,301243,301054
3944,3945,208146,9509064,104200,111091,9710215,9902103,9912038,212276,101186,9808187,9503036,206051,9910071
3945,3946,208144,9509057,111099,207076,9802082,9902137,9912058,9705173,206221,111068,9910264,9909186,103222
3946,3947,208142,9509051,9311120,9911026,9704123,203116,9912079,9707174,9803067,9812252,211033,208200,9811021
3947,3948,208141,9509041,209245,9910112,9704040,203144,9912090,9701088,210041,9701106,9907076,204222,203069
3948,3949,208139,9509039,211131,210035,9803166,203236,9912093,9905055,202096,204260,9508091,207016,207086
3949,3950,208138,9509035,9702024,212128,9709099,9903043,9912103,9912278,9909107,205230,9609161,210007,9910046
3950,3951,208137,9509023,9607119,9907094,9608154,9903081,9912146,9612248,207238,9907007,9610003,107161,9806173
3951,3952,208135,9509021,304135,205004,9911241,9903181,9912150,9311021,9912200,9911007,102130,206165,9702168
3952,3953,208132,9509019,209041,9504149,102078,9903195,9912158,9709099,9611090,9911062,9507112,212145,203193
3953,3954,208129,9509005,9912056,203261,103152,9903214,9912183,9611040,9904151,106114,9906147,212346,9906189
3954,3955,208127,9509004,9404114,212345,9605046,9510098,9912226,103152,103058,9710205,9910049,202022,207089
3955,3956,208126,9508177,205053,212346,9706144,204037,9912227,9911210,9912154,9909158,9702024,9903209,207120
3956,3957,208125,9508155,9908030,9510124,9803086,204058,9912262,9703118,301136,210212,9912024,209142,210057
3957,3958,208124,9508154,211113,112019,9609084,204154,9912263,9910071,106034,206094,102199,208117,101060
3958,3959,208123,9508150,112104,9911092,9609053,204239,9912272,9710215,9610024,211180,103179,210155,9803085
3959,3960,208122,9508143,9707240,208137,107161,204245,9912280,9807240,9602150,102147,9909208,111091,105249
3960,3961,208119,9508135,304138,206051,9905184,9904188,9912289,9910003,109149,9601143,209037,9910112,9503002
3961,3962,208117,9508125,205003,9808187,9804056,205052,9912290,9804056,9607229,9511045,9611215,212345,203029
3962,3963,208115,9508111,9909054,9608064,9910239,205132,201054,9704110,102042,301071,207002,9908169,9906098
3963,3964,208114,9508110,106129,210007,103185,205171,101114,9909012,9707079,9609094,205278,212128,9909128
3964,3965,208111,9508104,9303057,301243,103013,9905075,101120,9703176,9609209,203267,210050,204243,103067
3965,3966,208110,9508100,9608079,208200,9909071,9905219,101229,9706156,9210141,9907065,202142,207131,203257
3966,3967,208108,9508096,303104,207177,9806005,206018,9801034,9912281,9607234,9304057,9904021,9504149,9905219
3967,3968,208107,9508091,304188,211075,9910209,9512138,9801207,9810215,9812090,9704110,9809001,203261,210228
3968,3969,208103,9508089,9506139,210155,9810060,206031,102032,9806005,9903058,9706060,9609052,208067,110022
3969,3970,208101,9508088,9911184,207131,304146,206089,102110,9907160,205289,9605018,9509146,9910047,9812169
3970,3971,208100,9508084,104048,103041,9701088,206098,9409069,9704030,104031,9907090,210220,9911092,9306033
3971,3972,208097,9508081,302023,107161,9909218,206116,103022,9712066,9909218,210272,207148,212193,302038
3972,3973,208096,9508079,9910255,204243,9607190,9906179,103058,9911184,9910138,9801135,205012,205004,204245
3973,3974,208095,9508078,9810204,209142,208012,9906203,103229,9703110,9311187,106265,112006,9608064,211188
3974,3975,208094,9508068,9702184,9910070,9704110,9906206,9803197,9803143,9611132,204195,9901143,103041,211241
3975,3976,208092,9508053,304064,302052,9906146,9906215,9803220,9710127,207083,9704086,9911231,302052,9911097
3976,3977,208091,9508047,9408039,208067,9810031,9906219,9410115,9702184,9706175,9904003,102029,9904039,9802186
3977,3978,208087,9508033,303166,9810148,205194,207114,104095,9704087,9909169,301136,9910258,9907094,9809045
3978,3979,208086,9508029,212149,9903252,104239,207136,104239,9705238,9211053,9405107,205072,207177,9708017
3979,3980,208083,9508026,9408098,9909065,107029,207139,9804016,107161,9902128,9710198,9309125,9510124,301248
3980,3981,208082,9508016,112228,9910047,9805179,207143,9804038,9609238,202191,9912224,303213,9705063,203058
3981,3982,208081,9508014,9407155,206098,9707139,207190,9804061,9609076,106014,9605023,9903041,207076,9903245
3982,3983,208080,9508012,9703101,9608065,9707188,9907024,9805133,103013,9710226,9901154,9907160,209011,208060
3983,3984,208079,9508001,202168,9909186,9612064,9907058,106020,104147,9406203,211238,9507115,9910070,209015
3984,3985,208078,9507169,9510022,106073,9804172,9907115,106100,9705110,304192,108203,206186,9903252,9911130
3985,3986,208077,9507166,204169,202072,9909144,9907152,106186,9706040,102080,9711030,302212,211188,9911252
3986,3987,208075,9507159,9910020,112228,9605085,9907178,106190,9705237,112133,9908021,9803170,9912077,9912214
3987,3988,208074,9507158,9910071,201247,9602172,208050,106203,112158,112147,9910181,302211,209263,111119
3988,3989,208067,9507144,103089,9907004,9702086,208065,9806015,9709222,9810060,9911027,106114,201109,9812067
3989,3990,208066,9507143,9604056,9705063,9907082,208095,9806089,9705084,301235,9408164,201130,9810148,9612085
3990,3991,208065,9507127,304163,9708082,9710127,208153,9806096,9712057,112168,9704109,9806078,9710228,9910077
3991,3992,208064,9507123,207228,201109,102089,208156,9806113,9706145,208231,9209003,9808056,9911026,211075
3992,3993,208063,9507115,9803092,9912077,205150,208184,9806136,9610138,210278,206188,203261,304139,9912003
3993,3994,208062,9507113,9509151,9311187,9908037,208203,107051,107029,301233,211089,201019,212326,103162
3994,3995,208061,9507112,204119,9804112,9606049,9908025,107108,107167,9605234,212111,9506148,9909065,108031
3995,3996,208060,9507090,212128,212327,9608034,9908137,107180,9909209,9706057,9802186,9601167,211082,9808069
3996,3997,208059,9507065,303043,9910157,107191,209013,107220,9804125,9912059,9809109,9810035,9608065,112079
3997,3998,208058,9507062,201054,112063,9611110,209117,107238,9701054,108156,9810031,304039,205115,9607139
3998,3999,208056,9507061,112235,9702098,9704086,209139,9807166,9910156,9905067,111249,201036,211052,201229
3999,4000,208052,9507060,9706171,110116,9904188,209212,9807197,9702167,9901005,112073,110287,112228,202186
4000,4001,208051,9507050,204260,212258,9901005,209244,108170,9703180,9506136,9209008,207092,111077,209085
4001,4002,208050,9507048,207220,205115,9909115,209247,108203,9706171,9605032,9606082,210285,106073,109008
4002,4003,208048,9507045,212108,9905055,9806179,9909015,9808143,9701117,9908161,204038,9508096,208153,205050
4003,4004,208047,9507042,304084,209011,9702184,9909072,109054,9907002,112019,9906156,9506011,9907004,206137
4004,4005,208046,9507036,106210,9610179,9910210,9909081,109076,9705240,302146,9405190,9803013,9311187,207162
4005,4006,208045,9507032,9907172,203043,9903170,9909099,109073,9610171,301190,9904118,9901057,202072,207235
4006,4007,208042,9507027,9908139,302063,9709114,9909174,109175,9909182,9711078,209068,9906134,209041,9910059
4007,4008,208041,9507018,9911099,111077,9609076,9909222,9809055,9808098,9908047,9909147,208129,211252,104113
4008,4009,208040,9507014,202011,304139,108083,210075,9809132,9612015,210011,110214,9606196,9807166,9808175
4009,4010,208039,9507013,208019,301030,9608012,210078,110189,9901095,9712003,303007,9807029,9804112,9610038
4010,4011,208038,9507012,9909060,9911065,9712226,210091,110195,9906245,9902149,303222,9910263,112063,9610163
4011,4012,208032,9507010,9910262,208153,9609181,210152,110240,106138,110034,201061,9805070,210105,207172
4012,4013,208031,9507008,211033,210057,9707198,9910033,110301,9709053,9210012,106161,9910157,9910157,9907193
4013,4014,208030,9507005,109004,210105,9707143,9910058,9810159,9703072,9807011,9209055,9902177,212258,9910180
4014,4015,208029,9506202,207058,204082,9701057,9910170,9810194,9909122,207156,9605170,9511152,206098,9910214
4015,4016,208028,9506194,208059,211097,9804208,9910185,9810215,9704158,9908114,9609113,205150,110116,211221
4016,4017,208023,9506180,111012,9407078,101200,211067,9810237,9707143,9209044,201114,9609078,302063,9708002
4017,4018,208022,9506178,112169,209263,9907171,211164,111050,9608173,9805157,203038,102010,204082,204164
4018,4019,208020,9506175,106033,211188,9812003,211207,111082,9702180,9911013,9912125,9705014,9610179,9909033
4019,4020,208019,9506171,205246,203144,9911201,211209,111089,9609094,9605215,103229,302001,301030,9911146
4020,4021,208018,9506160,207132,211084,9605091,9911068,111106,210128,9912016,110191,303155,205275,9912114
4021,4022,208016,9506159,107251,209104,9609094,9911174,111128,9912248,9809145,9306023,303214,9911065,105068
4022,4023,208014,9506150,204231,212193,9712043,9911199,111177,9706023,9704013,9504033,9909112,209104,204123
4023,4024,208013,9506148,206151,211127,9803092,212017,111198,9902122,9503163,202028,9911105,211097,211114
4024,4025,208012,9506139,208166,9811119,9910226,212183,111290,205274,9701095,9511065,9705241,203043,9411049
4025,4026,208011,9506136,9908091,9809129,9609238,212250,9811170,9602172,9910029,9908094,210126,210057,9811127
4026,4027,208010,9506112,9911111,209141,9911155,212256,112152,9901005,303199,9908120,9410034,9902123,9704086
4027,4028,208009,9506110,9406059,212067,9712046,212316,112180,9912154,9711108,9911138,209133,9904035,9712075
4028,4029,208008,9506106,112139,9609180,9703051,9912027,112191,9711132,205278,102006,9709014,203144,9901016
4029,4030,208005,9506102,9710021,206066,9611186,9912183,112193,9703163,207143,9806141,101100,212198,9509039
4030,4031,208003,9506101,202087,211052,9909012,9912208,9812043,9704123,9808149,304139,9603123,212219,203019
4031,4032,208002,9506100,205119,204246,9611040,201054,9812141,9710149,9211102,304198,9907021,304138,203026
4032,4033,9907225,9506091,210163,212198,9610111,9802158,9812166,9909218,9907200,207132,102147,9407078,9911061
4033,4034,9907224,9506078,210222,212219,209023,9802186,9702199,9704093,107163,208108,204090,211127,9912285
4034,4035,9907223,9506077,9706183,9510177,9610205,9409069,9309125,9707208,9907113,9908198,9510093,209141,104093
4035,4036,9907221,9506075,9607234,209041,9910121,103003,9703174,9912057,9607026,9610138,207279,212067,9807127
4036,4037,9907219,9506064,9908115,9907190,9610077,103110,9705058,9610049,9703176,9509021,9702154,206132,111249
4037,4038,9907218,9506057,302205,101091,9604168,103203,9705079,9511214,209251,9904008,9403119,9809129,9811147
4038,4039,9907217,9506035,201095,111017,9701144,9804166,9705090,9411028,9905094,9908154,206224,206066,112053
4039,4040,9907216,9506027,9904146,9906114,9911200,9804183,9705165,9609053,9506077,210206,303134,204246,9612017
4040,4041,9907215,9506019,207174,9907071,9606136,105151,9706096,9901164,9910095,211020,9908095,9907190,202187
4041,4042,9907214,9506011,9907150,9910171,9808166,9805041,9706156,9910123,9910264,105245,208087,9702098,206080
4042,4043,9907212,9505186,111177,111284,9912016,9805070,9706211,9802190,207258,109187,210274,9607048,206098
4043,4044,9907211,9505175,112151,303007,9706211,106100,9707002,9702166,9701139,9709065,9605118,111017,9907224
4044,4045,9907210,9505173,302158,303182,9812142,106126,9707245,210032,304241,209064,206105,212323,211020
4045,4046,9907209,9505150,303121,210282,9805115,106177,9709100,9703051,210257,103001,9812047,206097,9401121
4046,4047,9907208,9505144,202017,208047,9912278,106190,9709211,9707261,9709069,9709219,9809211,9811049,9806123
4047,4048,9907207,9505135,202028,211252,9912248,106266,9710021,9710021,9406132,301095,201081,101091,9704189
4048,4049,9907206,9505127,204037,9607048,9810059,9806170,9710064,9804121,9903123,9912011,202145,303007,9609053
4049,4050,9907205,9505125,205194,9608068,9908021,9806182,9710068,9802099,9912152,112114,9811258,9910171,9504033
4050,4051,9907204,9505122,206197,211082,212275,107072,9710245,9602150,9506148,9707163,9808189,9906114,9509171
4051,4052,9907202,9505091,9912025,207175,9608108,107213,9711157,9610250,9711067,301080,112049,9510177,204146
4052,4053,9907201,9505089,9912117,9512080,9706155,204110,9712054,9611146,9611036,9909216,108107,9907071,9907050
4053,4054,9907200,9505088,112038,204154,9704087,9809132,9601043,9709017,9211056,9911026,205139,212175,208079
4054,4055,9907199,9505074,9608094,201156,211003,110089,9602172,9703182,203038,105187,9304027,211274,9908032
4055,4056,9907198,9505070,208156,206165,9703176,110203,9605152,107164,9801076,110066,9805168,9609180,209090
4056,4057,9907197,9505062,9908083,9902123,208087,9810008,9606153,9603074,9611222,9710068,9701106,211084,9804208
4057,4058,9907196,9505061,104204,212326,9603099,9810169,9606177,102188,9604199,9711084,9707063,303239,106192
4058,4059,9907195,9505054,104099,9912011,9804184,111177,301161,9704041,9505150,9507014,9602030,208047,204107
4059,4060,9907193,9505052,301005,9909182,9702015,111225,301179,9708170,304231,9904181,103182,9608068,9706087
4060,4061,9907192,9505051,206238,9605236,210174,9811162,301250,9703210,9207053,205160,102188,111284,9709033
4061,4062,9907191,9505046,9907067,206097,9811220,112114,301253,9910211,111060,9907077,208201,9605236,9607123
4062,4063,9907190,9505035,212139,9912219,9804121,9812027,9608104,9708009,9603170,208081,102133,9512080,205094
4063,4064,9907189,9505018,101041,212175,9606102,9812166,9608144,9908053,9812194,9808140,103003,9909182,9908195
4064,4065,9907188,9505006,204052,207206,9902122,102021,302109,9709192,9910023,201247,9607113,210282,9912237
4065,4066,9907187,9504150,9705240,9911111,205018,103093,9609019,9912143,209169,205123,9812076,9905055,9811049
4066,4067,9907186,9504149,9507061,9907185,9610171,9701144,9609045,209049,9710169,9910196,9908188,204154,112258
4067,4068,9907185,9504145,209138,211163,9906079,9705014,9609077,9609181,105097,9803197,302132,9812200,301006
4068,4069,9907184,9504102,211031,211213,9709049,9710021,9609083,9701055,212184,205012,209162,201156,9909206
4069,4070,9907183,9504090,9404157,205092,9604056,9711087,9609094,9912016,9703031,206100,9603089,207206,9911200
4070,4071,9907182,9504081,9709072,302050,9802190,9712155,9609107,9906222,212010,9510177,9511065,9708082,104054
4071,4072,9907181,9504054,9906079,212323,210051,9903228,303104,9606102,210313,9908132,210240,9912011,111201
4072,4073,9907180,9504034,211061,9904035,9605051,9607037,9610106,101099,9807184,9910058,103208,211163,9712170
4073,4074,9907179,9504033,9809192,9609008,9903033,9607091,9610144,9609084,111104,101114,9710030,9912219,201159
4074,4075,9907178,9504027,9608065,211018,208097,302052,9610179,9610086,9212009,9702167,212340,9907185,9903227
4075,4076,9907177,9503212,9508068,9809182,9701095,9608174,9610195,9911013,9903090,209041,101200,205164,9910010
4076,4077,9907176,9503179,9908209,9812200,9702024,302118,304084,9910209,9405190,9401059,201071,9911111,212098
4077,4078,9907174,9503175,9807029,9912097,9909138,302223,9611036,9912117,303107,9811165,9705211,205092,9801020
4078,4079,9907173,9503163,208028,9803078,9910133,303006,9611132,9609052,9506171,112180,9908059,9803078,9803138
4079,4080,9907172,9503162,205055,9908178,9605118,303050,9612096,9902157,301200,9604043,301058,208011,108013
4080,4081,9907171,9503129,9907169,9607067,9911210,303140,9503027,9610106,9707110,9909079,9608107,209161,9706156
4081,4082,9907170,9503127,211063,9808036,101099,303156,9507061,9912109,210305,9910071,211107,9812155,9707247
4082,4083,9907169,9503124,9503212,205164,205031,9610062,201017,9809076,9809061,205161,9411178,112087,202153
4083,4084,9907168,9503121,212203,112027,9702018,304002,9507159,9605046,9908122,9911200,210267,209247,203035
4084,4085,9907167,9503115,105059,9811165,9610250,304020,201060,9907001,101184,110184,9606050,211213,9904042
4085,4086,9907166,9503104,9801195,212121,9706192,304208,201079,9610157,9903068,208127,9909213,9809182,209011
4086,4087,9907165,9503045,112249,211274,9610082,9611094,201089,208016,9804097,9801038,9911019,211018,211073
4087,4088,9907164,9503041,208190,9708090,108114,9612051,201100,9908127,210186,301101,109129,212063,9607184
4088,4089,9907163,9503036,210054,108161,107164,9612203,201114,9712003,9704095,204043,9911252,9609008,202150
4089,4090,9907162,9503033,9912286,9910114,109074,9612229,201140,9911231,9506019,211012,9902068,9811165,9511053
4090,4091,9907160,9503027,204154,210066,9604166,9506178,201172,9709041,9701123,9911164,9712066,211025,9907021
4091,4092,9907159,9503023,209099,9911220,107109,201060,201182,9612085,9902067,9801090,110139,9607067,9907058
4092,4093,9907158,9503019,9910199,9902068,9610005,201135,201257,9710085,212258,9801173,9807093,9912097,208154
4093,4094,9907157,9503016,201023,102057,9908097,9901102,9901016,9701057,9306153,9806167,9706066,9903003,9908179
4094,4095,9907156,9503002,201096,112087,9908095,9901143,9901043,9911182,9912025,109099,9704031,9908178,9908180
4095,4096,9907155,9502122,9907141,101064,9607057,202005,9901048,102125,9701154,9209076,9909026,108161,9909222
4096,4097,9907154,9502107,208214,208051,9612089,202073,9901072,212001,9505135,9908085,204070,9808036,9911145
