,Unnamed: 0,Id,Katz-Centrality,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Load-centrality,Page-Rank,Percolation-Centrality,Hybrid-Centrality,score
6380,6380,0.000716254,0.026766372,0.003242127,0.008301287,0.233533906,0.013274669,0.001472424,2.42e-35,0.001303599,0.00056405,0.008514502,0.029857406,0.008301287,0.009404585,0.089590656
6382,6382,0.000716456,0.055640342,0.002917914,0.0,0.238707389,0.010324821,0.0,4.6699999999999995e-28,0.00434533,1.01e-19,0.0,0.084401392,0.0,0.016287535,0.750302741
6384,6384,0.999167515,0.224804007,0.101163275,0.22167386,0.460724312,0.085546021,0.014727547,0.001979829,0.002607198,0.007986899,0.222848539,0.061826807,0.22167386,0.101304112,0.145583149
6386,6386,0.000717162,0.024549863,0.103722124,6.15e-05,0.011755857,0.016224517,0.002945505,2.3200000000000002e-85,0.014484432,0.002970714,6.15e-05,0.013474858,6.15e-05,0.005593584,0.0
6387,6387,0.999167818,0.039671543,0.00842953,0.006657885,0.041725325,0.02064929,0.007363762,2.72e-44,0.012166923,0.002492313,0.006617707,0.006957345,0.006657885,0.006265505,0.347156286
6390,6390,0.999168322,0.115661663,0.087621722,0.000361127,0.438946619,0.02064929,0.001472424,6.28e-11,0.002172665,0.000687508,0.00042994,0.00387852,0.000361127,0.001580805,0.0
6391,6391,0.969413069,0.191201111,0.083251875,0.083463752,0.610492068,0.054572591,0.011782043,3.37e-05,0.089203091,0.004027825,0.082680028,0.029628694,0.083463752,0.040164203,0.033597989
6392,6392,0.00071807,0.112652059,0.084411476,0.017993145,0.257019867,0.029498834,0.004418257,3.11e-37,0.000869066,0.003425966,0.018757195,0.026150021,0.017993145,0.015200794,0.033597989
6394,6394,0.030473726,0.060890155,0.089166595,0.000277693,0.307736654,0.02802391,0.004418257,1.43e-11,0.0,0.003495411,0.000257543,0.008476765,0.000277693,0.005229228,0.0
6396,6396,0.000718171,0.090691263,6.3e-13,0.0,0.591497021,0.0,0.0,6.69e-09,0.0,1.01e-19,0.0,0.001999237,0.0,0.000385807,0.011200995
6397,6397,0.000718877,0.055568105,0.001118534,0.0,0.502209349,0.008849873,0.0,1.39e-11,0.000869066,1.01e-19,0.0,0.057663196,0.0,0.011127676,0.011200995
6398,6398,0.000718978,0.540771835,0.13197726,0.00159705,0.557136802,0.057522439,0.001472424,6.67e-08,0.012456611,0.000326393,0.002432113,0.065087962,0.00159705,0.013624541,0.055994983
6399,6399,0.969414583,0.072452017,0.013806057,0.006025807,0.456952732,0.019174366,0.004418257,2.52e-09,0.0,0.005030923,0.005943291,0.043739709,0.006025807,0.015663068,0.044796486
6400,6400,0.030474332,0.167644996,0.039260266,0.002987621,0.434655684,0.051622743,0.0162003,6.44e-11,0.004779862,0.014980499,0.002891559,0.016633653,0.002987621,0.019266814,0.022399492
6401,6401,0.000719281,0.030698597,0.071081201,0.008301287,0.035783964,0.017699441,0.004418257,2.52e-70,0.004490174,0.005200678,0.008345898,0.020192295,0.008301287,0.012145203,0.089590656
6402,6402,0.999169331,0.04941359,8.75e-14,0.0,0.708242796,0.002950177,0.0,6.6e-06,0.043178091,1.01e-19,0.0,0.042057951,0.0,0.008116221,0.011200995
6403,6403,0.999170138,0.264765326,0.09729947,0.002920199,0.56202929,0.084071097,0.001472424,0.000528237,0.0,9.98e-20,0.002849408,0.086861254,0.002920199,0.017818572,0.156781646
6405,6405,0.99917034,0.004333608,0.032307795,0.0,0.002089929,0.002950177,0.001472424,4.2399999999999996e-89,0.498817153,0.000817911,0.0,0.00083968,0.0,0.00097995,0.055994983
6406,6406,0.000719684,0.203926471,0.134959206,0.00851198,0.590816581,0.047197947,0.001472424,1.3899999999999998e-23,0.001303599,0.001404337,0.009736881,0.04738032,0.00851198,0.013888742,0.011200995
6408,6408,0.999169735,0.110111149,0.021073825,0.031477469,0.554773746,0.030973782,0.002945505,0.000591432,0.005214395,0.001196002,0.031402494,0.047060842,0.031477469,0.021790146,0.0
6410,6410,0.000719583,0.052430151,0.10984407,0.048198874,0.254784575,0.023599138,0.007363762,1.36e-37,0.515207416,0.009744867,0.050001623,0.038893958,0.048198874,0.035229654,0.223972629
6412,6412,0.00072039,0.216992091,0.097279477,0.04108505,0.650555272,0.042773175,0.007363762,0.002930629,0.000869066,0.003780908,0.040717865,0.143723155,0.04108505,0.046493211,0.011200995
6413,6413,0.000720491,0.026001618,0.04696518,5.06e-05,0.012539589,0.02064929,0.004418257,2.54e-88,0.425422731,0.001296311,5.02e-05,0.008916597,5.06e-05,0.003035452,0.0
6414,6414,0.969415289,0.284277134,0.087968899,0.011461675,0.730951947,0.048672871,0.001472424,1.1e-11,0.607068696,0.000165897,0.011591525,0.1194976,0.011461675,0.027446925,0.044796486
6415,6415,0.000719381,0.142137642,0.088566531,0.11554928,0.428678457,0.056047515,0.014727547,4.0999999999999995e-34,0.00434533,0.009236913,0.116122631,0.030758263,0.11554928,0.057588557,0.033597989
6416,6416,0.000720794,0.033818289,0.071274648,0.002149064,0.049602584,0.029498834,0.011782043,1.9899999999999998e-69,0.115849579,0.011939954,0.002056969,0.003158795,0.002149064,0.0133196,0.078392159
6417,6417,0.99917145,0.021489699,0.001545414,0.029876205,0.398869308,0.014749593,0.011782043,5.14e-12,0.001738132,1.44e-19,0.02996936,0.071701439,0.029876205,0.024793653,0.0
6419,6419,0.999171047,0.013272054,4.89e-08,4.97e-05,0.007124769,0.007374949,0.001472424,7.52e-80,0.47131475,1.01e-19,4.97e-05,0.021191913,4.97e-05,0.004107764,0.011200995
6422,6422,0.000720895,0.316986291,0.082956301,0.004677375,0.251202992,0.057522439,0.010309267,5.93e-37,0.000869066,0.004645116,0.004763063,0.022111562,0.004677375,0.010640556,0.0
6423,6423,0.999171652,0.196466793,0.139894804,0.006110084,0.54051268,0.045723023,0.011782043,5.45e-09,0.005026098,0.017077437,0.007460727,0.014874324,0.006110084,0.022432437,0.06719348
6424,6424,0.999172257,0.020259535,0.067870685,0.00062365,0.011356613,0.014749593,0.004418257,1.19e-78,0.089100294,0.008550485,0.000623835,0.058972696,0.00062365,0.020159263,0.403148953
6425,6425,0.969416702,0.01083401,0.176984736,3.01e-05,0.005224822,0.007374949,0.001472424,1.06e-88,0.0,0.001535512,3.48e-05,0.000159939,3.01e-05,0.001578259,0.011200995
6427,6427,0.999172055,0.008667206,0.126980602,1.96e-05,0.004179857,0.007374949,0.002945505,8.449999999999999e-89,0.017989664,0.009195709,1.9e-05,0.000159939,1.96e-05,0.009233595,0.167980143
6428,6428,0.000721198,0.039466353,0.10315205,0.024988138,0.148060286,0.019174366,0.004418257,8.369999999999999e-42,0.233057639,0.003881218,0.024995543,0.005637849,0.024988138,0.014120535,0.089590656
6429,6429,0.000721399,0.234843119,0.022289622,0.013695017,0.269714984,0.051622743,0.019145805,5.97e-37,0.260857064,0.008596319,0.014373491,0.024390693,0.013695017,0.018442113,0.0
6430,6430,0.999172863,0.076648989,0.103994733,0.03569132,0.255910007,0.032448706,0.00589101,5.69e-40,0.491060265,0.008275405,0.035617594,0.018832813,0.03569132,0.024965414,0.0
6431,6431,0.030477459,0.324081763,0.096808018,0.445734866,0.441675182,0.098820361,0.008836514,0.002790935,0.054802882,0.005779388,0.448119496,0.098119358,0.445734866,0.188366855,0.0
6432,6432,0.03047756,0.0,1.18e-18,0.0,0.0,0.023599138,0.025036814,0.0,0.003041731,0.042994097,0.0,0.0,0.0,0.042994097,0.022399492
6433,6433,0.000722005,0.071886199,2.62e-13,0.0,0.671640581,0.001475253,0.0,3.49e-08,0.0,1.01e-19,0.0,0.025950097,0.0,0.005007774,0.022399492
6434,6434,0.999172762,0.010761953,2.53e-16,0.0,0.365619399,0.0,0.0,0.000422781,0.002896886,1.01e-19,0.0,0.00075971,0.0,0.000146607,0.100789154
6435,6435,0.969417711,0.044821594,0.00570074,0.0,0.131956017,0.011799745,0.0,4.5299999999999997e-38,0.047508936,1.01e-19,0.0,0.086354247,0.0,0.016664392,0.011200995
6436,6436,0.969417509,0.05390946,0.106224235,0.06393213,0.214001371,0.025074062,0.004418257,1.31e-39,0.006083461,0.004768574,0.062195064,0.044127161,0.06393213,0.03637635,0.011200995
6438,6438,0.000722307,0.096559684,0.137850373,0.012978662,0.101578005,0.038348402,0.013254795,7.95e-44,0.654947743,0.009372794,0.012771753,0.006037696,0.012978662,0.015252493,0.033597989
6439,6439,0.000722711,0.015441458,0.034864752,0.016265466,0.072345588,0.010324821,0.002945505,3.52e-43,0.0,0.001057111,0.016396739,0.008036933,0.016265466,0.008588063,0.044796486
6440,6440,0.999173468,0.039954856,0.049421361,1.93e-05,0.447257907,0.011799745,0.001472424,0.000121485,0.000869066,0.000691366,1.94e-05,0.01551408,1.93e-05,0.003696031,0.044796486
6441,6441,0.000722509,0.063142712,0.06109572,0.003767183,0.077486848,0.039823327,0.007363762,2.46e-64,0.549093157,0.002592623,0.003877892,0.055028601,0.003767183,0.01461159,0.0
6443,6443,0.000723518,0.032824522,0.035458872,0.012262307,0.234986715,0.019174366,0.007363762,6.26e-36,0.55278798,9.77e-20,0.012308092,0.108113944,0.012262307,0.025362024,0.011200995
6444,6444,0.000722812,0.112987392,0.014427465,0.017192513,0.328997337,0.054572591,0.010309267,1.1600000000000001e-29,0.0,2.62e-18,0.017197608,0.081284182,0.017192513,0.021982355,0.022399492
6445,6445,0.000723216,0.346358635,0.025909997,0.013189354,0.528250178,0.030973782,0.002945505,8.27e-08,0.002172665,0.002407435,0.014668548,0.117554741,0.013189354,0.030193176,0.033597989
6446,6446,0.999174477,0.084647027,0.034674547,0.006868578,0.176096735,0.023599138,0.004418257,2.2100000000000002e-37,0.007097372,0.00057871,0.006533405,0.08768294,0.006868578,0.019953242,0.0
6447,6447,0.000723316,0.071556398,0.00416073,0.0,0.277336816,0.025074062,0.0,1.1600000000000001e-29,0.0,1.01e-19,0.0,0.053068949,0.0,0.010241092,0.0
6450,6450,0.000724224,0.014300891,0.035872243,0.001563339,0.007902545,0.008849873,0.001472424,9.14e-87,0.650168633,0.000638125,0.001618598,0.004318352,0.001563339,0.002054036,0.011200995
6451,6451,0.999174578,0.07772925,0.054319405,0.00095233,0.050010545,0.045723023,0.00589101,9.47e-72,0.009125192,0.003263927,0.000944182,0.023990845,0.00095233,0.008240837,0.0
6452,6452,0.000724023,0.006500402,0.032534743,0.0,0.003134893,0.002950177,0.0,6.34e-89,0.475945026,1.01e-19,0.0,0.003518657,0.0,0.00067902,0.044796486
6453,6453,0.99917478,0.027069502,0.098107571,0.007163547,0.046417301,0.022124214,0.011782043,2.28e-70,0.001738132,0.013674233,0.007249972,0.003358718,0.007163547,0.016961309,0.011200995
6454,6454,0.000724628,0.069361282,0.021857339,0.061284567,0.55429307,0.029498834,0.007363762,0.00048845,0.000869066,0.001342608,0.059741454,0.043443422,0.061284567,0.031884476,0.0
6455,6455,0.000724325,0.021668011,0.060979544,0.000163076,0.01044966,0.019174366,0.00589101,2.11e-88,0.076536977,0.00585655,0.000153851,0.001559405,0.000163076,0.006215505,0.033597989
6457,6457,0.000724931,0.037593653,0.097143578,0.000981827,0.115859451,0.022124214,0.001472424,1.59e-43,0.058976123,3.36e-05,0.000986333,0.019552539,0.000981827,0.004167178,0.022399492
6458,6458,0.969420334,0.053413886,0.013779039,0.001795101,0.385988801,0.008849873,0.002945505,0.001030647,0.062425142,0.000330251,0.001605953,0.022631364,0.001795101,0.005320278,0.055994983
6459,6459,0.000725133,0.255205273,0.049981169,0.019889378,0.691141042,0.042773175,0.002945505,2.58e-11,0.023471332,0.002592623,0.018757195,0.119651541,0.019889378,0.032758329,0.033597989
6460,6460,0.969420536,0.0,1.18e-18,0.0,0.0,0.025074062,0.026509567,0.0,0.001738132,0.020543912,0.0,0.0,0.0,0.020543912,0.190377137
6461,6461,0.999175688,0.114185097,0.111661012,0.090714105,0.616670739,0.041298251,0.011782043,0.000425565,0.003476264,0.005871982,0.088478319,0.012955056,0.090714105,0.041179801,0.022399492
6464,6464,0.969421141,0.134741545,0.015994493,1.32e-05,0.094210453,0.02802391,0.001472424,3.52e-41,0.003476264,0.00131946,1.42e-05,0.013514843,1.32e-05,0.003935231,0.0
6465,6465,0.999176293,0.099061623,0.072944343,0.009649719,0.564493858,0.038348402,0.010309267,0.000795389,0.060266052,0.005339568,0.010832807,0.012195346,0.009649719,0.011443035,0.0
6466,6466,0.969421343,0.078198703,0.237838377,0.012683692,0.064160567,0.050147795,0.020618557,6.83e-70,0.026014039,0.022889541,0.012729602,0.005277986,0.012683692,0.028560904,0.055994983
6467,6467,0.00072594,0.04351251,0.122870125,0.019594408,0.06658604,0.03392363,0.0162003,7.95e-44,0.043461572,0.017148348,0.019853121,0.006557498,0.019594408,0.025636101,0.033597989
6468,6468,0.000725637,0.078835326,0.058416372,0.10771573,0.069506747,0.075221552,0.044182619,2.42e-69,0.001738132,0.031225364,0.109329997,0.008396796,0.10771573,0.07258387,0.0
6469,6469,0.000725738,0.065375033,0.005646704,0.001268369,0.150933563,0.019174366,0.001472424,4.69e-39,0.002172665,1.01e-19,0.001268745,0.06559097,0.001268369,0.013122066,0.100789154
6470,6470,0.000726242,0.046441951,0.054361282,4.34e-05,0.253380542,0.02064929,0.001472424,1.1000000000000001e-35,0.087330579,0.001952183,4.34e-05,0.009956201,4.34e-05,0.003889397,0.022399492
6471,6471,0.000726041,0.199741875,0.090242441,0.074447374,0.560624209,0.060472288,0.007363762,1.03e-11,0.072932468,0.003904366,0.0732538,0.071372764,0.074447374,0.044719811,0.033597989
6472,6472,0.969421948,0.110186434,0.062282879,0.000236397,0.45431189,0.014749593,0.001472424,7.8e-11,0.28310171,0.000687508,0.000387789,0.006397559,0.000236397,0.002036366,0.011200995
6473,6473,0.000726444,0.033517788,0.018939425,2.2e-05,0.342028199,0.010324821,0.001472424,0.00010337,0.571188714,0.001952183,2.19e-05,0.004078444,2.2e-05,0.002746946,0.022399492
6475,6475,0.000726545,0.077922329,0.028801704,0.024271783,0.2420394,0.023599138,0.004418257,9.08e-41,0.103723008,0.008129647,0.023731013,0.051348405,0.024271783,0.026827396,0.324759292
6476,6476,0.000726848,0.117483072,0.135987501,0.024103229,0.593548005,0.039823327,0.008836514,2.21e-11,0.000869066,0.008205343,0.025164147,0.03246841,0.024103229,0.023491169,0.011200995
6478,6478,0.999177706,0.388021024,0.176911517,0.029033435,0.575451294,0.089970793,0.020618557,4.69e-09,0.583970453,0.023289469,0.028241169,0.056653581,0.029033435,0.044708546,0.044796486
6480,6480,0.000727251,0.018670669,0.0362794,0.028232803,0.070859474,0.02802391,0.020618557,7.950000000000001e-43,0.073828388,0.005671362,0.02870483,0.010555972,0.028232803,0.018132927,0.324759292
6482,6482,0.000727453,0.046093482,0.048417923,0.008048456,0.281956475,0.017699441,0.004418257,1.11e-36,0.0,1.02e-19,0.00800869,0.031845848,0.008048456,0.009085368,0.033597989
6483,6483,0.000727554,0.043430155,0.092098288,0.003185672,0.063913691,0.017699441,0.002945505,1.7300000000000002e-66,0.007604327,0.00097995,0.003296208,0.012795117,0.003185672,0.004635856,0.022399492
6484,6484,0.000727655,0.12407943,0.057853863,0.005014483,0.288040089,0.045723023,0.002945505,1.81e-33,0.358407999,0.001782428,0.00505812,0.145821155,0.005014483,0.031766728,0.033597989
6485,6485,0.999178412,0.033141424,0.122005558,0.0,0.196576947,0.014749593,0.0,1.1000000000000001e-35,0.435941024,1.01e-19,0.0,0.024390693,0.0,0.004706845,0.011200995
6486,6486,0.999178513,0.389047004,0.195267629,0.000682644,0.504666181,0.044248099,0.002945505,6.1e-08,0.162953749,0.006666744,0.000695491,0.030964984,0.000682644,0.012894595,0.0
6487,6487,0.96942326,0.060535867,0.233062454,0.004382405,0.195985726,0.02802391,0.002945505,5.34e-40,0.0,0.001257731,0.004510157,0.01011614,0.004382405,0.004838019,0.0
6488,6488,0.999178715,0.163658444,0.103416553,0.000775349,0.157414159,0.045723023,0.004418257,6.3e-42,0.000869066,0.001867306,0.000758718,0.049721026,0.000775349,0.011743192,0.022399492
6489,6489,0.000727756,0.073534223,0.075646115,0.020816425,0.048384024,0.048672871,0.017673052,2.91e-66,0.143503504,0.010999974,0.020274631,0.026669823,0.020816425,0.023669875,0.022399492
6490,6490,0.999178311,0.056272447,0.098336411,0.096491295,0.244419724,0.029498834,0.004418257,2.9100000000000002e-37,0.181765102,0.002322558,0.097448474,0.049477919,0.096491295,0.047378407,0.033597989
6491,6491,0.000728361,0.078776965,0.079421842,0.026547263,0.450736613,0.029498834,0.0162003,2.62e-11,0.003765952,0.018807781,0.028199018,0.00227913,0.026547263,0.029270866,0.011200995
6494,6494,0.000727857,0.047700846,0.081926926,0.004340267,0.062339972,0.029498834,0.002945505,1.14e-64,0.115849579,0.000264664,0.004468006,0.016073866,0.004340267,0.004979225,0.089590656
6495,6495,0.000728765,0.019462995,0.010428842,0.00034975,0.322225598,0.004425101,0.001472424,0.000139993,0.026014039,0.001404337,0.000389475,0.01619382,0.00034975,0.004664715,0.0
6498,6498,0.999179723,0.032517482,0.03638558,0.002583091,0.053544548,0.02802391,0.014727547,1.63e-43,0.388109182,1.3e-19,0.002600717,0.010236094,0.002583091,0.002924417,0.033597989
6499,6499,0.999179824,0.20130669,0.26275088,0.011967338,0.614397916,0.056047515,0.004418257,1.3899999999999998e-23,0.001303599,1.29e-19,0.011970884,0.062923588,0.011967338,0.016525578,0.0
6500,6500,0.999179925,0.002166804,0.031987094,0.0,0.001044731,0.0,0.0,2.1099999999999998e-89,0.367029865,1.01e-19,0.0,4e-05,0.0,7.72e-06,0.358354783
6503,6503,0.000729471,0.17442537,0.047698981,0.014495648,0.572318597,0.061947212,0.004418257,3.72e-11,0.002100243,0.002901268,0.014879303,0.064108736,0.014495648,0.020650935,0.0
6505,6505,0.000729572,0.120379721,0.01923662,0.032278101,0.439935621,0.039823327,0.027982319,9.37e-11,0.209620644,0.018838337,0.032835628,0.00623762,0.032278101,0.03196349,0.022399492
6506,6506,0.000729875,0.231544166,0.053505901,0.031056084,0.449132069,0.053097667,0.017673052,1.14e-10,0.002462353,0.012245127,0.027735357,0.014314538,0.031056084,0.025771519,0.044796486
6507,6507,0.999180632,0.051502718,0.007646016,0.007289963,0.380816981,0.013274669,0.002945505,3.25e-34,0.090128308,0.001489215,0.007207821,0.006877376,0.007289963,0.005470743,0.0
6508,6508,0.000721298,0.014319152,8.38e-05,0.007627071,0.358404497,0.002950177,0.002945505,0.000168149,0.269611086,0.000699082,0.007629331,0.006317589,0.007627071,0.004711475,0.011200995
6510,6510,0.000730278,0.031486595,0.056414899,0.01559125,0.383758848,0.013274669,0.00589101,2.99e-12,0.00267962,1.04e-19,0.01559587,0.016753607,0.01559125,0.008943005,0.078392159
6512,6512,0.00073048,0.0262732,0.012212011,0.001900447,0.149980911,0.013274669,0.002945505,7.05e-36,0.187671174,1.17e-19,0.00190944,0.118717098,0.001900447,0.023607219,0.011200995
6513,6513,0.000730581,0.020520477,0.014157287,0.002696865,0.055259339,0.016224517,0.00589101,2.54e-67,0.530646609,0.004498509,0.00276089,0.004278367,0.002696865,0.006323376,0.0
6514,6514,0.999181338,0.324663394,0.271845316,0.106377832,0.582497109,0.113569602,0.007363762,6.18e-10,0.549093157,0.005763956,0.101587702,0.191858787,0.106377832,0.080864137,0.06719348
6515,6515,0.999181439,0.083027989,0.03589899,0.00102818,0.238158256,0.023599138,0.002945505,2.8700000000000003e-37,0.003794921,1.75e-14,0.00104956,0.029736652,0.00102818,0.006118898,0.022399492
6516,6516,0.99918154,0.034022521,0.061564748,0.070917431,0.101921702,0.025074062,0.0162003,6.14e-46,0.447141137,0.008814763,0.070717574,0.006677452,0.070917431,0.036034833,0.201575634
6518,6518,0.000731085,0.074368832,0.086234902,0.019004469,0.168382541,0.029498834,0.008836514,1.96e-41,0.051366278,0.004282457,0.018672893,0.012755133,0.019004469,0.013642134,0.0
6519,6519,0.03048543,0.037411279,0.072563393,0.003101395,0.400697721,0.016224517,0.004418257,0.000285493,0.000869066,0.002870404,0.003405801,0.01087585,0.003101395,0.006160566,0.123186148
6520,6520,0.000731287,0.114314111,0.047167002,0.002701079,0.428256505,0.025074062,0.004418257,6.54e-09,0.108547993,0.004521658,0.002600717,0.01475437,0.002701079,0.008339603,0.011200995
6522,6522,0.999182044,0.109359835,0.109918369,0.006742162,0.397604251,0.045723023,0.004418257,6.46e-35,0.001738132,1.1e-19,0.006702009,0.085348231,0.006742162,0.018931702,0.582325096
6523,6523,0.00073159,0.066287954,0.154779408,0.003649195,0.185837508,0.03392363,0.004418257,7.07e-40,0.002172665,0.001828725,0.003730363,0.082025899,0.003649195,0.019008941,0.0
6525,6525,0.999182347,0.194290878,0.043182699,0.085661697,0.440689757,0.054572591,0.022091309,7.17e-11,0.0,0.017252979,0.086300799,0.015474095,0.085661697,0.051723134,0.044796486
6526,6526,0.030486338,0.02917114,0.005538633,0.012430861,0.159656788,0.025074062,0.011782043,4.25e-32,0.182772503,1.79e-12,0.012392394,0.050476338,0.012430861,0.014285583,0.0
6527,6527,0.969314495,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.650168633,1.46e-06,0.0,0.0,0.0,0.0,0.011200995
6528,6528,0.000731489,0.080671665,1.52e-16,0.0,0.748771205,0.001475253,0.0,4.53e-05,0.001303599,1.01e-19,0.0,0.033257709,0.0,0.006417976,0.0
6531,6531,0.999182246,0.013000814,0.003025985,0.000792204,0.006269786,0.023599138,0.0162003,1.27e-88,0.491060265,0.004799439,0.000796654,0.01239527,0.000792204,0.00748234,0.078392159
6533,6533,0.000721803,0.051019597,0.00149408,0.000526731,0.072062463,0.017699441,0.002945505,5.45e-66,0.623580659,2.28e-05,0.000518457,0.04748508,0.000526731,0.009377656,0.011200995
6534,6534,0.999182549,0.031721977,0.089141198,0.002949696,0.019815644,0.03392363,0.017673052,3.21e-85,0.583516815,0.006936809,0.002980076,0.006397559,0.002949696,0.009257052,0.022399492
6536,6536,0.999183457,0.0,1.18e-18,0.0,0.0,0.035398554,0.036818857,0.0,0.026014039,0.020679253,0.0,0.0,0.0,0.020679253,0.0
6537,6537,0.030488053,0.003215316,1.2e-18,0.0,0.009698019,0.0,0.0,3.5799999999999997e-38,0.367029865,1.01e-19,0.0,0.006517513,0.0,0.001257731,0.044796486
6540,6540,0.030488457,0.02191892,2.24e-06,5.52e-05,0.012932794,0.011799745,0.001472424,5.38e-75,0.007097372,1.01e-19,5.48e-05,0.056369289,5.52e-05,0.010898121,0.033597989
6544,6544,0.030488861,0.046074623,1.98e-16,0.0,0.628977343,0.0,0.0,1.97e-11,0.005677897,1.01e-19,0.0,0.02007234,0.0,0.003873502,0.0
6545,6545,0.999184466,0.0,1.18e-18,0.0,0.0,0.128318867,0.129602351,0.0,0.00202782,0.112563966,0.0,0.0,0.0,0.112563966,0.011200995
6546,6546,0.999184566,0.025472427,5.12e-17,0.0,0.137171789,0.005900025,0.0,1.57e-42,0.516443475,1.01e-19,0.0,0.051328013,0.0,0.009905131,0.0
6547,6547,0.030488961,0.089948757,0.008672689,0.000130629,0.044264771,0.022124214,0.001472424,4.25e-65,0.205178453,9.93e-20,0.000141206,0.015793973,0.000130629,0.003097644,0.022399492
6548,6548,0.999184768,0.0,1.18e-18,0.0,0.0,0.001475253,0.002945505,0.0,0.549093157,0.002615771,0.0,0.0,0.0,0.002615771,0.044796486
6549,6549,0.999184869,0.098515556,1.74e-13,0.0,0.606250508,0.001475253,0.0,3.11e-08,0.000869066,1.01e-19,0.0,0.033900264,0.0,0.006541974,0.660714582
6552,6552,0.999184264,0.024545791,1.49e-18,0.0,0.639000127,0.001475253,0.0,1.85e-08,0.0,1.01e-19,0.0,0.016513698,0.0,0.003186766,0.011200995
6555,6555,0.030489668,0.042940855,0.06611075,3.08e-06,0.183341298,0.017699441,0.001472424,3.54e-38,0.0,0.000723002,3.08e-06,0.006517513,3.08e-06,0.001983048,0.0
6559,6559,0.959512342,0.014815931,2.43e-07,0.0,0.468272447,0.0,0.0,1.99e-10,0.048254916,1.01e-19,0.0,0.005038077,0.0,0.000972234,0.0
6560,6560,0.9693151,0.090691263,6.3e-13,0.0,0.591497021,0.0,0.0,6.69e-09,0.102373204,1.01e-19,0.0,0.001999237,0.0,0.000385807,0.0
6562,6562,0.959512645,0.002383488,4.97e-09,1.66e-06,0.001394084,0.001475253,0.001472424,1.52e-87,0.55278798,4.25e-08,1.66e-06,0.003238764,1.66e-06,0.000625007,0.06719348
6570,6570,0.959513452,0.034951919,0.047351804,0.0,0.018029552,0.016224517,0.0,1.05e-80,0.328807539,1.01e-19,0.0,0.007157269,0.0,0.001381189,0.022399492
6572,6572,0.969315403,0.006933771,0.009726381,0.0,0.003343889,0.002950177,0.0,3.07e-87,0.529692162,1.01e-19,0.0,0.000439832,0.0,8.49e-05,0.044796486
6573,6573,0.030491282,0.042757361,8.75e-14,0.0,0.681375448,0.001475253,0.0,6.6e-06,0.01503484,1.01e-19,0.0,0.010436018,0.0,0.002013912,0.011200995
6574,6574,0.959513553,0.006933771,0.000537653,0.001795101,0.00373202,0.019174366,0.0162003,3.07e-87,0.174617756,0.013106557,0.001799848,0.001799313,0.001795101,0.01411197,0.0
6575,6575,0.959513956,0.009268854,4.87e-17,0.0,0.440691304,0.0,0.0,1.34e-33,0.024698025,1.01e-19,0.0,0.026110036,0.0,0.005038639,0.055994983
6576,6576,0.030491988,0.004333608,2.02e-07,0.0,0.002089929,0.002950177,0.001472424,4.2399999999999996e-89,0.382339427,2.14e-07,0.0,0.001479435,0.0,0.000285497,0.011200995
6578,6578,0.030492291,0.014117169,8.54e-14,0.0,0.429120771,0.0,0.0,3.01e-09,0.091319859,1.01e-19,0.0,0.004278367,0.0,0.000825627,0.0
6579,6579,0.95951436,0.0,1.18e-18,0.0,0.0,0.035398554,0.036818857,0.0,0.001738132,0.07432031,0.0,0.0,0.0,0.07432031,0.089590656
6580,6580,0.030492493,0.041731675,8.73e-14,0.0,0.680956557,0.001475253,0.0,6.6e-06,0.491060265,1.01e-19,0.0,0.011395651,0.0,0.0021991,0.011200995
6583,6583,0.030492695,0.0,1.18e-18,0.0,0.0,0.171091713,0.172312218,0.0,0.048260057,0.245720533,0.0,0.0,0.0,0.245720533,0.022399492
6586,6586,0.959514663,0.002166804,1.08e-07,7.21e-06,0.001044731,0.001475253,0.001472424,2.1099999999999998e-89,0.549093157,4.34e-05,7.5e-06,0.002199161,7.21e-06,0.000470684,0.0
6588,6588,0.959515268,0.007367129,2.58e-10,9.99e-06,0.004179857,0.004425101,0.001472424,6.06e-87,0.068428625,1.01e-19,9.99e-06,0.038990721,9.99e-06,0.007527943,0.033597989
6591,6591,0.959515571,0.03134305,0.010185682,0.000379247,0.056059323,0.014749593,0.001472424,2.72e-66,0.007098406,1.01e-19,0.000379359,0.05746927,0.000379247,0.011229143,0.123186148
6594,6594,0.959515873,0.070245948,1.46e-10,0.0,0.651268135,0.001475253,0.0,1.24e-08,0.0,1.01e-19,0.0,0.006557498,0.0,0.001265447,0.0
6595,6595,0.95951547,0.002420751,1.16e-18,0.0,0.003242078,0.0,0.0,1.55e-82,0.506199103,1.01e-19,0.0,0.008476765,0.0,0.001635822,0.0
6596,6596,0.959516075,0.0,1.18e-18,0.0,0.0,0.116519474,0.117820332,0.0,0.273287084,0.173608041,0.0,0.0,0.0,0.173608041,0.022399492
6599,6599,0.959516378,0.0,1.18e-18,0.0,0.0,0.016224517,0.017673052,0.0,0.25285196,0.007129713,0.0,0.0,0.0,0.007129713,0.055994983
